Generation Group variable value sd var SDSt zMean Strategy Scenario Rep GenVar Trait SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic scenario Import
20 home gvNormUnres3 0.133705071814132 1.57690562751856 2.48663135809969 1 0 SU55 Class 0 2.58983521875532 3 1.60929649808707 1 0 0 2.48663135809969 1.57690562751856 1 0 Class BurnIn
21 home gvNormUnres3 1.19256003987929 1.54746160220481 2.39463741029828 0.98132797245446 0.671476434345278 SU55 Class 0 2.65110041201913 3 1.62822001339473 1.01175887434674 0.657961394512318 -0.0117588743467398 2.54545515879039 1.59544826264921 1.01175887434674 0.671476434345278 Class BurnIn
22 home gvNormUnres3 1.19808222739263 1.57662089922818 2.48573345988309 0.999819438598353 0.674978348104076 SU55 Class 0 2.63793020185255 3 1.62417061968641 1.0092426234799 0.661392824034409 -0.00924262347989968 2.53280977604333 1.59148037249704 1.0092426234799 0.674978348104076 Class BurnIn
23 home gvNormUnres3 1.10429309840834 1.61465178003828 2.60710037078079 1.02393684939734 0.615501656951752 SU55 Class 0 2.61819577583315 3 1.61808398293573 1.0054604511096 0.603113240939705 -0.00546045110959947 2.51386175872603 1.58551624360207 1.0054604511096 0.615501656951752 Class BurnIn
24 home gvNormUnres3 1.3032920357802 1.61244452894193 2.59997735891476 1.02253711370115 0.741697501458312 SU55 Class 0 2.62267294007124 3 1.61946686908724 1.00631976208999 0.726769097774288 -0.0063197620899933 2.51816050982385 1.58687129592284 1.00631976208999 0.741697501458312 Class BurnIn
25 home gvNormUnres3 1.31426856623623 1.64719328248108 2.7132457098508 1.04457315246768 0.748658305113572 SU55 Class 0 2.60901470581204 3 1.61524447245983 1.00369600901998 0.733589798912381 -0.00369600901998357 2.5050465505421 1.58273388494153 1.00369600901998 0.748658305113572 Class BurnIn
26 home gvNormUnres3 1.48506297889325 1.60077799761268 2.56249019764087 1.01513874367466 0.856968155542472 SU55 Class 0 2.6096321481909 3 1.61543559085186 1.00381476798842 0.839719659295501 -0.00381476798842462 2.50563938809793 1.58292115662718 1.00381476798842 0.856968155542472 Class BurnIn
27 home gvNormUnres3 1.65896297029443 1.64999543383092 2.72248493166289 1.04635014615769 0.967247419162599 SU55 Class 0 2.61005122986364 3 1.6155652973073 1.00389536622225 0.947779293805295 -0.00389536622224806 2.50604176953961 1.58304825243566 1.00389536622225 0.967247419162599 Class BurnIn
28 home gvNormUnres3 1.87083496686278 1.56249183206419 2.44138072526729 0.990859443201397 1.101606757395 SU55 Class 0 2.59398697586225 3 1.61058591073629 1.00080122752442 1.07943433488703 -0.000801227524418469 2.49061766940573 1.57816908771073 1.00080122752442 1.101606757395 Class BurnIn
29 home gvNormUnres3 2.01485118938093 1.58466128875362 2.51115140007427 1.00491827862094 1.19293512860817 SU55 Class 0 2.59218797981549 3 1.61002732269222 1.00045412676037 1.16892450819526 -0.000454126760369045 2.48889036260622 1.57762174256259 1.00045412676037 1.19293512860817 Class BurnIn
30 home gvNormUnres3 2.26170405792672 1.54284736370862 2.38037798770262 0.978401837614382 1.34947770429436 SU55 Class 0 2.58928506204869 3 1.60912555819883 0.999893779742608 1.32231629699194 0.000106220257391598 2.48610312490992 1.57673812819692 0.999893779742609 1.34947770429436 Class BurnIn
31 home gvNormUnres3 2.59404639267428 1.50346278322299 2.26040034053662 0.953425973619528 1.56023371210348 SU55 Class 0 2.58473686571788 3 1.60771168612966 0.999015214437305 1.52883034529976 0.000984785562695434 2.48173617231885 1.57535271362284 0.999015214437305 1.56023371210348 Class BurnIn
32 home gvNormUnres3 2.62250258645685 1.48782319016228 2.21361784518466 0.943508073151811 1.57827930296573 SU55 Class 0 2.57807190355454 3 1.60563753803732 0.997726360522063 1.54651272627579 0.00227363947793668 2.47533680613683 1.57332031263085 0.997726360522063 1.57827930296573 Class BurnIn
33 home gvNormUnres3 2.78713400768597 1.47929805614441 2.18832273891263 0.938101830781248 1.68268087168115 SU55 Class 0 2.5753833343323 3 1.60480009170373 0.997205980135613 1.64881296829136 0.00279401986438721 2.47275537528439 1.572499721871 0.997205980135613 1.68268087168115 Class BurnIn
34 home gvNormUnres3 2.84785895728164 1.45861733297168 2.12756452404543 0.924987080721494 1.72118980242245 SU55 Class 0 2.57452373463231 3 1.60453224792533 0.997039544815136 1.68654681638452 0.00296045518486365 2.47193003027636 1.57223726907753 0.997039544815136 1.72118980242245 Class BurnIn
35 home gvNormUnres3 3.09002562239882 1.46555033603259 2.14783778744523 0.92938366789825 1.87476060646496 SU55 Class 0 2.56445784476779 3 1.60139247056048 0.995088520023506 1.83702664741941 0.00491147997649388 2.46226526195325 1.56916068710418 0.995088520023506 1.87476060646496 Class BurnIn
36 home gvNormUnres3 3.25236396304078 1.49251551014965 2.22760254803728 0.946483723631769 1.97770801042433 SU55 Class 0 2.5604510218631 3 1.60014093812486 0.994310830867339 1.93790199315894 0.00568916913266093 2.45841810928153 1.56793434469736 0.994310830867339 1.97770801042433 Class BurnIn
37 home gvNormUnres3 3.43616409428278 1.42107789445648 2.01946238211286 0.901181319704409 2.09426548097583 SU55 Class 0 2.55520192190363 3 1.59849989737367 0.993291105320717 2.05211347094472 0.00670889467928293 2.45337818378106 1.56632633374436 0.993291105320717 2.09426548097583 Class BurnIn
38 home gvNormUnres3 3.52780098151725 1.44680648498812 2.09324900500369 0.917497191803952 2.15237732079384 SU55 Class 0 2.53858000857828 3 1.59329219183999 0.990055091609217 2.10905567354281 0.0099449083907831 2.43741864681628 1.56122344551197 0.990055091609217 2.15237732079384 Class BurnIn
39 home gvNormUnres3 3.82574671675745 1.41253528590823 1.99525593393586 0.895763995801716 2.34132060949848 SU55 Class 0 2.52837935085198 3 1.59008784375329 0.988063943246866 2.29419603493325 0.0119360567531336 2.42762448107485 1.55808359245416 0.988063943246867 2.34132060949848 Class BurnIn
40 home gvNormUnres3 3.93064986444492 1.38121971072678 1.90776788930017 0.875905118621646 2.40784529293977 SU55 Class 0 2.51812996621462 3 1.58686167204789 0.986059233916277 2.35938175292378 0.0139407660837225 2.41778353016959 1.55492235502921 0.986059233916277 2.40784529293977 Class BurnIn
20 import gvNormUnres1 0.278608025277095 1.55015560055235 2.40298238592382 1 0 SU55 Class 0 2.56933208588114 1 1.60291362396142 1 0 0 2.40298238592382 1.55015560055235 1 0 Class BurnIn
21 import gvNormUnres1 1.91124551357131 1.48783273649811 2.21364625179545 0.959795736613771 1.05320877962991 SU55 Class 0 2.63487138642239 1 1.62322869196623 1.01267383825374 1.01854364694919 -0.0126738382537412 2.46427838796724 1.56980202190188 1.01267383825374 1.05320877962991 Class BurnIn
22 import gvNormUnres1 1.72390259123633 1.49137118604963 2.22418801457907 0.962078378143601 0.932354510375764 SU55 Class 0 2.62905565935291 1 1.62143629518798 1.0115556265476 0.901667154333215 -0.0115556265475973 2.45883919628544 1.568068619763 1.0115556265476 0.932354510375764 Class BurnIn
23 import gvNormUnres1 2.06267930224914 1.43705821166948 2.0651363037267 0.927041266797625 1.1508981913405 SU55 Class 0 2.63473556311094 1 1.62318685403466 1.01264773707715 1.11301772615976 -0.0126477370771456 2.46415135844591 1.5697615610168 1.01264773707715 1.1508981913405 Class BurnIn
24 import gvNormUnres1 2.29543098738039 1.51125373587769 2.28388785420427 0.974904542059647 1.30104549593903 SU55 Class 0 2.63475567196131 1 1.62319304827285 1.01265160143895 1.25822310819154 -0.0126516014389535 2.46417016536211 1.5697675513789 1.01265160143895 1.30104549593903 Class BurnIn
25 import gvNormUnres1 2.56518633374345 1.50307529251349 2.25923533496452 0.969628656618675 1.47506373402231 SU55 Class 0 2.62947603970397 1 1.62156592209628 1.01163649610062 1.42651373990779 -0.0116364961006221 2.45923235938979 1.56819398015354 1.01163649610062 1.47506373402231 Class BurnIn
26 import gvNormUnres1 2.71642096260755 1.48621286602131 2.20882868312727 0.958750763788965 1.572624668428 SU55 Class 0 2.62354801449697 1 1.61973702016623 1.01049551014685 1.52086357049338 -0.010495510146846 2.45368814023883 1.56642527438714 1.01049551014685 1.572624668428 Class BurnIn
27 import gvNormUnres1 2.90289382539307 1.46161917638982 2.13633061679045 0.942885459929966 1.69291766528527 SU55 Class 0 2.62057805766768 1 1.61881995838564 1.00992338837629 1.63719726433564 -0.00992338837629037 2.4509104712925 1.56553839662031 1.00992338837629 1.69291766528527 Class BurnIn
28 import gvNormUnres1 3.17625952628135 1.48498825692091 2.205190123193 0.957960772706803 1.86926493054747 SU55 Class 0 2.61758636102044 1 1.6178956582612 1.00934675086406 1.8077402660307 -0.00934675086406123 2.44811247005831 1.56464451875124 1.00934675086406 1.86926493054747 Class BurnIn
29 import gvNormUnres1 3.31816036183795 1.47401152827552 2.17270998548913 0.950879723138953 1.96080466727198 SU55 Class 0 2.61840636693001 1 1.61814905584437 1.00950483647727 1.8962670796003 -0.00950483647727074 2.44887938522972 1.56488957604993 1.00950483647727 1.96080466727198 Class BurnIn
30 import gvNormUnres1 3.56368544626801 1.48190752960599 2.19604992630293 0.95597340620384 2.11919204744374 SU55 Class 0 2.61882389313755 1 1.61827806422059 1.00958532015044 2.0494413247747 -0.00958532015043922 2.44926987898018 1.56501433826664 1.00958532015044 2.11919204744374 Class BurnIn
31 import gvNormUnres1 3.75305988568876 1.45405962272483 2.11428938643868 0.938008818086855 2.24135684132203 SU55 Class 0 2.61124695883188 1 1.61593532012636 1.00812376660244 2.16758520763268 -0.00812376660244207 2.44218350825532 1.56274870284871 1.00812376660244 2.24135684132203 Class BurnIn
32 import gvNormUnres1 4.04265035280528 1.4662491562869 2.14988658831206 0.945872243898903 2.42817064698988 SU55 Class 0 2.61592474192552 1 1.61738206430191 1.00902633811592 2.34825025582213 -0.00902633811592057 2.44655843138844 1.56414782913523 1.00902633811592 2.42817064698988 Class BurnIn
33 import gvNormUnres1 4.2144686739141 1.43400376845614 2.0563668079464 0.925070856077397 2.53901004985214 SU55 Class 0 2.61056132576327 1 1.61572315876306 1.0079914067796 2.45544150963666 -0.00799140677959742 2.4415422660445 1.56254352452804 1.0079914067796 2.53901004985214 Class BurnIn
34 import gvNormUnres1 4.39793873099072 1.42714104108657 2.03673155115366 0.920643734459979 2.65736594716416 SU55 Class 0 2.60738759263023 1 1.61474071993934 1.0073784986297 2.56990186129503 -0.00737849862969653 2.43857401415591 1.56159342152684 1.0073784986297 2.65736594716416 Class BurnIn
35 import gvNormUnres1 4.63766843167286 1.43130933758016 2.04864641984416 0.923332688067028 2.81201474538591 SU55 Class 0 2.60963000006265 1 1.61543492597587 1.00781158873895 2.71946057556291 -0.00781158873894783 2.440671238408 1.56226477858524 1.00781158873895 2.81201474538591 Class BurnIn
36 import gvNormUnres1 4.849133717888 1.42026311363807 2.0171473119609 0.916206807324373 2.94843026789203 SU55 Class 0 2.60154860762819 1 1.61293168101696 1.00624990449004 2.85138614101698 -0.00624990449003548 2.43311307036096 1.5598439250005 1.00624990449004 2.94843026789203 Class BurnIn
37 import gvNormUnres1 5.0921370739413 1.41971417611007 2.0155883418479 0.91585268962948 3.10519088983651 SU55 Class 0 2.60508937978128 1 1.61402892780188 1.00693443718632 3.00298717080469 -0.00693443718631914 2.43642459757194 1.5609050571934 1.00693443718632 3.10519088983651 Class BurnIn
38 import gvNormUnres1 5.31526480334228 1.45216832358586 2.10879284002617 0.936788747573742 3.24912981398159 SU55 Class 0 2.60097262081413 1 1.61275311837061 1.00613850569494 3.14218851394977 -0.00613850569494279 2.43257437543074 1.55967123953439 1.00613850569494 3.24912981398159 Class BurnIn
39 import gvNormUnres1 5.4904396803216 1.42385364357277 2.02735919831544 0.918523045728712 3.3621345193911 SU55 Class 0 2.59819767034139 1 1.61189257406981 1.00560164314169 3.25147380191581 -0.00560164314169009 2.42997908728389 1.55883901904074 1.00560164314169 3.3621345193911 Class BurnIn
40 import gvNormUnres1 5.69572657364904 1.39924313205259 1.95788134259634 0.902646890127681 3.49456438207991 SU55 Class 0 2.59764715659989 1 1.61172179876053 1.00549510258534 3.37954489087449 -0.00549510258534269 2.42946421618906 1.55867386460063 1.00549510258534 3.49456438207991 Class BurnIn
20 import gvNormUnres3 0.150378670585833 1.55433910474081 2.41597005252645 1 0 SU55 Class 0 2.58880556921821 3 1.60897655956145 1 0 0 2.41597005252645 1.55433910474081 1 0 Class BurnIn
21 import gvNormUnres3 2.3687315730235 1.36717163502591 1.86915827961942 0.879583889291579 1.42720008502108 SU55 Class 0 2.6483748702316 3 1.62738282841856 1.01143973710974 1.37873537638255 -0.0114397371097352 2.47156234922479 1.57212033547842 1.01143973710974 1.42720008502108 Class BurnIn
22 import gvNormUnres3 2.1330299353609 1.46847141796655 2.15640830538468 0.944756143294369 1.2755590197325 SU55 Class 0 2.64316341987705 3 1.6257808646546 1.01044409565403 1.23224372225501 -0.0104440956540253 2.46669882909932 1.57057277102951 1.01044409565403 1.2755590197325 Class BurnIn
23 import gvNormUnres3 2.51735643066337 1.35394282069243 1.83316116170457 0.871072995952324 1.52281941106554 SU55 Class 0 2.64816484465464 3 1.62731829850667 1.01139963092453 1.47110767152673 -0.011399630924527 2.47136634551163 1.57205799686641 1.01139963092453 1.52281941106554 Class BurnIn
24 import gvNormUnres3 2.89212637534979 1.45103755755744 2.10550999344226 0.93353989044714 1.76393149757444 SU55 Class 0 2.64681104269392 3 1.62690228431025 1.01114107265409 1.70403209945536 -0.0111410726540888 2.47010292695558 1.57165610963581 1.01114107265409 1.76393149757444 Class BurnIn
25 import gvNormUnres3 3.16392765061274 1.45872095055837 2.12786681159793 0.938483080113733 1.93879763485037 SU55 Class 0 2.64164233786771 3 1.62531299689251 1.01015330971354 1.87296015104676 -0.0101533097135418 2.46527929855376 1.57012079107111 1.01015330971354 1.93879763485037 Class BurnIn
26 import gvNormUnres3 3.38477870626142 1.40708714294745 1.97989422784803 0.905263940574984 2.08088442593416 SU55 Class 0 2.63664257933156 3 1.62377417744327 1.00919691327626 2.01022197399642 -0.00919691327625527 2.4606133371402 1.568634226689 1.00919691327626 2.08088442593416 Class BurnIn
27 import gvNormUnres3 3.64389449074778 1.37093748218501 1.87946958005976 0.882006685673405 2.24758922265197 SU55 Class 0 2.63329857682226 3 1.62274415014267 1.00855673782157 2.17126582696403 -0.0085567378215694 2.45749258909557 1.56763917694589 1.00855673782157 2.24758922265197 Class BurnIn
28 import gvNormUnres3 3.94670673241845 1.39777216352709 1.95376702113121 0.899271053056456 2.44240658312825 SU55 Class 0 2.6307208390884 3 1.6219497030082 1.00806297852486 2.35946760024108 -0.00806297852486204 2.4550869479604 1.56687170756268 1.00806297852486 2.44240658312825 Class BurnIn
29 import gvNormUnres3 4.16096314088832 1.38613898805605 1.92138129420905 0.89178673033977 2.58025064033326 SU55 Class 0 2.63143689510786 3 1.62217042726955 1.00820016154349 2.4926307636176 -0.0082001615434899 2.45575519818341 1.56708493649304 1.00820016154349 2.58025064033326 Class BurnIn
30 import gvNormUnres3 4.4565975085914 1.39870021643248 1.95636229544828 0.899868125408661 2.77045004199624 SU55 Class 0 2.63077009744056 3 1.62196488785687 1.00807241610714 2.6763713942354 -0.00807241610714371 2.4551329176945 1.56688637676588 1.00807241610714 2.77045004199624 Class BurnIn
31 import gvNormUnres3 4.7392142546353 1.37406975880146 1.88806770205271 0.884021867950491 2.95227442329239 SU55 Class 0 2.62367225124814 3 1.61977537061413 1.00671160247084 2.85202140253691 -0.00671160247084002 2.44850894251374 1.56477121091671 1.00671160247084 2.95227442329239 Class BurnIn
32 import gvNormUnres3 5.07246508246897 1.35142284936348 1.8263437177817 0.869451746560049 3.16667476026985 SU55 Class 0 2.62875684413487 3 1.62134414734654 1.00768661775188 3.05914115568266 -0.00768661775188018 2.45325407451194 1.56628671529575 1.00768661775188 3.16667476026985 Class BurnIn
33 import gvNormUnres3 5.31096524703199 1.33120150883736 1.77209745713088 0.856442139798927 3.3201162865337 SU55 Class 0 2.62258480461878 3 1.61943965760345 1.00650295243882 3.20737213092324 -0.00650295243881538 2.44749409670164 1.56444689801273 1.00650295243882 3.3201162865337 Class BurnIn
34 import gvNormUnres3 5.53511038743648 1.34919452383097 1.82032586313548 0.868018130481223 3.46432236082009 SU55 Class 0 2.61969402956557 3 1.61854688828145 1.00594808461511 3.34668127068198 -0.00594808461510898 2.44479631744769 1.56358444525638 1.00594808461511 3.46432236082009 Class BurnIn
35 import gvNormUnres3 5.84905480147521 1.31647960938099 1.73311856191594 0.846970654836947 3.66630171852986 SU55 Class 0 2.6218625035996 3 1.61921663269607 1.00636433953855 3.54180183485247 -0.00636433953854998 2.44682001841164 1.56423144656142 1.00636433953855 3.66630171852986 Class BurnIn
36 import gvNormUnres3 6.13847537200919 1.33443043062222 1.78070457417059 0.858519499736024 3.85250341007274 SU55 Class 0 2.61373954996195 3 1.61670638953458 1.0048041905441 3.72168050916509 -0.0048041905441043 2.43923937467386 1.56180644597013 1.0048041905441 3.85250341007274 Class BurnIn
37 import gvNormUnres3 6.36278338272078 1.31498119923864 1.7291755543511 0.846006637308351 3.99681426864114 SU55 Class 0 2.61688958628362 3 1.61768031028495 1.00540949504315 3.86109087495234 -0.00540949504315447 2.44217910622729 1.56274729442328 1.00540949504315 3.99681426864114 Class BurnIn
38 import gvNormUnres3 6.66576006694201 1.34531474079091 1.80987175178932 0.865522032282171 4.19173742491839 SU55 Class 0 2.61354011283524 3 1.61664470828789 1.00476585484162 4.04939485142781 -0.00476585484161918 2.43905325249797 1.56174685928865 1.00476585484162 4.19173742491839 Class BurnIn
39 import gvNormUnres3 6.90432057299213 1.33203271343103 1.77431114965042 0.856976903796774 4.34521777249666 SU55 Class 0 2.60989149585604 3 1.61551586060182 1.00406426122339 4.19766332969274 -0.00406426122338877 2.43564822685228 1.5606563448922 1.00406426122339 4.34521777249666 Class BurnIn
40 import gvNormUnres3 7.15699843283016 1.3024230808895 1.6963058816337 0.837927243107408 4.50778066438258 SU55 Class 0 2.60839637856126 3 1.61505305750655 1.00377662303965 4.35470592819206 -0.00377662303965098 2.43425292754818 1.5602092576152 1.00377662303965 4.50778066438258 Class BurnIn
20 home gvNormUnres1 -0.814154169083889 1.79971303450667 3.23896700657321 1 0 SU55 Class 1 2.72843734581034 1 1.65179821582733 1 0 0 3.23896700657321 1.79971303450667 1 0 Class BurnIn
21 home gvNormUnres1 1.76404853478552 1.62043962463937 2.62582457710137 0.900387780479433 1.43256322226734 SU55 Class 1 2.7619936759904 1 1.66192469022829 1.00613057594077 1.56084603988876 -0.00613057594077371 3.27880220619096 1.81074631193631 1.00613057594077 1.43256322226734 Class BurnIn
22 home gvNormUnres1 1.53710830428361 1.71061124228036 2.92619082221596 0.950491111350576 1.3064652132233 SU55 Class 1 2.75993207594288 1 1.66130432971893 1.00575500917759 1.4234562374738 -0.00575500917758709 3.27635485128104 1.81007039953728 1.00575500917759 1.3064652132233 Class BurnIn
23 home gvNormUnres1 1.37741533652287 1.71363544778133 2.93654644789272 0.952171493413152 1.21773275160365 SU55 Class 1 2.74878045815274 1 1.65794464869993 1.00372105552222 1.32677798329567 -0.00372105552222468 3.26311660626595 1.80640986663214 1.00372105552222 1.21773275160365 Class BurnIn
24 home gvNormUnres1 1.42774266667874 1.72189571760669 2.96492486231225 0.956761263930439 1.2456968376501 SU55 Class 1 2.73227081924925 1 1.65295820251126 1.00070225689362 1.357246190413 -0.00070225689361858 3.24351777773468 1.80097689539169 1.00070225689362 1.2456968376501 Class BurnIn
25 home gvNormUnres1 1.85020445404149 1.70756940358769 2.91579326806883 0.948800931508376 1.48043525386575 SU55 Class 1 2.73858980962946 1 1.6548685173238 1.00185876305414 1.61300490434959 -0.00185876305413712 3.25101914161528 1.80305827460326 1.00185876305414 1.48043525386575 Class BurnIn
26 home gvNormUnres1 2.17782021016332 1.67827134416224 2.81659470463613 0.932521636496498 1.66247302868891 SU55 Class 1 2.72688413448016 1 1.65132799118775 0.999715325616002 1.81134375287398 0.00028467438399804 3.23712316718272 1.7992007023072 0.999715325616002 1.66247302868891 Class BurnIn
27 home gvNormUnres1 2.18331108903612 1.5963166042431 2.54822670098222 0.886983965574642 1.66552400335405 SU55 Class 1 2.7271373792149 1 1.65140466852159 0.999761746137048 1.81466793546492 0.000238253862951621 3.23742379763028 1.79928424592399 0.999761746137048 1.66552400335405 Class BurnIn
28 home gvNormUnres1 2.44613623693145 1.62380373041071 2.63673855489574 0.902257026135181 1.8115612564361 SU55 Class 1 2.7303691372273 1 1.65238286641665 1.00035394794819 1.97378249641853 -0.000353947948193545 3.24126026380072 1.80035003924257 1.00035394794819 1.8115612564361 Class BurnIn
29 home gvNormUnres1 2.7251409237897 1.60614885348553 2.57971413955289 0.892447197242088 1.96658857551908 SU55 Class 1 2.73832387748282 1 1.65478816695153 1.00181011887261 2.142692163583 -0.00181011887260718 3.25070344975955 1.80297072903571 1.00181011887261 1.96658857551908 Class BurnIn
30 home gvNormUnres1 2.88837647907566 1.62762498933106 2.64916310589494 0.904380286258926 2.05728945513498 SU55 Class 1 2.73924249929368 1 1.65506570845199 1.00197814272552 2.24151510316597 -0.00197814272551722 3.25179395885314 1.8032731237539 1.00197814272552 2.05728945513498 Class BurnIn
