Generation Group gvNormUnres1 sd var SDSt zMean Strategy Scenario Rep GenVar SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic scenario Import
60 home 10.5799815280463 1.55054750863138 2.40419757652297 1.07733777115246 3.91174077279943 SU55 NA 1 2.5252747540821 1.58911130953187 0.993243375097292 3.47493571022794 0.00675662490270801 2.06227481339494 1.43606225958171 0.993243375097292 3.84527871279607 GenGen 100
61 home 10.7446220644562 1.54753308453929 2.3948586477437 1.07524331553946 4.02613486104878 SU55 NA 1 2.53017597174256 1.59065268734019 0.994206783568082 3.5778411021163 0.00579321643191777 2.06627741062512 1.43745518560584 0.994206783568082 3.95915129803428 GenGen 100
62 home 10.9321381539281 1.53183448288476 2.34651688295483 1.06433575132582 4.15642313971312 SU55 NA 1 2.53072281283731 1.59082457010109 0.994314215572709 3.69504441724905 0.0056857844272914 2.06672399039423 1.43761051414986 0.994314215572709 4.08884561480182 GenGen 100
63 home 11.2438832278298 1.54101528348557 2.37472810393611 1.07071467438468 4.37302710780533 SU55 NA 1 2.5234095318889 1.58852432524305 0.992876491888635 3.88989466311593 0.00712350811136497 2.06075157290627 1.43553180839237 0.992876491888635 4.30446212258631 GenGen 100
64 home 11.5541099870761 1.50616699650598 2.26853902136386 1.04650169437983 4.58857613387371 SU55 NA 1 2.52603727204797 1.5893512110443 0.993393320910692 4.08379591569089 0.00660667908930768 2.06289752646536 1.43627905591684 0.993393320910692 4.51902849764655 GenGen 100
65 home 11.986505469181 1.54668830687471 2.39224471862297 1.07465635455877 4.88900935656063 SU55 NA 1 2.52010786067848 1.58748475919565 0.992226731180644 4.3540563722408 0.00777326881935558 2.05805525110273 1.43459236408909 0.992226731180644 4.8180920968444 GenGen 100
66 home 12.349428504878 1.55427164314958 2.41576034069888 1.07992534151646 5.14117234557015 SU55 NA 1 2.5104862601226 1.58445140667759 0.990330792692996 4.58089441606699 0.00966920730700382 2.05019773601101 1.4318511570729 0.990330792692996 5.06910551807398 GenGen 100
67 home 12.6628170854616 1.5521732640036 2.4092418414876 1.07846736418938 5.35891824050796 SU55 NA 1 2.49697008913241 1.58018039765478 0.987661280877527 4.77677190408731 0.0123387191224734 2.03915970580794 1.4279914936049 0.987661280877527 5.28585874685561 GenGen 100
68 home 13.0731412089596 1.50572270314414 2.2672008587637 1.04619299437707 5.64401603609216 SU55 NA 1 2.49075481868208 1.57821253913473 0.986431308863329 5.03323708362656 0.0135686911366713 2.03408398258716 1.42621316169329 0.986431308863329 5.56965683053038 GenGen 100
69 home 13.346379231953 1.51343906377317 2.29049779975461 1.05155440814557 5.83386487403309 SU55 NA 1 2.47688718686685 1.57381294532319 0.983681427605661 5.2040192400023 0.0163185723943385 2.02275893062291 1.42223729757833 0.983681427605662 5.75864018020909 GenGen 100
70 home 13.5025811739067 1.54822610193717 2.39700406271955 1.07572483178752 5.94239573236367 SU55 NA 1 2.47833532231617 1.57427295038572 0.983968944897958 5.30165025117958 0.0160310551020423 2.02394155570507 1.42265299904969 0.983968944897958 5.86667626498723 GenGen 100
71 home 13.8412535079694 1.55710036411942 2.42456154394083 1.08189076852073 6.17770906233194 SU55 NA 1 2.46763690892174 1.57087138522596 0.981842862200272 5.51333086166845 0.0181571377997281 2.01520465749193 1.41957904235443 0.981842862200272 6.10091684187868 GenGen 100
72 home 14.2403850422156 1.57469425602807 2.47966199996779 1.09411520162533 6.45503012157572 SU55 NA 1 2.46274792994576 1.56931447770858 0.980869747184349 5.76280032916549 0.0191302528156514 2.01121205502795 1.41817208230452 0.980869747184349 6.37697364201903 GenGen 100
73 home 14.615148700802 1.58723817771972 2.519325032811 1.10283085887643 6.71542010795342 SU55 NA 1 2.45610097619169 1.56719525783857 0.979545169677636 5.9970391259606 0.0204548303223636 2.00578379606695 1.41625696682027 0.979545169677636 6.63617655514807 GenGen 100
74 home 15.0112588312652 1.50706157999466 2.27123460589601 1.0471232610048 6.99064186201677 SU55 NA 1 2.45490869610717 1.56681482508533 0.979307387522569 6.24462012329637 0.0206926124774311 2.00481011619911 1.41591317396199 0.979307387522569 6.91014362047993 GenGen 100
75 home 15.4874904024867 1.50057583463028 2.25172783547637 1.04261689250192 7.32153289027368 SU55 NA 1 2.43859061651678 1.56159873735758 0.976047172490154 6.54227948188925 0.0239528275098457 1.99148389714598 1.41119945335377 0.976047172490154 7.23952617334065 GenGen 100
76 home 15.7988390061508 1.50856580802075 2.27577079712929 1.04816841548082 7.53786138640532 SU55 NA 1 2.43714478003578 1.56113573402052 0.975757781184193 6.73688192168073 0.0242422188158066 1.99030314952467 1.41078104237499 0.975757781184194 7.45486846499394 GenGen 100
77 home 16.2345046534833 1.46918456096999 2.15850327419257 1.02080588406099 7.84056675650981 SU55 NA 1 2.42861804638188 1.55840240194305 0.974049364686496 7.00918633193499 0.0259506353135037 1.98333976147094 1.40831096050231 0.974049364686496 7.75619385327933 GenGen 100
78 home 16.434237778065 1.48423136508062 2.20294274508909 1.03126057204267 7.97934356796791 SU55 NA 1 2.42218134314302 1.55633587092986 0.972757719333542 7.13402566923522 0.0272422806664578 1.97808320435796 1.4064434593534 0.972757719333542 7.89433800507678 GenGen 100
79 home 16.9006082771931 1.49713250143364 2.24140572684896 1.04022442604039 8.30338301291565 SU55 NA 1 2.41253460828 1.55323359746047 0.970818703134531 7.42552155490501 0.029181296865469 1.97020516324289 1.40363996923815 0.970818703134531 8.21690020982047 GenGen 100
80 home 17.1381492604151 1.54706012771318 2.39339503875991 1.07491469984077 8.46842914790802 SU55 NA 1 2.40915684025519 1.55214588240126 0.970138847815351 7.57399196505442 0.0298611521846492 1.96744669669908 1.40265701320711 0.970138847815351 8.38119392781567 GenGen 100
41 import 7.6582538815341 1.36557710504298 1.86480082981757 1.00165613520051 0.249559044450488 SU55 Class 1 2.61461763693452 1.61697793334805 1 0 0 1.86480082981757 1.36557710504298 1 0 GenGen 100
42 import 7.86232691652745 1.35549889818122 1.8373772629705 0.994263731140992 0.399247411936445 SU55 Class 1 2.61658813604737 1.61758713398919 1.00037675260038 0.1262064439994 -0.000376752600379948 1.86620623163575 1.36609158976833 1.00037675260038 0.149440873195463 GenGen 100
43 import 8.10464618726132 1.34903112876273 1.81988498637086 0.989519597034494 0.576989542579629 SU55 Class 1 2.61039829994875 1.61567270817723 0.999192799639441 0.276065799366193 0.000807200360559479 1.86179150906596 1.36447481071142 0.999192799639441 0.326889125541668 GenGen 100
44 import 8.36813081953137 1.32258510084609 1.74923134898007 0.970121332361952 0.770256548499471 SU55 Class 1 2.60718854682889 1.6146790847809 0.998578305541632 0.439014610748229 0.00142169445836848 1.8595022449698 1.36363567164027 0.998578305541631 0.519836584383073 GenGen 100
45 import 8.64268243899248 1.34404941223935 1.80646882254095 0.985865488525317 0.971641232708717 SU55 Class 1 2.6028820848905 1.61334499871866 0.997753256519791 0.608807663454048 0.00224674348020859 1.85643078485156 1.3625090035855 0.997753256519791 0.720888299769345 GenGen 100
46 import 8.92612596263524 1.34802901639225 1.81718222903547 0.98878454370038 1.17954816333252 SU55 Class 1 2.59957977649587 1.61232123861713 0.99712012474946 0.784099804303416 0.00287987525054012 1.85407550836768 1.36164441333546 0.99712012474946 0.928451477707837 GenGen 100
47 import 9.17355534317203 1.34634073699927 1.81263338010374 0.987546184177751 1.36103857945643 SU55 Class 1 2.60117026229412 1.61281439176804 0.997425109215075 0.93711944386304 0.00257489078492479 1.85520987661889 1.3620608931391 0.997425109215075 1.10964181813098 GenGen 100
48 import 9.4404445294423 1.33347111272686 1.77814520847702 0.978106264555067 1.55680283902043 SU55 Class 1 2.59401056593218 1.61059323416317 0.996051461771246 1.10217375955037 0.00394853822875418 1.8501034291107 1.36018507163941 0.996051461771246 1.30508240166498 GenGen 100
49 import 9.72396518456441 1.31843548875246 1.73827213800195 0.967077575698972 1.76476634588531 SU55 Class 1 2.59210285581475 1.61000088689875 0.995685131933214 1.27751360140898 0.0043148680667856 1.84874280973761 1.3596848199997 0.995685131933214 1.51270206230156 GenGen 100
50 import 9.94140690271994 1.32253447508764 1.74909743779534 0.970084198170579 1.92426069463699 SU55 Class 1 2.58537140849406 1.60790901748017 0.994391441168839 1.41198774213229 0.0056085588311614 1.84394179854111 1.35791818551086 0.994391441168839 1.67193270358321 GenGen 100
51 import 10.2519600070732 1.30295945431802 1.69770333959672 0.955725844051902 2.15205260849687 SU55 Class 1 2.58103882364964 1.60656117955391 0.993557887476812 1.60404546781208 0.00644211252318794 1.84085170701147 1.35677990367321 0.993557887476812 1.89934798698711 GenGen 100
52 import 10.47572995052 1.32167952225589 1.74683675955055 0.969457086932355 2.31618873519322 SU55 Class 1 2.57325613311364 1.60413719273435 0.992058802814266 1.74243322118326 0.00794119718573383 1.83530092682674 1.35473278797951 0.992058802814266 2.06321273151194 GenGen 100
53 import 10.7515705562476 1.32342149571724 1.75144445532646 0.970734831263654 2.51851889585873 SU55 Class 1 2.57166081900699 1.60363986574511 0.99175123708997 1.91302343150015 0.00824876291002996 1.83416311492343 1.35431278326812 0.99175123708997 2.26520836010658 GenGen 100
54 import 10.9864655249929 1.29190981950638 1.669030981737 0.947620893800513 2.69081527202276 SU55 Class 1 2.56697480856784 1.6021781450787 0.990847254026097 2.0582913191447 0.00915274597390325 1.83082095275333 1.35307832469275 0.990847254026097 2.43721986196749 GenGen 100
55 import 11.2617949647835 1.31629946533629 1.73264428244461 0.965510794188184 2.89277049047884 SU55 Class 1 2.56384134135838 1.6011999691976 0.990242313252982 2.22856540521124 0.00975768674701849 1.82858609738868 1.35225223142307 0.990242313252981 2.63884116828101 GenGen 100
56 import 11.516742168592 1.30609057883329 1.70587260011708 0.958022536101887 3.07977525930803 SU55 Class 1 2.55868654970019 1.59958949412035 0.989246334863893 2.38623434957377 0.0107536651361069 1.82490959049683 1.35089214613782 0.989246334863893 2.82553674399548 GenGen 100
57 import 11.7704377301256 1.28103849465039 1.64105962477614 0.939646734597388 3.26586194364454 SU55 Class 1 2.55428605454273 1.59821339455741 0.988395303112282 2.5431292312549 0.0116046968877184 1.82177106388961 1.34972999666215 0.988395303112282 3.01131575317537 GenGen 100
58 import 12.0116167929376 1.28936948681824 1.66247367353793 0.945757549861069 3.44276772732776 SU55 Class 1 2.55354205259466 1.59798061708979 0.98825134476701 2.69228343913735 0.0117486552329898 1.82124042589859 1.34953341044177 0.98825134476701 3.18792904137512 GenGen 100
59 import 12.2713285221461 1.2944742919098 1.67566369241539 0.949501944315316 3.63326729412961 SU55 Class 1 2.54477996153834 1.59523664750354 0.986554370720763 2.85289894529379 0.0134456292792371 1.81499111646154 1.34721606153636 0.986554370720763 3.37811363677394 GenGen 100
60 import 13.0903839745762 1.28335626976722 1.64700331515082 0.941346831689824 4.23404766454319 SU55 Class 1 2.54250768625755 1.594524282116 0.986113817159178 3.35943365769656 0.0138861828408219 1.81337048147104 1.34661445167911 0.986113817159178 3.97790067875448 GenGen 100
60 import 13.0903839745762 1.28335626976722 1.64700331515082 0.941346831689824 4.23404766454319 SU55 NA 1 2.52852348521051 1.59013316587338 0.98339818563938 3.35943365769656 0.0166018143606198 1.80339665227763 1.34290604744995 0.98339818563938 3.97790067875448 GenGen 100
61 import 13.2474630660563 1.28022679828834 1.63898065505562 0.939051352148483 4.34926579108602 SU55 NA 1 2.52784749183767 1.58992059293465 0.983266722535061 3.45657727867036 0.016733277464939 1.80291451944689 1.34272652444453 0.983266722535061 4.09292830399811 GenGen 100
62 import 13.6062817739699 1.29998771991104 1.68996807191951 0.953546065268306 4.61246071349578 SU55 NA 1 2.51782228481839 1.58676472257811 0.981315013552858 3.67848426980079 0.0186849864471418 1.79576432887808 1.34006131534273 0.981315013552858 4.35568806072548 GenGen 100
63 import 14.02715179327 1.30309727817141 1.69806251637775 0.95582693838617 4.92117051493953 SU55 NA 1 2.51001466186767 1.58430257901313 0.979792331323127 3.93876612685045 0.020207668676873 1.79019576636564 1.33798197535155 0.979792331323127 4.66388744232459 GenGen 100
64 import 14.413456705368 1.30694278136723 1.70809943376792 0.958647629985935 5.20452667537314 SU55 NA 1 2.50310808528572 1.58212138765827 0.978443400512209 4.17767162093972 0.021556599487791 1.78526984926048 1.33613990631987 0.978443400512209 4.94677510254632 GenGen 100
65 import 14.8253672565461 1.29862857180398 1.68643616750564 0.952549124828209 5.5066646719884 SU55 NA 1 2.49208549256513 1.57863405910462 0.97628670530832 4.43241260576269 0.0237132946916803 1.77740830202629 1.33319477272689 0.97628670530832 5.24841354511901 GenGen 100
66 import 15.2460621639486 1.26082703646754 1.58968481588752 0.924821551152647 5.8152460281719 SU55 NA 1 2.48150853621155 1.57528046271499 0.974212715106927 4.69258616702546 0.0257872848930726 1.76986459211381 1.33036257919178 0.974212715106927 5.55648469382887 GenGen 100
67 import 15.6013765618092 1.30036309871135 1.69094418849019 0.953821407083107 6.07587052548358 SU55 NA 1 2.47644811328784 1.57367344556863 0.97321887523242 4.91232596095383 0.0267811247675802 1.76625539100767 1.32900541421307 0.97321887523242 5.81667827539117 GenGen 100
68 import 15.9987473250968 1.29951123454849 1.68872944871775 0.953196561395571 6.36734353094514 SU55 NA 1 2.46866491787489 1.57119856093203 0.971688313444559 5.15807499382088 0.0283116865554407 1.76070425073397 1.32691531407772 0.971688313444559 6.10766936027402 GenGen 100
69 import 16.4195956968741 1.25908337608601 1.58529094793616 0.923542569458817 6.67603745384643 SU55 NA 1 2.45868403411432 1.56801914341449 0.969722042011927 5.41834346322784 0.0302779579880733 1.75358567245465 1.32423021882702 0.969722042011927 6.4158528895842 GenGen 100
70 import 16.8106402561214 1.2682656882161 1.60849785590627 0.93027783123676 6.96287016395873 SU55 NA 1 2.45461891046867 1.56672234632326 0.968920053892927 5.66018013346463 0.0310799461070732 1.75068633993251 1.32313504221319 0.968920053892927 6.70221135136798 GenGen 100
71 import 17.2011416846295 1.26792756289177 1.60764030474065 0.930029814991951 7.24930448555448 SU55 NA 1 2.44599396473646 1.56396737969066 0.967216278859398 5.90168091121458 0.0327837211406021 1.74453484545341 1.32080840603526 0.967216278859398 6.98817208332957 GenGen 100
72 import 17.6036714250028 1.26078241101094 1.58957228791456 0.924788818206094 7.54456162083937 SU55 NA 1 2.43614581268491 1.56081575231829 0.965267193898268 6.15062044964099 0.0347328061017317 1.73751093424801 1.31814678023656 0.965267193898268 7.28294104136704 GenGen 100
73 import 17.9858040034624 1.25357030025296 1.57143849767629 0.919498706822564 7.82485735826825 SU55 NA 1 2.42799169901637 1.55820143082221 0.963650399109566 6.38694561560558 0.0363496008904343 1.73169524719659 1.31593892228955 0.963650399109566 7.56277333867809 GenGen 100
74 import 18.3655417466037 1.25769076125389 1.5817860509434 0.9225210810453 8.10339647464626 SU55 NA 1 2.41935047543456 1.55542613949829 0.961934054522124 6.62178972529301 0.0380659454778756 1.72553214300944 1.31359512141658 0.961934054522124 7.84085191933018 GenGen 100
75 import 18.7436907242664 1.28072405988487 1.64025411756798 0.939416095469912 8.38077022534609 SU55 NA 1 2.40731596302478 1.55155275869845 0.959538610082249 6.85565128262401 0.0404613899177505 1.71694887316104 1.31032395733308 0.959538610082249 8.11776706111614 GenGen 100
76 import 19.1287361952916 1.23424367453925 1.52335744814016 0.905322551446667 8.66320258083838 SU55 NA 1 2.40027558364398 1.54928228016846 0.958134460722405 7.09377789096184 0.0418655392775953 1.71192752505794 1.30840648311522 0.958134460722405 8.39973244381283 GenGen 100
77 import 19.5542336399753 1.23200118311145 1.51782691518801 0.903677675233891 8.97530661685775 SU55 NA 1 2.39051123285686 1.54612781905535 0.956183623269369 7.35692152199623 0.0438163767306305 1.70496338269416 1.30574246415369 0.956183623269369 8.71132044797046 GenGen 100
78 import 19.9336612030272 1.23892525944606 1.53493579849349 0.908756512243935 9.25361821492979 SU55 NA 1 2.38194075291124 1.54335373550954 0.954468025617352 7.59157380464443 0.045531974382648 1.69885073437084 1.30339968327863 0.954468025617352 8.98917188649464 GenGen 100
79 import 20.3214014560622 1.22418681717245 1.4986333633388 0.897945807325007 9.53802720354157 SU55 NA 1 2.37300962012276 1.54045760088448 0.952676946985214 7.83136696758026 0.0473230530147863 1.69248086078019 1.30095382730525 0.952676946985214 9.27311063415164 GenGen 100
80 import 20.705978088681 1.22678546686799 1.50500258171851 0.899851927016943 9.82011566423323 SU55 NA 1 2.36478364276942 1.53778530451081 0.951024298350653 8.06920362860536 0.0489757016493471 1.68661391902248 1.29869700816722 0.951024298350653 9.5547326906423 GenGen 100
