,Gen,genInt,line,sex,Group,Rep,scenario,strategy,trait
1304,45,4.0761421319797,sire,M,home,0,50_50,GenGen,13
1305,45,4.07430501428943,dam,F,home,0,50_50,GenGen,13
1306,46,5.04444444444444,dam,M,home,0,50_50,GenGen,13
1307,45,4.00544111931597,sire,F,home,0,50_50,GenGen,13
1308,46,4.20987654320988,sire,M,home,0,50_50,GenGen,13
1309,46,4.07846193816576,dam,F,home,0,50_50,GenGen,13
1310,47,5.11111111111111,dam,M,home,0,50_50,GenGen,13
1311,46,4.02373479795998,sire,F,home,0,50_50,GenGen,13
1312,47,4.19786096256685,sire,M,home,0,50_50,GenGen,13
1313,47,4.09119251753702,dam,F,home,0,50_50,GenGen,13
1314,48,5.11111111111111,dam,M,home,0,50_50,GenGen,13
1315,47,4.03186322129396,sire,F,home,0,50_50,GenGen,13
1316,48,4.0427807486631,sire,M,home,0,50_50,GenGen,13
1317,48,4.09612886464017,dam,F,home,0,50_50,GenGen,13
1318,49,5,dam,M,home,0,50_50,GenGen,13
1319,48,4.01318378591106,sire,F,home,0,50_50,GenGen,13
1320,49,3.93814432989691,sire,M,home,0,50_50,GenGen,13
1321,19,1,dam,F,import,0,50_50,GenGen,13
1322,20,1,dam,M,import,0,50_50,GenGen,13
1323,19,1,sire,F,import,0,50_50,GenGen,13
1324,20,1,sire,M,import,0,50_50,GenGen,13
1325,20,1,dam,F,import,0,50_50,GenGen,13
1326,21,5.008,dam,M,import,0,50_50,GenGen,13
1327,20,1,sire,F,import,0,50_50,GenGen,13
1328,21,8.016,sire,M,import,0,50_50,GenGen,13
1329,21,4.15224733697064,dam,F,import,0,50_50,GenGen,13
1330,22,4.916,dam,M,import,0,50_50,GenGen,13
1331,21,4.35827487659132,sire,F,import,0,50_50,GenGen,13
1332,22,7.904,sire,M,import,0,50_50,GenGen,13
1333,22,4.14809041309431,dam,F,import,0,50_50,GenGen,13
1334,23,4.988,dam,M,import,0,50_50,GenGen,13
1335,22,4.39101065211743,sire,F,import,0,50_50,GenGen,13
1336,23,8.076,sire,M,import,0,50_50,GenGen,13
1337,23,4.16497791634191,dam,F,import,0,50_50,GenGen,13
1338,24,4.928,dam,M,import,0,50_50,GenGen,13
1339,23,4.39984411535464,sire,F,import,0,50_50,GenGen,13
1340,24,7.964,sire,M,import,0,50_50,GenGen,13
1341,24,4.06780982073266,dam,F,import,0,50_50,GenGen,13
1342,25,4.936,dam,M,import,0,50_50,GenGen,13
1343,24,4.39958430761237,sire,F,import,0,50_50,GenGen,13
1344,25,7.908,sire,M,import,0,50_50,GenGen,13
1345,25,4.07118732138218,dam,F,import,0,50_50,GenGen,13
1346,26,5.032,dam,M,import,0,50_50,GenGen,13
1347,25,4.28890620940504,sire,F,import,0,50_50,GenGen,13
1348,26,7.996,sire,M,import,0,50_50,GenGen,13
1349,26,4.06131462717589,dam,F,import,0,50_50,GenGen,13
1350,27,5.044,dam,M,import,0,50_50,GenGen,13
1351,26,4.3611327617563,sire,F,import,0,50_50,GenGen,13
1352,27,8.068,sire,M,import,0,50_50,GenGen,13
1353,27,4.12574694725903,dam,F,import,0,50_50,GenGen,13
1354,28,4.864,dam,M,import,0,50_50,GenGen,13
1355,27,4.25383216419849,sire,F,import,0,50_50,GenGen,13
1356,28,8.008,sire,M,import,0,50_50,GenGen,13
1357,28,4.11171732917641,dam,F,import,0,50_50,GenGen,13
1358,29,5.008,dam,M,import,0,50_50,GenGen,13
1359,28,4.3522992985191,sire,F,import,0,50_50,GenGen,13
1360,29,8.04,sire,M,import,0,50_50,GenGen,13
1361,29,4.08703559366069,dam,F,import,0,50_50,GenGen,13
1362,30,5.04,dam,M,import,0,50_50,GenGen,13
1363,29,4.25772928033255,sire,F,import,0,50_50,GenGen,13
1364,30,8.11,sire,M,import,0,50_50,GenGen,13
1365,30,4.06988828267082,dam,F,import,0,50_50,GenGen,13
1366,31,4.8925,dam,M,import,0,50_50,GenGen,13
1367,30,4.37490257209665,sire,F,import,0,50_50,GenGen,13
1368,31,4.17772511848341,sire,M,import,0,50_50,GenGen,13
1369,31,4.05533904910366,dam,F,import,0,50_50,GenGen,13
1370,32,4.92,dam,M,import,0,50_50,GenGen,13
1371,31,4.05388582607149,sire,F,import,0,50_50,GenGen,13
1372,32,3.72748815165877,sire,M,import,0,50_50,GenGen,13
1373,32,4.05196154845414,dam,F,import,0,50_50,GenGen,13
1374,33,4.9475,dam,M,import,0,50_50,GenGen,13
1375,32,3.68235294117647,sire,F,import,0,50_50,GenGen,13
1376,33,4.01658767772512,sire,M,import,0,50_50,GenGen,13
1377,33,4.08807482462977,dam,F,import,0,50_50,GenGen,13
1378,34,4.9525,dam,M,import,0,50_50,GenGen,13
1379,33,3.71035431716546,sire,F,import,0,50_50,GenGen,13
1380,34,3.97156398104265,sire,M,import,0,50_50,GenGen,13
1381,34,4.07014809041309,dam,F,import,0,50_50,GenGen,13
1382,35,4.9725,dam,M,import,0,50_50,GenGen,13
1383,34,3.73465889612616,sire,F,import,0,50_50,GenGen,13
1384,35,3.95734597156398,sire,M,import,0,50_50,GenGen,13
1385,35,4.10730059755781,dam,F,import,0,50_50,GenGen,13
1386,36,5.005,dam,M,import,0,50_50,GenGen,13
1387,35,3.70606640013906,sire,F,import,0,50_50,GenGen,13
1388,36,4.10663507109005,sire,M,import,0,50_50,GenGen,13
1389,36,4.11613406079501,dam,F,import,0,50_50,GenGen,13
1390,37,4.9725,dam,M,import,0,50_50,GenGen,13
1391,36,3.73516873889876,sire,F,import,0,50_50,GenGen,13
1392,37,4.02369668246446,sire,M,import,0,50_50,GenGen,13
1393,37,4.07794232268122,dam,F,import,0,50_50,GenGen,13
1394,38,5.0175,dam,M,import,0,50_50,GenGen,13
1395,37,3.80265957446809,sire,F,import,0,50_50,GenGen,13
1396,38,4.02369668246446,sire,M,import,0,50_50,GenGen,13
1397,38,4.08417770849571,dam,F,import,0,50_50,GenGen,13
1398,39,4.99,dam,M,import,0,50_50,GenGen,13
1399,38,3.81972182596291,sire,F,import,0,50_50,GenGen,13
1400,39,3.99763033175355,sire,M,import,0,50_50,GenGen,13
1401,39,4.00753442452585,dam,F,import,0,50_50,GenGen,13
1402,40,4.9725,dam,M,import,0,50_50,GenGen,13
1403,39,3.75829802259887,sire,F,import,0,50_50,GenGen,13
1404,40,4.05924170616114,sire,M,import,0,50_50,GenGen,13
1405,40,4.0576773187841,dam,F,import,0,50_50,GenGen,13
1406,41,4.99,dam,M,import,0,50_50,GenGen,13
1407,40,3.76942003514938,sire,F,import,0,50_50,GenGen,13
1408,41,3.9739336492891,sire,M,import,0,50_50,GenGen,13
1409,41,4.04053000779423,dam,F,import,0,50_50,GenGen,13
1410,42,4.9375,dam,M,import,0,50_50,GenGen,13
1411,41,3.77568944317583,sire,F,import,0,50_50,GenGen,13
1412,42,3.91232227488152,sire,M,import,0,50_50,GenGen,13
1413,42,4.0771628994544,dam,F,import,0,50_50,GenGen,13
1414,43,4.9625,dam,M,import,0,50_50,GenGen,13
1415,42,3.76640652713728,sire,F,import,0,50_50,GenGen,13
1416,43,4.04028436018957,sire,M,import,0,50_50,GenGen,13
1417,43,4.09041309431021,dam,F,import,0,50_50,GenGen,13
1418,44,4.9925,dam,M,import,0,50_50,GenGen,13
1419,43,3.81850853548967,sire,F,import,0,50_50,GenGen,13
1420,44,4.05450236966825,sire,M,import,0,50_50,GenGen,13
1421,44,4.10080540400104,dam,F,import,0,50_50,GenGen,13
1422,45,4.9575,dam,M,import,0,50_50,GenGen,13
1423,44,3.79748427672956,sire,F,import,0,50_50,GenGen,13
1424,45,3.91706161137441,sire,M,import,0,50_50,GenGen,13
1425,45,4.08002078461938,dam,F,import,0,50_50,GenGen,13
1426,46,5.0325,dam,M,import,0,50_50,GenGen,13
1427,45,3.77985611510791,sire,F,import,0,50_50,GenGen,13
1428,46,3.88862559241706,sire,M,import,0,50_50,GenGen,13
1429,46,4.0381917381138,dam,F,import,0,50_50,GenGen,13
1430,47,5.0275,dam,M,import,0,50_50,GenGen,13
1431,46,3.77762014541585,sire,F,import,0,50_50,GenGen,13
1432,47,3.95023696682464,sire,M,import,0,50_50,GenGen,13
1433,47,4.07144712912445,dam,F,import,0,50_50,GenGen,13
1434,48,5.0275,dam,M,import,0,50_50,GenGen,13
1435,47,3.80307692307692,sire,F,import,0,50_50,GenGen,13
1436,48,3.89336492890995,sire,M,import,0,50_50,GenGen,13
1437,48,4.06417251234087,dam,F,import,0,50_50,GenGen,13
1438,49,5.05,dam,M,import,0,50_50,GenGen,13
1439,48,3.79191883232467,sire,F,import,0,50_50,GenGen,13
1440,49,3.82701421800948,sire,M,import,0,50_50,GenGen,13
1441,19,1,dam,F,home,0,10_10,GenGen,12
1442,20,1,dam,M,home,0,10_10,GenGen,12
1443,19,1,sire,F,home,0,10_10,GenGen,12
1444,20,1,sire,M,home,0,10_10,GenGen,12
1445,20,1,dam,F,home,0,10_10,GenGen,12
1446,21,4.92592592592593,dam,M,home,0,10_10,GenGen,12
1447,20,1,sire,F,home,0,10_10,GenGen,12
1448,21,8,sire,M,home,0,10_10,GenGen,12
1449,21,4.23564562223954,dam,F,home,0,10_10,GenGen,12
1450,22,4.96296296296296,dam,M,home,0,10_10,GenGen,12
1451,21,6.65783320342946,sire,F,home,0,10_10,GenGen,12
1452,22,7.74074074074074,sire,M,home,0,10_10,GenGen,12
1453,22,4.16523772408418,dam,F,home,0,10_10,GenGen,12
1454,23,5.11111111111111,dam,M,home,0,10_10,GenGen,12
1455,22,6.49311509482983,sire,F,home,0,10_10,GenGen,12
1456,23,8.25925925925926,sire,M,home,0,10_10,GenGen,12
1457,23,4.14861002857885,dam,F,home,0,10_10,GenGen,12
1458,24,4.85185185185185,dam,M,home,0,10_10,GenGen,12
1459,23,6.27201870615744,sire,F,home,0,10_10,GenGen,12
1460,24,8.18518518518519,sire,M,home,0,10_10,GenGen,12
1461,24,4.09976617303196,dam,F,home,0,10_10,GenGen,12
1462,25,4.96296296296296,dam,M,home,0,10_10,GenGen,12
1463,24,6.3629514159522,sire,F,home,0,10_10,GenGen,12
1464,25,7.74074074074074,sire,M,home,0,10_10,GenGen,12
1465,25,4.09171213302156,dam,F,home,0,10_10,GenGen,12
1466,26,4.77777777777778,dam,M,home,0,10_10,GenGen,12
1467,25,6.27123928293063,sire,F,home,0,10_10,GenGen,12
1468,26,8.37037037037037,sire,M,home,0,10_10,GenGen,12
1469,26,4.09275136399065,dam,F,home,0,10_10,GenGen,12
1470,27,4.66666666666667,dam,M,home,0,10_10,GenGen,12
1471,26,6.32060275396207,sire,F,home,0,10_10,GenGen,12
1472,27,8.11111111111111,sire,M,home,0,10_10,GenGen,12
1473,27,4.10002598077423,dam,F,home,0,10_10,GenGen,12
1474,28,5,dam,M,home,0,10_10,GenGen,12
1475,27,6.35879449207586,sire,F,home,0,10_10,GenGen,12
1476,28,7.96296296296296,sire,M,home,0,10_10,GenGen,12
1477,28,4.07092751363991,dam,F,home,0,10_10,GenGen,12
1478,29,5.11111111111111,dam,M,home,0,10_10,GenGen,12
1479,28,6.32216160041569,sire,F,home,0,10_10,GenGen,12
1480,29,7.77777777777778,sire,M,home,0,10_10,GenGen,12
1481,29,4.0833982852689,dam,F,home,0,10_10,GenGen,12
1482,30,4.95555555555556,dam,M,home,0,10_10,GenGen,12
1483,29,6.2439594699922,sire,F,home,0,10_10,GenGen,12
1484,30,8.17777777777778,sire,M,home,0,10_10,GenGen,12
1485,30,4.10833982852689,dam,F,home,0,10_10,GenGen,12
1486,31,5.2,dam,M,home,0,10_10,GenGen,12
1487,30,6.32398025461159,sire,F,home,0,10_10,GenGen,12
1488,31,4.23728813559322,sire,M,home,0,10_10,GenGen,12
1489,31,4.09768771109379,dam,F,home,0,10_10,GenGen,12
1490,32,5.2,dam,M,home,0,10_10,GenGen,12
1491,31,3.93748837209302,sire,F,home,0,10_10,GenGen,12
1492,32,4.33333333333333,sire,M,home,0,10_10,GenGen,12
1493,32,4.11795271499091,dam,F,home,0,10_10,GenGen,12
1494,33,5.11111111111111,dam,M,home,0,10_10,GenGen,12
1495,32,4.10252037142316,sire,F,home,0,10_10,GenGen,12
1496,33,4.49214659685864,sire,M,home,0,10_10,GenGen,12
1497,33,4.09690828786698,dam,F,home,0,10_10,GenGen,12
1498,34,4.97777777777778,dam,M,home,0,10_10,GenGen,12
1499,33,4.02468644236512,sire,F,home,0,10_10,GenGen,12
1500,34,4.27745664739884,sire,M,home,0,10_10,GenGen,12
1501,34,4.1109379059496,dam,F,home,0,10_10,GenGen,12
1502,35,5.04444444444444,dam,M,home,0,10_10,GenGen,12
1503,34,3.83376110562685,sire,F,home,0,10_10,GenGen,12
1504,35,4.37790697674419,sire,M,home,0,10_10,GenGen,12
1505,35,4.10392309690829,dam,F,home,0,10_10,GenGen,12
1506,36,5.04444444444444,dam,M,home,0,10_10,GenGen,12
1507,35,3.85694471963543,sire,F,home,0,10_10,GenGen,12
1508,36,4.39024390243902,sire,M,home,0,10_10,GenGen,12
1509,36,4.09638867238244,dam,F,home,0,10_10,GenGen,12
1510,37,5.13333333333333,dam,M,home,0,10_10,GenGen,12
1511,36,3.93893579422737,sire,F,home,0,10_10,GenGen,12
1512,37,4.06285714285714,sire,M,home,0,10_10,GenGen,12
1513,37,4.09612886464017,dam,F,home,0,10_10,GenGen,12
1514,38,4.95555555555556,dam,M,home,0,10_10,GenGen,12
1515,37,3.99764197288269,sire,F,home,0,10_10,GenGen,12
1516,38,4.45,sire,M,home,0,10_10,GenGen,12
1517,38,4.08703559366069,dam,F,home,0,10_10,GenGen,12
1518,39,5,dam,M,home,0,10_10,GenGen,12
1519,38,3.97805890492192,sire,F,home,0,10_10,GenGen,12
1520,39,4.08536585365854,sire,M,home,0,10_10,GenGen,12
1521,39,4.08469732398025,dam,F,home,0,10_10,GenGen,12
1522,40,5.15555555555556,dam,M,home,0,10_10,GenGen,12
1523,39,3.94100410236374,sire,F,home,0,10_10,GenGen,12
1524,40,4.07936507936508,sire,M,home,0,10_10,GenGen,12
1525,40,4.11587425305274,dam,F,home,0,10_10,GenGen,12
1526,41,4.86666666666667,dam,M,home,0,10_10,GenGen,12
1527,40,3.88658340048348,sire,F,home,0,10_10,GenGen,12
1528,41,4.32692307692308,sire,M,home,0,10_10,GenGen,12
1529,41,4.07040789815536,dam,F,home,0,10_10,GenGen,12
1530,42,5.04444444444444,dam,M,home,0,10_10,GenGen,12
1531,41,3.91227018385292,sire,F,home,0,10_10,GenGen,12
1532,42,4.46560846560847,sire,M,home,0,10_10,GenGen,12
1533,42,4.10106521174331,dam,F,home,0,10_10,GenGen,12
1534,43,4.88888888888889,dam,M,home,0,10_10,GenGen,12
1535,42,3.98523040567152,sire,F,home,0,10_10,GenGen,12
1536,43,4.35502958579882,sire,M,home,0,10_10,GenGen,12
1537,43,4.11509482982593,dam,F,home,0,10_10,GenGen,12
1538,44,5.06666666666667,dam,M,home,0,10_10,GenGen,12
1539,43,3.94849445324881,sire,F,home,0,10_10,GenGen,12
1540,44,4.62874251497006,sire,M,home,0,10_10,GenGen,12
1541,44,4.08755520914523,dam,F,home,0,10_10,GenGen,12
1542,45,4.93333333333333,dam,M,home,0,10_10,GenGen,12
1543,44,3.92971565879055,sire,F,home,0,10_10,GenGen,12
1544,45,4.30674846625767,sire,M,home,0,10_10,GenGen,12
1545,45,4.11041829046506,dam,F,home,0,10_10,GenGen,12
1546,46,5.08888888888889,dam,M,home,0,10_10,GenGen,12
1547,45,3.96692414339473,sire,F,home,0,10_10,GenGen,12
1548,46,4.19125683060109,sire,M,home,0,10_10,GenGen,12
1549,46,4.0984671343206,dam,F,home,0,10_10,GenGen,12
1550,47,4.93333333333333,dam,M,home,0,10_10,GenGen,12
1551,46,3.94969574036511,sire,F,home,0,10_10,GenGen,12
1552,47,4.20555555555556,sire,M,home,0,10_10,GenGen,12
1553,47,4.11561444531047,dam,F,home,0,10_10,GenGen,12
1554,48,4.88888888888889,dam,M,home,0,10_10,GenGen,12
1555,47,3.94861193148257,sire,F,home,0,10_10,GenGen,12
1556,48,4.31578947368421,sire,M,home,0,10_10,GenGen,12
1557,48,4.09664848012471,dam,F,home,0,10_10,GenGen,12
1558,49,4.93333333333333,dam,M,home,0,10_10,GenGen,12
1559,48,3.98635824436536,sire,F,home,0,10_10,GenGen,12
1560,49,4.3463687150838,sire,M,home,0,10_10,GenGen,12
1561,19,1,dam,F,import,0,10_10,GenGen,12
1562,20,1,dam,M,import,0,10_10,GenGen,12
1563,19,1,sire,F,import,0,10_10,GenGen,12
1564,20,1,sire,M,import,0,10_10,GenGen,12
1565,20,1,dam,F,import,0,10_10,GenGen,12
1566,21,5.008,dam,M,import,0,10_10,GenGen,12
1567,20,1,sire,F,import,0,10_10,GenGen,12
1568,21,7.964,sire,M,import,0,10_10,GenGen,12
1569,21,4.17822811119771,dam,F,import,0,10_10,GenGen,12
1570,22,4.952,dam,M,import,0,10_10,GenGen,12
1571,21,4.34346583528189,sire,F,import,0,10_10,GenGen,12
1572,22,7.908,sire,M,import,0,10_10,GenGen,12
1573,22,4.15198752922837,dam,F,import,0,10_10,GenGen,12
1574,23,4.936,dam,M,import,0,10_10,GenGen,12
1575,22,4.34398545076643,sire,F,import,0,10_10,GenGen,12
1576,23,8.016,sire,M,import,0,10_10,GenGen,12
1577,23,4.1215900233827,dam,F,import,0,10_10,GenGen,12
1578,24,5.132,dam,M,import,0,10_10,GenGen,12
1579,23,4.35307872174591,sire,F,import,0,10_10,GenGen,12
1580,24,7.944,sire,M,import,0,10_10,GenGen,12
1581,24,4.09223174850611,dam,F,import,0,10_10,GenGen,12
1582,25,5.036,dam,M,import,0,10_10,GenGen,12
1583,24,4.35749545336451,sire,F,import,0,10_10,GenGen,12
1584,25,7.924,sire,M,import,0,10_10,GenGen,12
1585,25,4.07690309171213,dam,F,import,0,10_10,GenGen,12
1586,26,4.996,dam,M,import,0,10_10,GenGen,12
1587,25,4.30007794232268,sire,F,import,0,10_10,GenGen,12
1588,26,7.964,sire,M,import,0,10_10,GenGen,12
1589,26,4.07950116913484,dam,F,import,0,10_10,GenGen,12
1590,27,5.008,dam,M,import,0,10_10,GenGen,12
1591,26,4.32320083138478,sire,F,import,0,10_10,GenGen,12
1592,27,8.068,sire,M,import,0,10_10,GenGen,12
1593,27,4.13120290984671,dam,F,import,0,10_10,GenGen,12
1594,28,5.008,dam,M,import,0,10_10,GenGen,12
1595,27,4.21486100285789,sire,F,import,0,10_10,GenGen,12
1596,28,8.14,sire,M,import,0,10_10,GenGen,12
1597,28,4.0878150168875,dam,F,import,0,10_10,GenGen,12
1598,29,4.96,dam,M,import,0,10_10,GenGen,12
1599,28,4.27227851389971,sire,F,import,0,10_10,GenGen,12
1600,29,8.048,sire,M,import,0,10_10,GenGen,12
1601,29,4.06261366588724,dam,F,import,0,10_10,GenGen,12
1602,30,4.98666666666667,dam,M,import,0,10_10,GenGen,12
1603,29,4.3548973759418,sire,F,import,0,10_10,GenGen,12
1604,30,8.07333333333333,sire,M,import,0,10_10,GenGen,12
1605,30,4.07586386074305,dam,F,import,0,10_10,GenGen,12
1606,31,4.885,dam,M,import,0,10_10,GenGen,12
1607,30,4.29799948038452,sire,F,import,0,10_10,GenGen,12
1608,31,4.00990099009901,sire,M,import,0,10_10,GenGen,12
1609,31,4.0514419329696,dam,F,import,0,10_10,GenGen,12
1610,32,4.9525,dam,M,import,0,10_10,GenGen,12
1611,31,3.94079921065614,sire,F,import,0,10_10,GenGen,12
1612,32,3.9950495049505,sire,M,import,0,10_10,GenGen,12
1613,32,4.04650558586646,dam,F,import,0,10_10,GenGen,12
1614,33,4.955,dam,M,import,0,10_10,GenGen,12
1615,32,3.69614624505929,sire,F,import,0,10_10,GenGen,12
1616,33,4.11386138613861,sire,M,import,0,10_10,GenGen,12
1617,33,4.06547155105222,dam,F,import,0,10_10,GenGen,12
1618,34,5.005,dam,M,import,0,10_10,GenGen,12
1619,33,3.73735408560311,sire,F,import,0,10_10,GenGen,12
1620,34,4.04455445544554,sire,M,import,0,10_10,GenGen,12
1621,34,4.07846193816576,dam,F,import,0,10_10,GenGen,12
1622,35,5.015,dam,M,import,0,10_10,GenGen,12
1623,34,3.62396694214876,sire,F,import,0,10_10,GenGen,12
1624,35,4.09158415841584,sire,M,import,0,10_10,GenGen,12
1625,35,4.09275136399065,dam,F,import,0,10_10,GenGen,12
1626,36,4.9925,dam,M,import,0,10_10,GenGen,12
1627,35,3.54765947125879,sire,F,import,0,10_10,GenGen,12
1628,36,4.16089108910891,sire,M,import,0,10_10,GenGen,12
1629,36,4.08677578591842,dam,F,import,0,10_10,GenGen,12
1630,37,4.9975,dam,M,import,0,10_10,GenGen,12
1631,36,3.56444118366349,sire,F,import,0,10_10,GenGen,12
1632,37,3.95544554455446,sire,M,import,0,10_10,GenGen,12
1633,37,4.09379059495973,dam,F,import,0,10_10,GenGen,12
1634,38,5.0125,dam,M,import,0,10_10,GenGen,12
1635,37,3.68445195557702,sire,F,import,0,10_10,GenGen,12
1636,38,4.12871287128713,sire,M,import,0,10_10,GenGen,12
1637,38,4.08209924655755,dam,F,import,0,10_10,GenGen,12
1638,39,5.0425,dam,M,import,0,10_10,GenGen,12
1639,38,3.64607558139535,sire,F,import,0,10_10,GenGen,12
1640,39,3.89851485148515,sire,M,import,0,10_10,GenGen,12
1641,39,4.08677578591842,dam,F,import,0,10_10,GenGen,12
1642,40,4.9725,dam,M,import,0,10_10,GenGen,12
1643,39,3.70672842515846,sire,F,import,0,10_10,GenGen,12
1644,40,3.94306930693069,sire,M,import,0,10_10,GenGen,12
1645,40,4.06858924395947,dam,F,import,0,10_10,GenGen,12
1646,41,5.0125,dam,M,import,0,10_10,GenGen,12
1647,40,3.69855285749326,sire,F,import,0,10_10,GenGen,12
1648,41,3.89108910891089,sire,M,import,0,10_10,GenGen,12
1649,41,4.08365809301117,dam,F,import,0,10_10,GenGen,12
1650,42,5,dam,M,import,0,10_10,GenGen,12
1651,41,3.63665358194308,sire,F,import,0,10_10,GenGen,12
1652,42,4.05445544554455,sire,M,import,0,10_10,GenGen,12
1653,42,4.05585866458821,dam,F,import,0,10_10,GenGen,12
1654,43,4.9675,dam,M,import,0,10_10,GenGen,12
1655,42,3.70014698677119,sire,F,import,0,10_10,GenGen,12
1656,43,4.02722772277228,sire,M,import,0,10_10,GenGen,12
1657,43,4.05533904910366,dam,F,import,0,10_10,GenGen,12
1658,44,4.9975,dam,M,import,0,10_10,GenGen,12
1659,43,3.66862457170827,sire,F,import,0,10_10,GenGen,12
1660,44,4.09405940594059,sire,M,import,0,10_10,GenGen,12
1661,44,4.07040789815536,dam,F,import,0,10_10,GenGen,12
1662,45,5.0175,dam,M,import,0,10_10,GenGen,12
1663,44,3.67042944785276,sire,F,import,0,10_10,GenGen,12
1664,45,3.96534653465346,sire,M,import,0,10_10,GenGen,12
1665,45,4.0488438555469,dam,F,import,0,10_10,GenGen,12
1666,46,4.95,dam,M,import,0,10_10,GenGen,12
1667,45,3.65386509108813,sire,F,import,0,10_10,GenGen,12
1668,46,3.92326732673267,sire,M,import,0,10_10,GenGen,12
1669,46,4.07118732138218,dam,F,import,0,10_10,GenGen,12
1670,47,5.045,dam,M,import,0,10_10,GenGen,12
1671,46,3.6247553816047,sire,F,import,0,10_10,GenGen,12
1672,47,3.92326732673267,sire,M,import,0,10_10,GenGen,12
1673,47,4.08677578591842,dam,F,import,0,10_10,GenGen,12
1674,48,5.015,dam,M,import,0,10_10,GenGen,12
1675,47,3.65663673865567,sire,F,import,0,10_10,GenGen,12
1676,48,3.93811881188119,sire,M,import,0,10_10,GenGen,12
1677,48,4.06495193556768,dam,F,import,0,10_10,GenGen,12
1678,49,5.05,dam,M,import,0,10_10,GenGen,12
1679,48,3.65012285012285,sire,F,import,0,10_10,GenGen,12
1680,49,4.1509900990099,sire,M,import,0,10_10,GenGen,12
1681,19,1,dam,F,home,0,10_10,GenGen,13
1682,20,1,dam,M,home,0,10_10,GenGen,13
1683,19,1,sire,F,home,0,10_10,GenGen,13
1684,20,1,sire,M,home,0,10_10,GenGen,13
1685,20,1,dam,F,home,0,10_10,GenGen,13
1686,21,5.25925925925926,dam,M,home,0,10_10,GenGen,13
1687,20,1,sire,F,home,0,10_10,GenGen,13
1688,21,7.66666666666667,sire,M,home,0,10_10,GenGen,13
1689,21,4.22083658093011,dam,F,home,0,10_10,GenGen,13
1690,22,5.03703703703704,dam,M,home,0,10_10,GenGen,13
1691,21,6.72616263964666,sire,F,home,0,10_10,GenGen,13
1692,22,7.96296296296296,sire,M,home,0,10_10,GenGen,13
1693,22,4.17043387892959,dam,F,home,0,10_10,GenGen,13
1694,23,5.22222222222222,dam,M,home,0,10_10,GenGen,13
1695,22,6.55416991426345,sire,F,home,0,10_10,GenGen,13
1696,23,7.59259259259259,sire,M,home,0,10_10,GenGen,13
1697,23,4.16082099246558,dam,F,home,0,10_10,GenGen,13
1698,24,5.11111111111111,dam,M,home,0,10_10,GenGen,13
1699,23,6.26916082099247,sire,F,home,0,10_10,GenGen,13
1700,24,8.03703703703704,sire,M,home,0,10_10,GenGen,13
1701,24,4.10340348142375,dam,F,home,0,10_10,GenGen,13
1702,25,4.92592592592593,dam,M,home,0,10_10,GenGen,13
1703,24,6.32242140815796,sire,F,home,0,10_10,GenGen,13
1704,25,7.88888888888889,sire,M,home,0,10_10,GenGen,13
1705,25,4.08729540140296,dam,F,home,0,10_10,GenGen,13
1706,26,4.88888888888889,dam,M,home,0,10_10,GenGen,13
1707,25,6.32346063912705,sire,F,home,0,10_10,GenGen,13
1708,26,7.81481481481482,sire,M,home,0,10_10,GenGen,13
1709,26,4.09560924915563,dam,F,home,0,10_10,GenGen,13
1710,27,5,dam,M,home,0,10_10,GenGen,13
1711,26,6.32501948558067,sire,F,home,0,10_10,GenGen,13
1712,27,7.92592592592593,sire,M,home,0,10_10,GenGen,13
1713,27,4.11483502208366,dam,F,home,0,10_10,GenGen,13
1714,28,5,dam,M,home,0,10_10,GenGen,13
1715,27,6.30163678877631,sire,F,home,0,10_10,GenGen,13
1716,28,7.81481481481482,sire,M,home,0,10_10,GenGen,13
1717,28,4.0745648220317,dam,F,home,0,10_10,GenGen,13
1718,29,4.96296296296296,dam,M,home,0,10_10,GenGen,13
1719,28,6.35593660691089,sire,F,home,0,10_10,GenGen,13
1720,29,8.22222222222222,sire,M,home,0,10_10,GenGen,13
1721,29,4.10756040530008,dam,F,home,0,10_10,GenGen,13
1722,30,5.2,dam,M,home,0,10_10,GenGen,13
1723,29,6.42608469732398,sire,F,home,0,10_10,GenGen,13
1724,30,8,sire,M,home,0,10_10,GenGen,13
1725,30,4.11275656014549,dam,F,home,0,10_10,GenGen,13
1726,31,4.95555555555556,dam,M,home,0,10_10,GenGen,13
1727,30,6.29540140296181,sire,F,home,0,10_10,GenGen,13
1728,31,3.6984126984127,sire,M,home,0,10_10,GenGen,13
1729,31,4.10392309690829,dam,F,home,0,10_10,GenGen,13
1730,32,4.97777777777778,dam,M,home,0,10_10,GenGen,13
1731,31,3.84107946026987,sire,F,home,0,10_10,GenGen,13
1732,32,4.15,sire,M,home,0,10_10,GenGen,13
1733,32,4.13561964146532,dam,F,home,0,10_10,GenGen,13
1734,33,4.93333333333333,dam,M,home,0,10_10,GenGen,13
1735,32,4.08099513655069,sire,F,home,0,10_10,GenGen,13
1736,33,4.44155844155844,sire,M,home,0,10_10,GenGen,13
1737,33,4.12236944660951,dam,F,home,0,10_10,GenGen,13
1738,34,4.86666666666667,dam,M,home,0,10_10,GenGen,13
1739,33,3.96114996114996,sire,F,home,0,10_10,GenGen,13
1740,34,4.15706806282722,sire,M,home,0,10_10,GenGen,13
1741,34,4.11301636788776,dam,F,home,0,10_10,GenGen,13
