,Gen,genInt,line,sex,Group,Rep,scenario,strategy,trait
2434,28,5,dam,M,home,0,0_0,ClassGen,12
2435,27,6.35879449207586,sire,F,home,0,0_0,ClassGen,12
2436,28,7.96296296296296,sire,M,home,0,0_0,ClassGen,12
2437,28,4.07092751363991,dam,F,home,0,0_0,ClassGen,12
2438,29,5.11111111111111,dam,M,home,0,0_0,ClassGen,12
2439,28,6.32216160041569,sire,F,home,0,0_0,ClassGen,12
2440,29,7.77777777777778,sire,M,home,0,0_0,ClassGen,12
2441,29,4.0833982852689,dam,F,home,0,0_0,ClassGen,12
2442,30,4.88888888888889,dam,M,home,0,0_0,ClassGen,12
2443,29,6.2439594699922,sire,F,home,0,0_0,ClassGen,12
2444,30,8.37037037037037,sire,M,home,0,0_0,ClassGen,12
2445,30,4.08859444011432,dam,F,home,0,0_0,ClassGen,12
2446,31,5.03703703703704,dam,M,home,0,0_0,ClassGen,12
2447,30,6.28864640166277,sire,F,home,0,0_0,ClassGen,12
2448,31,7.92592592592593,sire,M,home,0,0_0,ClassGen,12
2449,31,4.10496232787737,dam,F,home,0,0_0,ClassGen,12
2450,32,5,dam,M,home,0,0_0,ClassGen,12
2451,31,6.29254351779683,sire,F,home,0,0_0,ClassGen,12
2452,32,7.81481481481482,sire,M,home,0,0_0,ClassGen,12
2453,32,4.10859963626916,dam,F,home,0,0_0,ClassGen,12
2454,33,5.25925925925926,dam,M,home,0,0_0,ClassGen,12
2455,32,6.35255910626137,sire,F,home,0,0_0,ClassGen,12
2456,33,7.55555555555555,sire,M,home,0,0_0,ClassGen,12
2457,33,4.10340348142375,dam,F,home,0,0_0,ClassGen,12
2458,34,5.11111111111111,dam,M,home,0,0_0,ClassGen,12
2459,33,6.21875811899195,sire,F,home,0,0_0,ClassGen,12
2460,34,7.85185185185185,sire,M,home,0,0_0,ClassGen,12
2461,34,4.09638867238244,dam,F,home,0,0_0,ClassGen,12
2462,35,5.11111111111111,dam,M,home,0,0_0,ClassGen,12
2463,34,6.33567160301377,sire,F,home,0,0_0,ClassGen,12
2464,35,8.48148148148148,sire,M,home,0,0_0,ClassGen,12
2465,35,4.09457001818654,dam,F,home,0,0_0,ClassGen,12
2466,36,4.77777777777778,dam,M,home,0,0_0,ClassGen,12
2467,35,6.43491816056118,sire,F,home,0,0_0,ClassGen,12
2468,36,8.14814814814815,sire,M,home,0,0_0,ClassGen,12
2469,36,4.08209924655755,dam,F,home,0,0_0,ClassGen,12
2470,37,5.14814814814815,dam,M,home,0,0_0,ClassGen,12
2471,36,6.388672382437,sire,F,home,0,0_0,ClassGen,12
2472,37,8.37037037037037,sire,M,home,0,0_0,ClassGen,12
2473,37,4.04338789295921,dam,F,home,0,0_0,ClassGen,12
2474,38,4.77777777777778,dam,M,home,0,0_0,ClassGen,12
2475,37,6.31462717588984,sire,F,home,0,0_0,ClassGen,12
2476,38,7.81481481481482,sire,M,home,0,0_0,ClassGen,12
2477,38,4.11015848272279,dam,F,home,0,0_0,ClassGen,12
2478,39,5.11111111111111,dam,M,home,0,0_0,ClassGen,12
2479,38,6.247596778384,sire,F,home,0,0_0,ClassGen,12
2480,39,8.18518518518519,sire,M,home,0,0_0,ClassGen,12
2481,39,4.09560924915563,dam,F,home,0,0_0,ClassGen,12
2482,40,5.08888888888889,dam,M,home,0,0_0,ClassGen,12
2483,39,6.36087295401403,sire,F,home,0,0_0,ClassGen,12
2484,40,8,sire,M,home,0,0_0,ClassGen,12
2485,40,4.10418290465056,dam,F,home,0,0_0,ClassGen,12
2486,41,5.13333333333333,dam,M,home,0,0_0,ClassGen,12
2487,40,6.43050142894258,sire,F,home,0,0_0,ClassGen,12
2488,41,3.95555555555556,sire,M,home,0,0_0,ClassGen,12
2489,41,4.08443751623798,dam,F,home,0,0_0,ClassGen,12
2490,42,4.97777777777778,dam,M,home,0,0_0,ClassGen,12
2491,41,3.76019745388413,sire,F,home,0,0_0,ClassGen,12
2492,42,4.15555555555556,sire,M,home,0,0_0,ClassGen,12
2493,42,4.12262925435178,dam,F,home,0,0_0,ClassGen,12
2494,43,4.93333333333333,dam,M,home,0,0_0,ClassGen,12
2495,42,3.8633411275656,sire,F,home,0,0_0,ClassGen,12
2496,43,3.24444444444444,sire,M,home,0,0_0,ClassGen,12
2497,43,4.08547674720707,dam,F,home,0,0_0,ClassGen,12
2498,44,5.13333333333333,dam,M,home,0,0_0,ClassGen,12
2499,43,3.91790075344245,sire,F,home,0,0_0,ClassGen,12
2500,44,4.11111111111111,sire,M,home,0,0_0,ClassGen,12
2501,44,4.08391790075344,dam,F,home,0,0_0,ClassGen,12
2502,45,4.97777777777778,dam,M,home,0,0_0,ClassGen,12
2503,44,3.77760457261626,sire,F,home,0,0_0,ClassGen,12
2504,45,3.95555555555556,sire,M,home,0,0_0,ClassGen,12
2505,45,4.10106521174331,dam,F,home,0,0_0,ClassGen,12
2506,46,5.04444444444444,dam,M,home,0,0_0,ClassGen,12
2507,45,3.70070148090413,sire,F,home,0,0_0,ClassGen,12
2508,46,4.4,sire,M,home,0,0_0,ClassGen,12
2509,46,4.09898674980514,dam,F,home,0,0_0,ClassGen,12
2510,47,4.95555555555556,dam,M,home,0,0_0,ClassGen,12
2511,46,3.72590283190439,sire,F,home,0,0_0,ClassGen,12
2512,47,4.24444444444444,sire,M,home,0,0_0,ClassGen,12
2513,47,4.08729540140296,dam,F,home,0,0_0,ClassGen,12
2514,48,5.08888888888889,dam,M,home,0,0_0,ClassGen,12
2515,47,3.79267342166797,sire,F,home,0,0_0,ClassGen,12
2516,48,3.91111111111111,sire,M,home,0,0_0,ClassGen,12
2517,48,4.05507924136139,dam,F,home,0,0_0,ClassGen,12
2518,49,4.91111111111111,dam,M,home,0,0_0,ClassGen,12
2519,48,3.79319303715251,sire,F,home,0,0_0,ClassGen,12
2520,49,3.84444444444444,sire,M,home,0,0_0,ClassGen,12
2521,19,1,dam,F,import,0,0_0,ClassGen,12
2522,20,1,dam,M,import,0,0_0,ClassGen,12
2523,19,1,sire,F,import,0,0_0,ClassGen,12
2524,20,1,sire,M,import,0,0_0,ClassGen,12
2525,20,1,dam,F,import,0,0_0,ClassGen,12
2526,21,5.008,dam,M,import,0,0_0,ClassGen,12
2527,20,1,sire,F,import,0,0_0,ClassGen,12
2528,21,7.964,sire,M,import,0,0_0,ClassGen,12
2529,21,4.17822811119771,dam,F,import,0,0_0,ClassGen,12
2530,22,4.952,dam,M,import,0,0_0,ClassGen,12
2531,21,4.34346583528189,sire,F,import,0,0_0,ClassGen,12
2532,22,7.908,sire,M,import,0,0_0,ClassGen,12
2533,22,4.15198752922837,dam,F,import,0,0_0,ClassGen,12
2534,23,4.936,dam,M,import,0,0_0,ClassGen,12
2535,22,4.34398545076643,sire,F,import,0,0_0,ClassGen,12
2536,23,8.016,sire,M,import,0,0_0,ClassGen,12
2537,23,4.1215900233827,dam,F,import,0,0_0,ClassGen,12
2538,24,5.132,dam,M,import,0,0_0,ClassGen,12
2539,23,4.35307872174591,sire,F,import,0,0_0,ClassGen,12
2540,24,7.944,sire,M,import,0,0_0,ClassGen,12
2541,24,4.09223174850611,dam,F,import,0,0_0,ClassGen,12
2542,25,5.036,dam,M,import,0,0_0,ClassGen,12
2543,24,4.35749545336451,sire,F,import,0,0_0,ClassGen,12
2544,25,7.924,sire,M,import,0,0_0,ClassGen,12
2545,25,4.07690309171213,dam,F,import,0,0_0,ClassGen,12
2546,26,4.996,dam,M,import,0,0_0,ClassGen,12
2547,25,4.30007794232268,sire,F,import,0,0_0,ClassGen,12
2548,26,7.964,sire,M,import,0,0_0,ClassGen,12
2549,26,4.07950116913484,dam,F,import,0,0_0,ClassGen,12
2550,27,5.008,dam,M,import,0,0_0,ClassGen,12
2551,26,4.32320083138478,sire,F,import,0,0_0,ClassGen,12
2552,27,8.068,sire,M,import,0,0_0,ClassGen,12
2553,27,4.13120290984671,dam,F,import,0,0_0,ClassGen,12
2554,28,5.008,dam,M,import,0,0_0,ClassGen,12
2555,27,4.21486100285789,sire,F,import,0,0_0,ClassGen,12
2556,28,8.14,sire,M,import,0,0_0,ClassGen,12
2557,28,4.0878150168875,dam,F,import,0,0_0,ClassGen,12
2558,29,4.96,dam,M,import,0,0_0,ClassGen,12
2559,28,4.27227851389971,sire,F,import,0,0_0,ClassGen,12
2560,29,8.048,sire,M,import,0,0_0,ClassGen,12
2561,29,4.06261366588724,dam,F,import,0,0_0,ClassGen,12
2562,30,4.98666666666667,dam,M,import,0,0_0,ClassGen,12
2563,29,4.3548973759418,sire,F,import,0,0_0,ClassGen,12
2564,30,8.07333333333333,sire,M,import,0,0_0,ClassGen,12
2565,30,4.07404520654715,dam,F,import,0,0_0,ClassGen,12
2566,31,4.8925,dam,M,import,0,0_0,ClassGen,12
2567,30,4.29254351779683,sire,F,import,0,0_0,ClassGen,12
2568,31,4.04,sire,M,import,0,0_0,ClassGen,12
2569,31,4.04156923876331,dam,F,import,0,0_0,ClassGen,12
2570,32,4.955,dam,M,import,0,0_0,ClassGen,12
2571,31,3.89659651857625,sire,F,import,0,0_0,ClassGen,12
2572,32,3.9,sire,M,import,0,0_0,ClassGen,12
2573,32,4.03299558326838,dam,F,import,0,0_0,ClassGen,12
2574,33,5.045,dam,M,import,0,0_0,ClassGen,12
2575,32,3.71395167575994,sire,F,import,0,0_0,ClassGen,12
2576,33,4.0225,sire,M,import,0,0_0,ClassGen,12
2577,33,4.08391790075344,dam,F,import,0,0_0,ClassGen,12
2578,34,4.9825,dam,M,import,0,0_0,ClassGen,12
2579,33,3.65367627955313,sire,F,import,0,0_0,ClassGen,12
2580,34,4.0175,sire,M,import,0,0_0,ClassGen,12
2581,34,4.07664328396986,dam,F,import,0,0_0,ClassGen,12
2582,35,5.0425,dam,M,import,0,0_0,ClassGen,12
2583,34,3.58404780462458,sire,F,import,0,0_0,ClassGen,12
2584,35,3.955,sire,M,import,0,0_0,ClassGen,12
2585,35,4.09379059495973,dam,F,import,0,0_0,ClassGen,12
2586,36,5.01,dam,M,import,0,0_0,ClassGen,12
2587,35,3.51208106001559,sire,F,import,0,0_0,ClassGen,12
2588,36,4,sire,M,import,0,0_0,ClassGen,12
2589,36,4.11275656014549,dam,F,import,0,0_0,ClassGen,12
2590,37,4.97,dam,M,import,0,0_0,ClassGen,12
2591,36,3.52922837100546,sire,F,import,0,0_0,ClassGen,12
2592,37,4.0075,sire,M,import,0,0_0,ClassGen,12
2593,37,4.09872694206287,dam,F,import,0,0_0,ClassGen,12
2594,38,5.0075,dam,M,import,0,0_0,ClassGen,12
2595,37,3.65211743309951,sire,F,import,0,0_0,ClassGen,12
2596,38,3.8725,sire,M,import,0,0_0,ClassGen,12
2597,38,4.08599636269161,dam,F,import,0,0_0,ClassGen,12
2598,39,5.035,dam,M,import,0,0_0,ClassGen,12
2599,38,3.59444011431541,sire,F,import,0,0_0,ClassGen,12
2600,39,3.965,sire,M,import,0,0_0,ClassGen,12
2601,39,4.07170693686672,dam,F,import,0,0_0,ClassGen,12
2602,40,4.9625,dam,M,import,0,0_0,ClassGen,12
2603,39,3.61600415692388,sire,F,import,0,0_0,ClassGen,12
2604,40,4,sire,M,import,0,0_0,ClassGen,12
2605,40,4.07924136139257,dam,F,import,0,0_0,ClassGen,12
2606,41,5.0525,dam,M,import,0,0_0,ClassGen,12
2607,40,3.59937646141855,sire,F,import,0,0_0,ClassGen,12
2608,41,4.0575,sire,M,import,0,0_0,ClassGen,12
2609,41,4.05248116393869,dam,F,import,0,0_0,ClassGen,12
2610,42,4.9975,dam,M,import,0,0_0,ClassGen,12
2611,41,3.59469992205768,sire,F,import,0,0_0,ClassGen,12
2612,42,4.055,sire,M,import,0,0_0,ClassGen,12
2613,42,4.06027539620681,dam,F,import,0,0_0,ClassGen,12
2614,43,5.0075,dam,M,import,0,0_0,ClassGen,12
2615,42,3.64302416212003,sire,F,import,0,0_0,ClassGen,12
2616,43,4.0175,sire,M,import,0,0_0,ClassGen,12
2617,43,4.07872174590803,dam,F,import,0,0_0,ClassGen,12
2618,44,4.955,dam,M,import,0,0_0,ClassGen,12
2619,43,3.61522473369706,sire,F,import,0,0_0,ClassGen,12
2620,44,4.0375,sire,M,import,0,0_0,ClassGen,12
2621,44,4.05559885684593,dam,F,import,0,0_0,ClassGen,12
2622,45,4.9575,dam,M,import,0,0_0,ClassGen,12
2623,44,3.60950896336711,sire,F,import,0,0_0,ClassGen,12
2624,45,4.055,sire,M,import,0,0_0,ClassGen,12
2625,45,4.06573135879449,dam,F,import,0,0_0,ClassGen,12
2626,46,5.0425,dam,M,import,0,0_0,ClassGen,12
2627,45,3.61028838659392,sire,F,import,0,0_0,ClassGen,12
2628,46,3.9725,sire,M,import,0,0_0,ClassGen,12
2629,46,4.08080020784619,dam,F,import,0,0_0,ClassGen,12
2630,47,4.99,dam,M,import,0,0_0,ClassGen,12
2631,46,3.63237204468693,sire,F,import,0,0_0,ClassGen,12
2632,47,4.08,sire,M,import,0,0_0,ClassGen,12
2633,47,4.06261366588724,dam,F,import,0,0_0,ClassGen,12
2634,48,5.035,dam,M,import,0,0_0,ClassGen,12
2635,47,3.65289685632632,sire,F,import,0,0_0,ClassGen,12
2636,48,4.0325,sire,M,import,0,0_0,ClassGen,12
2637,48,4.04936347103144,dam,F,import,0,0_0,ClassGen,12
2638,49,5.005,dam,M,import,0,0_0,ClassGen,12
2639,48,3.59911665367628,sire,F,import,0,0_0,ClassGen,12
2640,49,3.8675,sire,M,import,0,0_0,ClassGen,12
2641,19,1,dam,F,home,0,0_0,ClassGen,13
2642,20,1,dam,M,home,0,0_0,ClassGen,13
2643,19,1,sire,F,home,0,0_0,ClassGen,13
2644,20,1,sire,M,home,0,0_0,ClassGen,13
2645,20,1,dam,F,home,0,0_0,ClassGen,13
2646,21,5.25925925925926,dam,M,home,0,0_0,ClassGen,13
2647,20,1,sire,F,home,0,0_0,ClassGen,13
2648,21,7.66666666666667,sire,M,home,0,0_0,ClassGen,13
2649,21,4.22083658093011,dam,F,home,0,0_0,ClassGen,13
2650,22,5.03703703703704,dam,M,home,0,0_0,ClassGen,13
2651,21,6.72616263964666,sire,F,home,0,0_0,ClassGen,13
2652,22,7.96296296296296,sire,M,home,0,0_0,ClassGen,13
2653,22,4.17043387892959,dam,F,home,0,0_0,ClassGen,13
2654,23,5.22222222222222,dam,M,home,0,0_0,ClassGen,13
2655,22,6.55416991426345,sire,F,home,0,0_0,ClassGen,13
2656,23,7.59259259259259,sire,M,home,0,0_0,ClassGen,13
2657,23,4.16082099246558,dam,F,home,0,0_0,ClassGen,13
2658,24,5.11111111111111,dam,M,home,0,0_0,ClassGen,13
2659,23,6.26916082099247,sire,F,home,0,0_0,ClassGen,13
2660,24,8.03703703703704,sire,M,home,0,0_0,ClassGen,13
2661,24,4.10340348142375,dam,F,home,0,0_0,ClassGen,13
2662,25,4.92592592592593,dam,M,home,0,0_0,ClassGen,13
2663,24,6.32242140815796,sire,F,home,0,0_0,ClassGen,13
2664,25,7.88888888888889,sire,M,home,0,0_0,ClassGen,13
2665,25,4.08729540140296,dam,F,home,0,0_0,ClassGen,13
2666,26,4.88888888888889,dam,M,home,0,0_0,ClassGen,13
2667,25,6.32346063912705,sire,F,home,0,0_0,ClassGen,13
2668,26,7.81481481481482,sire,M,home,0,0_0,ClassGen,13
2669,26,4.09560924915563,dam,F,home,0,0_0,ClassGen,13
2670,27,5,dam,M,home,0,0_0,ClassGen,13
2671,26,6.32501948558067,sire,F,home,0,0_0,ClassGen,13
2672,27,7.92592592592593,sire,M,home,0,0_0,ClassGen,13
2673,27,4.11483502208366,dam,F,home,0,0_0,ClassGen,13
2674,28,5,dam,M,home,0,0_0,ClassGen,13
2675,27,6.30163678877631,sire,F,home,0,0_0,ClassGen,13
2676,28,7.81481481481482,sire,M,home,0,0_0,ClassGen,13
2677,28,4.0745648220317,dam,F,home,0,0_0,ClassGen,13
2678,29,4.96296296296296,dam,M,home,0,0_0,ClassGen,13
2679,28,6.35593660691089,sire,F,home,0,0_0,ClassGen,13
2680,29,8.22222222222222,sire,M,home,0,0_0,ClassGen,13
2681,29,4.10756040530008,dam,F,home,0,0_0,ClassGen,13
2682,30,5.07407407407407,dam,M,home,0,0_0,ClassGen,13
2683,29,6.42608469732398,sire,F,home,0,0_0,ClassGen,13
2684,30,7.96296296296296,sire,M,home,0,0_0,ClassGen,13
2685,30,4.09794751883606,dam,F,home,0,0_0,ClassGen,13
2686,31,4.96296296296296,dam,M,home,0,0_0,ClassGen,13
2687,30,6.26136658872434,sire,F,home,0,0_0,ClassGen,13
2688,31,8.18518518518519,sire,M,home,0,0_0,ClassGen,13
2689,31,4.0745648220317,dam,F,home,0,0_0,ClassGen,13
2690,32,5.33333333333333,dam,M,home,0,0_0,ClassGen,13
2691,31,6.2928033255391,sire,F,home,0,0_0,ClassGen,13
2692,32,7.51851851851852,sire,M,home,0,0_0,ClassGen,13
2693,32,4.10678098207327,dam,F,home,0,0_0,ClassGen,13
2694,33,5,dam,M,home,0,0_0,ClassGen,13
2695,32,6.2546115874253,sire,F,home,0,0_0,ClassGen,13
2696,33,7.85185185185185,sire,M,home,0,0_0,ClassGen,13
2697,33,4.10756040530008,dam,F,home,0,0_0,ClassGen,13
2698,34,5.18518518518518,dam,M,home,0,0_0,ClassGen,13
2699,33,6.23434658352819,sire,F,home,0,0_0,ClassGen,13
2700,34,8.03703703703704,sire,M,home,0,0_0,ClassGen,13
2701,34,4.11197713691868,dam,F,home,0,0_0,ClassGen,13
2702,35,5,dam,M,home,0,0_0,ClassGen,13
2703,34,6.2928033255391,sire,F,home,0,0_0,ClassGen,13
2704,35,7.55555555555555,sire,M,home,0,0_0,ClassGen,13
2705,35,4.07560405300078,dam,F,home,0,0_0,ClassGen,13
2706,36,5.14814814814815,dam,M,home,0,0_0,ClassGen,13
2707,35,6.341647181086,sire,F,home,0,0_0,ClassGen,13
2708,36,8.18518518518519,sire,M,home,0,0_0,ClassGen,13
2709,36,4.10262405819693,dam,F,home,0,0_0,ClassGen,13
2710,37,5.07407407407407,dam,M,home,0,0_0,ClassGen,13
2711,36,6.35203949077682,sire,F,home,0,0_0,ClassGen,13
2712,37,7.74074074074074,sire,M,home,0,0_0,ClassGen,13
2713,37,4.07092751363991,dam,F,home,0,0_0,ClassGen,13
2714,38,4.81481481481482,dam,M,home,0,0_0,ClassGen,13
2715,37,6.29851909586906,sire,F,home,0,0_0,ClassGen,13
2716,38,7.92592592592593,sire,M,home,0,0_0,ClassGen,13
2717,38,4.06858924395947,dam,F,home,0,0_0,ClassGen,13
2718,39,4.92592592592593,dam,M,home,0,0_0,ClassGen,13
2719,38,6.43180046765394,sire,F,home,0,0_0,ClassGen,13
2720,39,7.66666666666667,sire,M,home,0,0_0,ClassGen,13
2721,39,4.08287866978436,dam,F,home,0,0_0,ClassGen,13
2722,40,4.91111111111111,dam,M,home,0,0_0,ClassGen,13
2723,39,6.26500389711613,sire,F,home,0,0_0,ClassGen,13
2724,40,8.08888888888889,sire,M,home,0,0_0,ClassGen,13
2725,40,4.09067290205248,dam,F,home,0,0_0,ClassGen,13
2726,41,4.93333333333333,dam,M,home,0,0_0,ClassGen,13
2727,40,6.31696544557028,sire,F,home,0,0_0,ClassGen,13
2728,41,3.48888888888889,sire,M,home,0,0_0,ClassGen,13
2729,41,4.10808002078462,dam,F,home,0,0_0,ClassGen,13
2730,42,5.04444444444444,dam,M,home,0,0_0,ClassGen,13
2731,41,3.77240841777085,sire,F,home,0,0_0,ClassGen,13
2732,42,4.44444444444445,sire,M,home,0,0_0,ClassGen,13
2733,42,4.12886464016628,dam,F,home,0,0_0,ClassGen,13
2734,43,4.88888888888889,dam,M,home,0,0_0,ClassGen,13
2735,42,4.00207846193817,sire,F,home,0,0_0,ClassGen,13
2736,43,4.08888888888889,sire,M,home,0,0_0,ClassGen,13
2737,43,4.13613925694986,dam,F,home,0,0_0,ClassGen,13
2738,44,4.88888888888889,dam,M,home,0,0_0,ClassGen,13
2739,43,3.84879189399844,sire,F,home,0,0_0,ClassGen,13
2740,44,4.13333333333333,sire,M,home,0,0_0,ClassGen,13
2741,44,4.12081060015588,dam,F,home,0,0_0,ClassGen,13
2742,45,5.08888888888889,dam,M,home,0,0_0,ClassGen,13
2743,44,3.7604572616264,sire,F,home,0,0_0,ClassGen,13
2744,45,4.31111111111111,sire,M,home,0,0_0,ClassGen,13
2745,45,4.13094310210444,dam,F,home,0,0_0,ClassGen,13
2746,46,5,dam,M,home,0,0_0,ClassGen,13
2747,45,3.7755261106781,sire,F,home,0,0_0,ClassGen,13
2748,46,3.71111111111111,sire,M,home,0,0_0,ClassGen,13
2749,46,4.11561444531047,dam,F,home,0,0_0,ClassGen,13
2750,47,5.02222222222222,dam,M,home,0,0_0,ClassGen,13
2751,46,3.70044167316186,sire,F,home,0,0_0,ClassGen,13
2752,47,3.68888888888889,sire,M,home,0,0_0,ClassGen,13
2753,47,4.08495713172253,dam,F,home,0,0_0,ClassGen,13
2754,48,5.02222222222222,dam,M,home,0,0_0,ClassGen,13
2755,47,3.84073785398805,sire,F,home,0,0_0,ClassGen,13
2756,48,4.04444444444444,sire,M,home,0,0_0,ClassGen,13
2757,48,4.07976097687711,dam,F,home,0,0_0,ClassGen,13
2758,49,4.75555555555556,dam,M,home,0,0_0,ClassGen,13
2759,48,3.81111977136919,sire,F,home,0,0_0,ClassGen,13
2760,49,3.88888888888889,sire,M,home,0,0_0,ClassGen,13
2761,19,1,dam,F,import,0,0_0,ClassGen,13
2762,20,1,dam,M,import,0,0_0,ClassGen,13
2763,19,1,sire,F,import,0,0_0,ClassGen,13
2764,20,1,sire,M,import,0,0_0,ClassGen,13
2765,20,1,dam,F,import,0,0_0,ClassGen,13
2766,21,5.008,dam,M,import,0,0_0,ClassGen,13
2767,20,1,sire,F,import,0,0_0,ClassGen,13
2768,21,8.016,sire,M,import,0,0_0,ClassGen,13
2769,21,4.15224733697064,dam,F,import,0,0_0,ClassGen,13
2770,22,4.916,dam,M,import,0,0_0,ClassGen,13
2771,21,4.35827487659132,sire,F,import,0,0_0,ClassGen,13
2772,22,7.904,sire,M,import,0,0_0,ClassGen,13
2773,22,4.14809041309431,dam,F,import,0,0_0,ClassGen,13
2774,23,4.988,dam,M,import,0,0_0,ClassGen,13
2775,22,4.39101065211743,sire,F,import,0,0_0,ClassGen,13
2776,23,8.076,sire,M,import,0,0_0,ClassGen,13
2777,23,4.16497791634191,dam,F,import,0,0_0,ClassGen,13
2778,24,4.928,dam,M,import,0,0_0,ClassGen,13
2779,23,4.39984411535464,sire,F,import,0,0_0,ClassGen,13
2780,24,7.964,sire,M,import,0,0_0,ClassGen,13
2781,24,4.06780982073266,dam,F,import,0,0_0,ClassGen,13
2782,25,4.936,dam,M,import,0,0_0,ClassGen,13
2783,24,4.39958430761237,sire,F,import,0,0_0,ClassGen,13
2784,25,7.908,sire,M,import,0,0_0,ClassGen,13
2785,25,4.07118732138218,dam,F,import,0,0_0,ClassGen,13
2786,26,5.032,dam,M,import,0,0_0,ClassGen,13
2787,25,4.28890620940504,sire,F,import,0,0_0,ClassGen,13
2788,26,7.996,sire,M,import,0,0_0,ClassGen,13
2789,26,4.06131462717589,dam,F,import,0,0_0,ClassGen,13
2790,27,5.044,dam,M,import,0,0_0,ClassGen,13
2791,26,4.3611327617563,sire,F,import,0,0_0,ClassGen,13
2792,27,8.068,sire,M,import,0,0_0,ClassGen,13
2793,27,4.12574694725903,dam,F,import,0,0_0,ClassGen,13
2794,28,4.864,dam,M,import,0,0_0,ClassGen,13
2795,27,4.25383216419849,sire,F,import,0,0_0,ClassGen,13
2796,28,8.008,sire,M,import,0,0_0,ClassGen,13
2797,28,4.11171732917641,dam,F,import,0,0_0,ClassGen,13
2798,29,5.008,dam,M,import,0,0_0,ClassGen,13
2799,28,4.3522992985191,sire,F,import,0,0_0,ClassGen,13
2800,29,8.04,sire,M,import,0,0_0,ClassGen,13
2801,29,4.08703559366069,dam,F,import,0,0_0,ClassGen,13
2802,30,5.04,dam,M,import,0,0_0,ClassGen,13
2803,29,4.25772928033255,sire,F,import,0,0_0,ClassGen,13
2804,30,8.11,sire,M,import,0,0_0,ClassGen,13
2805,30,4.0665107820213,dam,F,import,0,0_0,ClassGen,13
2806,31,4.9025,dam,M,import,0,0_0,ClassGen,13
2807,30,4.36970641725123,sire,F,import,0,0_0,ClassGen,13
2808,31,4.005,sire,M,import,0,0_0,ClassGen,13
2809,31,4.07534424525851,dam,F,import,0,0_0,ClassGen,13
2810,32,4.9325,dam,M,import,0,0_0,ClassGen,13
2811,31,4.08443751623798,sire,F,import,0,0_0,ClassGen,13
2812,32,3.7475,sire,M,import,0,0_0,ClassGen,13
2813,32,4.03455442972201,dam,F,import,0,0_0,ClassGen,13
2814,33,4.9925,dam,M,import,0,0_0,ClassGen,13
2815,32,3.50974279033515,sire,F,import,0,0_0,ClassGen,13
2816,33,4.0175,sire,M,import,0,0_0,ClassGen,13
2817,33,4.09872694206287,dam,F,import,0,0_0,ClassGen,13
2818,34,5.025,dam,M,import,0,0_0,ClassGen,13
2819,33,3.57131722525331,sire,F,import,0,0_0,ClassGen,13
2820,34,3.96,sire,M,import,0,0_0,ClassGen,13
2821,34,4.08235905429982,dam,F,import,0,0_0,ClassGen,13
2822,35,5,dam,M,import,0,0_0,ClassGen,13
2823,34,3.54975318264484,sire,F,import,0,0_0,ClassGen,13
2824,35,3.9925,sire,M,import,0,0_0,ClassGen,13
2825,35,4.07586386074305,dam,F,import,0,0_0,ClassGen,13
2826,36,4.9875,dam,M,import,0,0_0,ClassGen,13
2827,35,3.51805663808782,sire,F,import,0,0_0,ClassGen,13
2828,36,3.945,sire,M,import,0,0_0,ClassGen,13
2829,36,4.09664848012471,dam,F,import,0,0_0,ClassGen,13
2830,37,4.985,dam,M,import,0,0_0,ClassGen,13
2831,36,3.56326318524292,sire,F,import,0,0_0,ClassGen,13
2832,37,3.9775,sire,M,import,0,0_0,ClassGen,13
2833,37,4.08235905429982,dam,F,import,0,0_0,ClassGen,13
2834,38,4.995,dam,M,import,0,0_0,ClassGen,13
2835,37,3.64796050922318,sire,F,import,0,0_0,ClassGen,13
2836,38,4,sire,M,import,0,0_0,ClassGen,13
2837,38,4.05897635749545,dam,F,import,0,0_0,ClassGen,13
2838,39,4.97,dam,M,import,0,0_0,ClassGen,13
2839,38,3.60145492335672,sire,F,import,0,0_0,ClassGen,13
2840,39,3.9625,sire,M,import,0,0_0,ClassGen,13
2841,39,4.0771628994544,dam,F,import,0,0_0,ClassGen,13
2842,40,4.9675,dam,M,import,0,0_0,ClassGen,13
2843,39,3.60223434658353,sire,F,import,0,0_0,ClassGen,13
2844,40,4.0625,sire,M,import,0,0_0,ClassGen,13
2845,40,4.05455962587685,dam,F,import,0,0_0,ClassGen,13
2846,41,5.0275,dam,M,import,0,0_0,ClassGen,13
2847,40,3.61860223434658,sire,F,import,0,0_0,ClassGen,13
2848,41,4.0025,sire,M,import,0,0_0,ClassGen,13
2849,41,4.05092231748506,dam,F,import,0,0_0,ClassGen,13
2850,42,5.01,dam,M,import,0,0_0,ClassGen,13
2851,41,3.62146011951156,sire,F,import,0,0_0,ClassGen,13
2852,42,4.06,sire,M,import,0,0_0,ClassGen,13
2853,42,4.04728500909327,dam,F,import,0,0_0,ClassGen,13
2854,43,4.9975,dam,M,import,0,0_0,ClassGen,13
2855,42,3.61392569498571,sire,F,import,0,0_0,ClassGen,13
2856,43,4.0225,sire,M,import,0,0_0,ClassGen,13
2857,43,4.06183424266043,dam,F,import,0,0_0,ClassGen,13
2858,44,5.055,dam,M,import,0,0_0,ClassGen,13
2859,43,3.62613665887243,sire,F,import,0,0_0,ClassGen,13
2860,44,4.12,sire,M,import,0,0_0,ClassGen,13
