,Gen,genInt,line,sex,Group,Rep,scenario,strategy
471,31,5.96050922317485,sire,F,import,3,50_50,GenGen
472,32,7.9783393501805,sire,M,import,3,50_50,GenGen
473,32,4.07820213042349,dam,F,import,3,50_50,GenGen
474,33,4.94945848375451,dam,M,import,3,50_50,GenGen
475,32,5.94154325798909,sire,F,import,3,50_50,GenGen
476,33,7.87364620938628,sire,M,import,3,50_50,GenGen
477,33,4.09677838399584,dam,F,import,3,50_50,GenGen
478,34,4.97472924187726,dam,M,import,3,50_50,GenGen
479,33,5.89633671083398,sire,F,import,3,50_50,GenGen
480,34,7.7942238267148,sire,M,import,3,50_50,GenGen
481,34,4.08846453624318,dam,F,import,3,50_50,GenGen
482,35,4.95306859205776,dam,M,import,3,50_50,GenGen
483,34,5.84112756560145,sire,F,import,3,50_50,GenGen
484,35,7.94223826714801,sire,M,import,3,50_50,GenGen
485,35,4.09664848012471,dam,F,import,3,50_50,GenGen
486,36,5.00361010830325,dam,M,import,3,50_50,GenGen
487,35,5.8398285268901,sire,F,import,3,50_50,GenGen
488,36,8.07220216606498,sire,M,import,3,50_50,GenGen
489,36,4.10132501948558,dam,F,import,3,50_50,GenGen
490,37,5.02527075812274,dam,M,import,3,50_50,GenGen
491,36,5.82579890880748,sire,F,import,3,50_50,GenGen
492,37,7.95667870036101,sire,M,import,3,50_50,GenGen
493,37,4.10496232787737,dam,F,import,3,50_50,GenGen
494,38,5.02527075812274,dam,M,import,3,50_50,GenGen
495,37,5.91023642504547,sire,F,import,3,50_50,GenGen
496,38,7.9927797833935,sire,M,import,3,50_50,GenGen
497,38,4.10041569238763,dam,F,import,3,50_50,GenGen
498,39,5.014440433213,dam,M,import,3,50_50,GenGen
499,38,5.87996882307093,sire,F,import,3,50_50,GenGen
500,39,8.08303249097473,sire,M,import,3,50_50,GenGen
501,58,4.10782021304235,dam,F,import,3,50_50,GenGen
502,59,5.07246376811594,dam,M,import,3,50_50,GenGen
503,58,3.93998441153546,sire,F,import,3,50_50,GenGen
504,59,3.91304347826087,sire,M,import,3,50_50,GenGen
505,19,1,dam,F,home,3,10_10,GenGen
506,20,1,dam,M,home,3,10_10,GenGen
507,19,1,sire,F,home,3,10_10,GenGen
508,20,1,sire,M,home,3,10_10,GenGen
509,20,1,dam,F,home,3,10_10,GenGen
510,21,5.014440433213,dam,M,home,3,10_10,GenGen
511,20,1,sire,F,home,3,10_10,GenGen
512,21,7.95667870036101,sire,M,home,3,10_10,GenGen
513,21,4.20122109638867,dam,F,home,3,10_10,GenGen
514,22,4.96028880866426,dam,M,home,3,10_10,GenGen
515,21,6.20239023122889,sire,F,home,3,10_10,GenGen
516,22,8.07581227436823,sire,M,home,3,10_10,GenGen
517,22,4.18602234346584,dam,F,home,3,10_10,GenGen
518,23,5.02166064981949,dam,M,home,3,10_10,GenGen
519,22,6.26955053260587,sire,F,home,3,10_10,GenGen
520,23,8.014440433213,sire,M,home,3,10_10,GenGen
521,23,4.16250974279034,dam,F,home,3,10_10,GenGen
522,24,4.985559566787,dam,M,home,3,10_10,GenGen
523,23,5.89607690309171,sire,F,home,3,10_10,GenGen
524,24,7.86281588447653,sire,M,home,3,10_10,GenGen
525,24,4.0984671343206,dam,F,home,3,10_10,GenGen
526,25,5.05415162454874,dam,M,home,3,10_10,GenGen
527,24,5.94557027799428,sire,F,home,3,10_10,GenGen
528,25,8.04693140794224,sire,M,home,3,10_10,GenGen
529,25,4.05118212522733,dam,F,home,3,10_10,GenGen
530,26,4.97833935018051,dam,M,home,3,10_10,GenGen
531,25,5.87737074564822,sire,F,home,3,10_10,GenGen
532,26,7.96028880866426,sire,M,home,3,10_10,GenGen
533,26,4.06443232008314,dam,F,home,3,10_10,GenGen
534,27,4.97472924187726,dam,M,home,3,10_10,GenGen
535,26,5.97440893738633,sire,F,home,3,10_10,GenGen
536,27,8.14801444043321,sire,M,home,3,10_10,GenGen
537,27,4.13159262146012,dam,F,home,3,10_10,GenGen
538,28,5.03249097472924,dam,M,home,3,10_10,GenGen
539,27,5.88204728500909,sire,F,home,3,10_10,GenGen
540,28,8.04332129963899,sire,M,home,3,10_10,GenGen
541,28,4.11262665627436,dam,F,home,3,10_10,GenGen
542,29,4.95667870036101,dam,M,home,3,10_10,GenGen
543,28,5.79098467134321,sire,F,home,3,10_10,GenGen
544,29,7.92418772563177,sire,M,home,3,10_10,GenGen
545,29,4.12613665887244,dam,F,home,3,10_10,GenGen
546,30,4.985559566787,dam,M,home,3,10_10,GenGen
547,29,5.79488178747727,sire,F,home,3,10_10,GenGen
548,30,8,sire,M,home,3,10_10,GenGen
549,30,4.13211223694466,dam,F,home,3,10_10,GenGen
550,31,4.99638989169675,dam,M,home,3,10_10,GenGen
551,30,5.73044946739413,sire,F,home,3,10_10,GenGen
552,31,7.94584837545126,sire,M,home,3,10_10,GenGen
553,31,4.07989088074825,dam,F,home,3,10_10,GenGen
554,32,5.01083032490975,dam,M,home,3,10_10,GenGen
555,31,5.96050922317485,sire,F,home,3,10_10,GenGen
556,32,7.9783393501805,sire,M,home,3,10_10,GenGen
557,32,4.07820213042349,dam,F,home,3,10_10,GenGen
558,33,4.94945848375451,dam,M,home,3,10_10,GenGen
559,32,5.94154325798909,sire,F,home,3,10_10,GenGen
560,33,7.87364620938628,sire,M,home,3,10_10,GenGen
561,33,4.09677838399584,dam,F,home,3,10_10,GenGen
562,34,4.97472924187726,dam,M,home,3,10_10,GenGen
563,33,5.89633671083398,sire,F,home,3,10_10,GenGen
564,34,7.7942238267148,sire,M,home,3,10_10,GenGen
565,34,4.08846453624318,dam,F,home,3,10_10,GenGen
566,35,4.95306859205776,dam,M,home,3,10_10,GenGen
567,34,5.84112756560145,sire,F,home,3,10_10,GenGen
568,35,7.94223826714801,sire,M,home,3,10_10,GenGen
569,35,4.09664848012471,dam,F,home,3,10_10,GenGen
570,36,5.00361010830325,dam,M,home,3,10_10,GenGen
571,35,5.8398285268901,sire,F,home,3,10_10,GenGen
572,36,8.07220216606498,sire,M,home,3,10_10,GenGen
573,36,4.10132501948558,dam,F,home,3,10_10,GenGen
574,37,5.02527075812274,dam,M,home,3,10_10,GenGen
575,36,5.82579890880748,sire,F,home,3,10_10,GenGen
576,37,7.95667870036101,sire,M,home,3,10_10,GenGen
577,37,4.10496232787737,dam,F,home,3,10_10,GenGen
578,38,5.02527075812274,dam,M,home,3,10_10,GenGen
579,37,5.91023642504547,sire,F,home,3,10_10,GenGen
580,38,7.9927797833935,sire,M,home,3,10_10,GenGen
581,38,4.10041569238763,dam,F,home,3,10_10,GenGen
582,39,5.014440433213,dam,M,home,3,10_10,GenGen
583,38,5.87996882307093,sire,F,home,3,10_10,GenGen
584,39,8.08303249097473,sire,M,home,3,10_10,GenGen
585,58,4.09469992205768,dam,F,home,3,10_10,GenGen
586,59,4.99130434782609,dam,M,home,3,10_10,GenGen
587,58,3.89477786438036,sire,F,home,3,10_10,GenGen
588,59,4,sire,M,home,3,10_10,GenGen
589,19,1,dam,F,import,3,10_10,GenGen
590,20,1,dam,M,import,3,10_10,GenGen
591,19,1,sire,F,import,3,10_10,GenGen
592,20,1,sire,M,import,3,10_10,GenGen
593,20,1,dam,F,import,3,10_10,GenGen
594,21,5.014440433213,dam,M,import,3,10_10,GenGen
595,20,1,sire,F,import,3,10_10,GenGen
596,21,7.95667870036101,sire,M,import,3,10_10,GenGen
597,21,4.20122109638867,dam,F,import,3,10_10,GenGen
598,22,4.96028880866426,dam,M,import,3,10_10,GenGen
599,21,6.20239023122889,sire,F,import,3,10_10,GenGen
600,22,8.07581227436823,sire,M,import,3,10_10,GenGen
601,22,4.18602234346584,dam,F,import,3,10_10,GenGen
602,23,5.02166064981949,dam,M,import,3,10_10,GenGen
603,22,6.26955053260587,sire,F,import,3,10_10,GenGen
604,23,8.014440433213,sire,M,import,3,10_10,GenGen
605,23,4.16250974279034,dam,F,import,3,10_10,GenGen
606,24,4.985559566787,dam,M,import,3,10_10,GenGen
607,23,5.89607690309171,sire,F,import,3,10_10,GenGen
608,24,7.86281588447653,sire,M,import,3,10_10,GenGen
609,24,4.0984671343206,dam,F,import,3,10_10,GenGen
610,25,5.05415162454874,dam,M,import,3,10_10,GenGen
611,24,5.94557027799428,sire,F,import,3,10_10,GenGen
612,25,8.04693140794224,sire,M,import,3,10_10,GenGen
613,25,4.05118212522733,dam,F,import,3,10_10,GenGen
614,26,4.97833935018051,dam,M,import,3,10_10,GenGen
615,25,5.87737074564822,sire,F,import,3,10_10,GenGen
616,26,7.96028880866426,sire,M,import,3,10_10,GenGen
617,26,4.06443232008314,dam,F,import,3,10_10,GenGen
618,27,4.97472924187726,dam,M,import,3,10_10,GenGen
619,26,5.97440893738633,sire,F,import,3,10_10,GenGen
620,27,8.14801444043321,sire,M,import,3,10_10,GenGen
621,27,4.13159262146012,dam,F,import,3,10_10,GenGen
622,28,5.03249097472924,dam,M,import,3,10_10,GenGen
623,27,5.88204728500909,sire,F,import,3,10_10,GenGen
624,28,8.04332129963899,sire,M,import,3,10_10,GenGen
625,28,4.11262665627436,dam,F,import,3,10_10,GenGen
626,29,4.95667870036101,dam,M,import,3,10_10,GenGen
627,28,5.79098467134321,sire,F,import,3,10_10,GenGen
628,29,7.92418772563177,sire,M,import,3,10_10,GenGen
629,29,4.12613665887244,dam,F,import,3,10_10,GenGen
630,30,4.985559566787,dam,M,import,3,10_10,GenGen
631,29,5.79488178747727,sire,F,import,3,10_10,GenGen
632,30,8,sire,M,import,3,10_10,GenGen
633,30,4.13211223694466,dam,F,import,3,10_10,GenGen
634,31,4.99638989169675,dam,M,import,3,10_10,GenGen
635,30,5.73044946739413,sire,F,import,3,10_10,GenGen
636,31,7.94584837545126,sire,M,import,3,10_10,GenGen
637,31,4.07989088074825,dam,F,import,3,10_10,GenGen
638,32,5.01083032490975,dam,M,import,3,10_10,GenGen
639,31,5.96050922317485,sire,F,import,3,10_10,GenGen
640,32,7.9783393501805,sire,M,import,3,10_10,GenGen
641,32,4.07820213042349,dam,F,import,3,10_10,GenGen
642,33,4.94945848375451,dam,M,import,3,10_10,GenGen
643,32,5.94154325798909,sire,F,import,3,10_10,GenGen
644,33,7.87364620938628,sire,M,import,3,10_10,GenGen
645,33,4.09677838399584,dam,F,import,3,10_10,GenGen
646,34,4.97472924187726,dam,M,import,3,10_10,GenGen
647,33,5.89633671083398,sire,F,import,3,10_10,GenGen
648,34,7.7942238267148,sire,M,import,3,10_10,GenGen
649,34,4.08846453624318,dam,F,import,3,10_10,GenGen
650,35,4.95306859205776,dam,M,import,3,10_10,GenGen
651,34,5.84112756560145,sire,F,import,3,10_10,GenGen
652,35,7.94223826714801,sire,M,import,3,10_10,GenGen
653,35,4.09664848012471,dam,F,import,3,10_10,GenGen
654,36,5.00361010830325,dam,M,import,3,10_10,GenGen
655,35,5.8398285268901,sire,F,import,3,10_10,GenGen
656,36,8.07220216606498,sire,M,import,3,10_10,GenGen
657,36,4.10132501948558,dam,F,import,3,10_10,GenGen
658,37,5.02527075812274,dam,M,import,3,10_10,GenGen
659,36,5.82579890880748,sire,F,import,3,10_10,GenGen
660,37,7.95667870036101,sire,M,import,3,10_10,GenGen
661,37,4.10496232787737,dam,F,import,3,10_10,GenGen
662,38,5.02527075812274,dam,M,import,3,10_10,GenGen
663,37,5.91023642504547,sire,F,import,3,10_10,GenGen
664,38,7.9927797833935,sire,M,import,3,10_10,GenGen
665,38,4.10041569238763,dam,F,import,3,10_10,GenGen
666,39,5.014440433213,dam,M,import,3,10_10,GenGen
667,38,5.87996882307093,sire,F,import,3,10_10,GenGen
668,39,8.08303249097473,sire,M,import,3,10_10,GenGen
669,58,4.09469992205768,dam,F,import,3,10_10,GenGen
670,59,4.99130434782609,dam,M,import,3,10_10,GenGen
671,58,3.89477786438036,sire,F,import,3,10_10,GenGen
672,59,4,sire,M,import,3,10_10,GenGen
673,19,1,dam,F,home,3,0_100,GenGen
674,20,1,dam,M,home,3,0_100,GenGen
675,19,1,sire,F,home,3,0_100,GenGen
676,20,1,sire,M,home,3,0_100,GenGen
677,20,1,dam,F,home,3,0_100,GenGen
678,21,5.014440433213,dam,M,home,3,0_100,GenGen
679,20,1,sire,F,home,3,0_100,GenGen
680,21,7.95667870036101,sire,M,home,3,0_100,GenGen
681,21,4.20122109638867,dam,F,home,3,0_100,GenGen
682,22,4.96028880866426,dam,M,home,3,0_100,GenGen
683,21,6.20239023122889,sire,F,home,3,0_100,GenGen
684,22,8.07581227436823,sire,M,home,3,0_100,GenGen
685,22,4.18602234346584,dam,F,home,3,0_100,GenGen
686,23,5.02166064981949,dam,M,home,3,0_100,GenGen
687,22,6.26955053260587,sire,F,home,3,0_100,GenGen
688,23,8.014440433213,sire,M,home,3,0_100,GenGen
689,23,4.16250974279034,dam,F,home,3,0_100,GenGen
690,24,4.985559566787,dam,M,home,3,0_100,GenGen
691,23,5.89607690309171,sire,F,home,3,0_100,GenGen
692,24,7.86281588447653,sire,M,home,3,0_100,GenGen
693,24,4.0984671343206,dam,F,home,3,0_100,GenGen
694,25,5.05415162454874,dam,M,home,3,0_100,GenGen
695,24,5.94557027799428,sire,F,home,3,0_100,GenGen
696,25,8.04693140794224,sire,M,home,3,0_100,GenGen
697,25,4.05118212522733,dam,F,home,3,0_100,GenGen
698,26,4.97833935018051,dam,M,home,3,0_100,GenGen
699,25,5.87737074564822,sire,F,home,3,0_100,GenGen
700,26,7.96028880866426,sire,M,home,3,0_100,GenGen
701,26,4.06443232008314,dam,F,home,3,0_100,GenGen
702,27,4.97472924187726,dam,M,home,3,0_100,GenGen
703,26,5.97440893738633,sire,F,home,3,0_100,GenGen
704,27,8.14801444043321,sire,M,home,3,0_100,GenGen
705,27,4.13159262146012,dam,F,home,3,0_100,GenGen
706,28,5.03249097472924,dam,M,home,3,0_100,GenGen
707,27,5.88204728500909,sire,F,home,3,0_100,GenGen
708,28,8.04332129963899,sire,M,home,3,0_100,GenGen
709,28,4.11262665627436,dam,F,home,3,0_100,GenGen
710,29,4.95667870036101,dam,M,home,3,0_100,GenGen
711,28,5.79098467134321,sire,F,home,3,0_100,GenGen
712,29,7.92418772563177,sire,M,home,3,0_100,GenGen
713,29,4.12613665887244,dam,F,home,3,0_100,GenGen
714,30,4.985559566787,dam,M,home,3,0_100,GenGen
715,29,5.79488178747727,sire,F,home,3,0_100,GenGen
716,30,8,sire,M,home,3,0_100,GenGen
717,30,4.13211223694466,dam,F,home,3,0_100,GenGen
718,31,4.99638989169675,dam,M,home,3,0_100,GenGen
719,30,5.73044946739413,sire,F,home,3,0_100,GenGen
720,31,7.94584837545126,sire,M,home,3,0_100,GenGen
721,31,4.07989088074825,dam,F,home,3,0_100,GenGen
722,32,5.01083032490975,dam,M,home,3,0_100,GenGen
723,31,5.96050922317485,sire,F,home,3,0_100,GenGen
724,32,7.9783393501805,sire,M,home,3,0_100,GenGen
725,32,4.07820213042349,dam,F,home,3,0_100,GenGen
726,33,4.94945848375451,dam,M,home,3,0_100,GenGen
727,32,5.94154325798909,sire,F,home,3,0_100,GenGen
728,33,7.87364620938628,sire,M,home,3,0_100,GenGen
729,33,4.09677838399584,dam,F,home,3,0_100,GenGen
730,34,4.97472924187726,dam,M,home,3,0_100,GenGen
731,33,5.89633671083398,sire,F,home,3,0_100,GenGen
732,34,7.7942238267148,sire,M,home,3,0_100,GenGen
733,34,4.08846453624318,dam,F,home,3,0_100,GenGen
734,35,4.95306859205776,dam,M,home,3,0_100,GenGen
735,34,5.84112756560145,sire,F,home,3,0_100,GenGen
736,35,7.94223826714801,sire,M,home,3,0_100,GenGen
737,35,4.09664848012471,dam,F,home,3,0_100,GenGen
738,36,5.00361010830325,dam,M,home,3,0_100,GenGen
739,35,5.8398285268901,sire,F,home,3,0_100,GenGen
740,36,8.07220216606498,sire,M,home,3,0_100,GenGen
741,36,4.10132501948558,dam,F,home,3,0_100,GenGen
742,37,5.02527075812274,dam,M,home,3,0_100,GenGen
743,36,5.82579890880748,sire,F,home,3,0_100,GenGen
744,37,7.95667870036101,sire,M,home,3,0_100,GenGen
745,37,4.10496232787737,dam,F,home,3,0_100,GenGen
746,38,5.02527075812274,dam,M,home,3,0_100,GenGen
747,37,5.91023642504547,sire,F,home,3,0_100,GenGen
748,38,7.9927797833935,sire,M,home,3,0_100,GenGen
749,38,4.10041569238763,dam,F,home,3,0_100,GenGen
750,39,5.014440433213,dam,M,home,3,0_100,GenGen
751,38,5.87996882307093,sire,F,home,3,0_100,GenGen
752,39,8.08303249097473,sire,M,home,3,0_100,GenGen
753,58,4.07378539880488,dam,F,home,3,0_100,GenGen
754,59,4.97971014492754,dam,M,home,3,0_100,GenGen
755,58,3.82151208106002,sire,F,home,3,0_100,GenGen
756,59,4.00579710144928,sire,M,home,3,0_100,GenGen
757,19,1,dam,F,import,3,0_100,GenGen
758,20,1,dam,M,import,3,0_100,GenGen
759,19,1,sire,F,import,3,0_100,GenGen
760,20,1,sire,M,import,3,0_100,GenGen
761,20,1,dam,F,import,3,0_100,GenGen
762,21,5.014440433213,dam,M,import,3,0_100,GenGen
763,20,1,sire,F,import,3,0_100,GenGen
764,21,7.95667870036101,sire,M,import,3,0_100,GenGen
765,21,4.20122109638867,dam,F,import,3,0_100,GenGen
766,22,4.96028880866426,dam,M,import,3,0_100,GenGen
767,21,6.20239023122889,sire,F,import,3,0_100,GenGen
768,22,8.07581227436823,sire,M,import,3,0_100,GenGen
769,22,4.18602234346584,dam,F,import,3,0_100,GenGen
770,23,5.02166064981949,dam,M,import,3,0_100,GenGen
771,22,6.26955053260587,sire,F,import,3,0_100,GenGen
772,23,8.014440433213,sire,M,import,3,0_100,GenGen
773,23,4.16250974279034,dam,F,import,3,0_100,GenGen
774,24,4.985559566787,dam,M,import,3,0_100,GenGen
775,23,5.89607690309171,sire,F,import,3,0_100,GenGen
776,24,7.86281588447653,sire,M,import,3,0_100,GenGen
777,24,4.0984671343206,dam,F,import,3,0_100,GenGen
778,25,5.05415162454874,dam,M,import,3,0_100,GenGen
779,24,5.94557027799428,sire,F,import,3,0_100,GenGen
780,25,8.04693140794224,sire,M,import,3,0_100,GenGen
781,25,4.05118212522733,dam,F,import,3,0_100,GenGen
782,26,4.97833935018051,dam,M,import,3,0_100,GenGen
783,25,5.87737074564822,sire,F,import,3,0_100,GenGen
784,26,7.96028880866426,sire,M,import,3,0_100,GenGen
785,26,4.06443232008314,dam,F,import,3,0_100,GenGen
786,27,4.97472924187726,dam,M,import,3,0_100,GenGen
787,26,5.97440893738633,sire,F,import,3,0_100,GenGen
788,27,8.14801444043321,sire,M,import,3,0_100,GenGen
789,27,4.13159262146012,dam,F,import,3,0_100,GenGen
790,28,5.03249097472924,dam,M,import,3,0_100,GenGen
791,27,5.88204728500909,sire,F,import,3,0_100,GenGen
792,28,8.04332129963899,sire,M,import,3,0_100,GenGen
793,28,4.11262665627436,dam,F,import,3,0_100,GenGen
794,29,4.95667870036101,dam,M,import,3,0_100,GenGen
795,28,5.79098467134321,sire,F,import,3,0_100,GenGen
796,29,7.92418772563177,sire,M,import,3,0_100,GenGen
797,29,4.12613665887244,dam,F,import,3,0_100,GenGen
798,30,4.985559566787,dam,M,import,3,0_100,GenGen
799,29,5.79488178747727,sire,F,import,3,0_100,GenGen
800,30,8,sire,M,import,3,0_100,GenGen
801,30,4.13211223694466,dam,F,import,3,0_100,GenGen
802,31,4.99638989169675,dam,M,import,3,0_100,GenGen
803,30,5.73044946739413,sire,F,import,3,0_100,GenGen
804,31,7.94584837545126,sire,M,import,3,0_100,GenGen
805,31,4.07989088074825,dam,F,import,3,0_100,GenGen
806,32,5.01083032490975,dam,M,import,3,0_100,GenGen
807,31,5.96050922317485,sire,F,import,3,0_100,GenGen
808,32,7.9783393501805,sire,M,import,3,0_100,GenGen
809,32,4.07820213042349,dam,F,import,3,0_100,GenGen
810,33,4.94945848375451,dam,M,import,3,0_100,GenGen
811,32,5.94154325798909,sire,F,import,3,0_100,GenGen
812,33,7.87364620938628,sire,M,import,3,0_100,GenGen
813,33,4.09677838399584,dam,F,import,3,0_100,GenGen
814,34,4.97472924187726,dam,M,import,3,0_100,GenGen
815,33,5.89633671083398,sire,F,import,3,0_100,GenGen
816,34,7.7942238267148,sire,M,import,3,0_100,GenGen
817,34,4.08846453624318,dam,F,import,3,0_100,GenGen
818,35,4.95306859205776,dam,M,import,3,0_100,GenGen
819,34,5.84112756560145,sire,F,import,3,0_100,GenGen
820,35,7.94223826714801,sire,M,import,3,0_100,GenGen
821,35,4.09664848012471,dam,F,import,3,0_100,GenGen
822,36,5.00361010830325,dam,M,import,3,0_100,GenGen
823,35,5.8398285268901,sire,F,import,3,0_100,GenGen
824,36,8.07220216606498,sire,M,import,3,0_100,GenGen
825,36,4.10132501948558,dam,F,import,3,0_100,GenGen
826,37,5.02527075812274,dam,M,import,3,0_100,GenGen
827,36,5.82579890880748,sire,F,import,3,0_100,GenGen
828,37,7.95667870036101,sire,M,import,3,0_100,GenGen
829,37,4.10496232787737,dam,F,import,3,0_100,GenGen
830,38,5.02527075812274,dam,M,import,3,0_100,GenGen
831,37,5.91023642504547,sire,F,import,3,0_100,GenGen
832,38,7.9927797833935,sire,M,import,3,0_100,GenGen
833,38,4.10041569238763,dam,F,import,3,0_100,GenGen
834,39,5.014440433213,dam,M,import,3,0_100,GenGen
835,38,5.87996882307093,sire,F,import,3,0_100,GenGen
836,39,8.08303249097473,sire,M,import,3,0_100,GenGen
837,58,4.07378539880488,dam,F,import,3,0_100,GenGen
838,59,4.97971014492754,dam,M,import,3,0_100,GenGen
839,58,3.82151208106002,sire,F,import,3,0_100,GenGen
840,59,4.00579710144928,sire,M,import,3,0_100,GenGen
