Generation Group variable value sd var SDSt zMean zMean_noC Strategy Scenario Rep GenVar Trait SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic Import
41 home gvNormUnres1 6.13072909801177 1.41577414516183 2.0044164301087 0.955320807748701 4.21371958050627 4.13682725738125 SU55 GenGen 0 2.52648362366602 3 1.58949162428307 NA NA NA NA NA NA NA 100_100
42 home gvNormUnres1 6.33890246066816 1.39546841956947 1.94733211001571 0.941619129242207 4.35418855689228 4.27729623376726 SU55 GenGen 0 2.5217794431551 3 1.58801115964438 NA NA NA NA NA NA NA 100_100
43 home gvNormUnres1 6.75960914962961 1.42333123272943 2.02587179806309 0.960420097790116 4.63806847891049 4.56117615578547 SU55 GenGen 0 2.50624129614155 3 1.58311127092872 NA NA NA NA NA NA NA 100_100
44 home gvNormUnres1 7.01553021672351 1.43826310495508 2.06860075907502 0.970495665481863 4.81075613631089 4.73386381318587 SU55 GenGen 0 2.49167366785462 3 1.57850361667455 NA NA NA NA NA NA NA 100_100
45 home gvNormUnres1 7.24183088072463 1.44267080618732 2.08129905502518 0.97346984657981 4.96345685758512 4.8865645344601 SU55 GenGen 0 2.48085321330676 3 1.5750724470026 NA NA NA NA NA NA NA 100_100
46 home gvNormUnres1 7.53084551186531 1.40821900759222 1.98308077334402 0.95022283350591 5.15847503320024 5.08158271007522 SU55 GenGen 0 2.47127781848133 3 1.57202984020067 NA NA NA NA NA NA NA 100_100
47 home gvNormUnres1 7.77050806626022 1.40559241247446 1.97569003000578 0.94845048798166 5.32019194675886 5.24329962363384 SU55 GenGen 0 2.45680583770657 3 1.56742012163509 NA NA NA NA NA NA NA 100_100
48 home gvNormUnres1 7.89916147615895 1.39381502699583 1.94272032947939 0.94050347083414 5.40700330709065 5.33011098396563 SU55 GenGen 0 2.44925403585626 3 1.5650092766039 NA NA NA NA NA NA NA 100_100
49 home gvNormUnres1 8.19238974734902 1.40800382644257 1.98247477527692 0.950077635890598 5.6048647172918 5.52797239416678 SU55 GenGen 0 2.43695931659494 3 1.56107633272526 NA NA NA NA NA NA NA 100_100
50 home gvNormUnres1 8.4580314838777 1.37427726891646 1.88863801186049 0.927319993163097 5.7841115831705 5.70721926004548 SU55 GenGen 0 2.43024454566583 3 1.55892416289755 NA NA NA NA NA NA NA 100_100
20 home gvNormUnres3 -0.694293746232211 1.57381745964678 2.47690139628905 1 0 -0.441152652092215 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
21 home gvNormUnres3 0.335547384822546 1.468141623312 2.15543982610118 0.932853816249754 0.654358689911782 0.213206037819567 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
22 home gvNormUnres3 0.325295416653484 1.54224305266247 2.37851363348566 0.979937694304525 0.647844612878119 0.206691960785904 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
23 home gvNormUnres3 0.400638088819062 1.52778758467452 2.33413490388561 0.970752723138176 0.695717173767415 0.254564521675201 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
24 home gvNormUnres3 0.645433206062315 1.50773778466836 2.27327322731666 0.958013126253377 0.85125942915591 0.410106777063696 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
25 home gvNormUnres3 0.798814833077153 1.4916753654302 2.22509539583134 0.94780710195259 0.948717762760407 0.507565110668192 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
26 home gvNormUnres3 1.03317921709899 1.47686004210231 2.18111558395844 0.938393479529556 1.09763235421146 0.656479702119249 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
27 home gvNormUnres3 1.17104175618346 1.45603308365185 2.12003234068871 0.925160077953787 1.18522989498052 0.744077242888309 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
28 home gvNormUnres3 1.39259013833873 1.45811756008135 2.12610681901759 0.926484549490639 1.32600122827415 0.884848576181936 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
29 home gvNormUnres3 1.29042046114736 1.43357990303573 2.05515133838792 0.91089337854815 1.26108284999266 0.819930197900444 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
30 home gvNormUnres3 1.56051257959072 1.40715436046075 1.9800833941637 0.894102649475349 1.43269876185576 0.991546109763548 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
31 home gvNormUnres3 3.28147128951326 1.43981657527042 2.07307177042343 0.914856145765189 2.52619197440964 2.08503932231743 SU55 GenGen 0 2.59614173157135 3 1.61125470723016 NA NA NA NA NA NA NA 100_100
32 home gvNormUnres3 3.33210897659144 1.42882422662177 2.0415386705813 0.907871632674888 2.55836704450293 2.11721439241071 SU55 GenGen 0 2.60263790489897 3 1.61326932187374 NA NA NA NA NA NA NA 100_100
33 home gvNormUnres3 3.57001599622367 1.43903185241747 2.07081267227207 0.91435753466634 2.70953261848609 2.26837996639388 SU55 GenGen 0 2.60861672784348 3 1.61512127341679 NA NA NA NA NA NA NA 100_100
34 home gvNormUnres3 4.23047504843319 1.53285676606146 2.34964986526039 0.973973669351389 3.12918678368881 2.68803413159659 SU55 GenGen 0 2.59839301836165 3 1.61195316878675 NA NA NA NA NA NA NA 100_100
35 home gvNormUnres3 4.73100981607295 1.55520875136519 2.41867426032286 0.988176069487898 3.44722542570012 3.00607277360791 SU55 GenGen 0 2.59632402585256 3 1.61131127528251 NA NA NA NA NA NA NA 100_100
36 home gvNormUnres3 5.30566445661858 1.59924686696792 2.55759054150672 1.01615778701988 3.81235966475895 3.37120701266673 SU55 GenGen 0 2.58872570522251 3 1.6089517411105 NA NA NA NA NA NA NA 100_100
37 home gvNormUnres3 5.93890228690453 1.5229031102422 2.31923388318536 0.967649139299794 4.21471752805783 3.77356487596561 SU55 GenGen 0 2.5757659564662 3 1.60491929905095 NA NA NA NA NA NA NA 100_100
38 home gvNormUnres3 6.39705639015685 1.51556144690549 2.29692649934626 0.962984263273857 4.50582759323346 4.06467494114125 SU55 GenGen 0 2.57426819134274 3 1.60445261424036 NA NA NA NA NA NA NA 100_100
39 home gvNormUnres3 6.89091572066025 1.54300871017438 2.38087587967399 0.980424191329456 4.81962467781673 4.37847202572451 SU55 GenGen 0 2.56787971076399 3 1.60246051769271 NA NA NA NA NA NA NA 100_100
40 home gvNormUnres3 7.34634025326159 1.50315429983324 2.25947284910716 0.955100790513913 5.10900038006846 4.66784772797625 SU55 GenGen 0 2.55594380480902 3 1.5987319365075 NA NA NA NA NA NA NA 100_100
41 home gvNormUnres3 7.71667717485612 1.51281299615542 2.28860316133675 0.961237903978362 5.34431160966789 4.90315895757568 SU55 GenGen 0 2.54695059869433 3 1.59591685206164 NA NA NA NA NA NA NA 100_100
42 home gvNormUnres3 8.1300183739541 1.48426946497648 2.20305584466158 0.943101409810006 5.60694765844495 5.16579500635274 SU55 GenGen 0 2.54293072646828 3 1.59465693064944 NA NA NA NA NA NA NA 100_100
43 home gvNormUnres3 8.57755984359535 1.50707340112657 2.27127023638319 0.957590978476502 5.89131448059324 5.45016182850102 SU55 GenGen 0 2.52583369454655 3 1.58928716553886 NA NA NA NA NA NA NA 100_100
44 home gvNormUnres3 8.94182950102954 1.46371128184342 2.1424507165957 0.93003878745374 6.12277058447707 5.68161793238485 SU55 GenGen 0 2.5131384435186 3 1.58528812634127 NA NA NA NA NA NA NA 100_100
45 home gvNormUnres3 9.31462960366418 1.45096481141367 2.10529888396072 0.921939709411611 6.35964691365333 5.91849426156112 SU55 GenGen 0 2.5038392256048 3 1.58235243406922 NA NA NA NA NA NA NA 100_100
46 home gvNormUnres3 9.66743538611804 1.41696059962778 2.0077773408975 0.900333511324616 6.58381889769845 6.14266624560623 SU55 GenGen 0 2.49456753119214 3 1.57941999835134 NA NA NA NA NA NA NA 100_100
47 home gvNormUnres3 9.9704921340299 1.39977011910555 1.95935638634076 0.889410719474229 6.7763804594312 6.33522780733898 SU55 GenGen 0 2.47929784676521 3 1.57457862514554 NA NA NA NA NA NA NA 100_100
48 home gvNormUnres3 10.2116323768476 1.38752420432719 1.92522341759381 0.881629693343597 6.92960041600216 6.48844776390994 SU55 GenGen 0 2.47219653541054 3 1.5723220202651 NA NA NA NA NA NA NA 100_100
49 home gvNormUnres3 10.5406833907272 1.40436809038812 1.97224973330038 0.89233225986914 7.13867867464177 6.69752602254956 SU55 GenGen 0 2.45994406461952 3 1.56842088248643 NA NA NA NA NA NA NA 100_100
50 home gvNormUnres3 10.8898752442485 1.41035612995945 1.98910441331421 0.896137046462799 7.36055437654158 6.91940172444937 SU55 GenGen 0 2.45324056468135 3 1.56628240259583 NA NA NA NA NA NA NA 100_100
20 import gvNormUnres1 -0.10779435096912 1.51413573406791 2.29260702118137 1 0 -0.0711919998608827 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
21 import gvNormUnres1 1.32821212684631 1.36853843325222 1.87289744328844 0.903841315187427 0.948400097498142 0.877208097637259 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
22 import gvNormUnres1 1.11730213089101 1.44607461026203 2.09113177844448 0.955049522790781 0.809106115320821 0.737914115459938 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
23 import gvNormUnres1 1.42595485492513 1.42269752994586 2.02406826171405 0.939610299086996 1.0129535756835 0.941761575822614 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
24 import gvNormUnres1 1.78763925404795 1.44586050590253 2.09051260252871 0.954908119114292 1.2518254224968 1.18063342263592 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
25 import gvNormUnres1 2.02882860270795 1.43516792911114 2.05970698474917 0.947846284068198 1.41111718428094 1.33992518442006 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
26 import gvNormUnres1 2.28313158369118 1.40729088966829 1.98046764814336 0.929435094889034 1.57906974973557 1.50787774987469 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
27 import gvNormUnres1 2.66551047086888 1.40953687006422 1.98679418807045 0.930918436405519 1.83160912158593 1.76041712172505 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
28 import gvNormUnres1 2.81996604079081 1.39297556769221 1.94038093218743 0.919980643974241 1.93361818619401 1.86242618633313 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
29 import gvNormUnres1 3.04015946926571 1.38213504270511 1.91029727627345 0.912821097611791 2.07904334426971 2.00785134440883 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
30 import gvNormUnres1 3.36279056842987 1.43648127317941 2.06347844819514 0.948713672664026 2.29212272143848 2.2209307215776 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
31 import gvNormUnres1 3.43795051887204 1.35130900015019 1.8260360138869 0.892462260645373 2.34176156738279 2.2705695675219 SU55 GenGen 0 2.58279861075901 3 1.60710877377949 NA NA NA NA NA NA NA 100_100
32 import gvNormUnres1 3.56194274075039 1.35017160190607 1.82296335459361 0.891711074197207 2.42365133399257 2.35245933413169 SU55 GenGen 0 2.58369293167629 3 1.60738698877286 NA NA NA NA NA NA NA 100_100
33 import gvNormUnres1 3.82488456920825 1.41390732514698 1.9991339241043 0.933804871871261 2.59730936381228 2.5261173639514 SU55 GenGen 0 2.57954536699032 3 1.60609631311149 NA NA NA NA NA NA NA 100_100
34 import gvNormUnres1 4.08397393751078 1.42770041752918 2.03832848221299 0.942914420025928 2.76842306417153 2.69723106431065 SU55 GenGen 0 2.57404792752169 3 1.60438397134903 NA NA NA NA NA NA NA 100_100
35 import gvNormUnres1 4.32681497035162 1.4275028908745 2.03776450345506 0.942783964974753 2.92880566883302 2.85761366897213 SU55 GenGen 0 2.56957672577481 3 1.60298993314831 NA NA NA NA NA NA NA 100_100
36 import gvNormUnres1 4.64414435789616 1.47310979298744 2.17005246219549 0.97290471378662 3.13838356888825 3.06719156902736 SU55 GenGen 0 2.56392823151375 3 1.60122710179217 NA NA NA NA NA NA NA 100_100
37 import gvNormUnres1 5.00135957172788 1.41252717641173 1.99523302410169 0.932893362616045 3.37430377458343 3.30311177472254 SU55 GenGen 0 2.55297675646338 3 1.59780372901786 NA NA NA NA NA NA NA 100_100
38 import gvNormUnres1 5.21284283557233 1.42920629073109 2.04263062146532 0.943908963096295 3.51397636739403 3.44278436753314 SU55 GenGen 0 2.54805282193072 3 1.59626214073088 NA NA NA NA NA NA NA 100_100
39 import gvNormUnres1 5.49634274877139 1.44885551533628 2.09918230432035 0.956886151444131 3.70121183566833 3.63001983580745 SU55 GenGen 0 2.53694913041466 3 1.59278031454895 NA NA NA NA NA NA NA 100_100
40 import gvNormUnres1 5.82306529109277 1.42041209824101 2.01757052882943 0.93810090223873 3.91699337689357 3.84580137703268 SU55 GenGen 0 2.52908237833958 3 1.59030889400128 NA NA NA NA NA NA NA 100_100
41 import gvNormUnres1 6.04709258955691 1.39761066462077 1.95331556986172 0.923041860233971 4.06495058668893 3.99375858682805 SU55 GenGen 0 2.52149494308104 3 1.58792157963831 NA NA NA NA NA NA NA 100_100
42 import gvNormUnres1 6.32766145456281 1.40255792704621 1.96716873872017 0.92630924393949 4.25025026537237 4.17905826551149 SU55 GenGen 0 2.51180979178928 3 1.58486901407949 NA NA NA NA NA NA NA 100_100
43 import gvNormUnres1 6.62747336153784 1.40163417273322 1.96457835417353 0.925699157081219 4.44825887201792 4.37706687215704 SU55 GenGen 0 2.50067415493709 3 1.58135200222376 NA NA NA NA NA NA NA 100_100
44 import gvNormUnres1 6.84371264319108 1.42905358271643 2.04219414227467 0.943808108191927 4.59107254240947 4.51988054254859 SU55 GenGen 0 2.49170443494706 3 1.57851336229601 NA NA NA NA NA NA NA 100_100
45 import gvNormUnres1 7.09020757113157 1.39761023717303 1.95331437505086 0.9230415779292 4.75386833567581 4.68267633581493 SU55 GenGen 0 2.48020224209224 3 1.57486578542181 NA NA NA NA NA NA NA 100_100
46 import gvNormUnres1 7.443675253929 1.39712519620573 1.95195881387291 0.922721236128669 4.98731351158999 4.91612151172911 SU55 GenGen 0 2.47560026125967 3 1.57340403624106 NA NA NA NA NA NA NA 100_100
47 import gvNormUnres1 7.63716231715911 1.41174789979831 1.99303213258494 0.932378695010042 5.11510064379793 5.04390864393705 SU55 GenGen 0 2.46332160987211 3 1.5694972474879 NA NA NA NA NA NA NA 100_100
48 import gvNormUnres1 7.88434283901729 1.4055798144844 1.97565461488599 0.928305027653058 5.2783492326111 5.20715723275022 SU55 GenGen 0 2.45282420813119 3 1.56614948460586 NA NA NA NA NA NA NA 100_100
49 import gvNormUnres1 8.17181485083522 1.38637189966385 1.92202704417756 0.915619299162299 5.46820804470426 5.39701604484337 SU55 GenGen 0 2.44231942103828 3 1.56279218741273 NA NA NA NA NA NA NA 100_100
50 import gvNormUnres1 8.39387065055267 1.4104542276889 1.98938112840549 0.931524298617232 5.61486319240417 5.54367119254329 SU55 GenGen 0 2.43174409515586 3 1.55940504525151 NA NA NA NA NA NA NA 100_100
20 import gvNormUnres3 -0.713039603417292 1.6033645258664 2.57077780280678 1 0 -0.444714593540101 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
21 import gvNormUnres3 1.61352893211081 1.32901857208698 1.76629036495212 0.828893586359491 1.45105401672206 1.00633942318196 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
22 import gvNormUnres3 1.22594705412466 1.49079786532484 2.2224782752571 0.929793469466508 1.20932366050334 0.76460906696324 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
23 import gvNormUnres3 1.70458918164735 1.4202801441748 2.0171956879372 0.885812378446714 1.50784724625128 1.06313265271118 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
24 import gvNormUnres3 2.22219645054684 1.50293676780628 2.25881892802399 0.937364363224982 1.83067294218577 1.38595834864567 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
25 import gvNormUnres3 2.53879383841435 1.45653468345812 2.12149328411644 0.908423917306679 2.02813108895151 1.58341649541141 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
26 import gvNormUnres3 2.85174453812413 1.41972751831754 2.01562622626808 0.885467712060283 2.22331483828679 1.77860024474669 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
27 import gvNormUnres3 3.33476074566512 1.40537733633078 1.97508545747219 0.876517668726245 2.52456648739632 2.07985189385622 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
28 import gvNormUnres3 3.54607159234547 1.4095814948484 1.98691999061904 0.879139754003671 2.65635863027548 2.21164403673538 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
29 import gvNormUnres3 3.83991248623441 1.39319953134298 1.9410049341343 0.868922511922325 2.83962381367484 2.39490922013474 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
30 import gvNormUnres3 4.30371195957703 1.42877230887963 2.04139031062122 0.891108843827994 3.12889020685016 2.68417561331005 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 100_100
31 import gvNormUnres3 4.49222743735579 1.35322184816952 1.83120937036332 0.843988891071596 3.2464651405209 2.8017505469808 SU55 GenGen 0 2.60107079358305 3 1.61278355447439 NA NA NA NA NA NA NA 100_100
32 import gvNormUnres3 4.66301180867595 1.37112003305834 1.87997014505391 0.85515178297801 3.35298138717908 2.90826679363898 SU55 GenGen 0 2.6008606836162 3 1.6127184142361 NA NA NA NA NA NA NA 100_100
33 import gvNormUnres3 4.9739941859558 1.4438647139019 2.08474531205102 0.900521803126268 3.54693751647027 3.10222292293017 SU55 GenGen 0 2.59767297704876 3 1.61172980894713 NA NA NA NA NA NA NA 100_100
34 import gvNormUnres3 5.32753203637186 1.4557438743686 2.11919022776171 0.907930698779787 3.7674350045415 3.3227204110014 SU55 GenGen 0 2.59240474697462 3 1.61009463913604 NA NA NA NA NA NA NA 100_100
35 import gvNormUnres3 5.61463586636087 1.47510470090714 2.17593387863836 0.920005823448072 3.94649835873032 3.50178376519022 SU55 GenGen 0 2.58740337587776 3 1.60854075978129 NA NA NA NA NA NA NA 100_100
36 import gvNormUnres3 6.02046013713756 1.51736347607501 2.30239191852644 0.946362135120261 4.19960628536191 3.75489169182181 SU55 GenGen 0 2.58112833234459 3 1.60658903654438 NA NA NA NA NA NA NA 100_100
37 import gvNormUnres3 6.46968098920645 1.45889062868167 2.1283618664552 0.909893293225594 4.47978016024925 4.03506556670915 SU55 GenGen 0 2.57093349844037 3 1.60341307791859 NA NA NA NA NA NA NA 100_100
38 import gvNormUnres3 6.75112658250793 1.45338141234549 2.11231752975137 0.906457258407993 4.65531453734257 4.21059994380247 SU55 GenGen 0 2.56693370073175 3 1.60216531629284 NA NA NA NA NA NA NA 100_100
39 import gvNormUnres3 7.15771112596169 1.48212387717344 2.19669118728764 0.924383602894393 4.90889663729208 4.46418204375198 SU55 GenGen 0 2.55700822568384 3 1.59906479721237 NA NA NA NA NA NA NA 100_100
40 import gvNormUnres3 7.56635546029108 1.44587160408846 2.09054469550933 0.901773477436244 5.16376340510246 4.71904881156236 SU55 GenGen 0 2.54912870382758 3 1.59659910554515 NA NA NA NA NA NA NA 100_100
41 import gvNormUnres3 7.87938526382821 1.43073097790288 2.04699113113094 0.892330443153448 5.35899649058437 4.91428189704427 SU55 GenGen 0 2.54207750388381 3 1.59438938276815 NA NA NA NA NA NA NA 100_100
42 import gvNormUnres3 8.23332453118175 1.41124902093556 1.99162379909158 0.880179770830949 5.57974433777918 5.13502974423908 SU55 GenGen 0 2.53244085942239 3 1.5913644646725 NA NA NA NA NA NA NA 100_100
43 import gvNormUnres3 8.61148900642425 1.41442493036587 2.0005978836405 0.882160548987803 5.81560116830133 5.37088657476123 SU55 GenGen 0 2.52204624617795 3 1.58809516282178 NA NA NA NA NA NA NA 100_100
44 import gvNormUnres3 8.95750793496522 1.42182203307349 2.02157789373324 0.886774036805631 6.03140919134213 5.58669459780203 SU55 GenGen 0 2.51383582912109 3 1.58550806655819 NA NA NA NA NA NA NA 100_100
45 import gvNormUnres3 9.2400561362984 1.39065501623901 1.93392137419073 0.867335527139441 6.20763125237376 5.76291665883366 SU55 GenGen 0 2.50283108184986 3 1.58203384345906 NA NA NA NA NA NA NA 100_100
46 import gvNormUnres3 9.61695827273698 1.40300600301876 1.96842584450667 0.875038695433669 6.44270077671347 5.99798618317337 SU55 GenGen 0 2.49881590018429 3 1.58076434049617 NA NA NA NA NA NA NA 100_100
47 import gvNormUnres3 9.94882501772905 1.39311925382239 1.94078125537066 0.868872443756733 6.64968224576695 6.20496765222685 SU55 GenGen 0 2.48646277352054 3 1.57685217237398 NA NA NA NA NA NA NA 100_100
48 import gvNormUnres3 10.2646685607743 1.40056915320347 1.9615939529051 0.873518860252105 6.84667022819385 6.40195563465375 SU55 GenGen 0 2.47708845217116 3 1.57387688596382 NA NA NA NA NA NA NA 100_100
49 import gvNormUnres3 10.611102073264 1.38301074544649 1.91271872202046 0.862567883431975 7.06273682247158 6.61802222893148 SU55 GenGen 0 2.46672179820037 3 1.57058008334512 NA NA NA NA NA NA NA 100_100
50 import gvNormUnres3 10.9475704646126 1.41603687892611 2.00516044247881 0.883165902751242 7.2725882853925 6.8278736918524 SU55 GenGen 0 2.45574102298852 3 1.56708041369565 NA NA NA NA NA NA NA 100_100
20 home gvNormUnres1 -0.11395351400162 1.4819881799688 2.19628896556725 1 0 -0.0768923231250192 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
21 home gvNormUnres1 0.971584159721632 1.44508533135079 2.08827161488522 0.975099093827597 0.732487403338199 0.65559508021318 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
22 home gvNormUnres1 0.9342310007336 1.45746159010576 2.12419428663361 0.983450212225336 0.707282641591166 0.630390318466147 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
23 home gvNormUnres1 0.937964636056076 1.43346535459418 2.05482292282182 0.967258291239782 0.709801983764702 0.632909660639683 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
24 home gvNormUnres1 1.33023429733605 1.43815054309507 2.06827698460465 0.970419712204011 0.974493474953407 0.897601151828387 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
25 home gvNormUnres1 1.42246203425873 1.45958421266944 2.13038607387387 0.984882492585175 1.03672591254587 0.959833589420849 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
26 home gvNormUnres1 1.74754035734222 1.40725994689763 1.98038055814231 0.949575688874422 1.25607875724287 1.17918643411785 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
27 home gvNormUnres1 1.89144890840111 1.3980391572669 1.95451348525155 0.943353783898824 1.35318381719141 1.27629149406639 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
28 home gvNormUnres1 2.26589547890597 1.35115422593213 1.82561774225425 0.911717275613205 1.60584883541898 1.52895651229396 SU55 GenGen 0 NA 3 NA NA NA NA NA NA NA NA 50_50
