Generation,Group,YearEBV,EBVi,EBVh
8,import,26,-0.290921336819391,0.440170062035173
9,home,26,-0.913440778986432,0.342955780587962
9,import,26,-0.892012035321705,0.351325301956798
10,home,26,-1.56475473054817,0.564123210453336
10,import,26,-1.58000514205143,0.557997182568053
11,home,26,-2.25758283825291,0.594148561764367
11,import,26,-2.24887219591951,0.580161151369082
12,home,26,-2.79470410030437,0.398570242654507
12,import,26,-2.7919906226672,0.41509726720941
13,home,26,-3.13514744837274,0.304950640858033
13,import,26,-3.14804051342665,0.322826989251946
14,home,26,-3.349681587438,0.207379997406411
14,import,26,-3.35337756709918,0.217673346481906
15,home,26,-3.14785536725324,0.512822669637739
15,import,26,-3.13930893115928,0.502076823337618
16,home,26,-2.53613665829108,0.798494175375355
16,import,26,-2.94951442139318,0.447631499018831
17,home,26,-1.50560916249485,1.35948471431479
17,import,26,-1.46573985216162,0.833716537290878
18,home,26,-1.64702120182328,1.32023895838858
18,import,26,-1.73286275605445,0.768178998165514
19,home,26,-1.82610357005582,1.22563289596103
19,import,26,-1.42301560084522,0.742629625371869
20,home,26,-1.7596953670949,1.5731598358767
20,import,26,-1.31741030337902,0.856291633992571
21,home,26,-1.76069204629009,1.8088267919105
21,import,26,-1.31322691315585,0.914258777244766
22,home,26,-1.8313077846276,1.99563783997055
22,import,26,-1.30709865303705,0.889451535232827
23,home,26,0.0104922116650285,0.117834161354433
23,import,26,-0.832857844463217,0.688059487029443
24,home,26,-0.00307950944354465,-0.128390735962517
24,import,26,-0.00297336296433534,-0.138079833949745
25,home,26,0.000396508140265178,0.0794323009897651
25,import,26,0.000845683879290486,0.087037203642018
26,home,26,-0.00775577692575003,-0.130251514919495
26,import,26,-0.00752293419451833,-0.129477416005551
1,home,27,-0.0100867223530091,0.309022198417466
1,import,27,-0.00839757623680853,0.34513321966601
2,home,27,-0.0301784674968322,0.0623999751353531
2,import,27,-0.0342910604500523,0.071005328618444
3,home,27,-0.0558348145919075,0.315285225642775
3,import,27,-0.0570759850254925,0.328599697989571
4,home,27,-0.0375589365085807,0.00654960840329313
4,import,27,-0.0403441226051294,0.0243172330383549
5,home,27,-0.00963335755898155,-0.0126393390235926
5,import,27,-0.0168732522700161,-0.017332204934618
6,home,27,-0.154299565019527,-0.0611279626073972
6,import,27,-0.150446839856543,-0.0680871177140191
7,home,27,-0.0915449348766933,0.0756714993504689
7,import,27,-0.108297264455629,0.0576610033171352
8,home,27,-0.31856406776427,0.444090915117518
8,import,27,-0.317897013958116,0.440031324837441
9,home,27,-0.949320680731764,0.342670273852488
9,import,27,-0.927432574500404,0.351141628740903
10,home,27,-1.61122446947496,0.564594337131953
10,import,27,-1.62671292219622,0.558486036482104
11,home,27,-2.29820215671888,0.5926159855672
11,import,27,-2.28971617061649,0.578674134623706
12,home,27,-2.84073137241055,0.400136747594099
12,import,27,-2.83792071141259,0.416388640778367
13,home,27,-3.17059590488756,0.305393166673971
13,import,27,-3.18350892358811,0.323414579097456
14,home,27,-3.39749828962681,0.204819244261816
14,import,27,-3.40204002891777,0.215059792368301
15,home,27,-3.18305960374871,0.511536552972601
15,import,27,-3.17512502867126,0.50140199090686
16,home,27,-2.55797416391602,0.800707617225213
16,import,27,-2.9746542206796,0.448968459927793
17,home,27,-1.51911371091705,1.35778869100206
17,import,27,-1.48224375151534,0.834328000587432
18,home,27,-1.66400186613659,1.3199475178178
18,import,27,-1.73066840776577,0.769798405409464
19,home,27,-1.84027133990837,1.22531718371143
19,import,27,-1.38435213547335,0.743796322919717
20,home,27,-1.76561459543334,1.57789216839755
20,import,27,-1.16789029983604,0.857210394898168
21,home,27,-1.7714449703165,1.84742600138021
21,import,27,-1.14626700826958,0.915596217385629
22,home,27,-1.84307061677256,2.054992031923
22,import,27,-1.17727301610754,0.891357015075894
23,home,27,-1.84868307155867,2.26150329828418
23,import,27,-1.12257802214268,0.906981474836045
24,home,27,-0.089835747464503,0.410276503802119
24,import,27,-0.790412643035116,0.815149826558436
25,home,27,-0.00349932066404442,-0.128388935573808
25,import,27,-0.00348932850509495,-0.138079155758453
26,home,27,-0.000107322036520121,0.0794656612107467
26,import,27,0.000270951849804193,0.0870717756507717
27,home,27,-0.00655297524383181,-0.130237596084791
27,import,27,-0.00623402086272696,-0.129464040512316
1,home,28,-0.0111331459535636,0.309013063324477
1,import,28,-0.00912278623216978,0.345120385492288
2,home,28,-0.0332440119778827,0.0624094066351803
2,import,28,-0.037367404898244,0.0710141060890801
3,home,28,-0.057223593049711,0.315325020117919
3,import,28,-0.058770551774044,0.328636547612978
4,home,28,-0.0425995947704082,0.00652933987128943
4,import,28,-0.0453462793126155,0.024297630400878
5,home,28,-0.0153973680495211,-0.0125740657883672
5,import,28,-0.0231885176944253,-0.0172749614670796
6,home,28,-0.16855234076499,-0.0610639182713071
6,import,28,-0.164083351460229,-0.0680248930242594
7,home,28,-0.0925673389521825,0.0756186558179924
7,import,28,-0.110230026884184,0.0576081036526669
8,home,28,-0.337158468480954,0.444134078435799
8,import,28,-0.335667803811177,0.440062306007173
9,home,28,-0.979763523343384,0.342791818105068
9,import,28,-0.957246090177891,0.351263662119672
10,home,28,-1.65767485853128,0.565353914208396
10,import,28,-1.67398159950191,0.559433054400556
11,home,28,-2.33598116561212,0.591668427612576
11,import,28,-2.32750419551937,0.577844681070141
12,home,28,-2.88031912781598,0.401740310530901
12,import,28,-2.8770778973547,0.418349120424354
13,home,28,-3.19804061423365,0.307208339249222
13,import,28,-3.21137271292717,0.325973623597398
14,home,28,-3.42534885795859,0.198335870989705
14,import,28,-3.42942898602497,0.208519022393495
15,home,28,-3.21574996850281,0.50129531403187
15,import,28,-3.20872433411009,0.489220650597172
16,home,28,-2.58236644608594,0.798875401401586
16,import,28,-3.00675364261079,0.442997051173722
17,home,28,-1.52610740747038,1.36163374964065
17,import,28,-1.4959811252396,0.830550942764817
18,home,28,-1.67194095476072,1.31726019954761
18,import,28,-1.73530243163786,0.766235435917243
19,home,28,-1.84976621257083,1.21989641634439
19,import,28,-1.37754995144894,0.741168380213231
20,home,28,-1.766797702353,1.57210692117703
20,import,28,-1.11169637779813,0.854942216348149
21,home,28,-1.7747237710721,1.58928270104695
21,import,28,-1.00954571216077,0.913001180684932
22,home,28,-1.84826556965285,1.95915031822954
22,import,28,-0.978411361241317,0.887933960310008
23,home,28,-1.85577048797094,2.16164273474166
23,import,28,-0.978815322463079,0.903639184126408
24,home,28,-1.730757355282,2.36527478720706
24,import,28,-0.888465522913601,0.963058042026487
25,home,28,-0.697418567817737,1.24966941251553
25,import,28,-0.609457407343972,0.915608741541482
26,home,28,-0.00380151046853309,-0.128361509763998
26,import,28,-0.00393278573182029,-0.138050747075035
27,home,28,-0.000305104346359619,0.0794703284356827
27,import,28,-8.72154872149275e-05,0.0870757308753743
28,home,28,-0.00612437713772733,-0.130221936345419
28,import,28,-0.00562485319879727,-0.129448279183532
1,home,29,-0.0112202942474298,0.309011755298602
1,import,29,-0.00915436024353473,0.345117596585875
2,home,29,-0.0341410849625619,0.0624191608639558
2,import,29,-0.0380783537806722,0.0710234279009187
3,home,29,-0.0588240142612717,0.315331411951445
3,import,29,-0.0605559850104287,0.328638047235226
4,home,29,-0.0368527175579777,0.00653193874884045
4,import,29,-0.0394377617097967,0.0243028581850739
5,home,29,-0.0228797116386358,-0.0124823231184303
5,import,29,-0.0305873547740307,-0.0171844934663914
6,home,29,-0.172453083140363,-0.0611252219274064
6,import,29,-0.167472088837182,-0.0680950125997201
7,home,29,-0.097343821767975,0.0756190083339122
7,import,29,-0.114940479275714,0.0576089506675923
8,home,29,-0.354311949373625,0.444211921799236
8,import,29,-0.351883404786532,0.440152708096726
9,home,29,-1.00900007638177,0.342773363181027
9,import,29,-0.986369019306919,0.351272759031997
10,home,29,-1.69857279645773,0.565526896934197
10,import,29,-1.71532598357581,0.559699753568864
11,home,29,-2.36785781714384,0.591953101891051
11,import,29,-2.35967663643248,0.577977894717925
12,home,29,-2.91837342675767,0.403082278880112
12,import,29,-2.91470784517643,0.420032805495849
13,home,29,-3.22243437202283,0.308570789338023
13,import,29,-3.23641018376002,0.327620349558601
14,home,29,-3.45533595926299,0.194627049275854
14,import,29,-3.45923285895671,0.204593176287219
15,home,29,-3.23729614060415,0.495641843850739
15,import,29,-3.23021025317868,0.483062551927077
16,home,29,-2.59918068658412,0.79578387836449
16,import,29,-3.02840840502195,0.437962797066402
17,home,29,-1.53054657225013,1.36170965583591
17,import,29,-1.49978738044346,0.828724989943253
18,home,29,-1.67732701024427,1.32288253100199
18,import,29,-1.74272912445981,0.764833986217589
19,home,29,-1.85894681417904,1.22678699614745
19,import,29,-1.36923637970456,0.739812093415543
20,home,29,-1.77161894392484,1.57010075903515
20,import,29,-1.08781893701038,0.853926001043935
21,home,29,-1.77931950544016,1.56604247950115
21,import,29,-0.945225043575859,0.911968224943138
22,home,29,-1.85366765670208,1.86453761699663
22,import,29,-0.863658634145871,0.886643009125289
23,home,29,-1.86043716102799,2.14309610761572
23,import,29,-0.796466764516896,0.902510360563204
24,home,29,-1.73387003738218,2.33549693016482
24,import,29,-0.7564271225247,0.962911357558335
25,home,29,-1.70362512652531,2.52981484243511
25,import,29,-0.613730461000211,0.980495110915982
26,home,29,-1.12372849941644,2.05976471466688
26,import,29,-0.432552679219692,1.02228425698227
27,home,29,-0.00328402488894031,-0.128361542465294
27,import,29,-0.00349529578392774,-0.138051156968504
28,home,29,0.000675208598511282,0.0794804969865085
28,import,29,0.000804423093757199,0.0870865610112877
29,home,29,-0.00574238028611143,-0.130215861546392
29,import,29,-0.00511028508500058,-0.129442160730889
1,home,30,-0.0120081822617535,0.308998621620654
1,import,30,-0.00990577912327496,0.345104276776064
2,home,30,-0.033759055897938,0.0624043963414353
2,import,30,-0.0375742907779974,0.0710077615827422
3,home,30,-0.0587259014057803,0.315339002575723
3,import,30,-0.0604464444704519,0.328641849662804
4,home,30,-0.0361560962534787,0.00650811985737477
4,import,30,-0.038725139853281,0.0242757911772181
5,home,30,-0.0216721951670171,-0.0124960602324223
5,import,30,-0.0294685367664602,-0.0172115751422345
6,home,30,-0.173321256373765,-0.0611144641247416
6,import,30,-0.16794939072195,-0.0680823186995568
7,home,30,-0.0939640158434642,0.0755548096468681
7,import,30,-0.111716020306607,0.0575420786312623
8,home,30,-0.356209003962024,0.444261954572189
8,import,30,-0.353440325227352,0.440214116333449
9,home,30,-1.01015460563841,0.342831387859214
9,import,30,-0.987305255466097,0.351351559870625
10,home,30,-1.70992588209321,0.566116204165607
10,import,30,-1.72662765390478,0.560303998095679
11,home,30,-2.37528449308995,0.592917236782218
11,import,30,-2.36765593819821,0.578848645239037
12,home,30,-2.92918384385339,0.403379053028578
12,import,30,-2.92557841534133,0.420511912023755
13,home,30,-3.22894588243686,0.311031652526814
13,import,30,-3.24312411262981,0.330401047014752
14,home,30,-3.45997231659452,0.191482800270239
14,import,30,-3.46457162129982,0.201311592076271
15,home,30,-3.2381174090932,0.488846501171615
15,import,30,-3.23138396121421,0.47527852184761
16,home,30,-2.59675330496036,0.792958060265244
16,import,30,-3.02618913958658,0.435037637247629
17,home,30,-1.52716125380603,1.35830292596986
17,import,30,-1.48713992577974,0.826460354286465
18,home,30,-1.6730963267485,1.32628011468843
18,import,30,-1.7268387169879,0.763091160784356
19,home,30,-1.85456533507214,1.23316372681517
19,import,30,-1.34884939135389,0.738724435868979
20,home,30,-1.76512116989971,1.57251399332102
20,import,30,-1.0562820013283,0.853308811812476
21,home,30,-1.76960423480193,1.55908438671033
21,import,30,-0.894386997450246,0.911214781942362
22,home,30,-1.84410956265832,1.85242537847465
22,import,30,-0.786671127453049,0.885820365589143
23,home,30,-1.849150036676,2.04802705800215
23,import,30,-0.702722554742178,0.901508394151439
24,home,30,-1.72190073060391,2.3235520873384
24,import,30,-0.568300312439563,0.962433183295144
25,home,30,-1.6919650825212,2.52769886863531
25,import,30,-0.489309147239419,0.979412108290166
26,home,30,-1.61304878294291,2.75501128918794
26,import,30,-0.370157110048498,1.03950609797786
27,home,30,-1.35377878463787,2.66582077677217
27,import,30,-0.19706443312293,1.11299278704948
28,home,30,-0.00430984471772328,-0.12836468187876
28,import,30,-0.00451259733325614,-0.138054647028717
29,home,30,0.000455871491044429,0.0794668905222145
29,import,30,0.000485680093296475,0.0870716913487676
30,home,30,-0.00639194074018302,-0.130228440216611
30,import,30,-0.00568337205273505,-0.129456943228866
1,home,31,-0.0114353135555042,0.308992123173155
1,import,31,-0.0094002275727705,0.345098367497391
2,home,31,-0.0329404900944592,0.0623994156744615
2,import,31,-0.0366907382637516,0.0710041964379579
3,home,31,-0.0596221228254335,0.315344411379191
3,import,31,-0.061288973976825,0.328646937762457
4,home,31,-0.0326229611154916,0.00650850234693877
4,import,31,-0.0353184426213031,0.0242775282185767
5,home,31,-0.0252831894685821,-0.0125318536510161
5,import,31,-0.0329435315037853,-0.017253734779766
6,home,31,-0.173445948772111,-0.0611376578623938
6,import,31,-0.168027091981572,-0.0681063219384185
7,home,31,-0.0959149154833854,0.0755295589278685
7,import,31,-0.113805600975356,0.057521936935092
8,home,31,-0.355339860373972,0.444317891538729
8,import,31,-0.352477039763971,0.440250165095453
9,home,31,-1.01014695809579,0.342817873519657
9,import,31,-0.987589587697817,0.351313398846021
10,home,31,-1.71844449057824,0.56651219322077
10,import,31,-1.73498069466813,0.560788375370092
11,home,31,-2.37919820334216,0.592742246146493
11,import,31,-2.37154278479004,0.578685420948005
12,home,31,-2.93885749069238,0.404240191892426
12,import,31,-2.93507747526522,0.421509682247463
13,home,31,-3.2354326076358,0.313120127632338
13,import,31,-3.2499072716204,0.33287805274364
14,home,31,-3.46478341602714,0.190040235186008
14,import,31,-3.46967272911704,0.199669047577874
15,home,31,-3.24439429962169,0.483693655928006
15,import,31,-3.23776579729695,0.469041203819095
16,home,31,-2.59465096930508,0.792350227361261
16,import,31,-3.02381736927651,0.434976558528954
17,home,31,-1.52645223783617,1.35600081635884
17,import,31,-1.48215291127785,0.823996246027743
18,home,31,-1.67185563552592,1.32719393488285
18,import,31,-1.71320549855445,0.761887804222126
19,home,31,-1.85226244327435,1.22841670922907
19,import,31,-1.33435851477714,0.738408677162492
20,home,31,-1.76083269014357,1.57684778160245
20,import,31,-1.03418203859869,0.852959718181119
21,home,31,-1.76399752221442,1.55241017314714
21,import,31,-0.860102191376325,0.910613666930731
22,home,31,-1.83902126983379,1.84344283509468
22,import,31,-0.737013031539748,0.884811250474659
23,home,31,-1.84271774131539,2.04129011421098
23,import,31,-0.644473185204005,0.900463242843554
24,home,31,-1.71397253130955,2.20846172053309
24,import,31,-0.471444544978978,0.9613475846605
25,home,31,-1.68428017477898,2.47912419936649
25,import,31,-0.310277169959992,0.977631355250579
26,home,31,-1.6055249466594,2.73707771963951
26,import,31,-0.266008449051133,1.03798714080021
27,home,31,-1.53258898217604,2.97586849503281
27,import,31,-0.10611065720896,1.13776411196971
28,home,31,-1.44594606638399,3.19571840380988
28,import,31,0.00229394973721055,1.10628712366182
29,home,31,-0.004166302298406,-0.13332341846812
29,import,31,0.00984336956104252,-0.106835872361683
30,home,31,0.000794537879739474,0.0794553182251686
30,import,31,0.000835794812255241,0.0870598110654227
31,home,31,-0.00555868776439245,-0.130228895271632
31,import,31,-0.00488350495316295,-0.129457015370649
1,home,32,-0.0115684912914405,0.308977195222363
1,import,32,-0.00954839833004755,0.345087823777108
2,home,32,-0.0318146211577007,0.0623745111173828
2,import,32,-0.0355747807163624,0.0709816688242819
3,home,32,-0.0607215537710983,0.315328603276301
3,import,32,-0.0623622933244496,0.328632638709154
4,home,32,-0.0305969927388683,0.00649069978200371
4,import,32,-0.0335253830348891,0.0242606574364603
5,home,32,-0.0260140999906564,-0.0125918157883672
5,import,32,-0.0334998040617114,-0.0173164275154852
6,home,32,-0.175328423949001,-0.0611614011784976
6,import,32,-0.169906282863308,-0.0681344792873805
7,home,32,-0.0943359738543476,0.0754963503901818
7,import,32,-0.1124778028902,0.0574916432130048
8,home,32,-0.35415148337733,0.444284726452472
8,import,32,-0.351319846196922,0.440216332342937
