Generation,Group,YearEBV,EBVi,EBVh
9,home,32,-1.00995263396846,0.342836842887626
9,import,32,-0.98718111214855,0.351316336252743
10,home,32,-1.72513369363826,0.56706448693651
10,import,32,-1.74156567202479,0.561339146121858
11,home,32,-2.38321149615916,0.593098883426235
11,import,32,-2.37579014208561,0.579011710407119
12,home,32,-2.94605681329345,0.404452006819238
12,import,32,-2.94191280941651,0.421650389122463
13,home,32,-3.24232921878791,0.31458849862069
13,import,32,-3.25710198892787,0.334529153607852
14,home,32,-3.46955602019069,0.190951750791998
14,import,32,-3.47469350397389,0.200794129715987
15,home,32,-3.25146440855554,0.480971337109939
15,import,32,-3.24471550683885,0.465634353066495
16,home,32,-2.59840494449349,0.792305155641578
16,import,32,-3.02783558987399,0.43638958976922
17,home,32,-1.52973162952344,1.3523122004933
17,import,32,-1.477387918905,0.822474573591845
18,home,32,-1.67561652416625,1.32308202600573
18,import,32,-1.70610697379646,0.761723791683232
19,home,32,-1.85415659748394,1.2256630232238
19,import,32,-1.32341577029672,0.738598813978163
20,home,32,-1.76367502664942,1.56933363543967
20,import,32,-1.01943523204688,0.852986196781094
21,home,32,-1.76622923561937,1.55314694405471
21,import,32,-0.838420961346601,0.910486571204446
22,home,32,-1.84125213168946,1.83372325579844
22,import,32,-0.706009856969385,0.884475352693594
23,home,32,-1.84410474103875,2.02946508297417
23,import,32,-0.604442789564456,0.90018588144806
24,home,32,-1.71495634632501,2.17974957676024
24,import,32,-0.408369992581459,0.960948384901198
25,home,32,-1.68406889565407,2.33429337085068
25,import,32,-0.222831703701832,0.976682655040008
26,home,32,-1.60569042365876,2.61587605391533
26,import,32,-0.0965953588645229,1.03724276870638
27,home,32,-1.53318853348604,2.9421879794132
27,import,32,-0.0206526504522032,1.13693900912083
28,home,32,-1.44657130969731,3.17044355903064
28,import,32,0.0970104663758751,1.10611457812924
29,home,32,-1.40882864726537,3.31751748388649
29,import,32,0.259923177769478,1.01883306725048
30,home,32,-0.0044995092608071,-0.119156970364372
30,import,32,0.0940261913592435,0.136930048780006
31,home,32,0.00239093628053036,0.0794172041765527
31,import,32,0.00227672320893803,0.0870206962024879
32,home,32,-0.00426923626433453,-0.130250038356307
32,import,32,-0.00354197441193478,-0.129476268186654
1,home,33,-0.0102209378052443,0.30890983781102
1,import,33,-0.00816525459004987,0.345019728524875
2,home,33,-0.0316647484483354,0.0623099728775487
2,import,33,-0.0355243527386905,0.0709175917188045
3,home,33,-0.0614533798705202,0.315264807823121
3,import,33,-0.0630079371529548,0.328568718099652
4,home,33,-0.0290215842706401,0.00642616799860854
4,import,33,-0.0319965887996765,0.0241967436691312
5,home,33,-0.0264830373510862,-0.0126718778626489
5,import,33,-0.0337840102741454,-0.0174000147487956
6,home,33,-0.17607421194923,-0.0612349742821043
6,import,33,-0.17079344028808,-0.0682149675542337
7,home,33,-0.0943136639620239,0.0754696335104782
7,import,33,-0.112540975741062,0.057459424481083
8,home,33,-0.352553338562001,0.444219012490448
8,import,33,-0.349936190774037,0.440134347477728
9,home,33,-1.013340931634,0.342826359120956
9,import,33,-0.990471788840245,0.351288596801432
10,home,33,-1.73291940784434,0.567489546111946
10,import,33,-1.74942789502143,0.56183171388625
11,home,33,-2.39110431844869,0.593013034723022
11,import,33,-2.38365877461789,0.578920952435733
12,home,33,-2.95502267182505,0.404433835837593
12,import,33,-2.95073696616351,0.421666941595941
13,home,33,-3.25092896651482,0.314814620493599
13,import,33,-3.26582586790684,0.33488174917412
14,home,33,-3.47679569867688,0.190637480742864
14,import,33,-3.48202352012712,0.200375017962666
15,home,33,-3.26047371842371,0.481012423146853
15,import,33,-3.25379133546687,0.465585195099918
16,home,33,-2.60529284385632,0.793415065488891
16,import,33,-3.03578979881778,0.438073769422342
17,home,33,-1.53404458441654,1.35187152875708
17,import,33,-1.47689510191677,0.822086617433796
18,home,33,-1.67926345821909,1.32272670009472
18,import,33,-1.7049336022742,0.762095263376188
19,home,33,-1.85846627238652,1.2238926813881
19,import,33,-1.31661750104817,0.739048182870906
20,home,33,-1.76729413709701,1.56247502414124
20,import,33,-1.00497920657359,0.853189784796977
21,home,33,-1.76878070682981,1.54774813811046
21,import,33,-0.820776717879297,0.910664229052727
22,home,33,-1.8438480204839,1.83038557979171
22,import,33,-0.683923005237973,0.884649868138667
23,home,33,-1.84613024769429,2.02838950797309
23,import,33,-0.576858991196496,0.900643426966208
24,home,33,-1.71659869170873,2.17740480364795
24,import,33,-0.367690009076098,0.961184275840866
25,home,33,-1.68681379868671,2.31735179312131
25,import,33,-0.167474579598863,0.976803045683302
26,home,33,-1.60858511233996,2.57448915456446
26,import,33,-0.00514366989667896,1.03762666898998
27,home,33,-1.53585155598379,2.88652537299189
27,import,33,0.150497931173625,1.13745338924072
28,home,33,-1.44948246158724,3.15352569401251
28,import,33,0.194050616394184,1.10685351127302
29,home,33,-1.4124672362701,3.29296233929795
29,import,33,0.37090648374501,1.01931477634643
30,home,33,-1.43898414515732,3.54521213212144
30,import,33,0.476464294788479,1.03408724819853
31,home,33,-0.00344302472475714,-0.135510556558728
31,import,33,0.21338442524032,0.315778604750143
32,home,33,0.00142438132937893,0.0793525466259595
32,import,33,0.00139483019695923,0.0869565100322506
33,home,33,-0.00386816120699641,-0.130314316019924
33,import,33,-0.00312311876373309,-0.129540729017
1,home,34,-0.00914108497631974,0.308957990332679
1,import,34,-0.00698926189377247,0.345063038930767
2,home,34,-0.0321707909434397,0.0623703794850824
2,import,34,-0.0361125948540528,0.0709766049889522
3,home,34,-0.061753141583815,0.315327185671676
3,import,34,-0.0631799297891078,0.32862902389803
4,home,34,-0.0271456752562616,0.00649457081516698
4,import,34,-0.0302543846926987,0.0242636964764325
5,home,34,-0.0266218656855875,-0.0125970405185704
5,import,34,-0.0338199272700161,-0.0173269514854324
6,home,34,-0.175552449929933,-0.0611424330163106
6,import,34,-0.170340913536272,-0.0681277909178913
7,home,34,-0.0935544526039134,0.0755977692393192
7,import,34,-0.111937172853176,0.0575868645620733
8,home,34,-0.351861873747829,0.444300693393539
8,import,34,-0.349492282281615,0.44021320200162
9,home,34,-1.01563556005798,0.342960244479879
9,import,34,-0.992745987638905,0.351421250605291
10,home,34,-1.7379769003666,0.567761397103042
10,import,34,-1.75473966068458,0.562142646033824
11,home,34,-2.3968769754958,0.593259744406311
11,import,34,-2.38945784708736,0.579152483040596
12,home,34,-2.96266404965613,0.404428317534851
12,import,34,-2.95828539350669,0.421682229976937
13,home,34,-3.25737593504209,0.315190052390728
13,import,34,-3.27229536060634,0.335318294886746
14,home,34,-3.48287013217595,0.190282553587974
14,import,34,-3.4880273991617,0.199903235863491
15,home,34,-3.26816715809355,0.482385012431503
15,import,34,-3.26148762291224,0.467020067558724
16,home,34,-2.61068253955075,0.794908196146618
16,import,34,-3.04051013484214,0.439456966800227
17,home,34,-1.54068007281427,1.35303482456981
17,import,34,-1.47828904457125,0.822179244932745
18,home,34,-1.68499474061316,1.32373450319541
18,import,34,-1.70371776433449,0.762568711597882
19,home,34,-1.86404259002317,1.22298931373249
19,import,34,-1.31373960922286,0.739425851699422
20,home,34,-1.77148503632007,1.55827310850628
20,import,34,-0.994516682032791,0.853340149934674
21,home,34,-1.77236132284636,1.54091785594949
21,import,34,-0.804390788060222,0.910896433734815
22,home,34,-1.84653846044393,1.82173590021986
22,import,34,-0.661039183581168,0.884936614737587
23,home,34,-1.84867448388375,2.02932298771259
23,import,34,-0.551566463558198,0.901199695188986
24,home,34,-1.71881432825779,2.16849111342647
24,import,34,-0.335023946691192,0.961523771736388
25,home,34,-1.6906306970329,2.30657262337317
25,import,34,-0.12526402466414,0.977067831838282
26,home,34,-1.61239452943682,2.55266132624118
26,import,34,0.0630495740073801,1.03801080177438
27,home,34,-1.53941210551538,2.84015144387981
27,import,34,0.246478122996109,1.13777891795457
28,home,34,-1.45295328562477,3.02497737880926
28,import,34,0.37861976325902,1.10716377275929
29,home,34,-1.41685759473778,3.24920431293116
29,import,34,0.476100053482292,1.01936961206697
30,home,34,-1.44120193893718,3.5076093119215
30,import,34,0.595676324002829,1.03417261724958
31,home,34,-1.42904767733851,3.48842213071421
31,import,34,0.684239664795721,1.02032115100915
32,home,34,-0.00359923179604262,-0.126844382491121
32,import,34,0.411881829037565,0.497536699152811
33,home,34,-0.000181293362409863,0.0794168698546174
33,import,34,-1.53526986869386e-05,0.0870196754561161
34,home,34,-0.00452093423954593,-0.130250656081316
34,import,34,-0.00382269386492425,-0.129478504750781
1,home,35,-0.00739661831581379,0.309228304785723
1,import,35,-0.00520330279948974,0.345344828128262
2,home,35,-0.031685595019007,0.062579791074761
2,import,35,-0.0356407446447261,0.0711846057053146
3,home,35,-0.0592944747248555,0.315487976872832
3,import,35,-0.0606828500254925,0.328788355977984
4,home,35,-0.0248668445790816,0.00667945010088126
4,import,35,-0.0280967128477357,0.0244462300762477
5,home,35,-0.0245641332842794,-0.0124307177832282
5,import,35,-0.0317623431119523,-0.0171623980431292
6,home,35,-0.173514269866759,-0.0610075012014702
6,import,35,-0.168201177226499,-0.0680031915512013
7,home,35,-0.0918137514507352,0.0757631712874841
7,import,35,-0.110203828637047,0.0577543942554669
8,home,35,-0.35007127990506,0.444374023503531
8,import,35,-0.347651453401597,0.440277175277103
9,home,35,-1.01614291082918,0.3430638739557
9,import,35,-0.993315115537715,0.351501362123137
10,home,35,-1.73840242472881,0.567936434193362
10,import,35,-1.75524892137843,0.562313672329434
11,home,35,-2.4003313081101,0.593122646086606
11,import,35,-2.39288315512155,0.579038572919623
12,home,35,-2.96646079084456,0.404326671324349
12,import,35,-2.96205504996771,0.421574319305812
13,home,35,-3.26097774096298,0.315464927154884
13,import,35,-3.27594371499477,0.33563345008828
14,home,35,-3.48625081742279,0.190410572662611
14,import,35,-3.49140641543633,0.200043423728814
15,home,35,-3.27386182409607,0.483262044716267
15,import,35,-3.26715900127615,0.467785107343695
16,home,35,-2.61448653491142,0.796175071725555
16,import,35,-3.04444914664449,0.44041634167351
17,home,35,-1.54383126548815,1.35471776277177
17,import,35,-1.47884521311055,0.822057941310425
18,home,35,-1.68740546180583,1.32572686887338
18,import,35,-1.70326027356634,0.762897715520743
19,home,35,-1.86736264835914,1.22305776786941
19,import,35,-1.30951853957739,0.739492581459216
20,home,35,-1.77424358231183,1.556410170835
20,import,35,-0.98699498021263,0.853271905126169
21,home,35,-1.77414181423601,1.53712670156466
21,import,35,-0.791616278747738,0.910857228742569
22,home,35,-1.84816907537345,1.81653932674311
22,import,35,-0.641767152307692,0.884963307548238
23,home,35,-1.84949353744564,2.02477069956835
23,import,35,-0.529997573354193,0.901323347614518
24,home,35,-1.71944106084342,2.16880039899176
24,import,35,-0.309937157547824,0.961449360408871
25,home,35,-1.69262876390131,2.30636394011822
25,import,35,-0.0927033896346599,0.976968477148873
26,home,35,-1.61451393266453,2.54892710889801
26,import,35,0.113490832781234,1.03788502729468
27,home,35,-1.54133972326342,2.83009942175524
27,import,35,0.311923918016616,1.137472019226
28,home,35,-1.45456058546216,3.00417339594747
28,import,35,0.47833457335595,1.10690127136887
29,home,35,-1.42078392920652,3.06177848442354
29,import,35,0.643318801134578,1.01887816111655
30,home,35,-1.44306271903609,3.47319308633589
30,import,35,0.72717430067121,1.03363571741546
31,home,35,-1.43082961232224,3.45892189379792
31,import,35,0.804462970900889,1.01973885991623
32,home,35,-1.37857107128988,3.88356396071369
32,import,35,0.92317553122291,1.09737918627838
33,home,35,-0.000746472875621891,-0.218600697779104
33,import,35,0.67994265530151,0.598670364895145
34,home,35,-0.00129904408583391,0.0796344056315422
34,import,35,-0.00103112704791523,0.0872370546786455
35,home,35,-0.00457626344723734,-0.130058539307309
35,import,35,-0.00387444352607841,-0.129285192014572
1,home,36,-0.00572573470139771,0.309241876565785
1,import,36,-0.0034753394955352,0.34536031515018
2,home,36,-0.031182224277157,0.0625804451445686
2,import,36,-0.0351423788626584,0.0711839886870566
3,home,36,-0.057012340233526,0.31548418982659
3,import,36,-0.0583516707427578,0.328784587932793
4,home,36,-0.0210938584566327,0.00667523218344155
4,import,36,-0.0243550431527264,0.0244404230198706
5,home,36,-0.0226548412485401,-0.0124277693599626
5,import,36,-0.0298743434778619,-0.0171614206205552
6,home,36,-0.170600307205376,-0.0609859101458764
6,import,36,-0.165286906382085,-0.0679857367226499
7,home,36,-0.0889731705569063,0.0758003620435336
7,import,36,-0.107437985912299,0.0577954893324077
8,home,36,-0.34661594032766,0.444387614200533
8,import,36,-0.344162751507578,0.44028394112461
9,home,36,-1.014683244045,0.343050750061464
9,import,36,-0.991852499073582,0.351482534458819
10,home,36,-1.73755161858101,0.56795342198219
10,import,36,-1.75434652214526,0.56234443231785
11,home,36,-2.40009870779109,0.593219938706668
11,import,36,-2.39260918376992,0.579199912169361
12,home,36,-2.96743879207946,0.404287428400325
12,import,36,-2.96307643120272,0.421601806424124
13,home,36,-3.26115616422212,0.315772991553454
13,import,36,-3.27610673929492,0.335965188905796
14,home,36,-3.48711466556621,0.190127726828498
14,import,36,-3.49226739301306,0.19970705067453
15,home,36,-3.27569736726929,0.483600029705377
15,import,36,-3.26908456677574,0.468130266718476
16,home,36,-2.61428185929529,0.796948699016345
16,import,36,-3.04471633175988,0.440916883877956
17,home,36,-1.54300417162416,1.35607968371329
17,import,36,-1.47760055739491,0.822146431073981
18,home,36,-1.6861173504175,1.32760922332752
18,import,36,-1.70077697438959,0.763199017188851
19,home,36,-1.86827568592312,1.22342618709215
19,import,36,-1.30563012128581,0.739710771353886
20,home,36,-1.77476701436293,1.55672218879447
20,import,36,-0.981130127126937,0.853491014013065
21,home,36,-1.77377489940788,1.5355900512576
21,import,36,-0.782378994866891,0.911119277364952
22,home,36,-1.84734638178414,1.81228079535767
22,import,36,-0.628119778743247,0.885263346198868
23,home,36,-1.84607681929494,2.01836185739935
23,import,36,-0.515388402020025,0.901654585948686
24,home,36,-1.716573210846,2.16447887991115
24,import,36,-0.288799432188354,0.961733170366828
25,home,36,-1.69039822279748,2.30419106962863
25,import,36,-0.063683348780796,0.977260408431249
26,home,36,-1.6120202341347,2.54805913603464
26,import,36,0.146143967497101,1.03817979296468
27,home,36,-1.53886498629777,2.82315767165616
27,import,36,0.361313424815438,1.13778292152592
28,home,36,-1.45277375937961,2.98865137663915
28,import,36,0.538787827876144,1.10726543567151
29,home,36,-1.42056208001366,3.02965758922333
29,import,36,0.731095143587894,1.01919460453574
30,home,36,-1.44183339048406,3.36568821698516
30,import,36,0.885444085637135,1.03399995680597
31,home,36,-1.428321066764,3.42082980968701
31,import,36,0.943657126696739,1.02009577315762
32,home,36,-1.37635463950987,3.8520797690974
32,import,36,1.02987608064112,1.09774718585784
33,home,36,-1.39745680663495,3.90401108798984
33,import,36,1.14850779927042,0.959665547457669
34,home,36,-0.0709551524269866,0.162348180842201
34,import,36,0.930182414236959,0.764051273107362
35,home,36,-0.00218120860548965,0.0796198390265178
35,import,36,-0.00180462116908546,0.0872195635947938
36,home,36,-0.0045119760060234,-0.130054221167613
36,import,36,-0.00381250015149763,-0.12928094261131
1,home,37,-0.00517698343999076,0.309083361313388
1,import,37,-0.00290671356488461,0.345191099168503
2,home,37,-0.0324113873804861,0.0624614899965442
2,import,37,-0.0363754867077567,0.0710646517257821
3,home,37,-0.0565722078381503,0.315366492569942
3,import,37,-0.0578966887068366,0.328668048444959
4,home,37,-0.0203699999246289,0.00656650733186456
4,import,37,-0.0236668722654806,0.0243336185917283
5,home,37,-0.0225892591800981,-0.0125347797886008
5,import,37,-0.029826197335398,-0.0172637334778619
6,home,37,-0.169991547725706,-0.0610904688100161
6,import,37,-0.164708386358759,-0.0680912477536739
7,home,37,-0.0872772210281348,0.0756505499525298
7,import,37,-0.105929719986116,0.0576385425616105
8,home,37,-0.344620096432789,0.444291494653236
8,import,37,-0.34210222805623,0.440185437586486
9,home,37,-1.01362822135104,0.343006699989563
9,import,37,-0.990825728849486,0.35143746986947
10,home,37,-1.73666197909564,0.567797716106164
10,import,37,-1.75351398577088,0.562194259066373
11,home,37,-2.39908908311068,0.593336913845445
11,import,37,-2.39159084500756,0.579363694570199
12,home,37,-2.96764632605135,0.404163119939591
12,import,37,-2.96332595061808,0.421495121283441
13,home,37,-3.26121266096298,0.315977837468573
13,import,37,-3.27611780435126,0.336214161956092
14,home,37,-3.48735147543519,0.189846488068554
14,import,37,-3.49242239596312,0.199398541962895
15,home,37,-3.27592414525278,0.483453443626046
15,import,37,-3.26926121154143,0.467955957802968
16,home,37,-2.61447904189097,0.796839017943623
16,import,37,-3.04545482015008,0.440829594553306
17,home,37,-1.54227155352782,1.35632716467671
17,import,37,-1.47648845345418,0.822178359273855
18,home,37,-1.68527220121137,1.32862305779163
18,import,37,-1.69934021543107,0.763329939164866
19,home,37,-1.8680613673049,1.22336903871511
19,import,37,-1.30282054370584,0.739883042706487
20,home,37,-1.77478770527077,1.55808091846194
20,import,37,-0.976599846152171,0.8536924608518
21,home,37,-1.77325541773528,1.53728947216621
21,import,37,-0.77443035985526,0.911364223591367
22,home,37,-1.84628907613086,1.80759270771828
22,import,37,-0.617140502523797,0.885530255291999
23,home,37,-1.84445741794295,2.0164635510775
23,import,37,-0.505013410576971,0.90185926790363
24,home,37,-1.71388789972444,2.15699256954932
24,import,37,-0.273251611257095,0.961947417065377
25,home,37,-1.68823514509766,2.30177205088666
25,import,37,-0.0463286514097705,0.977538550281112
26,home,37,-1.61003336488775,2.54918346121873
26,import,37,0.170508732653664,1.0384626358893
27,home,37,-1.53712304175138,2.82239173537254
27,import,37,0.398167494777579,1.13809870912083
28,home,37,-1.4509583583177,2.98270544947592
28,import,37,0.581279531139472,1.10769162180398
29,home,37,-1.42056176918655,3.01864737866316
29,import,37,0.786578267481004,1.01967835997811
30,home,37,-1.44163296442913,3.3380039231369
30,import,37,0.971072599637392,1.03446013620033
31,home,37,-1.42754075462767,3.28157712694255
31,import,37,1.06187581881815,1.02056969824462
32,home,37,-1.37654201161419,3.82462962677897
32,import,37,1.16913393315273,1.09823945032766
33,home,37,-1.39800380773681,3.88230579122729
33,import,37,1.23699890154009,0.96019300157744
34,home,37,-1.35387351779222,4.01641817841272
34,import,37,1.37044487191337,1.05064798850189
35,home,37,-0.556429630482133,1.67248392031386
35,import,37,1.16708247112001,0.837761955561671
36,home,37,-0.00306725014305652,0.079550683212375
36,import,37,-0.00256723099285879,0.0871584023243492
37,home,37,-0.00515485867137727,-0.130175422542569
37,import,37,-0.00448324662888863,-0.129403473822135
1,home,38,-0.00311979750606446,0.308948404011782
1,import,38,-0.000845891453090571,0.345049289271715
2,home,38,-0.031579451816611,0.0623627148657989
2,import,38,-0.0355586809675544,0.0709669618827771
3,home,38,-0.0547383354624277,0.315305934513295
3,import,38,-0.0560438636141367,0.328608278776362
4,home,38,-0.0183523713845083,0.0065018333453154
4,import,38,-0.0216817236252311,0.0242709426259242
5,home,38,-0.0189934063653352,-0.0125827009250175
5,import,38,-0.0262912353716449,-0.0173105549495297
6,home,38,-0.166129291548357,-0.0611092327590168
6,import,38,-0.160882836284115,-0.0681036287730347
7,home,38,-0.0814493641368531,0.0756300127683223
7,import,38,-0.100326012025917,0.0576225597408307
8,home,38,-0.337507445247192,0.444292074726178
8,import,38,-0.334992157034594,0.440188599708435
9,home,38,-1.00685776637829,0.343018977854575
9,import,38,-0.984096889193716,0.351460304835393
10,home,38,-1.72922268244362,0.567772142602059
10,import,38,-1.74605936594811,0.56216849740183
11,home,38,-2.39222313253138,0.593397037186456
11,import,38,-2.38471032543329,0.579442395532162
12,home,38,-2.96110443959108,0.404261203192379
12,import,38,-2.95672778997694,0.42160642605166
13,home,38,-3.25434766727136,0.316103218222812
13,import,38,-3.26918486626089,0.336355856220235
14,home,38,-3.48046261227422,0.189649150292466
14,import,38,-3.48546622183692,0.199107166653688
15,home,38,-3.26926878874126,0.483486430176545
15,import,38,-3.26264082511511,0.468015220093491
16,home,38,-2.60784710516688,0.796989359507683
16,import,38,-3.0392496329251,0.441153386381141
17,home,38,-1.5357847226069,1.35659537028465
17,import,38,-1.46891967557587,0.822326394974779
18,home,38,-1.67875411672109,1.32937737793245
18,import,38,-1.69143458405467,0.763422104776361
19,home,38,-1.86132973827593,1.22368083580937
19,import,38,-1.29395405472704,0.740030734377649
20,home,38,-1.76833455400507,1.55912617721735
20,import,38,-0.967744371282183,0.853895873828615
21,home,38,-1.76629440075246,1.53900850622092
21,import,38,-0.762845442309382,0.911567810151202
22,home,38,-1.83890507132758,1.80512532334631
22,import,38,-0.603199660452791,0.885722286219449
23,home,38,-1.83749612424543,2.01446730427879
23,import,38,-0.489118042418023,0.901984386811014
24,home,38,-1.70643087377543,2.15303652572882
24,import,38,-0.254923177837923,0.962125059960059
25,home,38,-1.68192837646749,2.29429131058982
25,import,38,-0.0217919057706886,0.977749594822068
26,home,38,-1.60429627343425,2.54005992050802
26,import,38,0.200248610034792,1.03867812739273
27,home,38,-1.53178117487067,2.81352754615365
27,import,38,0.432103389015669,1.13838525386686
28,home,38,-1.44582681827267,2.98089921441151
28,import,38,0.621835251214863,1.10799896838772
29,home,38,-1.41653414281135,3.00836858903941
29,import,38,0.836740849125563,1.02002121764198
30,home,38,-1.43759568214143,3.32303370615595
30,import,38,1.03683912841327,1.03475203713771
31,home,38,-1.42348535835206,3.24704839702867
31,import,38,1.15504072371697,1.02086825113417
32,home,38,-1.37353776469983,3.66012819644521
32,import,38,1.28750512488132,1.09855539226909
33,home,38,-1.39523582353374,3.83647180886894
33,import,38,1.42042917893551,0.960516877486305
34,home,38,-1.35286790763903,3.96048395071704
34,import,38,1.49289908019554,1.05097697368902
35,home,38,-1.34525698406347,4.19195806801342
35,import,38,1.60296426118703,1.05455556327666
36,home,38,-0.88563213097944,2.85523799312288
36,import,38,1.48144314469783,0.916000398412141
37,home,38,-0.00261922790416376,0.0794589098988137
37,import,38,-0.00198929282193043,0.0870672292444137
38,home,38,-0.00452711966407969,-0.130269246585196
38,import,38,-0.00385086387995837,-0.129499127469643
1,home,39,-0.00327678822224789,0.30892027086173
1,import,39,-0.0010610939313464,0.345024860462716
2,home,39,-0.0317820298145375,0.0623349887328649
2,import,39,-0.0357642892975927,0.0709420332236307
3,home,39,-0.0540950468439306,0.31530878392948
3,import,39,-0.0553880504090382,0.328610017450753
4,home,39,-0.0166494758777829,0.00648210159902598
4,import,39,-0.0199799920540665,0.0242508390122458
5,home,39,-0.0163734733987386,-0.0126188564482598
5,import,39,-0.0236315675223675,-0.0173540152512044
6,home,39,-0.162241686989433,-0.0611089772226051
6,import,39,-0.157004709040121,-0.0681034422101703
7,home,39,-0.076081558724094,0.07564591483617
7,import,39,-0.0951046442369548,0.0576432226923522
8,home,39,-0.331743122491606,0.444302496572884
8,import,39,-0.329174641550388,0.44020305798681
9,home,39,-1.00112197976574,0.343018956703004
9,import,39,-0.97840479373224,0.351456793627123
10,home,39,-1.72259501687522,0.567748349185845
10,import,39,-1.73947373104251,0.562144656588671
11,home,39,-2.38517552660947,0.593387475642059
11,import,39,-2.37769238490287,0.579447006389438
12,home,39,-2.95502797891496,0.404366846754182
12,import,39,-2.95066164666744,0.421708893221863
13,home,39,-3.24837713869681,0.3161952331392
13,import,39,-3.26311823337321,0.336430519055639
14,home,39,-3.47475476950047,0.189644598951802
14,import,39,-3.47968703028859,0.19907666760765
15,home,39,-3.26390375928006,0.483397501890405
15,import,39,-3.25724979296132,0.467907609724202
16,home,39,-2.60279874677792,0.797081703028286
16,import,39,-3.03454318991647,0.441233675802067
17,home,39,-1.53104552861154,1.35684601133823
17,import,39,-1.46232940062842,0.822327060788146
18,home,39,-1.67397280856057,1.32965866181456
18,import,39,-1.68561338888397,0.763392714947061
19,home,39,-1.85691960348394,1.22341035870879
19,import,39,-1.28695225442389,0.740091650874759
20,home,39,-1.76393092584926,1.55945390037897
20,import,39,-0.959813503273985,0.853959264908416
21,home,39,-1.76199276621882,1.53986427132677
21,import,39,-0.75387382741923,0.911595510896873
22,home,39,-1.83468572999053,1.8039891009089
22,import,39,-0.59264344182017,0.885720199197324
23,home,39,-1.83271587785576,2.01391502074919
23,import,39,-0.477323785705882,0.901945838380476
24,home,39,-1.70072103360803,2.15081158543137
24,import,39,-0.240310228015556,0.962140040886063
25,home,39,-1.67625148840658,2.2923296127615
25,import,39,-0.00440233355127395,0.977762885731733
26,home,39,-1.59877939964208,2.53663884440154
26,import,39,0.223325088469162,1.03875681843332
27,home,39,-1.52722892898083,2.80956655906447
27,import,39,0.459032848992533,1.13854913872331
28,home,39,-1.44282208594872,2.97787621106442
28,import,39,0.656124736254173,1.10812816588261
29,home,39,-1.41497325256437,3.00789269875145
29,import,39,0.874203755839021,1.02017861781198
30,home,39,-1.43731138652952,3.31961133301273
30,import,39,1.08643002358364,1.03488476654365
31,home,39,-1.42296520501943,3.23659491593635
31,import,39,1.21768110602655,1.02096013295399
32,home,39,-1.37321250479324,3.62821090966835
32,import,39,1.37210457596878,1.09861810610681
33,home,39,-1.39359967168361,3.74444176100346
33,import,39,1.51900528616036,0.960602644550548
34,home,39,-1.35225060531668,3.93976278691426
34,import,39,1.69106468529121,1.05106197900757
35,home,39,-1.34504619018576,4.18310463476264
35,import,39,1.71528790142842,1.05463301155122
36,home,39,-1.32305403374439,4.37739439361093
36,import,39,1.86335088039844,1.08085242301465
37,home,39,-1.14688430999715,3.90226029175826
37,import,39,1.80289309719286,0.976616394967824
38,home,39,-0.00333488613165853,0.0793956797429635
38,import,39,-0.0026044028173232,0.086998598900023
39,home,39,-0.00550911448164022,-0.130294301882312
39,import,39,-0.00494127854631664,-0.129525354755406
1,home,40,-0.00541535591082361,0.308992996602749
1,import,40,-0.00328598043024469,0.345110482370405
2,home,40,-0.0333736368125792,0.0623770504388895
2,import,40,-0.037370790768694,0.0709866297732294
3,home,40,-0.0549992042080925,0.31533706306474
3,import,40,-0.0562533155214369,0.328642964220162
4,home,40,-0.0157171736514378,0.00648847317254174
4,import,40,-0.0189980636980129,0.0242572647204251
5,home,40,-0.0150715058934828,-0.0126271288869423
5,import,40,-0.0223256935076852,-0.0173644900160587
6,home,40,-0.159069252553411,-0.0611102764208592
6,import,40,-0.153850086793795,-0.0681048801108001
7,home,40,-0.07290088317124,0.0756434876461734
7,import,40,-0.0919690106826333,0.0576428028971422
8,home,40,-0.327286232704643,0.444227778021304
8,import,40,-0.324690355468009,0.440122699039685
9,home,40,-0.996275321295373,0.342961463412965
9,import,40,-0.973587544886219,0.351385651458935
10,home,40,-1.71730375164797,0.567706923091245
10,import,40,-1.73420121167149,0.562104540392679
11,home,40,-2.37910043418519,0.593291360781988
11,import,40,-2.37168072939397,0.579346136720949
12,home,40,-2.95037047039266,0.404402055945632
12,import,40,-2.94592128273639,0.421730356508303
13,home,40,-3.24341628143928,0.31626598493138
13,import,40,-3.25807344703218,0.336511462320827
14,home,40,-3.4701043193402,0.189716349865466
14,import,40,-3.47503373565506,0.199143930759276
15,home,40,-3.25966362898888,0.483364778956781
15,import,40,-3.25300992053991,0.467838487838027
16,home,40,-2.5984772071381,0.797228663390428
16,import,40,-3.0305977486677,0.441243089849922
17,home,40,-1.52704273526662,1.35720788299588
17,import,40,-1.45733004410046,0.822287824030055
18,home,40,-1.66985028486416,1.3297134590516
18,import,40,-1.68061900193712,0.763394848942308
19,home,40,-1.8532912290574,1.22334336695524
19,import,40,-1.28165935692229,0.740100950210662
20,home,40,-1.76039188877652,1.55969734632218
20,import,40,-0.953278455538619,0.853952556323812
21,home,40,-1.75862207565081,1.539700987118
21,import,40,-0.746737902275782,0.911586247815973
22,home,40,-1.83162650242584,1.80323525714917
22,import,40,-0.585190250328016,0.885702762932853
23,home,40,-1.82923377796448,2.01386408561033
23,import,40,-0.469500817305382,0.901923091113892
24,home,40,-1.69631690297193,2.14853582923641
