Generation variable Group value sd var SDSt zMean scenario Rep Import Trait
24 gvNormUnres2 home 1.18738076186713 1.46732574202209 2.15304483320066 1.00958442957806 0.831111554615069 Class 0 BurnIn 2
25 gvNormUnres2 home 1.40361308330647 1.40788467700438 1.98213926374374 0.96868637129367 0.979888870138639 Class 0 BurnIn 2
26 gvNormUnres2 home 1.61864835827019 1.39969174866132 1.95913699127058 0.963049277463088 1.12784256521539 Class 0 BurnIn 2
27 gvNormUnres2 home 1.81383639185429 1.44479075521714 2.08742032636092 0.994079370852884 1.2621404882348 Class 0 BurnIn 2
28 gvNormUnres2 home 2.08168508352316 1.47482929817362 2.17512145875128 1.01474720512278 1.44643212903917 Class 0 BurnIn 2
29 gvNormUnres2 home 2.11119173750706 1.3983332023869 1.95533574489761 0.962114538075485 1.466734000381 Class 0 BurnIn 2
30 gvNormUnres2 home 2.21254046299525 1.41477721040039 2.00159455506831 0.973428736398888 1.53646636605835 Class 0 BurnIn 2
20 gvNormUnres1 import -0.121873434705926 1.49896748066701 2.24690350809721 1 0 Class 0 BurnIn 2
21 gvNormUnres1 import 1.54256266216929 1.33619793444059 1.78542492000329 0.891412223196466 1.11038839624098 Class 0 BurnIn 2
22 gvNormUnres1 import 1.34467576739866 1.39846421423617 1.95570215849919 0.932951669914735 0.978372927377982 Class 0 BurnIn 2
23 gvNormUnres1 import 1.63224276798705 1.41050318479439 1.98951923431513 0.940983178745644 1.17021631577519 Class 0 BurnIn 2
24 gvNormUnres1 import 2.01884447380304 1.39664003282339 1.95060338128491 0.931734711284002 1.42812831907227 Class 0 BurnIn 2
25 gvNormUnres1 import 2.31849654999365 1.37860395127286 1.90054885446514 0.919702374503418 1.62803397416844 Class 0 BurnIn 2
26 gvNormUnres1 import 2.57887860059389 1.39399033332085 1.94320904939196 0.929967028170983 1.80174157887537 Class 0 BurnIn 2
27 gvNormUnres1 import 2.90043350047307 1.34196767850302 1.80087725014677 0.895261368782908 2.01625917450466 Class 0 BurnIn 2
28 gvNormUnres1 import 3.18807079179397 1.37549137492439 1.89197652249139 0.917625894267113 2.20814945566867 Class 0 BurnIn 2
29 gvNormUnres1 import 3.46764036935769 1.36571406057159 1.86517489524295 0.911103194823064 2.39465755619084 Class 0 BurnIn 2
30 gvNormUnres1 import 3.72363557478431 1.34577728194982 1.81111649261226 0.897802853835748 2.56543858294981 Class 0 BurnIn 2
20 gvNormUnres2 import -0.0313768641763079 1.46217224805517 2.13794768298271 1 0 Class 0 BurnIn 2
21 gvNormUnres2 import 1.81165911067042 1.23952085926567 1.53641196055472 0.847725608877036 1.26047801638838 Class 0 BurnIn 2
22 gvNormUnres2 import 1.6148233655991 1.3444118158714 1.80744313065465 0.919461997490104 1.12585930417227 Class 0 BurnIn 2
23 gvNormUnres2 import 1.94796396084016 1.31920915452229 1.74031279337541 0.902225545777499 1.35369880508208 Class 0 BurnIn 2
24 gvNormUnres2 import 2.38142531048378 1.33624851302351 1.78556008855754 0.91387900078178 1.65014906955685 Class 0 BurnIn 2
25 gvNormUnres2 import 2.69606535576269 1.33799043721497 1.7902184100787 0.915070327038844 1.86533578623637 Class 0 BurnIn 2
26 gvNormUnres2 import 2.94590628818745 1.31219600162631 1.72185834668409 0.897429152667657 2.03620548558751 Class 0 BurnIn 2
27 gvNormUnres2 import 3.31173947383088 1.27264496766165 1.61962521371453 0.870379648741379 2.28640390518549 Class 0 BurnIn 2
28 gvNormUnres2 import 3.6534087390901 1.30347991103345 1.69905987846776 0.891468096708304 2.5200762825088 Class 0 BurnIn 2
29 gvNormUnres2 import 3.95853588285337 1.29420107908242 1.6749564330981 0.885122174083 2.72875699312215 Class 0 BurnIn 2
30 gvNormUnres2 import 4.23067412600863 1.27543235032897 1.62672768026569 0.872285978635841 2.9148761343637 Class 0 BurnIn 2
20 gvNormUnres1 home -0.11395351400162 1.4819881799688 2.19628896556725 1 0 Class 0 BurnIn 3
21 gvNormUnres1 home 0.971584159721632 1.44508533135079 2.08827161488522 0.975099093827597 0.732487403338199 Class 0 BurnIn 3
22 gvNormUnres1 home 0.9342310007336 1.45746159010576 2.12419428663361 0.983450212225336 0.707282641591166 Class 0 BurnIn 3
23 gvNormUnres1 home 0.937964636056076 1.43346535459418 2.05482292282182 0.967258291239782 0.709801983764702 Class 0 BurnIn 3
24 gvNormUnres1 home 1.33023429733605 1.43815054309507 2.06827698460465 0.970419712204011 0.974493474953407 Class 0 BurnIn 3
25 gvNormUnres1 home 1.42246203425873 1.45958421266944 2.13038607387387 0.984882492585175 1.03672591254587 Class 0 BurnIn 3
26 gvNormUnres1 home 1.74754035734222 1.40725994689763 1.98038055814231 0.949575688874422 1.25607875724287 Class 0 BurnIn 3
27 gvNormUnres1 home 1.89144890840111 1.3980391572669 1.95451348525155 0.943353783898824 1.35318381719141 Class 0 BurnIn 3
28 gvNormUnres1 home 2.26589547890597 1.35115422593213 1.82561774225425 0.911717275613205 1.60584883541898 Class 0 BurnIn 3
29 gvNormUnres1 home 2.2285987054813 1.39649966397762 1.95021131148961 0.942314981221387 1.58068212091424 Class 0 BurnIn 3
30 gvNormUnres1 home 2.43117658473081 1.35892848471109 1.84668662655917 0.916963106102298 1.71737543735741 Class 0 BurnIn 3
20 gvNormUnres3 home -0.694293746232211 1.57381745964678 2.47690139628905 1 0 Class 0 BurnIn 3
21 gvNormUnres3 home 0.335547384822546 1.468141623312 2.15543982610118 0.932853816249754 0.654358689911782 Class 0 BurnIn 3
22 gvNormUnres3 home 0.325295416653484 1.54224305266247 2.37851363348566 0.979937694304525 0.647844612878119 Class 0 BurnIn 3
23 gvNormUnres3 home 0.400638088819062 1.52778758467452 2.33413490388561 0.970752723138176 0.695717173767415 Class 0 BurnIn 3
24 gvNormUnres3 home 0.645433206062315 1.50773778466836 2.27327322731666 0.958013126253377 0.85125942915591 Class 0 BurnIn 3
25 gvNormUnres3 home 0.798814833077153 1.4916753654302 2.22509539583134 0.94780710195259 0.948717762760407 Class 0 BurnIn 3
26 gvNormUnres3 home 1.03317921709899 1.47686004210231 2.18111558395844 0.938393479529556 1.09763235421146 Class 0 BurnIn 3
27 gvNormUnres3 home 1.17104175618346 1.45603308365185 2.12003234068871 0.925160077953787 1.18522989498052 Class 0 BurnIn 3
28 gvNormUnres3 home 1.39259013833873 1.45811756008135 2.12610681901759 0.926484549490639 1.32600122827415 Class 0 BurnIn 3
29 gvNormUnres3 home 1.29042046114736 1.43357990303573 2.05515133838792 0.91089337854815 1.26108284999266 Class 0 BurnIn 3
30 gvNormUnres3 home 1.56051257959072 1.40715436046075 1.9800833941637 0.894102649475349 1.43269876185576 Class 0 BurnIn 3
20 gvNormUnres1 import -0.10779435096912 1.51413573406791 2.29260702118137 1 0 Class 0 BurnIn 3
21 gvNormUnres1 import 1.32821212684631 1.36853843325222 1.87289744328844 0.903841315187427 0.948400097498142 Class 0 BurnIn 3
22 gvNormUnres1 import 1.11730213089101 1.44607461026203 2.09113177844448 0.955049522790781 0.809106115320821 Class 0 BurnIn 3
23 gvNormUnres1 import 1.42595485492513 1.42269752994586 2.02406826171405 0.939610299086996 1.0129535756835 Class 0 BurnIn 3
24 gvNormUnres1 import 1.78763925404795 1.44586050590253 2.09051260252871 0.954908119114292 1.2518254224968 Class 0 BurnIn 3
25 gvNormUnres1 import 2.02882860270795 1.43516792911114 2.05970698474917 0.947846284068198 1.41111718428094 Class 0 BurnIn 3
26 gvNormUnres1 import 2.28313158369118 1.40729088966829 1.98046764814336 0.929435094889034 1.57906974973557 Class 0 BurnIn 3
27 gvNormUnres1 import 2.66551047086888 1.40953687006422 1.98679418807045 0.930918436405519 1.83160912158593 Class 0 BurnIn 3
28 gvNormUnres1 import 2.81996604079081 1.39297556769221 1.94038093218743 0.919980643974241 1.93361818619401 Class 0 BurnIn 3
29 gvNormUnres1 import 3.04015946926571 1.38213504270511 1.91029727627345 0.912821097611791 2.07904334426971 Class 0 BurnIn 3
30 gvNormUnres1 import 3.36279056842987 1.43648127317941 2.06347844819514 0.948713672664026 2.29212272143848 Class 0 BurnIn 3
20 gvNormUnres3 import -0.713039603417292 1.6033645258664 2.57077780280678 1 0 Class 0 BurnIn 3
21 gvNormUnres3 import 1.61352893211081 1.32901857208698 1.76629036495212 0.828893586359491 1.45105401672206 Class 0 BurnIn 3
22 gvNormUnres3 import 1.22594705412466 1.49079786532484 2.2224782752571 0.929793469466508 1.20932366050334 Class 0 BurnIn 3
23 gvNormUnres3 import 1.70458918164735 1.4202801441748 2.0171956879372 0.885812378446714 1.50784724625128 Class 0 BurnIn 3
24 gvNormUnres3 import 2.22219645054684 1.50293676780628 2.25881892802399 0.937364363224982 1.83067294218577 Class 0 BurnIn 3
25 gvNormUnres3 import 2.53879383841435 1.45653468345812 2.12149328411644 0.908423917306679 2.02813108895151 Class 0 BurnIn 3
26 gvNormUnres3 import 2.85174453812413 1.41972751831754 2.01562622626808 0.885467712060283 2.22331483828679 Class 0 BurnIn 3
27 gvNormUnres3 import 3.33476074566512 1.40537733633078 1.97508545747219 0.876517668726245 2.52456648739632 Class 0 BurnIn 3
28 gvNormUnres3 import 3.54607159234547 1.4095814948484 1.98691999061904 0.879139754003671 2.65635863027548 Class 0 BurnIn 3
29 gvNormUnres3 import 3.83991248623441 1.39319953134298 1.9410049341343 0.868922511922325 2.83962381367484 Class 0 BurnIn 3
30 gvNormUnres3 import 4.30371195957703 1.42877230887963 2.04139031062122 0.891108843827994 3.12889020685016 Class 0 BurnIn 3
