"VREDNOST_12_PV","DRZ_ORIG_ZIVAL","STEV_ORIG_ZIVAL","PASMA","DAT_ROJSTVO"
109.7,"DE","0913148764",2,28-03-1993
96.5,"DE","0913148764",2,28-03-1993
100.7,"DE","0913148764",2,28-03-1993
102.7,"DE","0913148764",2,28-03-1993
102.3,"DE","0913148764",2,28-03-1993
100.2,"DE","0913148764",2,28-03-1993
109.8,"DE","0913148764",2,28-03-1993
87.7,"DK","224869",3,24-07-1987
95.3,"DK","224869",3,24-07-1987
102.8,"DK","224869",3,24-07-1987
97.8,"DK","224869",3,24-07-1987
85.9,"DK","224869",3,24-07-1987
115.5,"DK","224869",3,24-07-1987
90,"DK","224869",3,24-07-1987
94.6,"DK","224869",3,24-07-1987
88.9,"DK","224869",3,24-07-1987
104.8,"DK","224869",3,24-07-1987
95.2,"DK","224869",3,24-07-1987
93.4,"DK","224869",3,24-07-1987
108.3,"DK","224869",3,24-07-1987
89.2,"DK","224869",3,24-07-1987
89.4,"DK","224869",3,24-07-1987
102.8,"DK","224869",3,24-07-1987
79.4,"DK","224869",3,24-07-1987
108.3,"DK","224869",3,24-07-1987
89.4,"DK","224869",3,24-07-1987
94.6,"DK","224869",3,24-07-1987
80.5,"DK","224869",3,24-07-1987
88.3,"DK","224869",3,24-07-1987
87.3,"DK","224869",3,24-07-1987
98.1,"DK","224869",3,24-07-1987
103.4,"DK","224869",3,24-07-1987
106.9,"DK","224869",3,24-07-1987
93.8,"DK","224869",3,24-07-1987
102,"DK","230359",3,01-01-1950
111.4,"DK","230359",3,01-01-1950
111.7,"DK","230359",3,01-01-1950
97.6,"DK","230359",3,01-01-1950
97.6,"DK","230359",3,01-01-1950
104.2,"DK","230359",3,01-01-1950
76.4,"DK","230359",3,01-01-1950
101.8,"DK","230359",3,01-01-1950
97.5,"DK","230359",3,01-01-1950
96.5,"DK","230359",3,01-01-1950
94.1,"DK","230359",3,01-01-1950
101.6,"DK","230359",3,01-01-1950
97.7,"DK","230359",3,01-01-1950
101.3,"DK","230359",3,01-01-1950
96.1,"DK","230359",3,01-01-1950
87.4,"DK","230359",3,01-01-1950
99,"DK","230359",3,01-01-1950
118.3,"DK","230359",3,01-01-1950
107.9,"DK","230359",3,01-01-1950
107.7,"DK","230359",3,01-01-1950
94.2,"DK","230359",3,01-01-1950
77.4,"DK","230359",3,01-01-1950
98.6,"DK","230359",3,01-01-1950
108.6,"DK","230359",3,01-01-1950
93.8,"DK","230359",3,01-01-1950
86.8,"DK","230359",3,01-01-1950
99.8,"DE","0804594828",2,03-12-1981
100.3,"DE","0804594828",2,03-12-1981
117.5,"DE","0804594828",2,03-12-1981
98.1,"DE","0804594828",2,03-12-1981
101.3,"DE","0804594828",2,03-12-1981
101.1,"DE","0804594828",2,03-12-1981
116.9,"DE","0804594828",2,03-12-1981
93.2,"DE","0920791856",2,12-08-1982
94.1,"DE","0920791856",2,12-08-1982
96.7,"DE","0920791856",2,12-08-1982
88.5,"DE","0920791856",2,12-08-1982
94.1,"DE","0920791856",2,12-08-1982
94.1,"DE","0920791856",2,12-08-1982
104.4,"DE","0920791856",2,12-08-1982
91.6,"DE","0929428633",2,29-08-1982
108.6,"DE","0929428633",2,29-08-1982
96.5,"DE","0929428633",2,29-08-1982
92.1,"DE","0929428633",2,29-08-1982
94,"DE","0929428633",2,29-08-1982
108.8,"DE","0929428633",2,29-08-1982
88.4,"DE","0929428633",2,29-08-1982
103.4,"DE","0924929565",2,30-01-1982
89.4,"DE","0924929565",2,30-01-1982
91.7,"DE","0924929565",2,30-01-1982
99.8,"DE","0924929565",2,30-01-1982
94.1,"DE","0924929565",2,30-01-1982
92.6,"DE","0924929565",2,30-01-1982
108.1,"DE","0924929565",2,30-01-1982
91.1,"DE","0926428551",2,30-09-1981
95.8,"DE","0926428551",2,30-09-1981
95.1,"DE","0926428551",2,30-09-1981
94.7,"DE","0926428551",2,30-09-1981
110.1,"DE","0926428551",2,30-09-1981
94.6,"DE","0926428551",2,30-09-1981
112.2,"DE","0926428551",2,30-09-1981
94.6,"DE","0921534592",2,01-12-1982
100.3,"DE","0921534592",2,01-12-1982
103.5,"DE","0921534592",2,01-12-1982
97.1,"DE","0921534592",2,01-12-1982
99.7,"DE","0921534592",2,01-12-1982
103.2,"DE","0921534592",2,01-12-1982
109.8,"DE","0921534592",2,01-12-1982
89.7,"DE","0928528600",2,01-01-1950
92.2,"DE","0928528600",2,01-01-1950
94,"DE","0928528600",2,01-01-1950
92.3,"DE","0928528600",2,01-01-1950
92.2,"DE","0928528600",2,01-01-1950
86.3,"DE","0928528600",2,01-01-1950
101.4,"DE","0928528600",2,01-01-1950
94.8,"DE","0923360111",2,24-09-1982
102.3,"DE","0923360111",2,24-09-1982
90.4,"DE","0923360111",2,24-09-1982
95.3,"DE","0923360111",2,24-09-1982
95.9,"DE","0923360111",2,24-09-1982
95.2,"DE","0923360111",2,24-09-1982
107.7,"DE","0923360111",2,24-09-1982
98.1,"DE","0804179455",2,15-05-1983
101.6,"DE","0804179455",2,15-05-1983
95.6,"DE","0804179455",2,15-05-1983
102,"DE","0804179455",2,15-05-1983
97.2,"DE","0804179455",2,15-05-1983
101.5,"DE","0804179455",2,15-05-1983
105.2,"DE","0804179455",2,15-05-1983
96.6,"AT","068619644",2,19-10-1981
87.3,"AT","068619644",2,19-10-1981
96.3,"AT","068619644",2,19-10-1981
94.1,"AT","068619644",2,19-10-1981
92,"AT","068619644",2,19-10-1981
92.9,"AT","068619644",2,19-10-1981
105,"AT","068619644",2,19-10-1981
89.8,"AT","215855948",2,01-01-1950
89.8,"AT","215855948",2,01-01-1950
89.8,"AT","215855948",2,01-01-1950
88.9,"AT","215855948",2,01-01-1950
85,"AT","215855948",2,01-01-1950
101.7,"AT","215855948",2,01-01-1950
99.5,"AT","344196346",2,01-01-1950
92.9,"AT","344196346",2,01-01-1950
91.3,"AT","344196346",2,01-01-1950
88.2,"AT","344196346",2,01-01-1950
88,"AT","344196346",2,01-01-1950
100.8,"AT","344196346",2,01-01-1950
106.3,"AT","344196346",2,01-01-1950
98.7,"DE","0923212319",1,30-06-1982
99.7,"DE","0923212319",1,30-06-1982
100.9,"DE","0923212319",1,30-06-1982
77.3,"DE","0923212319",1,30-06-1982
97.9,"DE","0923212319",1,30-06-1982
101.9,"DE","0923212319",1,30-06-1982
91,"DE","0923212319",1,30-06-1982
87.4,"DE","0923212319",1,30-06-1982
102.6,"DE","0801231508",1,18-03-1983
116.7,"DE","0801231508",1,18-03-1983
68.9,"DE","0801231508",1,18-03-1983
103.5,"DE","0801231508",1,18-03-1983
104.4,"DE","0801231508",1,18-03-1983
82.8,"DE","0801231508",1,18-03-1983
95.6,"DE","0801231508",1,18-03-1983
101,"DE","0801231508",1,18-03-1983
113.2,"DE","0801231508",1,18-03-1983
80.3,"DE","0801231508",1,18-03-1983
86,"DE","0801231508",1,18-03-1983
95.4,"DE","0801231508",1,18-03-1983
101.3,"DE","0801231508",1,18-03-1983
94.1,"DE","0801231508",1,18-03-1983
78.2,"DE","0801231508",1,18-03-1983
109.1,"DE","0801231508",1,18-03-1983
103.7,"DE","0801231508",1,18-03-1983
93.9,"DE","0801231508",1,18-03-1983
96.5,"DE","0801231508",1,18-03-1983
117.3,"DE","0801231508",1,18-03-1983
71.7,"DE","0801231508",1,18-03-1983
114,"DE","0801231508",1,18-03-1983
76.6,"DE","0801231508",1,18-03-1983
104.6,"DE","0801231508",1,18-03-1983
99.8,"DE","0801231508",1,18-03-1983
98.3,"CH","110217076285",1,20-01-1983
96.7,"CH","110217076285",1,20-01-1983
101,"CH","110217076285",1,20-01-1983
99.7,"CH","110217076285",1,20-01-1983
95,"CH","110217076285",1,20-01-1983
109.5,"CH","110217076285",1,20-01-1983
96.5,"CH","110217076285",1,20-01-1983
100.7,"CH","110217076285",1,20-01-1983
103.2,"SI","1868516",2,09-02-1999
107.2,"SI","1868516",2,09-02-1999
102.2,"SI","1868516",2,09-02-1999
118.2,"SI","1868516",2,09-02-1999
103.3,"SI","1868516",2,09-02-1999
98.5,"SI","1868516",2,09-02-1999
97.9,"SI","1868516",2,09-02-1999
135.5,"SI","1868516",2,09-02-1999
85.8,"US","181217",1,14-08-1984
61.1,"US","181217",1,14-08-1984
102,"US","181217",1,14-08-1984
118.9,"US","181217",1,14-08-1984
106.3,"US","181217",1,14-08-1984
101.4,"US","181217",1,14-08-1984
106.8,"US","181217",1,14-08-1984
71.8,"US","181217",1,14-08-1984
65.4,"US","181217",1,14-08-1984
102,"US","181217",1,14-08-1984
73.4,"US","181217",1,14-08-1984
119.3,"US","181217",1,14-08-1984
122.6,"US","181217",1,14-08-1984
101.1,"US","181217",1,14-08-1984
106.4,"US","181217",1,14-08-1984
106.5,"US","181217",1,14-08-1984
118.9,"US","181217",1,14-08-1984
115.1,"US","181217",1,14-08-1984
106.3,"US","181217",1,14-08-1984
109.3,"US","181217",1,14-08-1984
127,"US","181217",1,14-08-1984
101.3,"US","181217",1,14-08-1984
131.2,"US","181217",1,14-08-1984
101,"US","181217",1,14-08-1984
108.8,"US","181217",1,14-08-1984
86,"US","181217",1,14-08-1984
115.5,"US","181217",1,14-08-1984
131.1,"US","181217",1,14-08-1984
117.6,"US","181217",1,14-08-1984
108,"US","181217",1,14-08-1984
101.4,"US","181217",1,14-08-1984
88.7,"US","181217",1,14-08-1984
75.6,"US","181217",1,14-08-1984
112.7,"US","181217",1,14-08-1984
108.3,"US","181217",1,14-08-1984
124.6,"US","181217",1,14-08-1984
78.7,"US","181217",1,14-08-1984
137.5,"US","181217",1,14-08-1984
111,"US","181217",1,14-08-1984
103.9,"NL","316419721",3,12-01-1989
114.4,"NL","316419721",3,12-01-1989
87.7,"NL","316419721",3,12-01-1989
110.5,"NL","316419721",3,12-01-1989
108.1,"NL","316419721",3,12-01-1989
90,"NL","316419721",3,12-01-1989
110.7,"NL","316419721",3,12-01-1989
117.5,"NL","316419721",3,12-01-1989
97.3,"NL","316419721",3,12-01-1989
70.1,"NL","316419721",3,12-01-1989
102.4,"NL","316419721",3,12-01-1989
127,"NL","316419721",3,12-01-1989
101.4,"NL","316419721",3,12-01-1989
111.1,"NL","316419721",3,12-01-1989
118.7,"NL","316419721",3,12-01-1989
110.3,"NL","316419721",3,12-01-1989
112,"NL","316419721",3,12-01-1989
107.1,"NL","316419721",3,12-01-1989
104.8,"NL","316419721",3,12-01-1989
93.8,"NL","316419721",3,12-01-1989
107.8,"NL","316419721",3,12-01-1989
100.7,"NL","316419721",3,12-01-1989
110.5,"NL","316419721",3,12-01-1989
98.4,"NL","316419721",3,12-01-1989
97.2,"NL","316419721",3,12-01-1989
76.8,"NL","316419721",3,12-01-1989
103.5,"NL","316419721",3,12-01-1989
94,"NL","316419721",3,12-01-1989
90.5,"NL","316419721",3,12-01-1989
87.4,"DE","0911208908",2,01-10-1985
86.6,"DE","0911208908",2,01-10-1985
86.1,"DE","0911208908",2,01-10-1985
90.9,"DE","0911208908",2,01-10-1985
97.8,"DE","0911208908",2,01-10-1985
99.8,"DE","0911208908",2,01-10-1985
82.5,"DE","0911208908",2,01-10-1985
96.9,"DE","0914285511",2,19-07-1985
94.9,"DE","0914285511",2,19-07-1985
96.9,"DE","0914285511",2,19-07-1985
90.2,"DE","0914285511",2,19-07-1985
91.3,"DE","0914285511",2,19-07-1985
97.1,"DE","0914285511",2,19-07-1985
104.9,"DE","0914285511",2,19-07-1985
101.7,"DE","0917928192",2,12-05-1989
96.7,"DE","0917928192",2,12-05-1989
102.9,"DE","0917928192",2,12-05-1989
100.6,"DE","0917928192",2,12-05-1989
97.8,"DE","0917928192",2,12-05-1989
107.6,"DE","0917928192",2,12-05-1989
71.8,"DE","0917928192",2,12-05-1989
76.6,"DE","0917928192",2,12-05-1989
96.2,"SI","1709883",2,26-12-1997
96.6,"SI","1709883",2,26-12-1997
97.8,"SI","1709883",2,26-12-1997
96.1,"SI","1709883",2,26-12-1997
105.2,"SI","1709883",2,26-12-1997
80.9,"SI","1709883",2,26-12-1997
84.7,"SI","1709883",2,26-12-1997
87.1,"SI","1709883",2,26-12-1997
93.4,"SI","1686975",99,11-05-1998
106.9,"SI","1686975",99,11-05-1998
94.2,"SI","1686975",99,11-05-1998
90.3,"SI","1686975",99,11-05-1998
93.6,"SI","1686975",99,11-05-1998
111,"SI","1686975",99,11-05-1998
100.1,"SI","1686975",99,11-05-1998
132.4,"SI","1686975",99,11-05-1998
109.3,"SI","1736740",3,26-01-1998
123.7,"SI","1736740",3,26-01-1998
91.2,"SI","1736740",3,26-01-1998
78.4,"SI","1736740",3,26-01-1998
98.4,"SI","1736740",3,26-01-1998
100.6,"SI","1736740",3,26-01-1998
101.9,"SI","1736740",3,26-01-1998
102.6,"SI","1736740",3,26-01-1998
81.5,"SI","1736740",3,26-01-1998
139.4,"SI","1736740",3,26-01-1998
97.2,"SI","1736740",3,26-01-1998
110.1,"SI","1736740",3,26-01-1998
94,"SI","1736740",3,26-01-1998
129.4,"SI","1736740",3,26-01-1998
86.6,"SI","1736740",3,26-01-1998
85.6,"SI","1736740",3,26-01-1998
114.5,"SI","1736740",3,26-01-1998
75.5,"SI","1736740",3,26-01-1998
96.5,"SI","1736740",3,26-01-1998
82.8,"SI","1736740",3,26-01-1998
120.7,"SI","1736740",3,26-01-1998
98.2,"SI","1736740",3,26-01-1998
96.2,"SI","1736740",3,26-01-1998
94.7,"SI","1736740",3,26-01-1998
81.1,"SI","1736740",3,26-01-1998
89.3,"SI","1736740",3,26-01-1998
87.2,"SI","1736740",3,26-01-1998
109.3,"SI","1736740",3,26-01-1998
82.2,"SI","1736740",3,26-01-1998
93.6,"DE","1020218590",15,11-03-1984
110,"DE","1020218590",15,11-03-1984
112.4,"DE","1020218590",15,11-03-1984
104.8,"DE","1020218590",15,11-03-1984
122,"DE","1020218590",15,11-03-1984
115.1,"DE","1020218590",15,11-03-1984
87,"DE","1020218590",15,11-03-1984
143.7,"SI","1697404",1,22-11-1997
98.3,"SI","1697404",1,22-11-1997
100.2,"SI","1697404",1,22-11-1997
85.5,"SI","1697404",1,22-11-1997
89,"SI","1697404",1,22-11-1997
104,"SI","1697404",1,22-11-1997
107.7,"SI","1697404",1,22-11-1997
73.5,"SI","1697404",1,22-11-1997
103.8,"SI","1697404",1,22-11-1997
110.6,"SI","1697404",1,22-11-1997
68,"SI","1697404",1,22-11-1997
107.8,"SI","1697404",1,22-11-1997
103.8,"SI","1697404",1,22-11-1997
105.2,"SI","1697404",1,22-11-1997
100.4,"SI","1697404",1,22-11-1997
78.5,"SI","1697404",1,22-11-1997
96.3,"SI","1697404",1,22-11-1997
97.9,"SI","1697404",1,22-11-1997
99.2,"SI","1697404",1,22-11-1997
107.2,"SI","1697404",1,22-11-1997
78.3,"SI","1697404",1,22-11-1997
99.9,"SI","1697404",1,22-11-1997
96.7,"SI","1697404",1,22-11-1997
124.6,"SI","1697404",1,22-11-1997
96,"SI","1697404",1,22-11-1997
108.1,"SI","1697404",1,22-11-1997
125.1,"SI","1697404",1,22-11-1997
120,"SI","1697404",1,22-11-1997
107,"SI","1697404",1,22-11-1997
93.9,"SI","1697404",1,22-11-1997
92.1,"SI","1697404",1,22-11-1997
103.5,"SI","1697404",1,22-11-1997
97.3,"SI","1697404",1,22-11-1997
89,"SI","1697404",1,22-11-1997
96,"SI","1697404",1,22-11-1997
62,"SI","1697404",1,22-11-1997
128.9,"SI","1697404",1,22-11-1997
96,"SI","1697404",1,22-11-1997
106.3,"SI","1697404",1,22-11-1997
124.8,"SI","1697404",1,22-11-1997
104.5,"DE","1020591511",3,25-06-1987
72.7,"DE","1020591511",3,25-06-1987
106.1,"DE","1020591511",3,25-06-1987
104.4,"DE","1020591511",3,25-06-1987
104.9,"DE","1020591511",3,25-06-1987
71.8,"DE","1020591511",3,25-06-1987
98.7,"DE","1020591511",3,25-06-1987
126.3,"DE","1020591511",3,25-06-1987
77.6,"DE","1020591511",3,25-06-1987
107.5,"DE","1020591511",3,25-06-1987
78.7,"DE","1020591511",3,25-06-1987
95.3,"DE","1020591511",3,25-06-1987
99.4,"DE","1020591511",3,25-06-1987
125.6,"DE","1020591511",3,25-06-1987
99.4,"DE","1020591511",3,25-06-1987
103.2,"DE","1020591511",3,25-06-1987
119.9,"DE","1020591511",3,25-06-1987
91.6,"DE","1020591511",3,25-06-1987
112.5,"DE","1020591511",3,25-06-1987
97.6,"DE","1020591511",3,25-06-1987
102.2,"DE","1020591511",3,25-06-1987
105.5,"DE","1020591511",3,25-06-1987
103.4,"DE","1020591511",3,25-06-1987
121.9,"DE","1020591511",3,25-06-1987
106.8,"DE","1020591511",3,25-06-1987
118.3,"DE","0505328629",15,01-11-1985
118.2,"DE","0505328629",15,01-11-1985
117,"DE","0505328629",15,01-11-1985
116.7,"DE","0505328629",15,01-11-1985
88.3,"DE","0505328629",15,01-11-1985
110,"DE","0505328629",15,01-11-1985
100.1,"DE","0505328629",15,01-11-1985
95.3,"DE","1021005630",3,19-10-1990
82.2,"DE","1021005630",3,19-10-1990
88.5,"DE","1021005630",3,19-10-1990
85.8,"DE","1021005630",3,19-10-1990
113.6,"DE","1021005630",3,19-10-1990
99.3,"DE","1021005630",3,19-10-1990
95.9,"DE","1021005630",3,19-10-1990
83,"DE","1021005630",3,19-10-1990
57.5,"DE","1021005630",3,19-10-1990
97.6,"DE","1021005630",3,19-10-1990
90.8,"DE","1021005630",3,19-10-1990
108.7,"DE","1021005630",3,19-10-1990
118.1,"DE","1021005630",3,19-10-1990
109.1,"DE","1021005630",3,19-10-1990
95.3,"DE","1021005630",3,19-10-1990
97.5,"DE","1021005630",3,19-10-1990
110.8,"DE","1021005630",3,19-10-1990
102.4,"DE","1021005630",3,19-10-1990
125,"DE","1021005630",3,19-10-1990
122,"DE","1021005630",3,19-10-1990
102.6,"SI","1875077",2,06-06-1999
111.5,"SI","1875077",2,06-06-1999
103,"SI","1875077",2,06-06-1999
95.1,"SI","1875077",2,06-06-1999
100.1,"SI","1875077",2,06-06-1999
104.3,"SI","1875077",2,06-06-1999
100.8,"SI","1875077",2,06-06-1999
129,"SI","1875077",2,06-06-1999
103.2,"DE","9002061432",15,01-02-1983
84.2,"DE","9002061432",15,01-02-1983
108.1,"DE","9002061432",15,01-02-1983
99.9,"DE","9002061432",15,01-02-1983
95.8,"DE","9002061432",15,01-02-1983
93.2,"DE","9002061432",15,01-02-1983
104.2,"DE","9002061432",15,01-02-1983
107.1,"SI","1599967",3,01-05-1998
105.2,"SI","1599967",3,01-05-1998
101.3,"SI","1599967",3,01-05-1998
147.5,"SI","1599967",3,01-05-1998
89.8,"SI","1599967",3,01-05-1998
117.4,"SI","1599967",3,01-05-1998
90.8,"SI","1599967",3,01-05-1998
96.2,"SI","1599967",3,01-05-1998
63.9,"SI","1599967",3,01-05-1998
91.6,"SI","1599967",3,01-05-1998
94.2,"SI","1599967",3,01-05-1998
107.8,"SI","1599967",3,01-05-1998
105.4,"SI","1599967",3,01-05-1998
91.3,"SI","1599967",3,01-05-1998
95.3,"SI","1599967",3,01-05-1998
67,"SI","1599967",3,01-05-1998
117.1,"SI","1599967",3,01-05-1998
111.2,"SI","1599967",3,01-05-1998
141.8,"SI","1599967",3,01-05-1998
96.6,"SI","1599967",3,01-05-1998
123.5,"SI","1599967",3,01-05-1998
119.4,"SI","1599967",3,01-05-1998
95.3,"SI","1599967",3,01-05-1998
86.9,"SI","1599967",3,01-05-1998
124.9,"SI","1599967",3,01-05-1998
86.8,"SI","1599967",3,01-05-1998
129.7,"SI","1599967",3,01-05-1998
94.5,"SI","1599967",3,01-05-1998
120.6,"SI","1599967",3,01-05-1998
100.4,"DE","0910955337",3,31-12-1991
96.8,"DE","0910955337",3,31-12-1991
98.7,"DE","0910955337",3,31-12-1991
102.2,"DE","0910955337",3,31-12-1991
97.8,"DE","0910955337",3,31-12-1991
71.2,"DE","0910955337",3,31-12-1991
94.2,"DE","0910955337",3,31-12-1991
94.6,"DE","0910955337",3,31-12-1991
95.8,"DE","0910955337",3,31-12-1991
90,"DE","0910955337",3,31-12-1991
118.7,"DE","0910955337",3,31-12-1991
111,"DE","0910955337",3,31-12-1991
102.3,"DE","0910955337",3,31-12-1991
104.7,"DE","0910955337",3,31-12-1991
100.1,"DE","0910955337",3,31-12-1991
100.4,"DE","0910955337",3,31-12-1991
120.8,"DE","0910955337",3,31-12-1991
95.7,"DE","0910955337",3,31-12-1991
92.3,"DE","0910955337",3,31-12-1991
123.1,"DE","0576698271",3,17-12-1995
110.1,"DE","0576698271",3,17-12-1995
86.4,"SI","1698938",1,06-03-1998
105.9,"SI","1698938",1,06-03-1998
108.9,"SI","1698938",1,06-03-1998
120.3,"SI","1698938",1,06-03-1998
75.8,"SI","1698938",1,06-03-1998
115.6,"SI","1698938",1,06-03-1998
99.2,"SI","1698938",1,06-03-1998
81.7,"SI","1698938",1,06-03-1998
89.4,"SI","1698938",1,06-03-1998
93.5,"SI","1698938",1,06-03-1998
83.3,"SI","1698938",1,06-03-1998
101.8,"SI","1698938",1,06-03-1998
115.2,"SI","1698938",1,06-03-1998
57.2,"SI","1698938",1,06-03-1998
97.3,"SI","1698938",1,06-03-1998
73.6,"SI","1698938",1,06-03-1998
95.1,"SI","1698938",1,06-03-1998
104,"SI","1698938",1,06-03-1998
97.5,"SI","1698938",1,06-03-1998
89.4,"SI","1698938",1,06-03-1998
110.5,"SI","1698938",1,06-03-1998
115.2,"SI","1698938",1,06-03-1998
97.6,"SI","1698938",1,06-03-1998
98.6,"SI","1698938",1,06-03-1998
122.4,"SI","1698938",1,06-03-1998
83.1,"SI","1698938",1,06-03-1998
102.7,"SI","1698938",1,06-03-1998
94,"SI","1698938",1,06-03-1998
106,"SI","1698938",1,06-03-1998
80.8,"SI","1698938",1,06-03-1998
102.6,"SI","1698938",1,06-03-1998
116.7,"SI","1698938",1,06-03-1998
97.5,"SI","1698938",1,06-03-1998
83.9,"SI","1698938",1,06-03-1998
97.2,"SI","1698938",1,06-03-1998
101,"SI","1698938",1,06-03-1998
84.9,"SI","1698938",1,06-03-1998
99.2,"SI","1698938",1,06-03-1998
87.4,"SI","1698938",1,06-03-1998
80.7,"SI","1698938",1,06-03-1998
97.5,"SI","2079209",2,20-09-2000
89.4,"SI","2079209",2,20-09-2000
96.6,"SI","2079209",2,20-09-2000
96.1,"SI","2079209",2,20-09-2000
95.3,"SI","2079209",2,20-09-2000
96.9,"SI","2079209",2,20-09-2000
100.6,"SI","2079209",2,20-09-2000
109.2,"SI","2079209",2,20-09-2000
111.4,"SI","1804037",1,13-12-1998
98.3,"SI","1804037",1,13-12-1998
73.9,"SI","1804037",1,13-12-1998
95.7,"SI","1804037",1,13-12-1998
109.8,"SI","1804037",1,13-12-1998
98.3,"SI","1804037",1,13-12-1998
106.5,"SI","1804037",1,13-12-1998
130.4,"SI","1804037",1,13-12-1998
121.8,"SI","1804037",1,13-12-1998
87.7,"SI","1804037",1,13-12-1998
104,"SI","1804037",1,13-12-1998
119.7,"SI","1804037",1,13-12-1998
90.3,"SI","1804037",1,13-12-1998
70.9,"SI","1804037",1,13-12-1998
92.6,"SI","1804037",1,13-12-1998
96.3,"SI","1804037",1,13-12-1998
81.9,"SI","1804037",1,13-12-1998
127.2,"SI","1804037",1,13-12-1998
126.1,"SI","1804037",1,13-12-1998
91.4,"SI","1804037",1,13-12-1998
92.9,"SI","1804037",1,13-12-1998
92,"SI","1804037",1,13-12-1998
84.8,"SI","1804037",1,13-12-1998
98.3,"SI","1804037",1,13-12-1998
95.7,"SI","1804037",1,13-12-1998
94.2,"SI","1804037",1,13-12-1998
97.8,"SI","1804037",1,13-12-1998
99,"SI","1804037",1,13-12-1998
98.8,"SI","1810958",3,02-01-1999
97.7,"SI","1810958",3,02-01-1999
92.8,"SI","1810958",3,02-01-1999
89.6,"SI","1810958",3,02-01-1999
109.9,"SI","1810958",3,02-01-1999
93,"SI","1810958",3,02-01-1999
84.5,"SI","1810958",3,02-01-1999
102.1,"SI","1810958",3,02-01-1999
98.3,"SI","1810958",3,02-01-1999
76.2,"SI","1810958",3,02-01-1999
58,"SI","1810958",3,02-01-1999
107.6,"SI","1810958",3,02-01-1999
96.1,"SI","1810958",3,02-01-1999
110.9,"SI","1810958",3,02-01-1999
87.4,"SI","1810958",3,02-01-1999
77.4,"SI","1810958",3,02-01-1999
98.4,"SI","1810958",3,02-01-1999
70.4,"SI","1810958",3,02-01-1999
91.6,"SI","1810958",3,02-01-1999
105,"SI","1810958",3,02-01-1999
108.4,"SI","1810958",3,02-01-1999
93.6,"SI","1810958",3,02-01-1999
91.3,"SI","1810958",3,02-01-1999
97.7,"SI","1810958",3,02-01-1999
82.2,"SI","1810958",3,02-01-1999
131.6,"SI","1810958",3,02-01-1999
77.9,"SI","1810958",3,02-01-1999
64.4,"SI","1810958",3,02-01-1999
77.1,"SI","1810958",3,02-01-1999
77.1,"SI","1876604",3,10-01-1999
85.5,"SI","1876604",3,10-01-1999
89.5,"SI","1876604",3,10-01-1999
69.3,"SI","1876604",3,10-01-1999
89.1,"SI","1876604",3,10-01-1999
86.7,"SI","1876604",3,10-01-1999
71.7,"SI","1876604",3,10-01-1999
97.5,"SI","1876604",3,10-01-1999
95.9,"SI","1876604",3,10-01-1999
85.2,"SI","1876604",3,10-01-1999
104.2,"SI","1876604",3,10-01-1999
63.1,"SI","1876604",3,10-01-1999
89.1,"SI","1876604",3,10-01-1999
89.9,"SI","1876604",3,10-01-1999
86.7,"SI","1876604",3,10-01-1999
91.7,"SI","1876604",3,10-01-1999
90.8,"SI","1876604",3,10-01-1999
103.2,"SI","1876604",3,10-01-1999
79.6,"SI","1876604",3,10-01-1999
102.1,"SI","1876604",3,10-01-1999
98.4,"SI","1876604",3,10-01-1999
82.4,"SI","62253710",1,30-04-2001
72.1,"SI","62253710",1,30-04-2001
91,"SI","62253710",1,30-04-2001
101.5,"SI","62253710",1,30-04-2001
89.5,"SI","62253710",1,30-04-2001
104.1,"SI","62253710",1,30-04-2001
103.6,"SI","62253710",1,30-04-2001
101,"SI","62253710",1,30-04-2001
107.4,"SI","62253710",1,30-04-2001
95.2,"SI","62253710",1,30-04-2001
88.4,"SI","62253710",1,30-04-2001
108.5,"SI","62253710",1,30-04-2001
82.2,"SI","62253710",1,30-04-2001
89.8,"SI","62253710",1,30-04-2001
105.1,"SI","62253710",1,30-04-2001
97.1,"SI","62253710",1,30-04-2001
77.7,"SI","62253710",1,30-04-2001
96,"SI","62253710",1,30-04-2001
112.5,"SI","62253710",1,30-04-2001
80.2,"SI","62253710",1,30-04-2001
116.1,"SI","62253710",1,30-04-2001
103.2,"SI","62253710",1,30-04-2001
93.1,"SI","62253710",1,30-04-2001
94.7,"SI","62253710",1,30-04-2001
93.5,"SI","62253710",1,30-04-2001
74.7,"SI","62253710",1,30-04-2001
102,"SI","62253710",1,30-04-2001
75.3,"SI","62253710",1,30-04-2001
96.4,"SI","62253710",1,30-04-2001
97.6,"SI","62253710",1,30-04-2001
84.9,"SI","62253710",1,30-04-2001
97.7,"SI","62253710",1,30-04-2001
97,"SI","62253710",1,30-04-2001
65.4,"SI","62253710",1,30-04-2001
123.7,"SI","62253710",1,30-04-2001
74,"SI","62253710",1,30-04-2001
80,"SI","62253710",1,30-04-2001
88.5,"SI","62253710",1,30-04-2001
78.7,"SI","62253710",1,30-04-2001
108.9,"SI","62253710",1,30-04-2001
72.1,"SI","1810147",1,27-01-1999
89.5,"SI","1810147",1,27-01-1999
82.2,"SI","1810147",1,27-01-1999
55.3,"SI","1810147",1,27-01-1999
91.8,"SI","1810147",1,27-01-1999
101.5,"SI","1810147",1,27-01-1999
64.1,"SI","1810147",1,27-01-1999
75.1,"SI","1810147",1,27-01-1999
