"VREDNOST_12_PV","DRZ_ORIG_ZIVAL","STEV_ORIG_ZIVAL","PASMA","DAT_ROJSTVO"
101.6,"SI","53007300",1,05-06-2005
118.6,"SI","53007300",1,05-06-2005
57.4,"SI","53007300",1,05-06-2005
88.6,"SI","53007300",1,05-06-2005
99.8,"SI","53007300",1,05-06-2005
81.4,"SI","53007300",1,05-06-2005
115.6,"SI","53007300",1,05-06-2005
79.6,"SI","53007300",1,05-06-2005
122.4,"SI","53007300",1,05-06-2005
78.8,"SI","53007300",1,05-06-2005
91.3,"SI","53007300",1,05-06-2005
114.4,"SI","53007300",1,05-06-2005
95,"SI","53007300",1,05-06-2005
75.2,"SI","53007300",1,05-06-2005
134.7,"SI","53007300",1,05-06-2005
74.2,"SI","53007300",1,05-06-2005
114.4,"SI","53007300",1,05-06-2005
78.2,"SI","53007300",1,05-06-2005
114.4,"SI","53007300",1,05-06-2005
122.1,"SI","53007300",1,05-06-2005
91.5,"SI","53007300",1,05-06-2005
94.5,"SI","53007300",1,05-06-2005
79.8,"SI","53007300",1,05-06-2005
115.3,"SI","53007300",1,05-06-2005
86.6,"SI","53007300",1,05-06-2005
81.4,"SI","53007300",1,05-06-2005
88.8,"SI","53007300",1,05-06-2005
97.4,"SI","53007300",1,05-06-2005
93.5,"SI","53007300",1,05-06-2005
115.5,"SI","32860450",3,30-08-2004
120.5,"SI","32860450",3,30-08-2004
105.8,"SI","32860450",3,30-08-2004
117.1,"SI","32860450",3,30-08-2004
76.5,"SI","32860450",3,30-08-2004
118.8,"SI","32860450",3,30-08-2004
75.2,"SI","32860450",3,30-08-2004
111.9,"SI","32860450",3,30-08-2004
112.1,"SI","32860450",3,30-08-2004
109.6,"SI","32860450",3,30-08-2004
100.2,"SI","32860450",3,30-08-2004
108.4,"SI","32860450",3,30-08-2004
119.1,"SI","32860450",3,30-08-2004
114.6,"SI","32860450",3,30-08-2004
65.5,"SI","32860450",3,30-08-2004
105.9,"SI","32860450",3,30-08-2004
111.4,"SI","32860450",3,30-08-2004
123.5,"SI","32860450",3,30-08-2004
107.5,"SI","32860450",3,30-08-2004
107.5,"SI","32860450",3,30-08-2004
109.3,"SI","32860450",3,30-08-2004
102.7,"SI","32860450",3,30-08-2004
111.2,"SI","32860450",3,30-08-2004
105.1,"SI","32860450",3,30-08-2004
101,"SI","32860450",3,30-08-2004
127.1,"SI","32860450",3,30-08-2004
125.9,"SI","32860450",3,30-08-2004
107.2,"SI","32860450",3,30-08-2004
116.6,"SI","32860450",3,30-08-2004
90.8,"SI","13041177",2,31-05-2005
97.1,"SI","13041177",2,31-05-2005
98.2,"SI","13041177",2,31-05-2005
102.3,"SI","13041177",2,31-05-2005
93.9,"SI","13041177",2,31-05-2005
94.6,"SI","13041177",2,31-05-2005
100.9,"SI","13041177",2,31-05-2005
120,"SI","13041177",2,31-05-2005
85.2,"DE","0345929678",3,24-11-2000
98.9,"DE","0345929678",3,24-11-2000
110.2,"DE","0345929678",3,24-11-2000
111.8,"DE","0345929678",3,24-11-2000
104.4,"DE","0345929678",3,24-11-2000
111,"DE","0345929678",3,24-11-2000
112.6,"DE","0345929678",3,24-11-2000
99.7,"DE","0345929678",3,24-11-2000
104.9,"DE","0345929678",3,24-11-2000
116,"DE","0345929678",3,24-11-2000
100.1,"DE","0345929678",3,24-11-2000
110.3,"DE","0345929678",3,24-11-2000
92.8,"DE","0345929678",3,24-11-2000
84,"DE","0345929678",3,24-11-2000
106.8,"DE","0345929678",3,24-11-2000
94.9,"DE","0345929678",3,24-11-2000
104.9,"DE","0345929678",3,24-11-2000
90.8,"DE","0345929678",3,24-11-2000
103.1,"DE","0345929678",3,24-11-2000
124.9,"DE","0345929678",3,24-11-2000
98.4,"DE","0345929678",3,24-11-2000
114.5,"DE","0345929678",3,24-11-2000
98.6,"DE","0345929678",3,24-11-2000
95,"DE","0345929678",3,24-11-2000
105.9,"DE","0345929678",3,24-11-2000
86.2,"DE","0345929678",3,24-11-2000
114.2,"DE","0345929678",3,24-11-2000
106.1,"DE","0345929678",3,24-11-2000
86.2,"SI","23030815",1,02-06-2005
118.3,"SI","23030815",1,02-06-2005
90.2,"SI","23030815",1,02-06-2005
97.7,"SI","23030815",1,02-06-2005
69.2,"SI","23030815",1,02-06-2005
153.8,"SI","23030815",1,02-06-2005
73.5,"SI","23030815",1,02-06-2005
128.3,"SI","23030815",1,02-06-2005
62.9,"SI","23030815",1,02-06-2005
83.3,"SI","23030815",1,02-06-2005
146.3,"SI","23030815",1,02-06-2005
112.1,"SI","23030815",1,02-06-2005
106.4,"SI","23030815",1,02-06-2005
118.7,"SI","23030815",1,02-06-2005
79.9,"SI","23030815",1,02-06-2005
134.3,"SI","23030815",1,02-06-2005
68.4,"SI","23030815",1,02-06-2005
121.2,"SI","23030815",1,02-06-2005
75.2,"SI","23030815",1,02-06-2005
99.8,"SI","23030815",1,02-06-2005
89.9,"SI","23030815",1,02-06-2005
128.1,"SI","23030815",1,02-06-2005
110.3,"SI","23030815",1,02-06-2005
102.3,"SI","23030815",1,02-06-2005
118.6,"SI","23030815",1,02-06-2005
125.2,"SI","23030815",1,02-06-2005
127.5,"SI","23030815",1,02-06-2005
138.9,"SI","23030815",1,02-06-2005
105,"SI","23030815",1,02-06-2005
130.1,"SI","23030815",1,02-06-2005
109.3,"SI","23030815",1,02-06-2005
131.3,"SI","23030815",1,02-06-2005
121.9,"SI","23030815",1,02-06-2005
85.8,"SI","23030815",1,02-06-2005
102.3,"SI","23030815",1,02-06-2005
81,"SI","23030815",1,02-06-2005
96.4,"SI","23030815",1,02-06-2005
89.9,"SI","23030815",1,02-06-2005
96.9,"SI","82506188",3,07-06-2005
102.8,"SI","82506188",3,07-06-2005
95.3,"SI","82506188",3,07-06-2005
86.7,"SI","82506188",3,07-06-2005
91.4,"SI","82506188",3,07-06-2005
81.6,"SI","82506188",3,07-06-2005
107.4,"SI","82506188",3,07-06-2005
113.6,"SI","82506188",3,07-06-2005
90.2,"SI","82506188",3,07-06-2005
106.6,"SI","82506188",3,07-06-2005
114.8,"SI","82506188",3,07-06-2005
88.3,"SI","82506188",3,07-06-2005
78.3,"SI","82506188",3,07-06-2005
109.3,"SI","82506188",3,07-06-2005
94.3,"SI","82506188",3,07-06-2005
109.3,"SI","82506188",3,07-06-2005
105,"SI","82506188",3,07-06-2005
91.5,"SI","82506188",3,07-06-2005
107.7,"SI","82506188",3,07-06-2005
104.2,"SI","82506188",3,07-06-2005
110.9,"SI","82506188",3,07-06-2005
80.6,"SI","82506188",3,07-06-2005
98,"SI","82506188",3,07-06-2005
111.9,"SI","82506188",3,07-06-2005
108.1,"SI","82506188",3,07-06-2005
110.6,"SI","82506188",3,07-06-2005
102.8,"SI","82506188",3,07-06-2005
97.3,"SI","82506188",3,07-06-2005
112.2,"SI","82506188",3,07-06-2005
78.8,"DE","1020555823",3,14-09-1986
95.6,"DE","1020555823",3,14-09-1986
102.7,"DE","1020555823",3,14-09-1986
63.4,"DE","1020555823",3,14-09-1986
114.6,"DE","1020555823",3,14-09-1986
102,"DE","1020555823",3,14-09-1986
124.1,"DE","1020555823",3,14-09-1986
91.6,"DE","1020555823",3,14-09-1986
98.9,"DE","1020555823",3,14-09-1986
100.7,"DE","1020555823",3,14-09-1986
125.2,"DE","1020555823",3,14-09-1986
79.9,"DE","1020555823",3,14-09-1986
83.6,"DE","1020555823",3,14-09-1986
99.7,"DE","1020555823",3,14-09-1986
100.6,"DE","1020555823",3,14-09-1986
89.3,"DE","1020555823",3,14-09-1986
98.8,"DE","1020555823",3,14-09-1986
88.4,"DE","1020555823",3,14-09-1986
111.7,"DE","1020555823",3,14-09-1986
95.4,"DE","1020555823",3,14-09-1986
77.2,"DE","1020555823",3,14-09-1986
95.3,"DE","1020555823",3,14-09-1986
79.4,"DE","1020555823",3,14-09-1986
113.7,"DE","1020555823",3,14-09-1986
109.7,"SI","72169047",3,25-08-2001
93.2,"SI","72169047",3,25-08-2001
98.3,"SI","72169047",3,25-08-2001
87.2,"SI","72169047",3,25-08-2001
104.7,"SI","72169047",3,25-08-2001
113.1,"SI","72169047",3,25-08-2001
113.7,"SI","72169047",3,25-08-2001
107.3,"SI","72169047",3,25-08-2001
99,"SI","72169047",3,25-08-2001
103.7,"SI","72169047",3,25-08-2001
111.3,"SI","72169047",3,25-08-2001
111.9,"SI","72169047",3,25-08-2001
73.1,"SI","72169047",3,25-08-2001
97.1,"SI","72169047",3,25-08-2001
110.6,"SI","72169047",3,25-08-2001
139.6,"SI","72169047",3,25-08-2001
102.4,"SI","72169047",3,25-08-2001
113.9,"SI","72169047",3,25-08-2001
86.2,"SI","72169047",3,25-08-2001
105.2,"SI","72169047",3,25-08-2001
91.6,"SI","72169047",3,25-08-2001
102.9,"SI","72169047",3,25-08-2001
93.9,"SI","72169047",3,25-08-2001
126.1,"SI","72169047",3,25-08-2001
126.3,"SI","72169047",3,25-08-2001
109.7,"SI","72169047",3,25-08-2001
132.1,"SI","72169047",3,25-08-2001
85.7,"SI","72169047",3,25-08-2001
105.2,"SI","72169047",3,25-08-2001
95.5,"IT","PN0000105557",1,12-05-1995
102.6,"IT","PN0000105557",1,12-05-1995
91.8,"IT","PN0000105557",1,12-05-1995
115.6,"IT","PN0000105557",1,12-05-1995
116.3,"IT","PN0000105557",1,12-05-1995
111.9,"IT","PN0000105557",1,12-05-1995
105.1,"IT","PN0000105557",1,12-05-1995
107.8,"IT","PN0000105557",1,12-05-1995
115.4,"IT","PN0000105557",1,12-05-1995
70.5,"IT","PN0000105557",1,12-05-1995
96.7,"IT","PN0000105557",1,12-05-1995
111.1,"IT","PN0000105557",1,12-05-1995
108.2,"IT","PN0000105557",1,12-05-1995
84.2,"IT","PN0000105557",1,12-05-1995
121,"IT","PN0000105557",1,12-05-1995
123.4,"IT","PN0000105557",1,12-05-1995
105.7,"IT","PN0000105557",1,12-05-1995
117.9,"IT","PN0000105557",1,12-05-1995
95,"IT","PN0000105557",1,12-05-1995
113.9,"IT","PN0000105557",1,12-05-1995
111.4,"IT","PN0000105557",1,12-05-1995
107.4,"IT","PN0000105557",1,12-05-1995
86.4,"IT","PN0000105557",1,12-05-1995
98.7,"IT","PN0000105557",1,12-05-1995
88.4,"IT","PN0000105557",1,12-05-1995
110.2,"IT","PN0000105557",1,12-05-1995
107.1,"IT","PN0000105557",1,12-05-1995
106.6,"IT","PN0000105557",1,12-05-1995
119.3,"IT","PN0000105557",1,12-05-1995
103.3,"IT","PN0000105557",1,12-05-1995
95.7,"IT","PN0000105557",1,12-05-1995
113.5,"IT","PN0000105557",1,12-05-1995
109.9,"DE","0947679302",2,17-10-2012
114.4,"DE","0947679302",2,17-10-2012
113.7,"DE","0947679302",2,17-10-2012
119.4,"DE","0947679302",2,17-10-2012
130.5,"DE","0949038738",2,25-11-2013
126.6,"DE","0949038738",2,25-11-2013
110.8,"DE","0949038738",2,25-11-2013
133.6,"DE","0949038738",2,25-11-2013
124.1,"DE","0949038738",2,25-11-2013
129.7,"DE","0949038738",2,25-11-2013
93.1,"DE","0947331612",2,10-05-2012
127.4,"DE","0947331612",2,10-05-2012
127.4,"DE","0947331612",2,10-05-2012
130.4,"DE","0947331612",2,10-05-2012
118.5,"DE","0947331612",2,10-05-2012
127.5,"DE","0947331612",2,10-05-2012
109,"AT","961027545",2,02-04-2007
116.1,"AT","961027545",2,02-04-2007
116.4,"AT","961027545",2,02-04-2007
112.9,"AT","961027545",2,02-04-2007
119,"AT","961027545",2,02-04-2007
115.2,"AT","961027545",2,02-04-2007
98.4,"AT","961027545",2,02-04-2007
106.7,"AT","504490466",2,21-10-1994
101.8,"AT","504490466",2,21-10-1994
106.4,"AT","504490466",2,21-10-1994
106,"AT","504490466",2,21-10-1994
105.9,"AT","504490466",2,21-10-1994
112.5,"AT","504490466",2,21-10-1994
169,"US","3013614066",3,24-03-2014
81.4,"US","3013614066",3,24-03-2014
118.5,"US","3013614066",3,24-03-2014
136,"US","3013614066",3,24-03-2014
172.7,"US","3013614066",3,24-03-2014
181.8,"US","3013614066",3,24-03-2014
107.5,"US","3013614066",3,24-03-2014
81.8,"US","3013614066",3,24-03-2014
124.9,"US","3013614066",3,24-03-2014
84.3,"US","3013614066",3,24-03-2014
113.1,"US","3013614066",3,24-03-2014
166,"US","3013614066",3,24-03-2014
110.1,"US","3013614066",3,24-03-2014
122.6,"US","3013614066",3,24-03-2014
130.3,"US","3013614066",3,24-03-2014
149,"US","3013614066",3,24-03-2014
90.8,"US","3013614066",3,24-03-2014
100.2,"US","3013614066",3,24-03-2014
132.3,"US","3013614066",3,24-03-2014
96.3,"US","3013614066",3,24-03-2014
162,"US","3013614066",3,24-03-2014
92.7,"US","3013614066",3,24-03-2014
163.2,"US","3013614066",3,24-03-2014
145.4,"US","3013614066",3,24-03-2014
161.3,"US","3013614066",3,24-03-2014
98.3,"US","3013614066",3,24-03-2014
162.5,"US","3013614066",3,24-03-2014
107.6,"US","3013614066",3,24-03-2014
153.3,"US","3013614066",3,24-03-2014
114.5,"US","72031815",3,08-08-2015
110.7,"US","72031815",3,08-08-2015
129.4,"US","72031815",3,08-08-2015
115.2,"US","72031815",3,08-08-2015
101.7,"US","72031815",3,08-08-2015
133,"CA","108109390",3,18-05-2013
101.6,"CA","108109390",3,18-05-2013
123.4,"CA","108109390",3,18-05-2013
135.1,"CA","108109390",3,18-05-2013
73.4,"CA","108109390",3,18-05-2013
159.8,"CA","108109390",3,18-05-2013
119.2,"CA","108109390",3,18-05-2013
102.5,"CA","108109390",3,18-05-2013
95.9,"CA","108109390",3,18-05-2013
133.3,"CA","108109390",3,18-05-2013
120,"CA","108109390",3,18-05-2013
108.3,"CA","108109390",3,18-05-2013
151.4,"CA","108109390",3,18-05-2013
139.6,"CA","108109390",3,18-05-2013
72.7,"CA","108109390",3,18-05-2013
104.4,"CA","108109390",3,18-05-2013
144.1,"CA","108109390",3,18-05-2013
105.7,"CA","108109390",3,18-05-2013
158,"CA","108109390",3,18-05-2013
114.4,"CA","108109390",3,18-05-2013
85.1,"CA","108109390",3,18-05-2013
144.9,"CA","108109390",3,18-05-2013
131.1,"CA","108109390",3,18-05-2013
140.8,"CA","108109390",3,18-05-2013
114.3,"CA","108109390",3,18-05-2013
121.8,"CA","108109390",3,18-05-2013
130.4,"CA","108109390",3,18-05-2013
151.5,"CA","108109390",3,18-05-2013
118.7,"CA","108109390",3,18-05-2013
99.5,"FR","2542195215",4,30-06-2011
119.7,"FR","2542195215",4,30-06-2011
116.2,"FR","2542195215",4,30-06-2011
109.8,"FR","2542195215",4,30-06-2011
121.3,"FR","2542195215",4,30-06-2011
117.7,"FR","2542195215",4,30-06-2011
113.5,"FR","2542195215",4,30-06-2011
130.4,"FR","2547072148",4,11-12-2007
126.2,"FR","2547072148",4,11-12-2007
124.8,"FR","2547072148",4,11-12-2007
133,"FR","2547072148",4,11-12-2007
131.5,"FR","2547072148",4,11-12-2007
107.4,"FR","2547072148",4,11-12-2007
125.9,"FR","2547072148",4,11-12-2007
97.4,"US","128891296",15,12-10-1999
122.6,"US","128891296",15,12-10-1999
105.6,"US","128891296",15,12-10-1999
105.4,"US","128891296",15,12-10-1999
111.6,"US","128891296",15,12-10-1999
99.5,"US","128891296",15,12-10-1999
124.8,"US","128891296",15,12-10-1999
137.4,"US","128891296",15,12-10-1999
83.4,"US","128891296",15,12-10-1999
92.7,"US","128891296",15,12-10-1999
116.9,"US","128891296",15,12-10-1999
61.4,"US","128891296",15,12-10-1999
106.6,"US","128891296",15,12-10-1999
110.9,"US","128891296",15,12-10-1999
89.9,"US","128891296",15,12-10-1999
118.8,"US","128891296",15,12-10-1999
97.7,"US","128891296",15,12-10-1999
97,"US","128891296",15,12-10-1999
108.6,"US","128891296",15,12-10-1999
119.8,"US","128891296",15,12-10-1999
120.7,"US","128891296",15,12-10-1999
117.1,"US","128891296",15,12-10-1999
117.1,"US","128891296",15,12-10-1999
119.2,"US","128891296",15,12-10-1999
126.7,"US","128891296",15,12-10-1999
124.2,"US","128891296",15,12-10-1999
135,"US","128891296",15,12-10-1999
84.7,"US","128891296",15,12-10-1999
110,"US","128891296",15,12-10-1999
110.9,"US","128891296",15,12-10-1999
119.9,"US","128891296",15,12-10-1999
97.5,"US","128891296",15,12-10-1999
83.9,"US","128891296",15,12-10-1999
115.3,"US","128891296",15,12-10-1999
95.5,"US","128891296",15,12-10-1999
121.2,"AT","018355716",2,27-01-2008
91.4,"AT","018355716",2,27-01-2008
119.5,"AT","018355716",2,27-01-2008
120.8,"AT","018355716",2,27-01-2008
111,"AT","018355716",2,27-01-2008
119.1,"AT","018355716",2,27-01-2008
119.4,"FR","4240325029",4,12-12-1999
105.7,"FR","4240325029",4,12-12-1999
119.9,"FR","4240325029",4,12-12-1999
122.4,"FR","4240325029",4,12-12-1999
121,"FR","4240325029",4,12-12-1999
118.6,"FR","4240325029",4,12-12-1999
115.8,"FR","4240325029",4,12-12-1999
114.1,"AT","900936922",2,01-07-2014
117,"AT","900936922",2,01-07-2014
120.3,"AT","900936922",2,01-07-2014
118.7,"AT","900936922",2,01-07-2014
118.2,"AT","900936922",2,01-07-2014
115.9,"AT","900936922",2,01-07-2014
122.5,"US","60413290",3,04-06-2001
83.5,"US","60413290",3,04-06-2001
95.9,"US","60413290",3,04-06-2001
101.1,"US","60413290",3,04-06-2001
128.4,"US","60413290",3,04-06-2001
118.5,"US","60413290",3,04-06-2001
142.6,"US","60413290",3,04-06-2001
112.4,"US","60413290",3,04-06-2001
118.8,"US","60413290",3,04-06-2001
95.8,"US","60413290",3,04-06-2001
100.5,"US","60413290",3,04-06-2001
119.2,"US","60413290",3,04-06-2001
101.7,"US","60413290",3,04-06-2001
109.2,"US","60413290",3,04-06-2001
89.2,"US","60413290",3,04-06-2001
84.4,"US","60413290",3,04-06-2001
115,"US","60413290",3,04-06-2001
104,"US","60413290",3,04-06-2001
96.8,"US","60413290",3,04-06-2001
74.7,"US","60413290",3,04-06-2001
114.6,"US","60413290",3,04-06-2001
101.8,"US","60413290",3,04-06-2001
118.7,"US","60413290",3,04-06-2001
90.8,"US","60413290",3,04-06-2001
79.5,"US","60413290",3,04-06-2001
100.3,"US","60413290",3,04-06-2001
91.4,"US","60413290",3,04-06-2001
122.6,"US","60413290",3,04-06-2001
121.7,"US","60413290",3,04-06-2001
113,"CA","103974966",3,25-04-2006
93.5,"CA","103974966",3,25-04-2006
112.5,"CA","103974966",3,25-04-2006
131.1,"CA","103974966",3,25-04-2006
125.3,"CA","103974966",3,25-04-2006
138.2,"CA","103974966",3,25-04-2006
61.8,"CA","103974966",3,25-04-2006
133.2,"CA","103974966",3,25-04-2006
77.9,"CA","103974966",3,25-04-2006
106.8,"CA","103974966",3,25-04-2006
105,"CA","103974966",3,25-04-2006
76.2,"CA","103974966",3,25-04-2006
97.6,"CA","103974966",3,25-04-2006
154.7,"CA","103974966",3,25-04-2006
125.8,"CA","103974966",3,25-04-2006
108.5,"CA","103974966",3,25-04-2006
116,"CA","103974966",3,25-04-2006
73.1,"CA","103974966",3,25-04-2006
147.1,"CA","103974966",3,25-04-2006
101.8,"CA","103974966",3,25-04-2006
128.4,"CA","103974966",3,25-04-2006
93.8,"CA","103974966",3,25-04-2006
99.3,"CA","103974966",3,25-04-2006
129.5,"CA","103974966",3,25-04-2006
159.7,"CA","103974966",3,25-04-2006
125.8,"CA","103974966",3,25-04-2006
100.6,"CA","103974966",3,25-04-2006
143.3,"CA","103974966",3,25-04-2006
111.9,"CA","103974966",3,25-04-2006
116.6,"NL","583148186",3,08-06-2013
147.6,"NL","583148186",3,08-06-2013
85.6,"NL","583148186",3,08-06-2013
110,"NL","583148186",3,08-06-2013
140.1,"NL","583148186",3,08-06-2013
103.1,"NL","583148186",3,08-06-2013
108,"NL","583148186",3,08-06-2013
95.6,"NL","583148186",3,08-06-2013
108.4,"NL","583148186",3,08-06-2013
78,"NL","583148186",3,08-06-2013
143.1,"NL","583148186",3,08-06-2013
155.5,"NL","583148186",3,08-06-2013
142.9,"NL","583148186",3,08-06-2013
133.4,"NL","583148186",3,08-06-2013
137.6,"NL","583148186",3,08-06-2013
134.6,"NL","583148186",3,08-06-2013
133,"NL","583148186",3,08-06-2013
124.6,"NL","583148186",3,08-06-2013
117.7,"NL","583148186",3,08-06-2013
135.6,"NL","583148186",3,08-06-2013
108.8,"NL","583148186",3,08-06-2013
144.8,"NL","583148186",3,08-06-2013
116.4,"NL","583148186",3,08-06-2013
111.3,"NL","583148186",3,08-06-2013
89.3,"NL","583148186",3,08-06-2013
103.6,"NL","583148186",3,08-06-2013
154.5,"NL","583148186",3,08-06-2013
125.2,"NL","583148186",3,08-06-2013
141.9,"NL","583148186",3,08-06-2013
133.8,"NL","583148186",3,08-06-2013
141,"NL","583148186",3,08-06-2013
125.6,"NL","583148186",3,08-06-2013
102.4,"NL","583148186",3,08-06-2013
97.3,"NL","583148186",3,08-06-2013
129.2,"NL","583148186",3,08-06-2013
114.9,"US","140924073",3,11-11-2010
123,"US","140924073",3,11-11-2010
119.3,"US","140924073",3,11-11-2010
137,"US","140924073",3,11-11-2010
81.8,"US","140924073",3,11-11-2010
113.7,"US","140924073",3,11-11-2010
135,"US","140924073",3,11-11-2010
120.4,"US","140924073",3,11-11-2010
114.5,"US","140924073",3,11-11-2010
151.5,"US","140924073",3,11-11-2010
109.7,"US","140924073",3,11-11-2010
123.3,"US","140924073",3,11-11-2010
133.1,"US","140924073",3,11-11-2010
107.7,"US","140924073",3,11-11-2010
115.9,"US","140924073",3,11-11-2010
114,"US","140924073",3,11-11-2010
110.1,"US","140924073",3,11-11-2010
118.1,"US","140924073",3,11-11-2010
121.2,"US","140924073",3,11-11-2010
85.3,"US","140924073",3,11-11-2010
139.7,"US","140924073",3,11-11-2010
112.7,"US","140924073",3,11-11-2010
84.9,"US","140924073",3,11-11-2010
110.1,"US","140924073",3,11-11-2010
127.7,"US","140924073",3,11-11-2010
107.7,"US","140924073",3,11-11-2010
140.7,"US","140924073",3,11-11-2010
136.8,"US","140924073",3,11-11-2010
100.6,"US","140924073",3,11-11-2010
133.5,"US","138291985",3,18-02-2007
98,"US","138291985",3,18-02-2007
104.7,"US","138291985",3,18-02-2007
124.6,"US","138291985",3,18-02-2007
131.2,"US","138291985",3,18-02-2007
124.6,"US","138291985",3,18-02-2007
137.4,"US","138291985",3,18-02-2007
106.4,"US","138291985",3,18-02-2007
120.5,"US","138291985",3,18-02-2007
104.2,"US","138291985",3,18-02-2007
124.7,"US","138291985",3,18-02-2007
126.6,"US","138291985",3,18-02-2007
70.5,"US","138291985",3,18-02-2007
108.6,"US","138291985",3,18-02-2007
101.7,"US","138291985",3,18-02-2007
130.6,"US","138291985",3,18-02-2007
134.5,"US","138291985",3,18-02-2007
110.8,"US","138291985",3,18-02-2007
85.8,"US","138291985",3,18-02-2007
107.8,"US","138291985",3,18-02-2007
139.9,"US","138291985",3,18-02-2007
102.7,"US","138291985",3,18-02-2007
89.5,"US","138291985",3,18-02-2007
105.7,"US","138291985",3,18-02-2007
68,"US","138291985",3,18-02-2007
94.6,"US","138291985",3,18-02-2007
99,"US","138291985",3,18-02-2007
125.5,"US","138291985",3,18-02-2007
141.7,"US","138291985",3,18-02-2007
107.2,"AT","148923419",2,01-01-1950
106.5,"AT","148923419",2,01-01-1950
113,"AT","148923419",2,01-01-1950
114.8,"AT","148923419",2,01-01-1950
112.8,"AT","148923419",2,01-01-1950
112.8,"AT","148923419",2,01-01-1950
124.5,"DE","0815074065",2,01-01-1950
122.9,"DE","0815074065",2,01-01-1950
106.6,"DE","0815074065",2,01-01-1950
116.5,"DE","0815074065",2,01-01-1950
117,"DE","0815074065",2,01-01-1950
122.5,"DE","0815074065",2,01-01-1950
118.7,"DE","0939417667",2,01-01-1950
110.9,"DE","0939417667",2,01-01-1950
116.1,"DE","0939417667",2,01-01-1950
117.8,"DE","0939417667",2,01-01-1950
98.7,"DE","0939417667",2,01-01-1950
118.2,"DE","0939417667",2,01-01-1950
114.9,"DE","0939417667",2,01-01-1950
103.4,"DE","0815627752",2,01-01-1950
119,"DE","0815627752",2,01-01-1950
111.5,"DE","0815627752",2,01-01-1950
114.5,"DE","0815627752",2,01-01-1950
117.8,"DE","0815627752",2,01-01-1950
118.1,"DE","0815627752",2,01-01-1950
121.5,"DE","0814426537",2,01-01-1950
116.4,"DE","0814426537",2,01-01-1950
122.7,"DE","0814426537",2,01-01-1950
123,"DE","0814426537",2,01-01-1950
120,"DE","0814426537",2,01-01-1950
107.3,"DE","0814426537",2,01-01-1950
122,"GB","202996101070",3,05-11-2013
148.3,"GB","202996101070",3,05-11-2013
123.1,"GB","202996101070",3,05-11-2013
149.2,"GB","202996101070",3,05-11-2013
129.1,"GB","202996101070",3,05-11-2013
121.7,"GB","202996101070",3,05-11-2013
113.7,"GB","202996101070",3,05-11-2013
154,"GB","202996101070",3,05-11-2013
154.6,"GB","202996101070",3,05-11-2013
112.7,"GB","202996101070",3,05-11-2013
126.5,"GB","202996101070",3,05-11-2013
121.5,"GB","202996101070",3,05-11-2013
164.9,"GB","202996101070",3,05-11-2013
149.5,"GB","202996101070",3,05-11-2013
160.3,"GB","202996101070",3,05-11-2013
128.6,"GB","202996101070",3,05-11-2013
87.6,"GB","202996101070",3,05-11-2013
139.9,"GB","202996101070",3,05-11-2013
147.1,"GB","202996101070",3,05-11-2013
68.3,"GB","202996101070",3,05-11-2013
128,"GB","202996101070",3,05-11-2013
130.9,"GB","202996101070",3,05-11-2013
122.3,"GB","202996101070",3,05-11-2013
122.8,"GB","202996101070",3,05-11-2013
119.3,"GB","202996101070",3,05-11-2013
117.9,"GB","202996101070",3,05-11-2013
91.9,"GB","202996101070",3,05-11-2013
136.5,"GB","202996101070",3,05-11-2013
124.8,"GB","202996101070",3,05-11-2013
69.9,"US","141548340",3,18-10-2011
79,"US","141548340",3,18-10-2011
132.4,"US","141548340",3,18-10-2011
116.5,"US","141548340",3,18-10-2011
129.1,"US","141548340",3,18-10-2011
95.6,"US","141548340",3,18-10-2011
125.2,"US","141548340",3,18-10-2011
153.3,"US","141548340",3,18-10-2011
116.1,"US","141548340",3,18-10-2011
117,"US","141548340",3,18-10-2011
130.4,"US","141548340",3,18-10-2011
98.1,"US","141548340",3,18-10-2011
126.8,"US","141548340",3,18-10-2011
141.6,"US","141548340",3,18-10-2011
155.1,"US","141548340",3,18-10-2011
137.8,"US","141548340",3,18-10-2011
128,"US","141548340",3,18-10-2011
139.7,"US","141548340",3,18-10-2011
131.6,"US","141548340",3,18-10-2011
143.1,"US","141548340",3,18-10-2011
121.5,"US","141548340",3,18-10-2011
133.7,"US","141548340",3,18-10-2011
129.3,"US","141548340",3,18-10-2011
128.2,"US","141548340",3,18-10-2011
135.4,"US","141548340",3,18-10-2011
149.4,"US","141548340",3,18-10-2011
118.4,"US","141548340",3,18-10-2011
118.7,"US","141548340",3,18-10-2011
91.3,"US","141548340",3,18-10-2011
112.3,"US","73896769",3,12-10-2014
149.2,"US","73896769",3,12-10-2014
81.2,"US","73896769",3,12-10-2014
80.4,"US","73896769",3,12-10-2014
132,"US","73896769",3,12-10-2014
89.2,"US","73896769",3,12-10-2014
134.6,"US","73896769",3,12-10-2014
121.4,"US","73896769",3,12-10-2014
107,"US","73896769",3,12-10-2014
128,"US","73896769",3,12-10-2014
107.4,"US","73896769",3,12-10-2014
133.2,"US","73896769",3,12-10-2014
133.3,"US","73896769",3,12-10-2014
149,"US","73896769",3,12-10-2014
136.2,"US","73896769",3,12-10-2014
141.3,"US","73896769",3,12-10-2014
100.4,"US","73896769",3,12-10-2014
137.6,"US","73896769",3,12-10-2014
129.5,"US","73896769",3,12-10-2014
113.6,"US","73896769",3,12-10-2014
