scenario,Generation,Group,EBV,gvNormUnres1,gvNormUnres3
50_50,23,home,-6.632974662834478,2.7843654072847412,2.7329239988478986
50_50,23,import,-2.9241884160798586,2.323684720629875,1.6656244250526409
50_50,24,home,-6.258689915399283,3.1299039155653103,3.1439308422255325
50_50,24,import,-2.6952690089016156,2.5805338524132617,1.9330646723240752
50_50,25,home,-6.1055457246990805,3.2900036925906484,3.369286877453175
50_50,25,import,-2.2825008143645884,2.9538716107018463,2.1966776106786816
50_50,26,home,-5.9074134607951505,3.488390603135165,3.5657297833939996
50_50,26,import,-2.205833990071761,3.034550869655077,2.2616320496245956
50_50,27,home,-5.490079667049779,3.761621450612266,3.955094963138414
50_50,27,import,-2.1547588647083407,3.087610973454138,2.250798248860963
50_50,28,home,-5.237786428640026,4.040208473648129,4.2377586588167215
50_50,28,import,-1.9312975226863462,3.3476195609139077,2.467521657975544
50_50,29,home,-4.9073415857731435,4.286641005939054,4.556171313989105
50_50,29,import,-1.7076150762754598,3.555859301943148,2.6147060906079145
50_50,30,home,-4.597030133098391,4.58674174681901,4.878336794271391
50_50,30,import,-1.7531578381412072,3.5319987479227026,2.6047686602624474
50_50,31,home,-4.2794902119814795,4.832772987042155,5.202458348194884
50_50,31,import,-1.43013814568981,3.83997266370518,2.8831537744860034
50_50,32,home,-3.998132902177066,5.053723309850196,5.468182047748148
50_50,32,import,-1.265432657672445,4.009068714448702,3.009358587237096
50_50,33,home,-3.718204673307878,5.2902962183588045,5.748468862493571
50_50,33,import,-0.9388936857094913,4.243520757828526,3.1660811104186966
50_50,34,home,-3.4818057874074113,5.475239127856756,5.987122912363807
50_50,34,import,-0.7154744591087985,4.49395091467819,3.296368807261215
50_50,35,home,-3.188983365519683,5.703430498057741,6.334393801897587
50_50,35,import,-0.32054091402199014,4.866108310518071,3.542880962452254
50_50,36,home,-2.8979524203344855,5.995299995939937,6.628602765043571
50_50,36,import,-0.15998198311805542,5.065462022548664,3.7714683740851727
50_50,37,home,-2.6868729469421333,6.2304055590412295,6.9232453191587275
50_50,37,import,0.013028026662037043,5.195467443941859,3.777055472521899
50_50,38,home,-2.4030524784953675,6.468519341562854,7.182105293654339
50_50,38,import,0.1705271522337961,5.397295978439385,3.9763684641482255
50_50,39,home,-2.1883701965150637,6.760265358476261,7.466373117934085
50_50,39,import,0.4969997234930552,5.673444843645917,4.2404051062389945
50_50,40,home,-2.007137529019669,6.938293751671073,7.71876843620508
50_50,40,import,0.7264432538252344,5.866707888359323,4.4003980015251285
50_50,41,home,-1.6831006995636562,7.011500871309551,7.897008546359528
50_50,41,import,1.0772583432800944,6.28427439555027,5.412338985018157
50_50,42,home,-1.570754949630784,7.186725919192413,8.069087469023751
50_50,42,import,1.1235009448379643,6.3253254303335105,5.445041302859014
50_50,43,home,-1.3008332081585658,7.404682921846432,8.342690013761883
50_50,43,import,1.4311451345474573,6.658107703797045,5.775647928324172
50_50,44,home,-0.9785001080798597,7.625592309725929,8.656312919347222
50_50,44,import,1.7681293899409747,6.993158468245398,6.202716736971694
50_50,45,home,-0.7348046449942133,7.823486941219191,8.90395023207553
50_50,45,import,2.1569421926388914,7.359875335108948,6.6740301799163175
50_50,46,home,-0.4101320645798616,8.051873585063635,9.214395466762582
50_50,46,import,2.461201101067121,7.661468249878785,7.114825212047715
50_50,47,home,-0.03536580047569475,8.334967427861947,9.572972483139164
50_50,47,import,2.8593555426631894,8.05449094539621,7.617855694591543
50_50,48,home,0.2516251042083325,8.622962062300683,9.870179100842234
50_50,48,import,3.169030457167826,8.371469302186073,7.917536570057502
50_50,49,home,0.5553806743379643,8.839957734455284,10.171655085419173
50_50,49,import,3.4787158188402802,8.678771033873652,8.318762882849402
50_50,50,home,0.8687468109363388,9.136528160008343,10.509101023491098
50_50,50,import,3.6948640074675922,8.907551740704852,8.660953788249756
50_50,51,home,1.1129403608368043,9.361201091222638,10.762831959121325
50_50,51,import,3.9529286478530015,9.182415767038766,9.057029105497092
50_50,52,home,1.5003481654502233,9.62143048656278,11.122478295300535
50_50,52,import,4.300596981452545,9.54713850353147,9.441409960420268
50_50,53,home,1.7940156894073993,9.875917644857838,11.41719158919525
50_50,53,import,4.589614732202522,9.829110543614787,9.846780382522805
50_50,54,home,2.1039417785972176,10.139949630833943,11.711605046182793
50_50,54,import,4.8389277575000005,10.089460720733136,10.16472782511578
50_50,55,home,2.429197157673602,10.341869293592433,12.000320234496934
50_50,55,import,5.1776386330590425,10.434865080505535,10.499989858512377
50_50,56,home,2.835461040927093,10.634275655303838,12.389729353737241
50_50,56,import,5.4890498861933,10.734278624845953,10.968177999662965
50_50,57,home,3.117417501579859,10.879429777251486,12.648746000645168
50_50,57,import,5.736820933160858,11.011590636380522,11.318113631562152
50_50,58,home,3.534472237896994,11.083727666695774,12.995305142872104
50_50,58,import,5.845488126339149,11.255272077067767,11.680720842633969
50_50,59,home,3.929738899449076,11.340687183608903,13.327803648063805
50_50,59,import,6.144467874452573,11.53722265257788,11.978607689503798
50_50,60,home,4.33085874355672,11.569600238585227,13.620315217633564
50_50,60,import,6.292145070509251,11.899961888365342,12.398158372270391
