scenario,Generation,Group,EBV,gvNormUnres1,gvNormUnres3
0_100,54,home,2.108073745547454,10.205442517769871,11.7154885401204
0_100,54,import,5.480281345857653,10.564653040740641,9.890385910180859
0_100,55,home,2.493456052704857,10.502210188145675,12.103872671524755
0_100,55,import,5.761525912468759,10.860718285645916,10.213165405416873
0_100,56,home,2.8624248338761538,10.802389754220265,12.46426874090084
0_100,56,import,6.057334075956036,11.175622648260008,10.621098425522597
0_100,57,home,3.1886803757037026,11.002412443198308,12.752398918568005
0_100,57,import,6.34048502217131,11.451700741389638,10.869415523930702
0_100,58,home,3.565413261391206,11.25745033036696,13.042313943972097
0_100,58,import,6.589723150670149,11.726261027033367,11.229249035154373
0_100,59,home,3.969714306420136,11.54440889728232,13.361425861633201
0_100,59,import,6.764563468282416,11.981359284378009,11.563424046908342
0_100,60,home,4.327034375719902,11.790447210407425,13.678746892556962
0_100,60,import,7.135819619694433,12.37020521775986,11.946650367384468
100_100,1,home,-0.002196123028935181,0.009885602308275385,0.015543739688993065
100_100,1,import,-0.0002516771030092596,-0.009885602400393564,-0.015543739754050934
100_100,2,home,-0.5389144121006975,0.29764910770486175,0.3306623420898038
100_100,2,import,-0.04699551602777786,0.33082283327405004,0.3282960636044314
100_100,3,home,-1.0734801024664364,-0.22292181712555603,-0.23967763539378498
100_100,3,import,-0.10094980923495413,-0.18300294243730375,-0.19269999181415437
100_100,4,home,-1.5937634638356584,-0.08120681947158517,-0.16515677938888906
100_100,4,import,-0.1571086157951388,-0.08862668701092588,-0.167254821701007
100_100,5,home,-2.0565839948530114,0.18428729130424648,0.11026526052957289
100_100,5,import,-0.21792141720370414,0.19675575063326362,0.109414229708229
100_100,6,home,-2.625812500696762,0.19084063239096044,0.3597671757746513
100_100,6,import,-0.3293304286967614,0.20711838792952533,0.39058414639870365
100_100,7,home,-3.1179528055717447,0.27092011800858834,0.3304145672592237
100_100,7,import,-0.4313788567546303,0.29754060675439825,0.343828248013809
100_100,8,home,-3.5900110810266104,0.4981421716622004,0.3220913241578483
100_100,8,import,-0.5335775812685171,0.4743544054062034,0.30425611014564813
100_100,9,home,-4.047904315178263,0.43704923778135374,0.18186359925443318
100_100,9,import,-0.6482462476689819,0.42834493482766217,0.169995019772454
100_100,10,home,-4.565058714699062,0.517054127613866,0.10016286712130763
100_100,10,import,-0.7571359637048632,0.5308623157007307,0.11542995256178253
100_100,11,home,-5.128860859447906,0.2864748859642351,-0.008285216664294097
100_100,11,import,-0.9457600057476835,0.3489810009368759,0.038260325274722416
100_100,12,home,-5.489079044917819,0.3777938081536804,0.13291415089663214
100_100,12,import,-1.1304560858611106,0.36040939309547343,0.10622554990894685
100_100,13,home,-5.932805727925925,0.37916409050545186,0.0637676161209143
100_100,13,import,-1.3666342246215282,0.3860671860320489,0.05655213791299805
100_100,14,home,-6.620984786233779,0.6629331163674411,0.3308092846059259
100_100,14,import,-1.4056742026388895,0.6730912528923271,0.33373242635193273
100_100,15,home,-7.748565342459462,0.49809782235201394,0.11368156303951407
100_100,15,import,-2.1566366569444497,0.540246447791284,0.12790395536064847
100_100,16,home,-8.046201943182888,0.7292053983467691,0.5655662865731825
100_100,16,import,-2.5853959662268506,0.7479638106714958,0.5777309092897649
100_100,17,home,-8.351611293903915,0.8899047427081038,0.6375622648004505
100_100,17,import,-3.074243710159718,0.9106053178091563,0.6565430407329261
100_100,18,home,-8.586805422781302,1.1402237434728717,0.6764634879710877
100_100,18,import,-3.5070032870960812,1.1153407598637604,0.6762301866301981
100_100,19,home,-8.826280196611116,0.9203941435739603,0.36263539448557947
100_100,19,import,-3.6169277604895678,0.9490500254488627,0.369442461138182
100_100,20,home,-9.056223613533572,0.7675692452087368,0.1642379376888781
100_100,20,import,-4.2658493534884405,0.7233420375348169,0.13472011180971016
100_100,21,home,-6.797003233685171,2.6423071780408884,2.6899421217445583
100_100,21,import,-2.7515353612314986,2.3098468414291453,1.8036855852183933
100_100,22,home,-7.095861867174775,2.531684249564269,2.4156960663185627
100_100,22,import,-2.77889405726968,2.3083933456530903,1.6742084225498166
100_100,23,home,-6.640714734762746,2.7843654072847412,2.7329239988478986
100_100,23,import,-2.8067967418645954,2.323684720629875,1.6656244250526409
100_100,24,home,-6.267731547999979,3.1299039155653103,3.1439308422255325
100_100,24,import,-2.583218153408563,2.5805338524132617,1.9330646723240752
100_100,25,home,-6.115646498108799,3.2900036925906484,3.369286877453175
100_100,25,import,-2.166569291219905,2.9538716107018463,2.1966776106786816
100_100,26,home,-5.907687649798616,3.488390603135165,3.5657297833939996
100_100,26,import,-2.0911071345208287,3.034550869655077,2.2616320496245956
100_100,27,home,-5.492886598935174,3.761621450612266,3.955094963138414
100_100,27,import,-2.0378672885543883,3.087610973454138,2.250798248860963
100_100,28,home,-5.246319179806689,4.040208473648129,4.2377586588167215
100_100,28,import,-1.8152760735520812,3.3476195609139077,2.467521657975544
100_100,29,home,-4.9143801622685315,4.286641005939054,4.556171313989105
100_100,29,import,-1.5899445958043927,3.555859301943148,2.6147060906079145
100_100,30,home,-4.602649688681735,4.58674174681901,4.878336794271391
100_100,30,import,-1.636326456459489,3.5319987479227026,2.6047686602624474
100_100,31,home,-4.301177499421312,4.832772987042155,5.202458348194884
100_100,31,import,-1.312391960312498,3.83997266370518,2.8831537744860034
100_100,32,home,-4.018615540664349,5.053723309850196,5.468182047748148
100_100,32,import,-1.1464002217314824,4.009068714448702,3.009358587237096
100_100,33,home,-3.7416466346492983,5.2902962183588045,5.748468862493571
100_100,33,import,-0.8161972732222224,4.243520757828526,3.1660811104186966
100_100,34,home,-3.494736340883095,5.475239127856756,5.987122912363807
100_100,34,import,-0.6003644263217606,4.49395091467819,3.296368807261215
100_100,35,home,-3.224240656856475,5.703430498057741,6.334393801897587
100_100,35,import,-0.20750026203588026,4.866108310518071,3.542880962452254
100_100,36,home,-2.920471423505791,5.995299995939937,6.628602765043571
100_100,36,import,-0.04432183968865759,5.065462022548664,3.7714683740851727
100_100,37,home,-2.7161112955798465,6.2304055590412295,6.9232453191587275
100_100,37,import,0.14055926671759295,5.195467443941859,3.777055472521899
100_100,38,home,-2.4182608671712917,6.468519341562854,7.182105293654339
100_100,38,import,0.28763869033217687,5.397295978439385,3.9763684641482255
100_100,39,home,-2.2241997239375,6.760265358476261,7.466373117934085
100_100,39,import,0.6186381438078693,5.673444843645917,4.2404051062389945
100_100,40,home,-2.025019792465282,6.938293751671073,7.71876843620508
100_100,40,import,0.8308108360775449,5.866707888359323,4.4003980015251285
100_100,41,home,-1.763606124203701,6.9909958036783,7.887519477915676
100_100,41,import,1.2525618495266255,6.40018121876944,6.186023918897693
100_100,42,home,-1.6225766336261571,7.163723929724959,8.060221170644466
100_100,42,import,1.388853044620369,6.489926411325186,6.282904641625791
100_100,43,home,-1.355681501634252,7.395697550134743,8.30882621434257
100_100,43,import,1.7067649099398172,6.775783154803719,6.617153318604567
100_100,44,home,-1.0864635579502284,7.581468853532417,8.560211775111854
100_100,44,import,2.0501854856840276,7.165868184724616,7.234073543341698
100_100,45,home,-0.8214411769004626,7.760261899350437,8.827337396767017
100_100,45,import,2.2829716871643604,7.393659830306296,7.631453277643803
100_100,46,home,-0.4837473721342582,8.02736610011071,9.124862418106789
100_100,46,import,2.613344416726856,7.6838255265652435,8.09398568138277
100_100,47,home,-0.10422402448726836,8.29589773780011,9.493438943526264
100_100,47,import,3.010246296981489,8.099718467970098,8.74268720393887
100_100,48,home,0.12087429767708349,8.488219321532979,9.756173744000684
100_100,48,import,3.213026141459501,8.304474831417533,9.029530388736712
100_100,49,home,0.5127062425601837,8.74640915448798,10.099243735610372
100_100,49,import,3.4262055436643446,8.526389357955846,9.399069333798872
100_100,50,home,0.8251929747245378,9.029533248075346,10.45131822475471
100_100,50,import,3.665060561694441,8.731133908956782,9.81363351670164
100_100,51,home,1.1318546295613454,9.259086150424228,10.778274129121177
100_100,51,import,3.9157506596782334,9.025557644716208,10.177222018551177
100_100,52,home,1.447940487328705,9.45525125774404,11.036009026497494
100_100,52,import,4.194594359767378,9.273997228637342,10.455733846645066
100_100,53,home,1.8147045814641207,9.760675722504024,11.40664603292679
100_100,53,import,4.440782523696759,9.565801961608733,10.919071819068394
100_100,54,home,2.132011852704868,10.088806655885103,11.745705710526442
100_100,54,import,4.755155564190971,9.901187004407003,11.31955197919903
100_100,55,home,2.4389107531782406,10.270825903792385,12.036637005115688
100_100,55,import,5.033568397170132,10.149426147738163,11.585321978601751
100_100,56,home,2.806276988217594,10.622486235986969,12.38996658150271
100_100,56,import,5.377602500184033,10.513339997400424,11.994055131539449
100_100,57,home,3.1232388658993138,10.830398991802197,12.687915888651174
100_100,57,import,5.623478467011578,10.803714825904267,12.399432425176682
100_100,58,home,3.472139656496529,11.098202687833782,12.983515223127844
100_100,58,import,5.730501535792816,11.073380548747052,12.732069527352456
100_100,59,home,3.881198669693279,11.349567834610705,13.331175199861496
100_100,59,import,5.780447653787028,11.416289285217387,13.146136225988824
100_100,60,home,4.3236871428692165,11.704787626454722,13.696479210383036
100_100,60,import,5.8035609074814944,11.807089967581625,13.510379638000332
10_10,1,home,-0.0021920879849537016,0.009885602308275385,0.015543739688993065
10_10,1,import,-0.0005337187881944443,-0.009885602400393564,-0.015543739754050934
10_10,2,home,-0.540322798234952,0.29764910770486175,0.3306623420898038
10_10,2,import,-0.10494772612731455,0.33082283327405004,0.3282960636044314
10_10,3,home,-1.0739406346435179,-0.22292181712555603,-0.23967763539378498
10_10,3,import,-0.21264624898958345,-0.18300294243730375,-0.19269999181415437
10_10,4,home,-1.6016570529791647,-0.08120681947158517,-0.16515677938888906
10_10,4,import,-0.31628938793518546,-0.08862668701092588,-0.167254821701007
10_10,5,home,-2.0695257029942162,0.18428729130424648,0.11026526052957289
10_10,5,import,-0.41381199078587944,0.19675575063326362,0.109414229708229
10_10,6,home,-2.6331396630590285,0.19084063239096044,0.3597671757746513
10_10,6,import,-0.5598078253043995,0.20711838792952533,0.39058414639870365
10_10,7,home,-3.1111381839398042,0.27092011800858834,0.3304145672592237
10_10,7,import,-0.6782938052395843,0.29754060675439825,0.343828248013809
10_10,8,home,-3.5607887009097228,0.4981421716622004,0.3220913241578483
10_10,8,import,-0.7927290615405072,0.4743544054062034,0.30425611014564813
10_10,9,home,-3.9963749713888848,0.43704923778135374,0.18186359925443318
10_10,9,import,-0.9074551130787039,0.42834493482766217,0.169995019772454
10_10,10,home,-4.483788246083331,0.517054127613866,0.10016286712130763
10_10,10,import,-1.022608911665507,0.5308623157007307,0.11542995256178253
10_10,11,home,-5.017159577059017,0.2864748859642351,-0.008285216664294097
10_10,11,import,-1.189062280893517,0.3489810009368759,0.038260325274722416
10_10,12,home,-5.363287780197922,0.3777938081536804,0.13291415089663214
10_10,12,import,-1.3620252753449136,0.36040939309547343,0.10622554990894685
10_10,13,home,-5.787095315203691,0.37916409050545186,0.0637676161209143
10_10,13,import,-1.5502384282453725,0.3860671860320489,0.05655213791299805
10_10,14,home,-6.4757207095729346,0.6629331163674411,0.3308092846059259
10_10,14,import,-1.5511357979722173,0.6730912528923271,0.33373242635193273
10_10,15,home,-7.593934563103029,0.49809782235201394,0.11368156303951407
10_10,15,import,-2.206486466769683,0.540246447791284,0.12790395536064847
10_10,16,home,-7.885679472248842,0.7292053983467691,0.5655662865731825
10_10,16,import,-2.6162005607685237,0.7479638106714958,0.5777309092897649
10_10,17,home,-8.188864837540498,0.8899047427081038,0.6375622648004505
10_10,17,import,-3.1007412928530123,0.9106053178091563,0.6565430407329261
10_10,18,home,-8.424778898479142,1.1402237434728717,0.6764634879710877
10_10,18,import,-3.5355315533206144,1.1153407598637604,0.6762301866301981
10_10,19,home,-8.663946044787055,0.9203941435739603,0.36263539448557947
10_10,19,import,-3.644069892814809,0.9490500254488627,0.369442461138182
10_10,20,home,-8.893889478630761,0.7675692452087368,0.1642379376888781
10_10,20,import,-4.2914774839826215,0.7233420375348169,0.13472011180971016
10_10,21,home,-6.633670687914336,2.6423071780408884,2.6899421217445583
10_10,21,import,-2.7845823195416552,2.3098468414291453,1.8036855852183933
10_10,22,home,-6.933710717810182,2.531684249564269,2.4156960663185627
10_10,22,import,-2.801983459153932,2.3083933456530903,1.6742084225498166
10_10,23,home,-6.481573623939802,2.7843654072847412,2.7329239988478986
10_10,23,import,-2.8370175270567155,2.323684720629875,1.6656244250526409
10_10,24,home,-6.10889307455439,3.1299039155653103,3.1439308422255325
10_10,24,import,-2.6144239135312555,2.5805338524132617,1.9330646723240752
10_10,25,home,-5.95898047680093,3.2900036925906484,3.369286877453175
10_10,25,import,-2.204074189739584,2.9538716107018463,2.1966776106786816
10_10,26,home,-5.755428008349552,3.488390603135165,3.5657297833939996
10_10,26,import,-2.122260911679395,3.034550869655077,2.2616320496245956
10_10,27,home,-5.339489819975683,3.761621450612266,3.955094963138414
10_10,27,import,-2.0669646385787064,3.087610973454138,2.250798248860963
10_10,28,home,-5.087165050370366,4.040208473648129,4.2377586588167215
10_10,28,import,-1.8432753581307897,3.3476195609139077,2.467521657975544
10_10,29,home,-4.757536855927066,4.286641005939054,4.556171313989105
10_10,29,import,-1.6207841197928285,3.555859301943148,2.6147060906079145
10_10,30,home,-4.445062397842602,4.58674174681901,4.878336794271391
10_10,30,import,-1.6619590254201317,3.5319987479227026,2.6047686602624474
10_10,31,home,-4.141082682662048,4.832772987042155,5.202458348194884
10_10,31,import,-1.3435994063044014,3.83997266370518,2.8831537744860034
10_10,32,home,-3.8551613866145806,5.053723309850196,5.468182047748148
10_10,32,import,-1.1768604841330992,4.009068714448702,3.009358587237096
10_10,33,home,-3.5805709638923555,5.2902962183588045,5.748468862493571
10_10,33,import,-0.8516618722372697,4.243520757828526,3.1660811104186966
10_10,34,home,-3.3336173923865724,5.475239127856756,5.987122912363807
10_10,34,import,-0.6294499703923634,4.49395091467819,3.296368807261215
10_10,35,home,-3.0573311535034704,5.703430498057741,6.334393801897587
10_10,35,import,-0.23283452065277901,4.866108310518071,3.542880962452254
10_10,36,home,-2.7492961168321726,5.995299995939937,6.628602765043571
10_10,36,import,-0.05955117598263889,5.065462022548664,3.7714683740851727
10_10,37,home,-2.552485846520832,6.2304055590412295,6.9232453191587275
10_10,37,import,0.11406003278009272,5.195467443941859,3.777055472521899
10_10,38,home,-2.2615903466111162,6.468519341562854,7.182105293654339
10_10,38,import,0.24328857336342571,5.397295978439385,3.9763684641482255
10_10,39,home,-2.0435446375694455,6.760265358476261,7.466373117934085
10_10,39,import,0.5821035601064818,5.673444843645917,4.2404051062389945
10_10,40,home,-1.8564573798923616,6.938293751671073,7.71876843620508
10_10,40,import,0.8056743931724554,5.866707888359323,4.4003980015251285
10_10,41,home,-1.596244103366896,6.996862510365869,7.879057771445965
10_10,41,import,1.0122515060046329,6.153051260646987,4.792327693441037
10_10,42,home,-1.4314715922627248,7.199874827557048,8.088153638547787
10_10,42,import,1.068115762207173,6.194578490771518,4.80265789707226
10_10,43,home,-1.1741872342824071,7.36876950123367,8.305189873070033
10_10,43,import,1.397728148587966,6.531055523986452,5.051903231818076
10_10,44,home,-0.8430642251701387,7.6140776609799845,8.639043658037128
10_10,44,import,1.7957193960185098,6.957057083269478,5.404608608184716
10_10,45,home,-0.622869322210648,7.78863781423133,8.875215565001643
10_10,45,import,2.0537271458020787,7.200570027912581,5.572092618998112
10_10,46,home,-0.31561365820949033,8.008603710499303,9.12317988393629
10_10,46,import,2.3955569576157436,7.554166527348211,5.897720918732262
10_10,47,home,0.016759734878472113,8.290575670154716,9.475577925880268
10_10,47,import,2.907288581177095,8.062646440520092,6.3318050601840365
10_10,48,home,0.30353642599305597,8.55844839649755,9.779826126305702
10_10,48,import,3.2007342336215143,8.370192465247523,6.564133685747321
10_10,49,home,0.6071170969594893,8.813792514254644,10.096467129980775
10_10,49,import,3.5939024472604175,8.789876923058985,7.0113913572517905
10_10,50,home,0.8885615344178242,9.013823921095124,10.34670632075626
10_10,50,import,3.93531679194213,9.155907818768624,7.307049898703999
10_10,51,home,1.279480426185192,9.355818796796964,10.774901286599084
10_10,51,import,4.348726851412033,9.542444615187016,7.702744168673718
10_10,52,home,1.5311071171643522,9.540260579985244,11.019034670437716
10_10,52,import,4.562563162178248,9.827797438078777,7.930667628050033
10_10,53,home,1.8459524195509227,9.77048086775512,11.33048994758772
10_10,53,import,4.868426057217589,10.120428330117111,8.223544326654213
10_10,54,home,2.1595063028090324,10.080407792469071,11.671551507209964
10_10,54,import,5.21716020293286,10.507441621427617,8.443511555540194
10_10,55,home,2.4660290725451373,10.301439687741208,11.950556446186722
10_10,55,import,5.611158282731486,10.911119030423125,8.891943682793249
10_10,56,home,2.764416046255801,10.547792028398547,12.239252013591766
10_10,56,import,5.861774702270826,11.206915381358748,9.108205252818793
10_10,57,home,3.098218624954867,10.793121628657174,12.545766810223205
10_10,57,import,6.168414850488427,11.469838175705126,9.312824489390989
10_10,58,home,3.426857555998837,11.054204047370272,12.8832368995451
10_10,58,import,6.503331484634271,11.79909398653179,9.729055287513624
10_10,59,home,3.78779135228821,11.255242555106854,13.17070611487985
10_10,59,import,6.775534315649295,11.921659932713997,9.822847988073908
10_10,60,home,4.16228435165856,11.495871605860483,13.465233200162983
10_10,60,import,7.114143855103001,12.236339473857907,10.117474805667085
50_50,1,home,-0.0021451910902777756,0.009885602308275385,0.015543739688993065
50_50,1,import,-0.00036235577199074045,-0.009885602400393564,-0.015543739754050934
50_50,2,home,-0.5247904133634236,0.29764910770486175,0.3306623420898038
50_50,2,import,-0.07132298239699107,0.33082283327405004,0.3282960636044314
50_50,3,home,-1.0431928429282409,-0.22292181712555603,-0.23967763539378498
50_50,3,import,-0.14603303930787043,-0.18300294243730375,-0.19269999181415437
50_50,4,home,-1.5639448655636592,-0.08120681947158517,-0.16515677938888906
50_50,4,import,-0.2194574290011572,-0.08862668701092588,-0.167254821701007
50_50,5,home,-2.02761845939815,0.18428729130424648,0.11026526052957289
50_50,5,import,-0.29147827962500034,0.19675575063326362,0.109414229708229
50_50,6,home,-2.594952023461806,0.19084063239096044,0.3597671757746513
50_50,6,import,-0.40878381596412033,0.20711838792952533,0.39058414639870365
50_50,7,home,-3.0858409321620304,0.27092011800858834,0.3304145672592237
50_50,7,import,-0.5066709550775453,0.29754060675439825,0.343828248013809
50_50,8,home,-3.5618601054328636,0.4981421716622004,0.3220913241578483
50_50,8,import,-0.6029669220590289,0.4743544054062034,0.30425611014564813
50_50,9,home,-4.023417636398136,0.43704923778135374,0.18186359925443318
50_50,9,import,-0.7113725572280055,0.42834493482766217,0.169995019772454
50_50,10,home,-4.549544146281255,0.517054127613866,0.10016286712130763
50_50,10,import,-0.8101406811805563,0.5308623157007307,0.11542995256178253
50_50,11,home,-5.1210552887036975,0.2864748859642351,-0.008285216664294097
50_50,11,import,-0.9827016259583345,0.3489810009368759,0.038260325274722416
50_50,12,home,-5.485629742679412,0.3777938081536804,0.13291415089663214
50_50,12,import,-1.1672644453287049,0.36040939309547343,0.10622554990894685
50_50,13,home,-5.932788307572918,0.37916409050545186,0.0637676161209143
50_50,13,import,-1.4199800329282337,0.3860671860320489,0.05655213791299805
50_50,14,home,-6.616018177005792,0.6629331163674411,0.3308092846059259
50_50,14,import,-1.473866193793984,0.6730912528923271,0.33373242635193273
50_50,15,home,-7.737684153710634,0.49809782235201394,0.11368156303951407
50_50,15,import,-2.2522226139212886,0.540246447791284,0.12790395536064847
50_50,16,home,-8.032540617609973,0.7292053983467691,0.5655662865731825
50_50,16,import,-2.6943378039155124,0.7479638106714958,0.5777309092897649
50_50,17,home,-8.335985390901596,0.8899047427081038,0.6375622648004505
50_50,17,import,-3.182401067729176,0.9106053178091563,0.6565430407329261
50_50,18,home,-8.57229133735187,1.1402237434728717,0.6764634879710877
50_50,18,import,-3.6168138784756922,1.1153407598637604,0.6762301866301981
50_50,19,home,-8.807213462290497,0.9203941435739603,0.36263539448557947
50_50,19,import,-3.7275099768715196,0.9490500254488627,0.369442461138182
50_50,20,home,-9.039946957100678,0.7675692452087368,0.1642379376888781
50_50,20,import,-4.376940919512704,0.7233420375348169,0.13472011180971016
50_50,21,home,-6.775444000907417,2.6423071780408884,2.6899421217445583
50_50,21,import,-2.8665648701944497,2.3098468414291453,1.8036855852183933
50_50,22,home,-7.081183760027771,2.531684249564269,2.4156960663185627
50_50,22,import,-2.890653192459499,2.3083933456530903,1.6742084225498166
