,Category,EBVGen,Cor,Group,Scenario,Rep,Generation
2,Male candidates,EBV49,0.698666160891798,home,10_10,1,49
3,Mothers,EBV49,0.7279644113285454,home,10_10,1,49
0,Fathers,EBV50,0.4679354872237919,home,10_10,1,50
1,Female candidates,EBV50,0.37864960200367004,home,10_10,1,50
2,Male candidates,EBV50,0.6544967288357497,home,10_10,1,50
3,Mothers,EBV50,0.7018310561217291,home,10_10,1,50
0,Fathers,EBV51,0.5336988747812026,home,10_10,1,51
1,Female candidates,EBV51,0.36815019328082466,home,10_10,1,51
2,Male candidates,EBV51,0.7197923219372858,home,10_10,1,51
3,Mothers,EBV51,0.6955518808220832,home,10_10,1,51
0,Fathers,EBV52,0.7564712309722952,home,10_10,1,52
1,Female candidates,EBV52,0.3813401773363626,home,10_10,1,52
2,Male candidates,EBV52,0.8887720505009358,home,10_10,1,52
3,Mothers,EBV52,0.6933728959554849,home,10_10,1,52
0,Fathers,EBV53,0.8367985833159393,home,10_10,1,53
1,Female candidates,EBV53,0.44753248222172576,home,10_10,1,53
2,Male candidates,EBV53,0.7618780985578373,home,10_10,1,53
3,Mothers,EBV53,0.6851695679882498,home,10_10,1,53
0,Fathers,EBV54,0.885609184183125,home,10_10,1,54
1,Female candidates,EBV54,0.42742962839157883,home,10_10,1,54
2,Male candidates,EBV54,0.8355982707588707,home,10_10,1,54
3,Mothers,EBV54,0.6965854165188111,home,10_10,1,54
0,Fathers,EBV55,0.8382039799241977,home,10_10,1,55
1,Female candidates,EBV55,0.4542966746122807,home,10_10,1,55
2,Male candidates,EBV55,0.6945919913901967,home,10_10,1,55
3,Mothers,EBV55,0.6935674191393496,home,10_10,1,55
0,Fathers,EBV56,0.8518308541082407,home,10_10,1,56
1,Female candidates,EBV56,0.41940319984546925,home,10_10,1,56
2,Male candidates,EBV56,0.7717056143608302,home,10_10,1,56
3,Mothers,EBV56,0.7059575517288055,home,10_10,1,56
0,Fathers,EBV57,0.8087462408905085,home,10_10,1,57
1,Female candidates,EBV57,0.4131625044672705,home,10_10,1,57
2,Male candidates,EBV57,0.8157544921477817,home,10_10,1,57
3,Mothers,EBV57,0.7186505667655498,home,10_10,1,57
0,Fathers,EBV58,0.7200562667714513,home,10_10,1,58
1,Female candidates,EBV58,0.39986428024232673,home,10_10,1,58
2,Male candidates,EBV58,0.8019643275140848,home,10_10,1,58
3,Mothers,EBV58,0.7143051647970631,home,10_10,1,58
0,Fathers,EBV59,0.7328046356025679,home,10_10,1,59
1,Female candidates,EBV59,0.3773320238521074,home,10_10,1,59
2,Male candidates,EBV59,0.8769123008465456,home,10_10,1,59
3,Mothers,EBV59,0.7146275355448327,home,10_10,1,59
0,Fathers,EBV60,0.7795252947109588,home,10_10,1,60
1,Female candidates,EBV60,0.4252901920061369,home,10_10,1,60
2,Male candidates,EBV60,0.6286447346057542,home,10_10,1,60
3,Mothers,EBV60,0.7137441518117752,home,10_10,1,60
4,izl,EBV60,-0.0027542855247305966,home,10_10,1,60
0,Fathers,EBV21,0.11348850018903534,import,10_10,1,21
1,Female candidates,EBV21,0.22182113496710473,import,10_10,1,21
2,Male candidates,EBV21,0.2044806041395488,import,10_10,1,21
3,Male candidates1,EBV21,0.13204197134535292,import,10_10,1,21
4,Mothers,EBV21,0.6097056617164477,import,10_10,1,21
0,Fathers,EBV22,0.19607641773457188,import,10_10,1,22
1,Female candidates,EBV22,0.3306374740019415,import,10_10,1,22
2,Male candidates,EBV22,0.24908848897699465,import,10_10,1,22
3,Male candidates1,EBV22,-0.010522628680803107,import,10_10,1,22
4,Mothers,EBV22,0.6279699784033599,import,10_10,1,22
0,Fathers,EBV23,-0.11106949958467507,import,10_10,1,23
1,Female candidates,EBV23,0.44928880582867076,import,10_10,1,23
2,Male candidates,EBV23,0.21266767365763636,import,10_10,1,23
3,Male candidates1,EBV23,0.12051677176956196,import,10_10,1,23
4,Mothers,EBV23,0.6303233099157557,import,10_10,1,23
0,Fathers,EBV24,0.07703539009851242,import,10_10,1,24
1,Female candidates,EBV24,0.2535785013447743,import,10_10,1,24
2,Male candidates,EBV24,0.2874268065102194,import,10_10,1,24
3,Male candidates1,EBV24,0.09242019612899961,import,10_10,1,24
4,Mothers,EBV24,0.7370194408072563,import,10_10,1,24
0,Fathers,EBV25,0.20269960652508615,import,10_10,1,25
1,Female candidates,EBV25,0.37380807359880974,import,10_10,1,25
2,Male candidates,EBV25,0.29648375619939027,import,10_10,1,25
3,Male candidates1,EBV25,0.03992380490680472,import,10_10,1,25
4,Mothers,EBV25,0.7181286797868727,import,10_10,1,25
0,Fathers,EBV26,0.42483599360361946,import,10_10,1,26
1,Female candidates,EBV26,0.36493691288906505,import,10_10,1,26
2,Male candidates,EBV26,0.35964965459648734,import,10_10,1,26
3,Male candidates1,EBV26,0.35470243413279495,import,10_10,1,26
4,Mothers,EBV26,0.6529633654729559,import,10_10,1,26
0,Fathers,EBV27,0.6909565386073127,import,10_10,1,27
1,Female candidates,EBV27,0.314406782706345,import,10_10,1,27
2,Male candidates,EBV27,0.36542375922079223,import,10_10,1,27
3,Male candidates1,EBV27,0.33660898912694914,import,10_10,1,27
4,Mothers,EBV27,0.5152611402105457,import,10_10,1,27
0,Fathers,EBV28,0.757576989063459,import,10_10,1,28
1,Female candidates,EBV28,0.3019302502640703,import,10_10,1,28
2,Male candidates,EBV28,0.29011722625598696,import,10_10,1,28
3,Male candidates1,EBV28,0.24987383942224384,import,10_10,1,28
4,Mothers,EBV28,0.538956244027211,import,10_10,1,28
0,Fathers,EBV29,0.6957787235574223,import,10_10,1,29
1,Female candidates,EBV29,0.27305646475457584,import,10_10,1,29
2,Male candidates,EBV29,0.3331791176824925,import,10_10,1,29
3,Male candidates1,EBV29,0.2883380406629755,import,10_10,1,29
4,Mothers,EBV29,0.5064392813158834,import,10_10,1,29
0,Fathers,EBV30,0.3607055530172304,import,10_10,1,30
1,Female candidates,EBV30,0.26090995204183376,import,10_10,1,30
2,Male candidates,EBV30,0.42115285451944834,import,10_10,1,30
3,Male candidates1,EBV30,0.33230063414474087,import,10_10,1,30
4,Mothers,EBV30,0.5027745723702723,import,10_10,1,30
0,Fathers,EBV31,0.30969029440815554,import,10_10,1,31
1,Female candidates,EBV31,0.2705815287078468,import,10_10,1,31
2,Male candidates,EBV31,0.42593726854460573,import,10_10,1,31
3,Male candidates1,EBV31,0.2255031565028552,import,10_10,1,31
4,Mothers,EBV31,0.4850428069790705,import,10_10,1,31
0,Fathers,EBV32,0.2945897718444189,import,10_10,1,32
1,Female candidates,EBV32,0.22600160985296705,import,10_10,1,32
2,Male candidates,EBV32,0.2516819876868798,import,10_10,1,32
3,Male candidates1,EBV32,0.07970618048161081,import,10_10,1,32
4,Mothers,EBV32,0.4712003024113149,import,10_10,1,32
0,Fathers,EBV33,0.2539694501468018,import,10_10,1,33
1,Female candidates,EBV33,0.20379346638954804,import,10_10,1,33
2,Male candidates,EBV33,0.3251782940833726,import,10_10,1,33
3,Male candidates1,EBV33,0.030481337245588543,import,10_10,1,33
4,Mothers,EBV33,0.45992988349045566,import,10_10,1,33
0,Fathers,EBV34,0.16832250940075952,import,10_10,1,34
1,Female candidates,EBV34,0.18685092323968927,import,10_10,1,34
2,Male candidates,EBV34,0.46415853146681624,import,10_10,1,34
3,Male candidates1,EBV34,0.06134908219458008,import,10_10,1,34
4,Mothers,EBV34,0.46574158421214223,import,10_10,1,34
0,Fathers,EBV35,0.2390524821223533,import,10_10,1,35
1,Female candidates,EBV35,0.19883475746007628,import,10_10,1,35
2,Male candidates,EBV35,0.2867558929362127,import,10_10,1,35
3,Male candidates1,EBV35,0.1830249403185554,import,10_10,1,35
4,Mothers,EBV35,0.4556288416058119,import,10_10,1,35
0,Fathers,EBV36,0.30281750266897267,import,10_10,1,36
1,Female candidates,EBV36,0.17482401294900143,import,10_10,1,36
2,Male candidates,EBV36,0.15588087532965436,import,10_10,1,36
3,Male candidates1,EBV36,0.10862782307625109,import,10_10,1,36
4,Mothers,EBV36,0.4503566803930568,import,10_10,1,36
0,Fathers,EBV37,0.2438758384111827,import,10_10,1,37
1,Female candidates,EBV37,0.17711274821641315,import,10_10,1,37
2,Male candidates,EBV37,0.23589251977267503,import,10_10,1,37
3,Male candidates1,EBV37,0.05623015488788191,import,10_10,1,37
4,Mothers,EBV37,0.4438451824930291,import,10_10,1,37
0,Fathers,EBV38,0.14999547884902936,import,10_10,1,38
1,Female candidates,EBV38,0.19290802575744273,import,10_10,1,38
2,Male candidates,EBV38,0.24344486097901735,import,10_10,1,38
3,Male candidates1,EBV38,0.06995867988422885,import,10_10,1,38
4,Mothers,EBV38,0.42677334579819176,import,10_10,1,38
0,Fathers,EBV39,0.15888876454522843,import,10_10,1,39
1,Female candidates,EBV39,0.18249037462826043,import,10_10,1,39
2,Male candidates,EBV39,0.36275154422902733,import,10_10,1,39
3,Male candidates1,EBV39,0.06986835015274732,import,10_10,1,39
4,Mothers,EBV39,0.42252045537467625,import,10_10,1,39
0,Fathers,EBV40,0.1761578173122438,import,10_10,1,40
1,Female candidates,EBV40,0.1755812025427273,import,10_10,1,40
2,Male candidates,EBV40,0.32534854190250867,import,10_10,1,40
3,Male candidates1,EBV40,-0.029086313597900825,import,10_10,1,40
4,Mothers,EBV40,0.42256722246922473,import,10_10,1,40
0,Fathers,EBV41,0.22484083710305391,import,10_10,1,41
1,Female candidates,EBV41,0.3080390250545831,import,10_10,1,41
2,Male candidates,EBV41,0.11109918142783826,import,10_10,1,41
3,Mothers,EBV41,0.6129271496426539,import,10_10,1,41
0,Fathers,EBV42,0.3537701817302486,import,10_10,1,42
1,Female candidates,EBV42,0.29348632591680135,import,10_10,1,42
2,Male candidates,EBV42,0.6961269571650253,import,10_10,1,42
3,Mothers,EBV42,0.5904512461945733,import,10_10,1,42
0,Fathers,EBV43,0.6613572062757308,import,10_10,1,43
1,Female candidates,EBV43,0.2912496335709948,import,10_10,1,43
2,Male candidates,EBV43,0.7005810611708362,import,10_10,1,43
3,Mothers,EBV43,0.5786710411150254,import,10_10,1,43
0,Fathers,EBV44,0.786017488569598,import,10_10,1,44
1,Female candidates,EBV44,0.40376711188868925,import,10_10,1,44
2,Male candidates,EBV44,0.7383620336851942,import,10_10,1,44
3,Mothers,EBV44,0.5707634393490747,import,10_10,1,44
0,Fathers,EBV45,0.8422767740000298,import,10_10,1,45
1,Female candidates,EBV45,0.4239625751345179,import,10_10,1,45
2,Male candidates,EBV45,0.7216727060305294,import,10_10,1,45
3,Mothers,EBV45,0.5972307584078164,import,10_10,1,45
0,Fathers,EBV46,0.7665729388879691,import,10_10,1,46
1,Female candidates,EBV46,0.44913542406561124,import,10_10,1,46
2,Male candidates,EBV46,0.7172628290139365,import,10_10,1,46
3,Mothers,EBV46,0.6244189662387694,import,10_10,1,46
0,Fathers,EBV47,0.7342927696414198,import,10_10,1,47
1,Female candidates,EBV47,0.43695505614888763,import,10_10,1,47
2,Male candidates,EBV47,0.750775238588468,import,10_10,1,47
3,Mothers,EBV47,0.6432016079199779,import,10_10,1,47
0,Fathers,EBV48,0.7087789702420197,import,10_10,1,48
1,Female candidates,EBV48,0.40623561325388174,import,10_10,1,48
2,Male candidates,EBV48,0.7339422980459104,import,10_10,1,48
3,Mothers,EBV48,0.644198752257521,import,10_10,1,48
0,Fathers,EBV49,0.6856894398312745,import,10_10,1,49
1,Female candidates,EBV49,0.39986475151253853,import,10_10,1,49
2,Male candidates,EBV49,0.749893795082347,import,10_10,1,49
3,Mothers,EBV49,0.6604603123382105,import,10_10,1,49
0,Fathers,EBV50,0.5968505411861149,import,10_10,1,50
1,Female candidates,EBV50,0.4075658035057726,import,10_10,1,50
2,Male candidates,EBV50,0.7656767274322006,import,10_10,1,50
3,Mothers,EBV50,0.6583397111503354,import,10_10,1,50
0,Fathers,EBV51,0.6654835197594771,import,10_10,1,51
1,Female candidates,EBV51,0.38821295776285475,import,10_10,1,51
2,Male candidates,EBV51,0.706410524042276,import,10_10,1,51
3,Mothers,EBV51,0.6615458823738681,import,10_10,1,51
0,Fathers,EBV52,0.6563648551681706,import,10_10,1,52
1,Female candidates,EBV52,0.39367104107784734,import,10_10,1,52
2,Male candidates,EBV52,0.7425125499547233,import,10_10,1,52
3,Mothers,EBV52,0.6592954644504758,import,10_10,1,52
0,Fathers,EBV53,0.7146072334501821,import,10_10,1,53
1,Female candidates,EBV53,0.4244239898073308,import,10_10,1,53
2,Male candidates,EBV53,0.737614451548588,import,10_10,1,53
3,Mothers,EBV53,0.657578025108484,import,10_10,1,53
0,Fathers,EBV54,0.7472799793533399,import,10_10,1,54
1,Female candidates,EBV54,0.40544745959115464,import,10_10,1,54
2,Male candidates,EBV54,0.7716193810114078,import,10_10,1,54
3,Mothers,EBV54,0.6575935803088608,import,10_10,1,54
0,Fathers,EBV55,0.6420816181309871,import,10_10,1,55
1,Female candidates,EBV55,0.41093577746389703,import,10_10,1,55
2,Male candidates,EBV55,0.7465255117498083,import,10_10,1,55
3,Mothers,EBV55,0.6604673990845016,import,10_10,1,55
0,Fathers,EBV56,0.6751526575816658,import,10_10,1,56
1,Female candidates,EBV56,0.357107389465048,import,10_10,1,56
2,Male candidates,EBV56,0.76963485696899,import,10_10,1,56
3,Mothers,EBV56,0.6524176961653227,import,10_10,1,56
0,Fathers,EBV57,0.6515519497997532,import,10_10,1,57
1,Female candidates,EBV57,0.42291417853408064,import,10_10,1,57
2,Male candidates,EBV57,0.7560430269444796,import,10_10,1,57
3,Mothers,EBV57,0.646254798104554,import,10_10,1,57
0,Fathers,EBV58,0.6891890953830275,import,10_10,1,58
1,Female candidates,EBV58,0.36139253611026706,import,10_10,1,58
2,Male candidates,EBV58,0.7867208809688709,import,10_10,1,58
3,Mothers,EBV58,0.6581334845686382,import,10_10,1,58
0,Fathers,EBV59,0.7577910792965392,import,10_10,1,59
1,Female candidates,EBV59,0.3922584928153732,import,10_10,1,59
2,Male candidates,EBV59,0.8152572646843319,import,10_10,1,59
3,Mothers,EBV59,0.6635353825953084,import,10_10,1,59
0,Fathers,EBV60,0.7793635331437495,import,10_10,1,60
1,Female candidates,EBV60,0.4006849602828315,import,10_10,1,60
2,Male candidates,EBV60,0.7795241929289399,import,10_10,1,60
3,Mothers,EBV60,0.6628502965030546,import,10_10,1,60
4,izl,EBV60,0.013537020943496035,import,10_10,1,60
0,Fathers,EBV21,-0.345783642934004,home,50_50,1,21
1,Female candidates,EBV21,0.27007189898771966,home,50_50,1,21
2,Male candidates,EBV21,0.518988352694921,home,50_50,1,21
3,Male candidates1,EBV21,0.007397969893021694,home,50_50,1,21
4,Mothers,EBV21,0.37744329372137275,home,50_50,1,21
0,Fathers,EBV22,-0.31677590895388874,home,50_50,1,22
1,Female candidates,EBV22,0.184368300186295,home,50_50,1,22
2,Male candidates,EBV22,-0.11985347343748184,home,50_50,1,22
3,Male candidates1,EBV22,-0.19361922016623828,home,50_50,1,22
4,Mothers,EBV22,0.5028190702366379,home,50_50,1,22
0,Fathers,EBV23,-0.2097347599453193,home,50_50,1,23
1,Female candidates,EBV23,0.22451071738740452,home,50_50,1,23
2,Male candidates,EBV23,0.8546625063610883,home,50_50,1,23
3,Male candidates1,EBV23,0.05419808062245464,home,50_50,1,23
4,Mothers,EBV23,0.5903054673282871,home,50_50,1,23
0,Fathers,EBV24,0.6730678295805242,home,50_50,1,24
1,Female candidates,EBV24,0.3703673833317987,home,50_50,1,24
2,Male candidates,EBV24,0.7466499795250415,home,50_50,1,24
3,Male candidates1,EBV24,0.5595441219511662,home,50_50,1,24
4,Mothers,EBV24,0.6958365228244353,home,50_50,1,24
0,Fathers,EBV25,0.7282628916887088,home,50_50,1,25
1,Female candidates,EBV25,0.4358370538350708,home,50_50,1,25
2,Male candidates,EBV25,0.9555435006509122,home,50_50,1,25
3,Male candidates1,EBV25,0.46851298563256555,home,50_50,1,25
4,Mothers,EBV25,0.6923449447544999,home,50_50,1,25
0,Fathers,EBV26,0.831635957157362,home,50_50,1,26
1,Female candidates,EBV26,0.5146438061864667,home,50_50,1,26
2,Male candidates,EBV26,0.9700158137178687,home,50_50,1,26
3,Male candidates1,EBV26,0.43473242268404766,home,50_50,1,26
4,Mothers,EBV26,0.6488510222027847,home,50_50,1,26
0,Fathers,EBV27,0.92310587697281,home,50_50,1,27
1,Female candidates,EBV27,0.447349568497183,home,50_50,1,27
2,Male candidates,EBV27,0.9774009281433129,home,50_50,1,27
3,Male candidates1,EBV27,0.1251296641308573,home,50_50,1,27
4,Mothers,EBV27,0.5872311682411681,home,50_50,1,27
0,Fathers,EBV28,0.9812603466755204,home,50_50,1,28
1,Female candidates,EBV28,0.42217898230734846,home,50_50,1,28
2,Male candidates,EBV28,0.9273631918694755,home,50_50,1,28
3,Male candidates1,EBV28,0.5833807196598818,home,50_50,1,28
4,Mothers,EBV28,0.6159194677189496,home,50_50,1,28
0,Fathers,EBV29,0.9551651935097418,home,50_50,1,29
1,Female candidates,EBV29,0.4237760090350538,home,50_50,1,29
2,Male candidates,EBV29,0.9564719579187858,home,50_50,1,29
3,Male candidates1,EBV29,0.27200208922081254,home,50_50,1,29
4,Mothers,EBV29,0.6109372138393677,home,50_50,1,29
0,Fathers,EBV30,0.8764791639145902,home,50_50,1,30
1,Female candidates,EBV30,0.427967715821309,home,50_50,1,30
2,Male candidates,EBV30,0.9208338301922019,home,50_50,1,30
3,Male candidates1,EBV30,0.4484455034030578,home,50_50,1,30
4,Mothers,EBV30,0.6037328854758784,home,50_50,1,30
0,Fathers,EBV31,0.7666389945738286,home,50_50,1,31
1,Female candidates,EBV31,0.42542576207223143,home,50_50,1,31
2,Male candidates,EBV31,0.8817020373472382,home,50_50,1,31
3,Male candidates1,EBV31,0.4522958490210836,home,50_50,1,31
4,Mothers,EBV31,0.5851498347604291,home,50_50,1,31
0,Fathers,EBV32,0.5827071151003894,home,50_50,1,32
1,Female candidates,EBV32,0.34411957821644107,home,50_50,1,32
2,Male candidates,EBV32,0.9715528213925726,home,50_50,1,32
3,Male candidates1,EBV32,0.1553069622892958,home,50_50,1,32
4,Mothers,EBV32,0.5825033836370404,home,50_50,1,32
0,Fathers,EBV33,0.8111515808548805,home,50_50,1,33
1,Female candidates,EBV33,0.3506059043839238,home,50_50,1,33
2,Male candidates,EBV33,0.9665231678805299,home,50_50,1,33
3,Male candidates1,EBV33,0.3470008437552528,home,50_50,1,33
4,Mothers,EBV33,0.5880125186097697,home,50_50,1,33
0,Fathers,EBV34,0.8696897556650145,home,50_50,1,34
1,Female candidates,EBV34,0.34246460148630453,home,50_50,1,34
2,Male candidates,EBV34,0.8890870530229911,home,50_50,1,34
3,Male candidates1,EBV34,0.33743612348917734,home,50_50,1,34
4,Mothers,EBV34,0.5813322728781622,home,50_50,1,34
0,Fathers,EBV35,0.9019704647908322,home,50_50,1,35
1,Female candidates,EBV35,0.380951755424179,home,50_50,1,35
2,Male candidates,EBV35,0.8553920629009727,home,50_50,1,35
3,Male candidates1,EBV35,0.1267838444800477,home,50_50,1,35
4,Mothers,EBV35,0.5692979468000534,home,50_50,1,35
0,Fathers,EBV36,0.8242173224103099,home,50_50,1,36
1,Female candidates,EBV36,0.3611814669586711,home,50_50,1,36
2,Male candidates,EBV36,0.9915522184869808,home,50_50,1,36
3,Male candidates1,EBV36,0.1998857060577689,home,50_50,1,36
4,Mothers,EBV36,0.557896241964689,home,50_50,1,36
0,Fathers,EBV37,0.8841249009606009,home,50_50,1,37
1,Female candidates,EBV37,0.3563176910574919,home,50_50,1,37
2,Male candidates,EBV37,0.970837672232449,home,50_50,1,37
3,Male candidates1,EBV37,0.4544272122305253,home,50_50,1,37
4,Mothers,EBV37,0.5571608178778088,home,50_50,1,37
0,Fathers,EBV38,0.9283813762975199,home,50_50,1,38
1,Female candidates,EBV38,0.3405779054939292,home,50_50,1,38
2,Male candidates,EBV38,0.5642336519023425,home,50_50,1,38
3,Male candidates1,EBV38,0.38621004664953734,home,50_50,1,38
4,Mothers,EBV38,0.555118157816672,home,50_50,1,38
0,Fathers,EBV39,0.9242471757452528,home,50_50,1,39
1,Female candidates,EBV39,0.38524464159464483,home,50_50,1,39
2,Male candidates,EBV39,0.9730852881960034,home,50_50,1,39
3,Male candidates1,EBV39,-0.07125417835962741,home,50_50,1,39
4,Mothers,EBV39,0.5572784761488347,home,50_50,1,39
0,Fathers,EBV40,0.931815983715435,home,50_50,1,40
1,Female candidates,EBV40,0.3923383267567334,home,50_50,1,40
2,Male candidates,EBV40,0.849762860429531,home,50_50,1,40
3,Male candidates1,EBV40,0.5165841971882669,home,50_50,1,40
4,Mothers,EBV40,0.5530832964122867,home,50_50,1,40
0,Fathers,EBV41,0.7409098392262133,home,50_50,1,41
1,Female candidates,EBV41,0.5093253157055446,home,50_50,1,41
2,Male candidates,EBV41,0.484970502602772,home,50_50,1,41
3,Mothers,EBV41,0.7981244454384722,home,50_50,1,41
0,Fathers,EBV42,0.7632305608246143,home,50_50,1,42
1,Female candidates,EBV42,0.30572854170010355,home,50_50,1,42
2,Male candidates,EBV42,0.7965825020111639,home,50_50,1,42
3,Mothers,EBV42,0.7510214413793136,home,50_50,1,42
0,Fathers,EBV43,0.8717572078607995,home,50_50,1,43
1,Female candidates,EBV43,0.33694057403597405,home,50_50,1,43
2,Male candidates,EBV43,0.6149337160596215,home,50_50,1,43
3,Mothers,EBV43,0.727795696210949,home,50_50,1,43
0,Fathers,EBV44,0.8809634089760389,home,50_50,1,44
1,Female candidates,EBV44,0.3450310190467384,home,50_50,1,44
2,Male candidates,EBV44,0.7150944095874053,home,50_50,1,44
3,Mothers,EBV44,0.7054342395306626,home,50_50,1,44
0,Fathers,EBV45,0.872309158417945,home,50_50,1,45
1,Female candidates,EBV45,0.45188194343101945,home,50_50,1,45
2,Male candidates,EBV45,0.7027915507007578,home,50_50,1,45
3,Mothers,EBV45,0.7081941755139545,home,50_50,1,45
0,Fathers,EBV46,0.8344701726219519,home,50_50,1,46
1,Female candidates,EBV46,0.4608463517177307,home,50_50,1,46
2,Male candidates,EBV46,0.6536728035986727,home,50_50,1,46
3,Mothers,EBV46,0.7156617239951985,home,50_50,1,46
0,Fathers,EBV47,0.7773926081625963,home,50_50,1,47
1,Female candidates,EBV47,0.43954142090487025,home,50_50,1,47
2,Male candidates,EBV47,0.7232410255354262,home,50_50,1,47
3,Mothers,EBV47,0.7241469947254422,home,50_50,1,47
0,Fathers,EBV48,0.7929991829563926,home,50_50,1,48
1,Female candidates,EBV48,0.41264094857203126,home,50_50,1,48
2,Male candidates,EBV48,0.7338862055557767,home,50_50,1,48
3,Mothers,EBV48,0.7134488487966304,home,50_50,1,48
0,Fathers,EBV49,0.8142736418460863,home,50_50,1,49
1,Female candidates,EBV49,0.4136731833071113,home,50_50,1,49
2,Male candidates,EBV49,0.72585755428992,home,50_50,1,49
3,Mothers,EBV49,0.7110741764647015,home,50_50,1,49
0,Fathers,EBV50,0.7365671395084741,home,50_50,1,50
1,Female candidates,EBV50,0.40626443979696597,home,50_50,1,50
2,Male candidates,EBV50,0.7913158221589702,home,50_50,1,50
3,Mothers,EBV50,0.7074084427532065,home,50_50,1,50
0,Fathers,EBV51,0.727711436382549,home,50_50,1,51
1,Female candidates,EBV51,0.3797353419357773,home,50_50,1,51
2,Male candidates,EBV51,0.6470656312724276,home,50_50,1,51
3,Mothers,EBV51,0.7018314078156997,home,50_50,1,51
0,Fathers,EBV52,0.717087806814106,home,50_50,1,52
1,Female candidates,EBV52,0.39921348177572924,home,50_50,1,52
2,Male candidates,EBV52,0.7466980508279414,home,50_50,1,52
3,Mothers,EBV52,0.6978841602310526,home,50_50,1,52
0,Fathers,EBV53,0.7675075124855812,home,50_50,1,53
1,Female candidates,EBV53,0.392631430590397,home,50_50,1,53
2,Male candidates,EBV53,0.6007502517231751,home,50_50,1,53
3,Mothers,EBV53,0.7030927680549619,home,50_50,1,53
0,Fathers,EBV54,0.7932927794298855,home,50_50,1,54
1,Female candidates,EBV54,0.41245256896159055,home,50_50,1,54
2,Male candidates,EBV54,0.703773176174309,home,50_50,1,54
3,Mothers,EBV54,0.7015864695391056,home,50_50,1,54
0,Fathers,EBV55,0.8765246068961565,home,50_50,1,55
1,Female candidates,EBV55,0.42915495871757986,home,50_50,1,55
2,Male candidates,EBV55,0.6598471145124162,home,50_50,1,55
3,Mothers,EBV55,0.6920092875116906,home,50_50,1,55
0,Fathers,EBV56,0.8628140346328955,home,50_50,1,56
1,Female candidates,EBV56,0.47811121560997827,home,50_50,1,56
2,Male candidates,EBV56,0.7655851992545795,home,50_50,1,56
3,Mothers,EBV56,0.6964309689935753,home,50_50,1,56
0,Fathers,EBV57,0.7383295536648904,home,50_50,1,57
1,Female candidates,EBV57,0.466653103001846,home,50_50,1,57
2,Male candidates,EBV57,0.6701058089314077,home,50_50,1,57
3,Mothers,EBV57,0.6992018498192166,home,50_50,1,57
0,Fathers,EBV58,0.580006705967459,home,50_50,1,58
1,Female candidates,EBV58,0.42301683873250423,home,50_50,1,58
2,Male candidates,EBV58,0.8377945571218416,home,50_50,1,58
3,Mothers,EBV58,0.7031429177012815,home,50_50,1,58
0,Fathers,EBV59,0.5091472847635796,home,50_50,1,59
1,Female candidates,EBV59,0.44108497223930226,home,50_50,1,59
2,Male candidates,EBV59,0.6640291826887759,home,50_50,1,59
3,Mothers,EBV59,0.7028665211279814,home,50_50,1,59
0,Fathers,EBV60,0.614808300895346,home,50_50,1,60
1,Female candidates,EBV60,0.45171191740780375,home,50_50,1,60
2,Male candidates,EBV60,0.7802389601681354,home,50_50,1,60
3,Mothers,EBV60,0.6993323563527623,home,50_50,1,60
4,izl,EBV60,-0.001976848099166329,home,50_50,1,60
0,Fathers,EBV21,0.11348850018903534,import,50_50,1,21
1,Female candidates,EBV21,0.22182113496710473,import,50_50,1,21
2,Male candidates,EBV21,0.2044806041395488,import,50_50,1,21
3,Male candidates1,EBV21,0.13204197134535292,import,50_50,1,21
4,Mothers,EBV21,0.6097056617164477,import,50_50,1,21
0,Fathers,EBV22,0.19607641773457188,import,50_50,1,22
1,Female candidates,EBV22,0.3306374740019415,import,50_50,1,22
2,Male candidates,EBV22,0.24908848897699465,import,50_50,1,22
3,Male candidates1,EBV22,-0.010522628680803107,import,50_50,1,22
4,Mothers,EBV22,0.6279699784033599,import,50_50,1,22
0,Fathers,EBV23,-0.11106949958467507,import,50_50,1,23
1,Female candidates,EBV23,0.44928880582867076,import,50_50,1,23
2,Male candidates,EBV23,0.21266767365763636,import,50_50,1,23
3,Male candidates1,EBV23,0.12051677176956196,import,50_50,1,23
4,Mothers,EBV23,0.6303233099157557,import,50_50,1,23
0,Fathers,EBV24,0.07703539009851242,import,50_50,1,24
1,Female candidates,EBV24,0.2535785013447743,import,50_50,1,24
2,Male candidates,EBV24,0.2874268065102194,import,50_50,1,24
3,Male candidates1,EBV24,0.09242019612899961,import,50_50,1,24
4,Mothers,EBV24,0.7370194408072563,import,50_50,1,24
0,Fathers,EBV25,0.20269960652508615,import,50_50,1,25
1,Female candidates,EBV25,0.37380807359880974,import,50_50,1,25
2,Male candidates,EBV25,0.29648375619939027,import,50_50,1,25
3,Male candidates1,EBV25,0.03992380490680472,import,50_50,1,25
4,Mothers,EBV25,0.7181286797868727,import,50_50,1,25
0,Fathers,EBV26,0.42483599360361946,import,50_50,1,26
1,Female candidates,EBV26,0.36493691288906505,import,50_50,1,26
2,Male candidates,EBV26,0.35964965459648734,import,50_50,1,26
3,Male candidates1,EBV26,0.35470243413279495,import,50_50,1,26
4,Mothers,EBV26,0.6529633654729559,import,50_50,1,26
0,Fathers,EBV27,0.6909565386073127,import,50_50,1,27
1,Female candidates,EBV27,0.314406782706345,import,50_50,1,27
2,Male candidates,EBV27,0.36542375922079223,import,50_50,1,27
