,Category,EBVGen,Cor,Group,Scenario,Rep,Generation
3,Mothers,EBV45,0.7012464903895144,home,10_10,2,45
0,Fathers,EBV46,0.865071378450296,home,10_10,2,46
1,Female candidates,EBV46,0.5181830365188405,home,10_10,2,46
2,Male candidates,EBV46,0.7945836721454417,home,10_10,2,46
3,Mothers,EBV46,0.7048180077409932,home,10_10,2,46
0,Fathers,EBV47,0.8844758418728343,home,10_10,2,47
1,Female candidates,EBV47,0.5348673923030838,home,10_10,2,47
2,Male candidates,EBV47,0.8864300943680347,home,10_10,2,47
3,Mothers,EBV47,0.7251273916933867,home,10_10,2,47
0,Fathers,EBV48,0.8213124168691992,home,10_10,2,48
1,Female candidates,EBV48,0.4703787617552525,home,10_10,2,48
2,Male candidates,EBV48,0.6271767417149193,home,10_10,2,48
3,Mothers,EBV48,0.7406560332731935,home,10_10,2,48
0,Fathers,EBV49,0.7177520851303844,home,10_10,2,49
1,Female candidates,EBV49,0.48551108736187554,home,10_10,2,49
2,Male candidates,EBV49,0.8346263112399823,home,10_10,2,49
3,Mothers,EBV49,0.7395770154139659,home,10_10,2,49
0,Fathers,EBV50,0.7925916742168634,home,10_10,2,50
1,Female candidates,EBV50,0.4612803082166412,home,10_10,2,50
2,Male candidates,EBV50,0.7580665499683176,home,10_10,2,50
3,Mothers,EBV50,0.7371519795221458,home,10_10,2,50
0,Fathers,EBV51,0.7310862237173883,home,10_10,2,51
1,Female candidates,EBV51,0.4489162881016541,home,10_10,2,51
2,Male candidates,EBV51,0.8152454815964753,home,10_10,2,51
3,Mothers,EBV51,0.7324482913049518,home,10_10,2,51
0,Fathers,EBV52,0.7909070208258064,home,10_10,2,52
1,Female candidates,EBV52,0.47588813347253905,home,10_10,2,52
2,Male candidates,EBV52,0.6916798388970483,home,10_10,2,52
3,Mothers,EBV52,0.7265005865087963,home,10_10,2,52
0,Fathers,EBV53,0.7856980789863933,home,10_10,2,53
1,Female candidates,EBV53,0.44066649063699764,home,10_10,2,53
2,Male candidates,EBV53,0.6979806623808699,home,10_10,2,53
3,Mothers,EBV53,0.7182876908273733,home,10_10,2,53
0,Fathers,EBV54,0.6915447746542369,home,10_10,2,54
1,Female candidates,EBV54,0.4617215400320504,home,10_10,2,54
2,Male candidates,EBV54,0.7163602540596669,home,10_10,2,54
3,Mothers,EBV54,0.7181080640206831,home,10_10,2,54
0,Fathers,EBV55,0.7504200931582791,home,10_10,2,55
1,Female candidates,EBV55,0.42174845645534054,home,10_10,2,55
2,Male candidates,EBV55,0.8373274508252757,home,10_10,2,55
3,Mothers,EBV55,0.7101842506764312,home,10_10,2,55
0,Fathers,EBV56,0.6897358855009543,home,10_10,2,56
1,Female candidates,EBV56,0.4245057620425523,home,10_10,2,56
2,Male candidates,EBV56,0.704633040598717,home,10_10,2,56
3,Mothers,EBV56,0.7085224341640329,home,10_10,2,56
0,Fathers,EBV57,0.7739162923342217,home,10_10,2,57
1,Female candidates,EBV57,0.4008495431781193,home,10_10,2,57
2,Male candidates,EBV57,0.7333704134226495,home,10_10,2,57
3,Mothers,EBV57,0.7009411515492039,home,10_10,2,57
0,Fathers,EBV58,0.6202802536389461,home,10_10,2,58
1,Female candidates,EBV58,0.42576536299540546,home,10_10,2,58
2,Male candidates,EBV58,0.8253553753393829,home,10_10,2,58
3,Mothers,EBV58,0.7002683926115612,home,10_10,2,58
0,Fathers,EBV59,0.7448337630362092,home,10_10,2,59
1,Female candidates,EBV59,0.3825313622567906,home,10_10,2,59
2,Male candidates,EBV59,0.7442026852940885,home,10_10,2,59
3,Mothers,EBV59,0.6890750670739954,home,10_10,2,59
0,Fathers,EBV60,0.7627563600008653,home,10_10,2,60
1,Female candidates,EBV60,0.4256834871433526,home,10_10,2,60
2,Male candidates,EBV60,0.731721219285974,home,10_10,2,60
3,Mothers,EBV60,0.685646490676338,home,10_10,2,60
4,izl,EBV60,-0.0066065293996043755,home,10_10,2,60
0,Fathers,EBV21,0.31744169901792085,import,10_10,2,21
1,Female candidates,EBV21,0.2101358466934656,import,10_10,2,21
2,Male candidates,EBV21,0.1270601658636961,import,10_10,2,21
3,Male candidates1,EBV21,0.08767295989997095,import,10_10,2,21
4,Mothers,EBV21,0.5968259411006038,import,10_10,2,21
0,Fathers,EBV22,0.34473477917338285,import,10_10,2,22
1,Female candidates,EBV22,0.30649585753158365,import,10_10,2,22
2,Male candidates,EBV22,0.18628872034829802,import,10_10,2,22
3,Male candidates1,EBV22,0.12887728950471164,import,10_10,2,22
4,Mothers,EBV22,0.5700022477170638,import,10_10,2,22
0,Fathers,EBV23,0.0646118320730157,import,10_10,2,23
1,Female candidates,EBV23,0.3482791283770752,import,10_10,2,23
2,Male candidates,EBV23,0.17969775273817093,import,10_10,2,23
3,Male candidates1,EBV23,0.04558169538999816,import,10_10,2,23
4,Mothers,EBV23,0.5722686276033114,import,10_10,2,23
0,Fathers,EBV24,-0.13534331579132974,import,10_10,2,24
1,Female candidates,EBV24,0.21054311875644538,import,10_10,2,24
2,Male candidates,EBV24,0.3870893511461492,import,10_10,2,24
3,Male candidates1,EBV24,0.1916321417925419,import,10_10,2,24
4,Mothers,EBV24,0.684683695268571,import,10_10,2,24
0,Fathers,EBV25,0.09888802643773212,import,10_10,2,25
1,Female candidates,EBV25,0.30459380898139593,import,10_10,2,25
2,Male candidates,EBV25,0.3374886497286046,import,10_10,2,25
3,Male candidates1,EBV25,0.17184943233544459,import,10_10,2,25
4,Mothers,EBV25,0.6575444443749465,import,10_10,2,25
0,Fathers,EBV26,0.3644463828126923,import,10_10,2,26
1,Female candidates,EBV26,0.25511825025587703,import,10_10,2,26
2,Male candidates,EBV26,0.2381167827959063,import,10_10,2,26
3,Male candidates1,EBV26,0.25228712088946953,import,10_10,2,26
4,Mothers,EBV26,0.5766842964935378,import,10_10,2,26
0,Fathers,EBV27,0.647306496111773,import,10_10,2,27
1,Female candidates,EBV27,0.2658978056822407,import,10_10,2,27
2,Male candidates,EBV27,0.15318775247209754,import,10_10,2,27
3,Male candidates1,EBV27,0.2655117463302738,import,10_10,2,27
4,Mothers,EBV27,0.47275599046972744,import,10_10,2,27
0,Fathers,EBV28,0.6678370651935281,import,10_10,2,28
1,Female candidates,EBV28,0.264928319069743,import,10_10,2,28
2,Male candidates,EBV28,0.36922966698575366,import,10_10,2,28
3,Male candidates1,EBV28,0.1887979990615421,import,10_10,2,28
4,Mothers,EBV28,0.49818642968071586,import,10_10,2,28
0,Fathers,EBV29,0.6604115418179775,import,10_10,2,29
1,Female candidates,EBV29,0.23129130799857706,import,10_10,2,29
2,Male candidates,EBV29,0.2211336775766188,import,10_10,2,29
3,Male candidates1,EBV29,0.22206106674130258,import,10_10,2,29
4,Mothers,EBV29,0.4830817494987807,import,10_10,2,29
0,Fathers,EBV30,0.2747882591085804,import,10_10,2,30
1,Female candidates,EBV30,0.24983406982165315,import,10_10,2,30
2,Male candidates,EBV30,0.46188741274513606,import,10_10,2,30
3,Male candidates1,EBV30,0.16635874568864978,import,10_10,2,30
4,Mothers,EBV30,0.48074533464551755,import,10_10,2,30
0,Fathers,EBV31,0.2804678438210737,import,10_10,2,31
1,Female candidates,EBV31,0.2352028715289598,import,10_10,2,31
2,Male candidates,EBV31,0.37855411702067615,import,10_10,2,31
3,Male candidates1,EBV31,0.12074622401099173,import,10_10,2,31
4,Mothers,EBV31,0.4676259154448898,import,10_10,2,31
0,Fathers,EBV32,0.20464675205363042,import,10_10,2,32
1,Female candidates,EBV32,0.20413746036844618,import,10_10,2,32
2,Male candidates,EBV32,0.28210205739106176,import,10_10,2,32
3,Male candidates1,EBV32,0.041848876798826644,import,10_10,2,32
4,Mothers,EBV32,0.462216370915438,import,10_10,2,32
0,Fathers,EBV33,0.1784763771983868,import,10_10,2,33
1,Female candidates,EBV33,0.20842018814553942,import,10_10,2,33
2,Male candidates,EBV33,0.28881927057697726,import,10_10,2,33
3,Male candidates1,EBV33,0.1629424789493431,import,10_10,2,33
4,Mothers,EBV33,0.4596694919163229,import,10_10,2,33
0,Fathers,EBV34,0.24645740747988107,import,10_10,2,34
1,Female candidates,EBV34,0.17430279205549123,import,10_10,2,34
2,Male candidates,EBV34,0.35275062309982375,import,10_10,2,34
3,Male candidates1,EBV34,0.2009740863289553,import,10_10,2,34
4,Mothers,EBV34,0.4627685848230128,import,10_10,2,34
0,Fathers,EBV35,0.29519865921125926,import,10_10,2,35
1,Female candidates,EBV35,0.22352636787807395,import,10_10,2,35
2,Male candidates,EBV35,0.11891776012919739,import,10_10,2,35
3,Male candidates1,EBV35,0.04202587298672529,import,10_10,2,35
4,Mothers,EBV35,0.45085669146020674,import,10_10,2,35
0,Fathers,EBV36,0.27815054408487233,import,10_10,2,36
1,Female candidates,EBV36,0.18858604135044948,import,10_10,2,36
2,Male candidates,EBV36,0.167290063585105,import,10_10,2,36
3,Male candidates1,EBV36,0.07897196009129012,import,10_10,2,36
4,Mothers,EBV36,0.4382542054509846,import,10_10,2,36
0,Fathers,EBV37,0.21468887994214528,import,10_10,2,37
1,Female candidates,EBV37,0.16567819566961128,import,10_10,2,37
2,Male candidates,EBV37,0.42622239004933293,import,10_10,2,37
3,Male candidates1,EBV37,0.1898247663691897,import,10_10,2,37
4,Mothers,EBV37,0.43672456826401923,import,10_10,2,37
0,Fathers,EBV38,0.17752944051517539,import,10_10,2,38
1,Female candidates,EBV38,0.18900223589419068,import,10_10,2,38
2,Male candidates,EBV38,0.3363942510080025,import,10_10,2,38
3,Male candidates1,EBV38,0.14662022236014868,import,10_10,2,38
4,Mothers,EBV38,0.43773818923176805,import,10_10,2,38
0,Fathers,EBV39,0.2932282344860981,import,10_10,2,39
1,Female candidates,EBV39,0.20423571062272783,import,10_10,2,39
2,Male candidates,EBV39,0.32041993389576784,import,10_10,2,39
3,Male candidates1,EBV39,0.11623853247099548,import,10_10,2,39
4,Mothers,EBV39,0.4361776174033872,import,10_10,2,39
0,Fathers,EBV40,0.20136853816071756,import,10_10,2,40
1,Female candidates,EBV40,0.2006915720893305,import,10_10,2,40
2,Male candidates,EBV40,0.31523657616964756,import,10_10,2,40
3,Male candidates1,EBV40,0.12201200979190895,import,10_10,2,40
4,Mothers,EBV40,0.4395060549549825,import,10_10,2,40
0,Fathers,EBV41,0.36389121072459585,import,10_10,2,41
1,Female candidates,EBV41,0.3237953736855471,import,10_10,2,41
2,Male candidates,EBV41,0.11085982959706996,import,10_10,2,41
3,Mothers,EBV41,0.6352614737637149,import,10_10,2,41
0,Fathers,EBV42,0.4630351602628968,import,10_10,2,42
1,Female candidates,EBV42,0.3061566011110058,import,10_10,2,42
2,Male candidates,EBV42,0.7215603339977895,import,10_10,2,42
3,Mothers,EBV42,0.6057413798126778,import,10_10,2,42
0,Fathers,EBV43,0.6459126013687768,import,10_10,2,43
1,Female candidates,EBV43,0.2807340737969638,import,10_10,2,43
2,Male candidates,EBV43,0.759179336771374,import,10_10,2,43
3,Mothers,EBV43,0.5932903583647774,import,10_10,2,43
0,Fathers,EBV44,0.7354611982177981,import,10_10,2,44
1,Female candidates,EBV44,0.36331259392832405,import,10_10,2,44
2,Male candidates,EBV44,0.7876353646791957,import,10_10,2,44
3,Mothers,EBV44,0.5899062914286898,import,10_10,2,44
0,Fathers,EBV45,0.8038076578013447,import,10_10,2,45
1,Female candidates,EBV45,0.4343905305499246,import,10_10,2,45
2,Male candidates,EBV45,0.7295712568123285,import,10_10,2,45
3,Mothers,EBV45,0.617384548467895,import,10_10,2,45
0,Fathers,EBV46,0.8172526756068744,import,10_10,2,46
1,Female candidates,EBV46,0.4899886815173478,import,10_10,2,46
2,Male candidates,EBV46,0.7627576370569101,import,10_10,2,46
3,Mothers,EBV46,0.6463600651245279,import,10_10,2,46
0,Fathers,EBV47,0.7205654305538248,import,10_10,2,47
1,Female candidates,EBV47,0.4709978166172256,import,10_10,2,47
2,Male candidates,EBV47,0.7688312418887228,import,10_10,2,47
3,Mothers,EBV47,0.6730432320032012,import,10_10,2,47
0,Fathers,EBV48,0.7718451174922895,import,10_10,2,48
1,Female candidates,EBV48,0.423598911090826,import,10_10,2,48
2,Male candidates,EBV48,0.7574821624833961,import,10_10,2,48
3,Mothers,EBV48,0.6941492353498974,import,10_10,2,48
0,Fathers,EBV49,0.768989099558745,import,10_10,2,49
1,Female candidates,EBV49,0.44158152308807386,import,10_10,2,49
2,Male candidates,EBV49,0.7673598379001556,import,10_10,2,49
3,Mothers,EBV49,0.6891391977322335,import,10_10,2,49
0,Fathers,EBV50,0.6682447911509655,import,10_10,2,50
1,Female candidates,EBV50,0.4033204265137311,import,10_10,2,50
2,Male candidates,EBV50,0.7901210520141586,import,10_10,2,50
3,Mothers,EBV50,0.6829089655906682,import,10_10,2,50
0,Fathers,EBV51,0.6861974384123937,import,10_10,2,51
1,Female candidates,EBV51,0.41100247589625727,import,10_10,2,51
2,Male candidates,EBV51,0.7551088574999908,import,10_10,2,51
3,Mothers,EBV51,0.6784443786969094,import,10_10,2,51
0,Fathers,EBV52,0.743438875362607,import,10_10,2,52
1,Female candidates,EBV52,0.4137202653546604,import,10_10,2,52
2,Male candidates,EBV52,0.7771823522604537,import,10_10,2,52
3,Mothers,EBV52,0.6729517771242489,import,10_10,2,52
0,Fathers,EBV53,0.7099882642794043,import,10_10,2,53
1,Female candidates,EBV53,0.4333878025581833,import,10_10,2,53
2,Male candidates,EBV53,0.7313302251405027,import,10_10,2,53
3,Mothers,EBV53,0.6775443259530577,import,10_10,2,53
0,Fathers,EBV54,0.7027227535038623,import,10_10,2,54
1,Female candidates,EBV54,0.43121961042221324,import,10_10,2,54
2,Male candidates,EBV54,0.7708906861218789,import,10_10,2,54
3,Mothers,EBV54,0.6797205638389299,import,10_10,2,54
0,Fathers,EBV55,0.6828430697146345,import,10_10,2,55
1,Female candidates,EBV55,0.4193641972082708,import,10_10,2,55
2,Male candidates,EBV55,0.7680443107056225,import,10_10,2,55
3,Mothers,EBV55,0.6756508859923394,import,10_10,2,55
0,Fathers,EBV56,0.7137540981841265,import,10_10,2,56
1,Female candidates,EBV56,0.41486963940385907,import,10_10,2,56
2,Male candidates,EBV56,0.748993386520613,import,10_10,2,56
3,Mothers,EBV56,0.6790054232135753,import,10_10,2,56
0,Fathers,EBV57,0.6573264688817007,import,10_10,2,57
1,Female candidates,EBV57,0.39717318615500924,import,10_10,2,57
2,Male candidates,EBV57,0.7213426338308817,import,10_10,2,57
3,Mothers,EBV57,0.6686531554043037,import,10_10,2,57
0,Fathers,EBV58,0.6511450525818852,import,10_10,2,58
1,Female candidates,EBV58,0.36651997740979153,import,10_10,2,58
2,Male candidates,EBV58,0.7747430556715971,import,10_10,2,58
3,Mothers,EBV58,0.6645226931824721,import,10_10,2,58
0,Fathers,EBV59,0.6903573216215044,import,10_10,2,59
1,Female candidates,EBV59,0.37970551185196555,import,10_10,2,59
2,Male candidates,EBV59,0.7687201717198298,import,10_10,2,59
3,Mothers,EBV59,0.6583937611429417,import,10_10,2,59
0,Fathers,EBV60,0.6289116561869744,import,10_10,2,60
1,Female candidates,EBV60,0.39124582232090815,import,10_10,2,60
2,Male candidates,EBV60,0.7551611066619215,import,10_10,2,60
3,Mothers,EBV60,0.6538639700605826,import,10_10,2,60
4,izl,EBV60,-0.006618191047906246,import,10_10,2,60
0,Fathers,EBV21,-0.09188199473486534,home,50_50,2,21
1,Female candidates,EBV21,0.0218906968270062,home,50_50,2,21
2,Male candidates,EBV21,-0.08273012115858097,home,50_50,2,21
3,Male candidates1,EBV21,-0.029186668686287488,home,50_50,2,21
4,Mothers,EBV21,0.32469816558016384,home,50_50,2,21
0,Fathers,EBV22,0.5154727934281109,home,50_50,2,22
1,Female candidates,EBV22,0.14741064137201693,home,50_50,2,22
2,Male candidates,EBV22,0.2540695437925564,home,50_50,2,22
3,Male candidates1,EBV22,-0.16581792886016122,home,50_50,2,22
4,Mothers,EBV22,0.39824765298292775,home,50_50,2,22
0,Fathers,EBV23,0.4376166488768571,home,50_50,2,23
1,Female candidates,EBV23,0.31292549874365394,home,50_50,2,23
2,Male candidates,EBV23,-0.31692929067806697,home,50_50,2,23
3,Male candidates1,EBV23,0.08485196212948218,home,50_50,2,23
4,Mothers,EBV23,0.48476898975119687,home,50_50,2,23
0,Fathers,EBV24,0.5532400439828811,home,50_50,2,24
1,Female candidates,EBV24,0.3298925317004044,home,50_50,2,24
2,Male candidates,EBV24,0.7015427007212973,home,50_50,2,24
3,Male candidates1,EBV24,0.39809341346603383,home,50_50,2,24
4,Mothers,EBV24,0.6458912240857159,home,50_50,2,24
0,Fathers,EBV25,0.7273939269546467,home,50_50,2,25
1,Female candidates,EBV25,0.4979687567749228,home,50_50,2,25
2,Male candidates,EBV25,0.9457115854357062,home,50_50,2,25
3,Male candidates1,EBV25,0.41030404989617963,home,50_50,2,25
4,Mothers,EBV25,0.6612964941463486,home,50_50,2,25
0,Fathers,EBV26,0.6094665968065568,home,50_50,2,26
1,Female candidates,EBV26,0.400714774604173,home,50_50,2,26
2,Male candidates,EBV26,0.8232775560782171,home,50_50,2,26
3,Male candidates1,EBV26,0.0862802831746191,home,50_50,2,26
4,Mothers,EBV26,0.6307990472514269,home,50_50,2,26
0,Fathers,EBV27,0.7374922224911962,home,50_50,2,27
1,Female candidates,EBV27,0.4620176574059518,home,50_50,2,27
2,Male candidates,EBV27,0.9539248716170692,home,50_50,2,27
3,Male candidates1,EBV27,0.08103142004318468,home,50_50,2,27
4,Mothers,EBV27,0.5727303934666119,home,50_50,2,27
0,Fathers,EBV28,0.8736627455638393,home,50_50,2,28
1,Female candidates,EBV28,0.3676703742851492,home,50_50,2,28
2,Male candidates,EBV28,0.9622435475363339,home,50_50,2,28
3,Male candidates1,EBV28,0.17171665308887465,home,50_50,2,28
4,Mothers,EBV28,0.5835985410895944,home,50_50,2,28
0,Fathers,EBV29,0.9341061260870489,home,50_50,2,29
1,Female candidates,EBV29,0.4186245285724203,home,50_50,2,29
2,Male candidates,EBV29,0.9717994815168621,home,50_50,2,29
3,Male candidates1,EBV29,0.5019821517625013,home,50_50,2,29
4,Mothers,EBV29,0.5859545269689653,home,50_50,2,29
0,Fathers,EBV30,0.9313306747275516,home,50_50,2,30
1,Female candidates,EBV30,0.40223174094557024,home,50_50,2,30
2,Male candidates,EBV30,0.9762707726153507,home,50_50,2,30
3,Male candidates1,EBV30,0.5469687180917095,home,50_50,2,30
4,Mothers,EBV30,0.5791707247181375,home,50_50,2,30
0,Fathers,EBV31,0.9206932684339035,home,50_50,2,31
1,Female candidates,EBV31,0.4668853415125145,home,50_50,2,31
2,Male candidates,EBV31,0.8450288452657738,home,50_50,2,31
3,Male candidates1,EBV31,0.3622640892547761,home,50_50,2,31
4,Mothers,EBV31,0.5689110466073565,home,50_50,2,31
0,Fathers,EBV32,0.8304103875586102,home,50_50,2,32
1,Female candidates,EBV32,0.43592772661328155,home,50_50,2,32
2,Male candidates,EBV32,0.9254057108846665,home,50_50,2,32
3,Male candidates1,EBV32,0.5319837725601538,home,50_50,2,32
4,Mothers,EBV32,0.5675868809445104,home,50_50,2,32
0,Fathers,EBV33,0.843121721440887,home,50_50,2,33
1,Female candidates,EBV33,0.3362819817393587,home,50_50,2,33
2,Male candidates,EBV33,0.9661726481870081,home,50_50,2,33
3,Male candidates1,EBV33,-0.14106721536245576,home,50_50,2,33
4,Mothers,EBV33,0.5726958075543908,home,50_50,2,33
0,Fathers,EBV34,0.8701444745516499,home,50_50,2,34
1,Female candidates,EBV34,0.3763491807994979,home,50_50,2,34
2,Male candidates,EBV34,0.8608659574118469,home,50_50,2,34
3,Male candidates1,EBV34,0.10174155581598421,home,50_50,2,34
4,Mothers,EBV34,0.5698856027352412,home,50_50,2,34
0,Fathers,EBV35,0.8975159977161203,home,50_50,2,35
1,Female candidates,EBV35,0.35749275051869006,home,50_50,2,35
2,Male candidates,EBV35,0.7583149213789231,home,50_50,2,35
3,Male candidates1,EBV35,0.58424762070344,home,50_50,2,35
4,Mothers,EBV35,0.5449408378966162,home,50_50,2,35
0,Fathers,EBV36,0.8897079358240505,home,50_50,2,36
1,Female candidates,EBV36,0.3557818830463956,home,50_50,2,36
2,Male candidates,EBV36,0.8713840069838404,home,50_50,2,36
3,Male candidates1,EBV36,0.21077384064890545,home,50_50,2,36
4,Mothers,EBV36,0.5282428384109702,home,50_50,2,36
0,Fathers,EBV37,0.8741229368885759,home,50_50,2,37
1,Female candidates,EBV37,0.4212531825037876,home,50_50,2,37
2,Male candidates,EBV37,0.966459141210149,home,50_50,2,37
3,Male candidates1,EBV37,0.4429080453417397,home,50_50,2,37
4,Mothers,EBV37,0.5331095450734782,home,50_50,2,37
0,Fathers,EBV38,0.884904833884626,home,50_50,2,38
1,Female candidates,EBV38,0.3559310573499403,home,50_50,2,38
2,Male candidates,EBV38,0.9564789170902384,home,50_50,2,38
3,Male candidates1,EBV38,0.344099825859558,home,50_50,2,38
4,Mothers,EBV38,0.538633931092289,home,50_50,2,38
0,Fathers,EBV39,0.907910089080469,home,50_50,2,39
1,Female candidates,EBV39,0.35310025215253504,home,50_50,2,39
2,Male candidates,EBV39,0.9798165244200353,home,50_50,2,39
3,Male candidates1,EBV39,0.24360957767997923,home,50_50,2,39
4,Mothers,EBV39,0.5493272417063555,home,50_50,2,39
0,Fathers,EBV40,0.9437296284521252,home,50_50,2,40
1,Female candidates,EBV40,0.37286647135302914,home,50_50,2,40
2,Male candidates,EBV40,0.8949000179084136,home,50_50,2,40
3,Male candidates1,EBV40,0.3276768934224671,home,50_50,2,40
4,Mothers,EBV40,0.5490709476989715,home,50_50,2,40
0,Fathers,EBV41,0.5876698104537864,home,50_50,2,41
1,Female candidates,EBV41,0.5015883857129954,home,50_50,2,41
2,Male candidates,EBV41,0.1704751480014927,home,50_50,2,41
3,Mothers,EBV41,0.7886474541673555,home,50_50,2,41
0,Fathers,EBV42,0.566366769830991,home,50_50,2,42
1,Female candidates,EBV42,0.3014690523271022,home,50_50,2,42
2,Male candidates,EBV42,0.7690430853692226,home,50_50,2,42
3,Mothers,EBV42,0.7344800890051492,home,50_50,2,42
0,Fathers,EBV43,0.5791631498851256,home,50_50,2,43
1,Female candidates,EBV43,0.2959920979495849,home,50_50,2,43
2,Male candidates,EBV43,0.5909178970182046,home,50_50,2,43
3,Mothers,EBV43,0.7009175806524032,home,50_50,2,43
0,Fathers,EBV44,0.6722325268834995,home,50_50,2,44
1,Female candidates,EBV44,0.3608165456973672,home,50_50,2,44
2,Male candidates,EBV44,0.6592284767293174,home,50_50,2,44
3,Mothers,EBV44,0.6826695890432779,home,50_50,2,44
0,Fathers,EBV45,0.8218352233158276,home,50_50,2,45
1,Female candidates,EBV45,0.4085731999246316,home,50_50,2,45
2,Male candidates,EBV45,0.7874623351281591,home,50_50,2,45
3,Mothers,EBV45,0.6928816186852476,home,50_50,2,45
0,Fathers,EBV46,0.9249349794576966,home,50_50,2,46
1,Female candidates,EBV46,0.41461052713839175,home,50_50,2,46
2,Male candidates,EBV46,0.7126193197580264,home,50_50,2,46
3,Mothers,EBV46,0.7042696281001374,home,50_50,2,46
0,Fathers,EBV47,0.8181832822468463,home,50_50,2,47
1,Female candidates,EBV47,0.36081049997473646,home,50_50,2,47
2,Male candidates,EBV47,0.6482336027366313,home,50_50,2,47
3,Mothers,EBV47,0.700527600005119,home,50_50,2,47
0,Fathers,EBV48,0.8338842865405697,home,50_50,2,48
1,Female candidates,EBV48,0.3264077721606544,home,50_50,2,48
2,Male candidates,EBV48,0.7216388213639867,home,50_50,2,48
3,Mothers,EBV48,0.6959723542627845,home,50_50,2,48
0,Fathers,EBV49,0.682326200502416,home,50_50,2,49
1,Female candidates,EBV49,0.3726345789439668,home,50_50,2,49
2,Male candidates,EBV49,0.6834707736030495,home,50_50,2,49
3,Mothers,EBV49,0.6982822050783346,home,50_50,2,49
0,Fathers,EBV50,0.6992733515525275,home,50_50,2,50
1,Female candidates,EBV50,0.37203240695861084,home,50_50,2,50
2,Male candidates,EBV50,0.8669721535517011,home,50_50,2,50
3,Mothers,EBV50,0.6935212891922262,home,50_50,2,50
0,Fathers,EBV51,0.7971203833096504,home,50_50,2,51
1,Female candidates,EBV51,0.3814432336212036,home,50_50,2,51
2,Male candidates,EBV51,0.7756088325100579,home,50_50,2,51
3,Mothers,EBV51,0.6885905993185527,home,50_50,2,51
0,Fathers,EBV52,0.8100310239965814,home,50_50,2,52
1,Female candidates,EBV52,0.37141027402320975,home,50_50,2,52
2,Male candidates,EBV52,0.7309608147546339,home,50_50,2,52
3,Mothers,EBV52,0.6833018091023997,home,50_50,2,52
0,Fathers,EBV53,0.8941905758485651,home,50_50,2,53
1,Female candidates,EBV53,0.42604915707415436,home,50_50,2,53
2,Male candidates,EBV53,0.7073247691313002,home,50_50,2,53
3,Mothers,EBV53,0.6865244107142056,home,50_50,2,53
0,Fathers,EBV54,0.8137994496215722,home,50_50,2,54
1,Female candidates,EBV54,0.4325459703942185,home,50_50,2,54
2,Male candidates,EBV54,0.8215496320927598,home,50_50,2,54
3,Mothers,EBV54,0.6891100199333342,home,50_50,2,54
0,Fathers,EBV55,0.7198716890167041,home,50_50,2,55
1,Female candidates,EBV55,0.44898877692650746,home,50_50,2,55
2,Male candidates,EBV55,0.6086558993499867,home,50_50,2,55
3,Mothers,EBV55,0.7018086234574132,home,50_50,2,55
0,Fathers,EBV56,0.46849044755841746,home,50_50,2,56
1,Female candidates,EBV56,0.37653025137411705,home,50_50,2,56
2,Male candidates,EBV56,0.7274803020215104,home,50_50,2,56
3,Mothers,EBV56,0.7033770019080038,home,50_50,2,56
0,Fathers,EBV57,0.6543484942762344,home,50_50,2,57
1,Female candidates,EBV57,0.35320945054582153,home,50_50,2,57
2,Male candidates,EBV57,0.7333841845501674,home,50_50,2,57
3,Mothers,EBV57,0.7054825923517295,home,50_50,2,57
0,Fathers,EBV58,0.636137979547484,home,50_50,2,58
1,Female candidates,EBV58,0.38720141678589265,home,50_50,2,58
2,Male candidates,EBV58,0.5915810640720212,home,50_50,2,58
3,Mothers,EBV58,0.7064962835883024,home,50_50,2,58
0,Fathers,EBV59,0.84172099941889,home,50_50,2,59
1,Female candidates,EBV59,0.4347098423296873,home,50_50,2,59
2,Male candidates,EBV59,0.6849494407440221,home,50_50,2,59
3,Mothers,EBV59,0.7040028630606945,home,50_50,2,59
0,Fathers,EBV60,0.8080763186328731,home,50_50,2,60
1,Female candidates,EBV60,0.42046401867682254,home,50_50,2,60
2,Male candidates,EBV60,0.763232731453222,home,50_50,2,60
3,Mothers,EBV60,0.6987601656280985,home,50_50,2,60
4,izl,EBV60,-0.004411304068095876,home,50_50,2,60
0,Fathers,EBV21,0.31744169901792085,import,50_50,2,21
1,Female candidates,EBV21,0.2101358466934656,import,50_50,2,21
2,Male candidates,EBV21,0.1270601658636961,import,50_50,2,21
3,Male candidates1,EBV21,0.08767295989997095,import,50_50,2,21
4,Mothers,EBV21,0.5968259411006038,import,50_50,2,21
0,Fathers,EBV22,0.34473477917338285,import,50_50,2,22
1,Female candidates,EBV22,0.30649585753158365,import,50_50,2,22
2,Male candidates,EBV22,0.18628872034829802,import,50_50,2,22
3,Male candidates1,EBV22,0.12887728950471164,import,50_50,2,22
4,Mothers,EBV22,0.5700022477170638,import,50_50,2,22
0,Fathers,EBV23,0.0646118320730157,import,50_50,2,23
1,Female candidates,EBV23,0.3482791283770752,import,50_50,2,23
2,Male candidates,EBV23,0.17969775273817093,import,50_50,2,23
3,Male candidates1,EBV23,0.04558169538999816,import,50_50,2,23
4,Mothers,EBV23,0.5722686276033114,import,50_50,2,23
0,Fathers,EBV24,-0.13534331579132974,import,50_50,2,24
1,Female candidates,EBV24,0.21054311875644538,import,50_50,2,24
2,Male candidates,EBV24,0.3870893511461492,import,50_50,2,24
