Generation Group variable value sd var SDSt zMean Strategy Scenario Rep GenVar Trait SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic Import
20 home gvNormUnres1 0.254506772220833 1.56073959312497 2.43590807754788 1 0 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
21 home gvNormUnres1 1.52591587396529 1.49780587705797 2.24342244534941 0.959676991380104 0.814619624788782 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
22 home gvNormUnres1 1.39981305533567 1.4815304374785 2.19493243717524 0.949248961200588 0.733822790271929 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
23 home gvNormUnres1 1.51200471413323 1.53442461325474 2.35445889376197 0.983139416731569 0.805706440364334 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
24 home gvNormUnres1 1.66875463811808 1.55274009817392 2.41100181247716 0.994874548588193 0.90613954571729 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
25 home gvNormUnres1 1.93413269237171 1.57564530860889 2.48265813854122 1.00955041798746 1.07617307047864 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
26 home gvNormUnres1 2.05149124993698 1.5242780460132 2.32342356155782 0.976638289133961 1.15136726564241 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
27 home gvNormUnres1 2.22283723791993 1.54796999766663 2.39621111367603 0.991818240842621 1.26115238850194 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
28 home gvNormUnres1 2.45132375799189 1.51020455621208 2.28071780160371 0.967621096347209 1.40754870027518 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
29 home gvNormUnres1 2.55977677686244 1.52225687483469 2.31726599298149 0.975343280544821 1.47703692198 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
30 home gvNormUnres1 2.83748911970635 1.52407125478749 2.32279318966951 0.976505793471889 1.6549732952656 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
31 home gvNormUnres1 2.98379130475503 1.49278015438282 2.2283925893192 0.956456900919599 1.74871230572778 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
32 home gvNormUnres1 3.26977235561084 1.54736919691208 2.39435143155234 0.991433294656085 1.93194662112258 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
33 home gvNormUnres1 3.48701138677091 1.55680916580747 2.42365477874214 0.997481689235787 2.0711364207003 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
34 home gvNormUnres1 3.7793837350369 1.49186128047782 2.22565008018892 0.955868158307412 2.25846578016159 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
35 home gvNormUnres1 3.91863070818456 1.47440710600611 2.17387631424132 0.944684886896478 2.34768436201922 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
36 home gvNormUnres1 4.05869445439019 1.46848960049772 2.15646170676995 0.940893411666105 2.43742626824279 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
37 home gvNormUnres1 4.23328268944587 1.47933548246551 2.18843346968146 0.947842605507004 2.5492887697291 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
38 home gvNormUnres1 4.43625646866508 1.46560586354292 2.14800054725139 0.939045738314639 2.67933851032215 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
39 home gvNormUnres1 4.65852493020481 1.49624452307151 2.2387476728215 0.958676597724852 2.82175077596776 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
40 home gvNormUnres1 4.82524825999845 1.49686873772 2.24061601796346 0.959076545705435 2.92857406060028 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
41 home gvNormUnres1 5.42694503681051 1.47047380158557 2.16229320114952 0.942164732709405 3.31409434820145 SU55 GenGen 0 2.59866506616163 1 1.6120375511016 NA NA NA NA NA NA NA 100_100
42 home gvNormUnres1 5.56978840980736 1.49530196108362 2.23592795482053 0.95807267763976 3.40561722211717 SU55 GenGen 0 2.59775313003368 1 1.61175467427077 NA NA NA NA NA NA NA 100_100
43 home gvNormUnres1 5.83049048549623 1.48313723667248 2.19969606280448 0.950278472594453 3.57265474512053 SU55 GenGen 0 2.59062366193218 1 1.60954144461464 NA NA NA NA NA NA NA 100_100
44 home gvNormUnres1 6.12384914497597 1.51244505165512 2.28749003427605 0.969056630790565 3.76061605575299 SU55 GenGen 0 2.59389109351621 1 1.61055614416766 NA NA NA NA NA NA NA 100_100
45 home gvNormUnres1 6.2983270945308 1.51076412661922 2.28240824627952 0.967979625348206 3.8724078949063 SU55 GenGen 0 2.59191806635279 1 1.60994349787587 NA NA NA NA NA NA NA 100_100
46 home gvNormUnres1 6.57939083998329 1.50471922574494 2.26417994832645 0.964106525120017 4.05249158515839 SU55 GenGen 0 2.5888027930263 1 1.60897569684141 NA NA NA NA NA NA NA 100_100
47 home gvNormUnres1 6.90123190378795 1.49820934564923 2.2446312433907 0.959935502532787 4.25870219532191 SU55 GenGen 0 2.58125742652796 1 1.60662921252166 NA NA NA NA NA NA NA 100_100
48 home gvNormUnres1 7.14295482971917 1.49931539922816 2.24794666636268 0.960644175256793 4.41357936188833 SU55 GenGen 0 2.58004335269723 1 1.6062513354694 NA NA NA NA NA NA NA 100_100
49 home gvNormUnres1 7.35062577451244 1.51527683247283 2.29606387902888 0.970871014708411 4.54663867921971 SU55 GenGen 0 2.57208198355291 1 1.60377117555869 NA NA NA NA NA NA NA 100_100
50 home gvNormUnres1 7.75373764383541 1.48814820492733 2.21458507982842 0.953489109575099 4.80492127235611 SU55 GenGen 0 2.56528901358438 1 1.60165196393735 NA NA NA NA NA NA NA 100_100
51 home gvNormUnres1 7.9840332262826 1.46451726787171 2.14481082789441 0.938348251254011 4.95247668996815 SU55 GenGen 0 2.55989751936375 1 1.59996797448066 NA NA NA NA NA NA NA 100_100
52 home gvNormUnres1 8.22058454687757 1.44222274962192 2.080006459527 0.924063665697267 5.10404029586178 SU55 GenGen 0 2.55109953658588 1 1.59721618342223 NA NA NA NA NA NA NA 100_100
53 home gvNormUnres1 8.45701775922396 1.45301654127411 2.11125706921618 0.930979484133437 5.2555282272168 SU55 GenGen 0 2.54524778477322 1 1.59538327206136 NA NA NA NA NA NA NA 100_100
