Generation Group variable value sd var SDSt zMean Strategy Scenario Rep GenVar Trait SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic Import
59 import gvNormUnres1 11.3495678346107 1.49668623686834 2.24006969163112 0.986639305024927 6.97582130231128 SU55 GenGen 4 2.51912518414818 1 1.58717522162746 NA NA NA NA NA NA NA 100_100
20 import gvNormUnres3 0.164237937688877 1.47183537943587 2.16629938415912 1 0 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
21 import gvNormUnres3 2.68994212174456 1.36815619742567 1.87185138055428 0.929557895224715 1.71602355762351 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
22 import gvNormUnres3 2.41569606631855 1.50054740498626 2.25164251461099 1.01950763376907 1.52969425799007 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
23 import gvNormUnres3 2.73292399884789 1.35640214987321 1.83982679218068 0.921571915463197 1.74522646829128 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
24 import gvNormUnres3 3.14393084222553 1.45246130534515 2.10964384352494 0.986836792781716 2.02447430342293 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
25 import gvNormUnres3 3.36928687745318 1.45685932595526 2.1224390956228 0.989824912697538 2.17758655930173 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
26 import gvNormUnres3 3.565729783394 1.39488040705077 1.94569134997413 0.947714959525847 2.31105454674481 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
27 import gvNormUnres3 3.9550949631384 1.39723483208365 1.95226517598783 0.949314611950144 2.57559852033351 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
28 import gvNormUnres3 4.23775865881672 1.43319481801589 2.05404738638761 0.973746682570722 2.76764696517159 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
29 import gvNormUnres3 4.55617131398911 1.41920149267387 2.01413287680775 0.964239284163582 2.98398410424377 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
30 import gvNormUnres3 4.8783367942714 1.40256501236957 1.96718861392326 0.952936063343684 3.20287100204737 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
31 import gvNormUnres3 5.2024583481949 1.35726711689677 1.84217402660927 0.922159594653167 3.42308690285533 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
32 import gvNormUnres3 5.46818204774813 1.35619745780979 1.83927154456973 0.921432842801754 3.6036259109984 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
33 import gvNormUnres3 5.74846886249354 1.35068493242824 1.82434978668867 0.917687501808751 3.79405944633905 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
34 import gvNormUnres3 5.9871229123638 1.33838280700501 1.79126853808661 0.909329144892543 3.95620668998101 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
35 import gvNormUnres3 6.33439380189757 1.34935620657919 1.82076217223377 0.916784733831018 4.19215080056957 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
36 import gvNormUnres3 6.62860276504358 1.32536485659062 1.75659200308548 0.900484439434127 4.39204337500869 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
37 import gvNormUnres3 6.92324531915873 1.32802161526516 1.76364141061148 0.902289504532884 4.59223054147569 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
38 import gvNormUnres3 7.18210529365434 1.33860932439779 1.7918749233647 0.909483046202393 4.76810617139487 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
39 import gvNormUnres3 7.46637311793405 1.31423733365598 1.72721976917519 0.892924135415003 4.96124449939774 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
40 import gvNormUnres3 7.71876843620506 1.29278553679795 1.67129444415397 0.878349273879704 5.13272788795967 SU55 GenGen 4 NA NA NA NA NA NA NA NA NA NA 100_100
41 import gvNormUnres3 7.88751947791567 1.34535055190712 1.8099681075168 0.914063196675416 5.24738136352383 SU55 GenGen 4 2.66100953215933 3 1.6312601056114 NA NA NA NA NA NA NA 100_100
