Generation Group variable value sd var SDSt zMean Strategy Scenario Rep GenVar Trait SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic Import
46 import gvNormUnres1 6.9341350720285 1.48281801097399 2.19874925366885 0.942354955925559 4.22773911393038 SU55 GenGen 0 2.56490723947568 1 1.60153277814589 NA NA NA NA NA NA NA 100_100
47 import gvNormUnres1 7.24512400796679 1.45434580816336 2.11512172972232 0.924260408094237 4.4253776392589 SU55 GenGen 0 2.55530177161137 1 1.59853112938453 NA NA NA NA NA NA NA 100_100
48 import gvNormUnres1 7.46834496086478 1.48140753337181 2.19456827993074 0.941458574475646 4.56723818429751 SU55 GenGen 0 2.5481288024264 1 1.59628594005786 NA NA NA NA NA NA NA 100_100
49 import gvNormUnres1 7.74811167699616 1.4878898280402 2.21381614038551 0.945578178136597 4.74503448127954 SU55 GenGen 0 2.54157338012536 1 1.59423128188019 NA NA NA NA NA NA NA 100_100
50 import gvNormUnres1 8.01252340303032 1.47660320749218 2.1803570323762 0.938405347262974 4.91307243238957 SU55 GenGen 0 2.53583064372449 1 1.59242916442914 NA NA NA NA NA NA NA 100_100
51 import gvNormUnres1 8.25333797800736 1.47115026901057 2.16428311400987 0.934939916195589 5.06611401032378 SU55 GenGen 0 2.52729543056721 1 1.58974697061111 NA NA NA NA NA NA NA 100_100
52 import gvNormUnres1 8.45575152605783 1.48188077462714 2.19597063020954 0.941759326988101 5.19475111126279 SU55 GenGen 0 2.51946215419244 1 1.58728137209269 NA NA NA NA NA NA NA 100_100
53 import gvNormUnres1 8.69334991322659 1.44976689493064 2.10182404963684 0.921350434283786 5.34574874955106 SU55 GenGen 0 2.5132233127028 1 1.58531489386267 NA NA NA NA NA NA NA 100_100
54 import gvNormUnres1 8.92760168640717 1.48149370066076 2.19482358509752 0.941513335188818 5.49461956023542 SU55 GenGen 0 2.50605413240434 1 1.58305215719645 NA NA NA NA NA NA NA 100_100
55 import gvNormUnres1 9.14505218705323 1.45581318357117 2.11939202545961 0.925192949024762 5.63281288904299 SU55 GenGen 0 2.49643163025248 1 1.58001000954186 NA NA NA NA NA NA NA 100_100
56 import gvNormUnres1 9.38348300229034 1.43567233369962 2.06115504975051 0.912393111450266 5.78433954890361 SU55 GenGen 0 2.48849541119737 1 1.57749656455961 NA NA NA NA NA NA NA 100_100
57 import gvNormUnres1 9.57068665406561 1.41604750170113 2.00519052707401 0.899921211624315 5.90331051345369 SU55 GenGen 0 2.48201763757925 1 1.57544204513503 NA NA NA NA NA NA NA 100_100
58 import gvNormUnres1 9.77563244885135 1.44665587848864 2.09281323076574 0.919373332751169 6.03355689836615 SU55 GenGen 0 2.46964722799429 1 1.57151112881656 NA NA NA NA NA NA NA 100_100
59 import gvNormUnres1 10.0268011711454 1.4278631074555 2.03879305363247 0.907430221197632 6.19317870527409 SU55 GenGen 0 2.4623668887781 1 1.56919306931241 NA NA NA NA NA NA NA 100_100
60 import gvNormUnres1 10.2403415466162 1.42137087203438 2.02029515586779 0.903304300026697 6.32888708595592 SU55 GenGen 0 2.4532615661057 1 1.5662891068081 NA NA NA NA NA NA NA 100_100
20 import gvNormUnres3 0.143198961047882 1.56530538980172 2.4501809633423 1 0 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
21 import gvNormUnres3 2.40811481777062 1.37843323263263 1.90007817682605 0.880616167051751 1.44694822587281 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
22 import gvNormUnres3 2.15525284564369 1.44679282784989 2.09320948671789 0.924287897605185 1.28540660353229 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
23 import gvNormUnres3 2.48539348496304 1.38017100799276 1.90487201130374 0.881726350004832 1.49631793206299 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
24 import gvNormUnres3 2.82390671459159 1.44890079100059 2.09931350216213 0.925634576128386 1.71257811479412 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
25 import gvNormUnres3 3.113882373905 1.44607911881631 2.09114481787657 0.923831942468105 1.89782992648702 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
26 import gvNormUnres3 3.33895905450752 1.37545539382827 1.89187754041129 0.878713765882139 2.04162083276572 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
27 import gvNormUnres3 3.72512473022758 1.3799842484219 1.90435652589256 0.881607038097985 2.28832392229445 SU55 GenGen 0 NA NA NA NA NA NA NA NA NA NA 100_100
