Group,Generation,cat,gvNormUnres1,gvNormUnres2,scenario,rep,trait,strategy
import,22,pb,4.60451899219,5.715564115009999,25_25,0,2,ClassGen
import,23,pb,4.6720699393,5.485277888729999,25_25,0,2,ClassGen
import,24,pb,4.94052957519,5.53609369878,25_25,0,2,ClassGen
import,25,gpb,4.421777510152941,5.162880332705884,25_25,0,2,ClassGen
import,26,gpb,4.523650144936363,4.850136298209092,25_25,0,2,ClassGen
import,27,gpb,4.560168472335294,5.264215024676471,25_25,0,2,ClassGen
import,28,gpb,5.154090796166666,5.7574174061133325,25_25,0,2,ClassGen
import,29,gpb,4.7729031556666675,5.490780538326666,25_25,0,2,ClassGen
import,30,gpb,4.559138768046666,5.718829282833332,25_25,0,2,ClassGen
import,31,gpb,6.483020992126668,7.201311581240001,25_25,0,2,ClassGen
import,32,gpb,7.039337890233333,7.711518177073332,25_25,0,2,ClassGen
import,33,gpb,6.278626815953333,7.475087293793333,25_25,0,2,ClassGen
import,34,gpb,6.99262858124,7.86177947178,25_25,0,2,ClassGen
import,35,gpb,7.341503916733332,8.378085932893333,25_25,0,2,ClassGen
import,36,gpb,7.778926955953334,9.093530067833335,25_25,0,2,ClassGen
import,37,gpb,8.613878236626668,9.255383898706667,25_25,0,2,ClassGen
import,38,gpb,8.571877697893333,9.860180803219999,25_25,0,2,ClassGen
home,11,pb,1.45788240595,1.5151004170750002,50_50,0,2,ClassGen
home,12,pb,2.507284191625,2.227452439875,50_50,0,2,ClassGen
home,13,pb,3.2002776254,2.8174824862000003,50_50,0,2,ClassGen
home,14,pb,2.067566230875,1.15071146295,50_50,0,2,ClassGen
home,15,pb,1.87979955905,1.7893138078250002,50_50,0,2,ClassGen
home,16,pb,2.6000369724,1.962655308175,50_50,0,2,ClassGen
home,17,pb,3.087229846125,1.780762282375,50_50,0,2,ClassGen
home,18,pb,3.7516514389,3.38006725735,50_50,0,2,ClassGen
home,19,pb,2.4866945181,2.2200325929,50_50,0,2,ClassGen
home,20,pb,2.878779287625,3.1734723429,50_50,0,2,ClassGen
home,21,pb,2.441276065175,1.838755329325,50_50,0,2,ClassGen
home,22,pb,4.440487956475,3.440291180025,50_50,0,2,ClassGen
home,23,pb,3.217041606075,2.081473710125,50_50,0,2,ClassGen
home,24,pb,3.454286508175,2.6762279039749997,50_50,0,2,ClassGen
home,25,pb,5.034731715375,3.57551799425,50_50,0,2,ClassGen
home,26,pb,4.8345241824750005,5.135414257300001,50_50,0,2,ClassGen
home,27,pb,4.721786545825,3.2818507347000008,50_50,0,2,ClassGen
home,28,pb,3.8640202071250007,3.8669923502750008,50_50,0,2,ClassGen
home,29,pb,4.67807503005,3.70207647245,50_50,0,2,ClassGen
home,30,pb,4.360182144025,2.7728509732999997,50_50,0,2,ClassGen
home,31,pb,3.859969926475,3.3910308659500004,50_50,0,2,ClassGen
home,32,pb,4.5898118688,3.8625049445,50_50,0,2,ClassGen
home,33,pb,4.536842328400001,3.751035743875,50_50,0,2,ClassGen
home,34,pb,5.196703497300001,5.28613908785,50_50,0,2,ClassGen
home,35,gpb,5.127789061283333,4.417560830916666,50_50,0,2,ClassGen
home,36,gpb,5.06970044706,4.59743583562,50_50,0,2,ClassGen
home,37,gpb,6.489815946985714,6.484346943457145,50_50,0,2,ClassGen
home,38,gpb,6.975111577333333,6.588303650966668,50_50,0,2,ClassGen
home,39,gpb,6.76936985395,6.9440758855833336,50_50,0,2,ClassGen
home,40,gpb,7.463544181483333,8.148354990266666,50_50,0,2,ClassGen
home,41,gpb,7.894748070816668,7.959926260033334,50_50,0,2,ClassGen
home,42,gpb,9.83164069415,9.9911371764,50_50,0,2,ClassGen
home,43,gpb,8.46572894785,8.5059311609,50_50,0,2,ClassGen
home,44,gpb,9.913034313866666,10.049581302683334,50_50,0,2,ClassGen
home,45,gpb,10.0278771236,9.624314962683334,50_50,0,2,ClassGen
home,46,gpb,11.203235153466666,11.133418395616667,50_50,0,2,ClassGen
home,47,gpb,11.312086662466667,11.136192767399999,50_50,0,2,ClassGen
home,48,gpb,12.2787484402,12.478317131483331,50_50,0,2,ClassGen
import,11,pb,3.647677143050001,3.8710641618699997,50_50,0,2,ClassGen
import,12,pb,3.2268353319100003,3.7066155478500002,50_50,0,2,ClassGen
import,13,pb,4.04950139106,4.39701732365,50_50,0,2,ClassGen
import,14,pb,2.8865166096499997,3.63040804934,50_50,0,2,ClassGen
import,15,pb,2.9066101253500003,3.2891460769499994,50_50,0,2,ClassGen
import,16,pb,3.0578055481699997,3.77787706327,50_50,0,2,ClassGen
import,17,pb,4.0304624259,4.28279533472,50_50,0,2,ClassGen
import,18,pb,3.7737142819599994,4.39407521796,50_50,0,2,ClassGen
import,19,pb,3.97029685106,4.5851672605000005,50_50,0,2,ClassGen
import,20,pb,3.7690451906,3.945950119190001,50_50,0,2,ClassGen
import,21,pb,4.60290216348,5.22963014712,50_50,0,2,ClassGen
import,22,pb,4.60451899219,5.715564115009999,50_50,0,2,ClassGen
import,23,pb,4.6720699393,5.485277888729999,50_50,0,2,ClassGen
import,24,pb,4.94052957519,5.53609369878,50_50,0,2,ClassGen
import,25,gpb,4.421777510152941,5.162880332705884,50_50,0,2,ClassGen
import,26,gpb,4.523650144936363,4.850136298209092,50_50,0,2,ClassGen
import,27,gpb,4.560168472335294,5.264215024676471,50_50,0,2,ClassGen
import,28,gpb,5.154090796166666,5.7574174061133325,50_50,0,2,ClassGen
import,29,gpb,4.7729031556666675,5.490780538326666,50_50,0,2,ClassGen
import,30,gpb,4.636365683726666,5.756737247486665,50_50,0,2,ClassGen
import,31,gpb,6.598239005113333,7.414301731740001,50_50,0,2,ClassGen
import,32,gpb,6.490768535046667,7.5026764073866685,50_50,0,2,ClassGen
import,33,gpb,6.821514632093334,7.7204144778999995,50_50,0,2,ClassGen
import,34,gpb,7.287679541466668,8.252627797693334,50_50,0,2,ClassGen
import,35,gpb,7.273896987866667,8.359337261786667,50_50,0,2,ClassGen
import,36,gpb,8.043900179793333,9.082353476233333,50_50,0,2,ClassGen
import,37,gpb,8.063221139513333,8.818299650353334,50_50,0,2,ClassGen
import,38,gpb,8.4454261138,9.559184235219998,50_50,0,2,ClassGen
import,39,gpb,8.916229130846666,9.837259035653334,50_50,0,2,ClassGen
import,40,gpb,8.961319557246668,9.864798553746668,50_50,0,2,ClassGen
import,41,gpb,10.090372592626666,11.194604603293334,50_50,0,2,ClassGen
import,42,gpb,9.687678800413334,10.666108984093333,50_50,0,2,ClassGen
import,43,gpb,9.939159384913333,11.391301867073334,50_50,0,2,ClassGen
import,44,gpb,10.362860901386666,11.543301716440002,50_50,0,2,ClassGen
import,45,gpb,10.892368002300001,12.23166961452,50_50,0,2,ClassGen
import,46,gpb,11.061174747833336,12.331664372673334,50_50,0,2,ClassGen
