,Category,EBVGen,Cor,Group,Trait,Scenario,Rep,Generation,Strategy
3,Mothers,EBV46,0.7394033238284279,import,2,100_100,0,46,ClassGen
0,Fathers,EBV47,0.7896512227045129,import,2,100_100,0,47,ClassGen
1,Female candidates,EBV47,0.46510510249809395,import,2,100_100,0,47,ClassGen
2,Male candidates,EBV47,0.7921207003177291,import,2,100_100,0,47,ClassGen
3,Mothers,EBV47,0.7491887447850446,import,2,100_100,0,47,ClassGen
0,Fathers,EBV48,0.6924466137172139,import,2,100_100,0,48,ClassGen
1,Female candidates,EBV48,0.47492679549694866,import,2,100_100,0,48,ClassGen
2,Male candidates,EBV48,0.8250922360889374,import,2,100_100,0,48,ClassGen
3,Mothers,EBV48,0.746572562252916,import,2,100_100,0,48,ClassGen
0,Fathers,EBV49,0.795682279590259,import,2,100_100,0,49,ClassGen
1,Female candidates,EBV49,0.44796164928414217,import,2,100_100,0,49,ClassGen
2,Male candidates,EBV49,0.8165718642824726,import,2,100_100,0,49,ClassGen
3,Mothers,EBV49,0.7460271094674393,import,2,100_100,0,49,ClassGen
0,Fathers,EBV50,0.8228369158672661,import,2,100_100,0,50,ClassGen
1,Female candidates,EBV50,0.4759316498871673,import,2,100_100,0,50,ClassGen
2,Male candidates,EBV50,0.8253859150465841,import,2,100_100,0,50,ClassGen
3,Mothers,EBV50,0.7477717595593378,import,2,100_100,0,50,ClassGen
0,Fathers,EBV21,0.03227091001319672,home,3,100_100,0,21,ClassGen
1,Female candidates,EBV21,0.03895730369965889,home,3,100_100,0,21,ClassGen
2,Male candidates,EBV21,0.7363987770512435,home,3,100_100,0,21,ClassGen
3,Male candidates1,EBV21,-0.009426529081587696,home,3,100_100,0,21,ClassGen
4,Mothers,EBV21,0.36048991539365927,home,3,100_100,0,21,ClassGen
0,Fathers,EBV22,-0.08942309826752065,home,3,100_100,0,22,ClassGen
1,Female candidates,EBV22,0.16176264041048602,home,3,100_100,0,22,ClassGen
2,Male candidates,EBV22,-0.5411533817632173,home,3,100_100,0,22,ClassGen
3,Male candidates1,EBV22,-0.026819479185389846,home,3,100_100,0,22,ClassGen
4,Mothers,EBV22,0.42949245053976504,home,3,100_100,0,22,ClassGen
0,Fathers,EBV23,-0.09879111529793212,home,3,100_100,0,23,ClassGen
1,Female candidates,EBV23,0.188391758555272,home,3,100_100,0,23,ClassGen
2,Male candidates,EBV23,-0.08311318741813584,home,3,100_100,0,23,ClassGen
3,Male candidates1,EBV23,0.14445135388556668,home,3,100_100,0,23,ClassGen
4,Mothers,EBV23,0.5247616359197896,home,3,100_100,0,23,ClassGen
0,Fathers,EBV24,0.4397674905445568,home,3,100_100,0,24,ClassGen
1,Female candidates,EBV24,0.36166825966009664,home,3,100_100,0,24,ClassGen
2,Male candidates,EBV24,0.757053564714058,home,3,100_100,0,24,ClassGen
3,Male candidates1,EBV24,0.06352729982719546,home,3,100_100,0,24,ClassGen
4,Mothers,EBV24,0.5971257602756264,home,3,100_100,0,24,ClassGen
0,Fathers,EBV25,0.1318251837196126,home,3,100_100,0,25,ClassGen
1,Female candidates,EBV25,0.3543334696418799,home,3,100_100,0,25,ClassGen
2,Male candidates,EBV25,0.9297340224888166,home,3,100_100,0,25,ClassGen
3,Male candidates1,EBV25,0.20042618596763287,home,3,100_100,0,25,ClassGen
4,Mothers,EBV25,0.6022245407450525,home,3,100_100,0,25,ClassGen
0,Fathers,EBV26,0.6700815955323087,home,3,100_100,0,26,ClassGen
1,Female candidates,EBV26,0.33572558015387444,home,3,100_100,0,26,ClassGen
2,Male candidates,EBV26,0.9745239677184688,home,3,100_100,0,26,ClassGen
3,Male candidates1,EBV26,0.32698164504317034,home,3,100_100,0,26,ClassGen
4,Mothers,EBV26,0.5810886097747577,home,3,100_100,0,26,ClassGen
0,Fathers,EBV27,0.8030170050571535,home,3,100_100,0,27,ClassGen
1,Female candidates,EBV27,0.34298228229045385,home,3,100_100,0,27,ClassGen
2,Male candidates,EBV27,0.9518731116017514,home,3,100_100,0,27,ClassGen
3,Male candidates1,EBV27,0.31659668536070673,home,3,100_100,0,27,ClassGen
4,Mothers,EBV27,0.5658348885717345,home,3,100_100,0,27,ClassGen
0,Fathers,EBV28,0.7699338528039338,home,3,100_100,0,28,ClassGen
1,Female candidates,EBV28,0.35411146119242587,home,3,100_100,0,28,ClassGen
2,Male candidates,EBV28,0.8923729801596365,home,3,100_100,0,28,ClassGen
3,Male candidates1,EBV28,0.2722187724172871,home,3,100_100,0,28,ClassGen
4,Mothers,EBV28,0.569672781701278,home,3,100_100,0,28,ClassGen
0,Fathers,EBV29,0.7404288131725894,home,3,100_100,0,29,ClassGen
1,Female candidates,EBV29,0.3525753428518056,home,3,100_100,0,29,ClassGen
2,Male candidates,EBV29,0.7533675323919543,home,3,100_100,0,29,ClassGen
3,Male candidates1,EBV29,0.28742885607709784,home,3,100_100,0,29,ClassGen
4,Mothers,EBV29,0.5543823833520616,home,3,100_100,0,29,ClassGen
0,Fathers,EBV30,0.7628961752039929,home,3,100_100,0,30,ClassGen
1,Female candidates,EBV30,0.3087342728597335,home,3,100_100,0,30,ClassGen
2,Male candidates,EBV30,0.923842148177408,home,3,100_100,0,30,ClassGen
3,Male candidates1,EBV30,0.24989936798910065,home,3,100_100,0,30,ClassGen
4,Mothers,EBV30,0.5418788799891272,home,3,100_100,0,30,ClassGen
0,Fathers,EBV31,0.8029909822322657,home,3,100_100,0,31,ClassGen
1,Female candidates,EBV31,0.3014169406593667,home,3,100_100,0,31,ClassGen
2,Male candidates,EBV31,0.8860895159065015,home,3,100_100,0,31,ClassGen
3,Male candidates1,EBV31,0.20321777152197498,home,3,100_100,0,31,ClassGen
4,Mothers,EBV31,0.5416436874472641,home,3,100_100,0,31,ClassGen
0,Fathers,EBV32,0.9088463966641865,home,3,100_100,0,32,ClassGen
1,Female candidates,EBV32,0.10477757247604003,home,3,100_100,0,32,ClassGen
2,Male candidates,EBV32,0.9764766730305329,home,3,100_100,0,32,ClassGen
3,Male candidates1,EBV32,0.07382325753081052,home,3,100_100,0,32,ClassGen
4,Mothers,EBV32,0.5175794937117034,home,3,100_100,0,32,ClassGen
0,Fathers,EBV33,0.9009461408227355,home,3,100_100,0,33,ClassGen
1,Female candidates,EBV33,0.08819734600129707,home,3,100_100,0,33,ClassGen
2,Male candidates,EBV33,0.9408558664541238,home,3,100_100,0,33,ClassGen
3,Male candidates1,EBV33,0.12609460741317377,home,3,100_100,0,33,ClassGen
4,Mothers,EBV33,0.5217990798740009,home,3,100_100,0,33,ClassGen
0,Fathers,EBV34,0.8933537457859285,home,3,100_100,0,34,ClassGen
1,Female candidates,EBV34,0.2121593872689684,home,3,100_100,0,34,ClassGen
2,Male candidates,EBV34,0.9550031762000296,home,3,100_100,0,34,ClassGen
3,Male candidates1,EBV34,0.3815292852614854,home,3,100_100,0,34,ClassGen
4,Mothers,EBV34,0.5274137805086976,home,3,100_100,0,34,ClassGen
0,Fathers,EBV35,0.85621205614023,home,3,100_100,0,35,ClassGen
1,Female candidates,EBV35,0.11802140626539663,home,3,100_100,0,35,ClassGen
2,Male candidates,EBV35,0.6777536269921306,home,3,100_100,0,35,ClassGen
3,Male candidates1,EBV35,-0.05956913910207819,home,3,100_100,0,35,ClassGen
4,Mothers,EBV35,0.538452232573216,home,3,100_100,0,35,ClassGen
0,Fathers,EBV36,0.773337331214402,home,3,100_100,0,36,ClassGen
1,Female candidates,EBV36,0.15452809007055307,home,3,100_100,0,36,ClassGen
2,Male candidates,EBV36,0.8417883430009486,home,3,100_100,0,36,ClassGen
3,Male candidates1,EBV36,0.24869609889176428,home,3,100_100,0,36,ClassGen
4,Mothers,EBV36,0.5505790479691544,home,3,100_100,0,36,ClassGen
0,Fathers,EBV37,0.6091702228493238,home,3,100_100,0,37,ClassGen
1,Female candidates,EBV37,0.3155734479634489,home,3,100_100,0,37,ClassGen
2,Male candidates,EBV37,0.7566836871818217,home,3,100_100,0,37,ClassGen
3,Male candidates1,EBV37,0.2538334685793246,home,3,100_100,0,37,ClassGen
4,Mothers,EBV37,0.5794131333796299,home,3,100_100,0,37,ClassGen
0,Fathers,EBV38,0.6019898876454873,home,3,100_100,0,38,ClassGen
1,Female candidates,EBV38,0.21965630633913183,home,3,100_100,0,38,ClassGen
2,Male candidates,EBV38,0.858163797956762,home,3,100_100,0,38,ClassGen
3,Male candidates1,EBV38,0.23916518071404252,home,3,100_100,0,38,ClassGen
4,Mothers,EBV38,0.6040085407724345,home,3,100_100,0,38,ClassGen
0,Fathers,EBV39,0.5227018139501346,home,3,100_100,0,39,ClassGen
1,Female candidates,EBV39,0.19175481513396353,home,3,100_100,0,39,ClassGen
2,Male candidates,EBV39,0.9417813426420393,home,3,100_100,0,39,ClassGen
3,Male candidates1,EBV39,0.04617319139938822,home,3,100_100,0,39,ClassGen
4,Mothers,EBV39,0.619262918460815,home,3,100_100,0,39,ClassGen
0,Fathers,EBV40,0.6231006298459659,home,3,100_100,0,40,ClassGen
1,Female candidates,EBV40,0.21048731064145887,home,3,100_100,0,40,ClassGen
2,Male candidates,EBV40,0.9612567514907765,home,3,100_100,0,40,ClassGen
3,Male candidates1,EBV40,0.09114551679585813,home,3,100_100,0,40,ClassGen
4,Mothers,EBV40,0.6310063542930255,home,3,100_100,0,40,ClassGen
0,Fathers,EBV41,0.7384135823374544,home,3,100_100,0,41,ClassGen
1,Female candidates,EBV41,0.32277732999816633,home,3,100_100,0,41,ClassGen
2,Male candidates,EBV41,0.19346339072277322,home,3,100_100,0,41,ClassGen
3,Mothers,EBV41,0.6861258971788675,home,3,100_100,0,41,ClassGen
0,Fathers,EBV42,0.8481467967504501,home,3,100_100,0,42,ClassGen
1,Female candidates,EBV42,0.4336311926807689,home,3,100_100,0,42,ClassGen
2,Male candidates,EBV42,0.7411867768179482,home,3,100_100,0,42,ClassGen
3,Mothers,EBV42,0.7160712014863753,home,3,100_100,0,42,ClassGen
0,Fathers,EBV43,0.8707598224384134,home,3,100_100,0,43,ClassGen
1,Female candidates,EBV43,0.43068403998107296,home,3,100_100,0,43,ClassGen
2,Male candidates,EBV43,0.7446430847308347,home,3,100_100,0,43,ClassGen
3,Mothers,EBV43,0.7310483474095242,home,3,100_100,0,43,ClassGen
0,Fathers,EBV44,0.7953292772745033,home,3,100_100,0,44,ClassGen
1,Female candidates,EBV44,0.4459061609992655,home,3,100_100,0,44,ClassGen
2,Male candidates,EBV44,0.7910437492240556,home,3,100_100,0,44,ClassGen
3,Mothers,EBV44,0.7325990184639506,home,3,100_100,0,44,ClassGen
0,Fathers,EBV45,0.7035687814684471,home,3,100_100,0,45,ClassGen
1,Female candidates,EBV45,0.4650061467560597,home,3,100_100,0,45,ClassGen
2,Male candidates,EBV45,0.8991327395998779,home,3,100_100,0,45,ClassGen
3,Mothers,EBV45,0.7358731452959479,home,3,100_100,0,45,ClassGen
0,Fathers,EBV46,0.7006757424104164,home,3,100_100,0,46,ClassGen
1,Female candidates,EBV46,0.44007422854022893,home,3,100_100,0,46,ClassGen
2,Male candidates,EBV46,0.8307253475575975,home,3,100_100,0,46,ClassGen
3,Mothers,EBV46,0.7290770175588512,home,3,100_100,0,46,ClassGen
0,Fathers,EBV47,0.7453670525356245,home,3,100_100,0,47,ClassGen
1,Female candidates,EBV47,0.43846604088057384,home,3,100_100,0,47,ClassGen
2,Male candidates,EBV47,0.8109039467113186,home,3,100_100,0,47,ClassGen
3,Mothers,EBV47,0.7248406022753514,home,3,100_100,0,47,ClassGen
0,Fathers,EBV48,0.7447573550456529,home,3,100_100,0,48,ClassGen
1,Female candidates,EBV48,0.42227264349092897,home,3,100_100,0,48,ClassGen
2,Male candidates,EBV48,0.7846091031800272,home,3,100_100,0,48,ClassGen
3,Mothers,EBV48,0.7275485290048483,home,3,100_100,0,48,ClassGen
0,Fathers,EBV49,0.6546571725104481,home,3,100_100,0,49,ClassGen
1,Female candidates,EBV49,0.4229293649482528,home,3,100_100,0,49,ClassGen
2,Male candidates,EBV49,0.8043414821640827,home,3,100_100,0,49,ClassGen
3,Mothers,EBV49,0.7312827573544686,home,3,100_100,0,49,ClassGen
0,Fathers,EBV50,0.6592942053217609,home,3,100_100,0,50,ClassGen
1,Female candidates,EBV50,0.38262806968207075,home,3,100_100,0,50,ClassGen
2,Male candidates,EBV50,0.7952793919546466,home,3,100_100,0,50,ClassGen
3,Mothers,EBV50,0.7307063274246877,home,3,100_100,0,50,ClassGen
0,Fathers,EBV21,0.2902797860478336,import,3,100_100,0,21,ClassGen
1,Female candidates,EBV21,0.2519798174721981,import,3,100_100,0,21,ClassGen
2,Male candidates,EBV21,0.18486760523327614,import,3,100_100,0,21,ClassGen
3,Male candidates1,EBV21,0.19770838787405234,import,3,100_100,0,21,ClassGen
4,Mothers,EBV21,0.6555031108232309,import,3,100_100,0,21,ClassGen
0,Fathers,EBV22,0.19114947372392654,import,3,100_100,0,22,ClassGen
1,Female candidates,EBV22,0.30902779065056674,import,3,100_100,0,22,ClassGen
2,Male candidates,EBV22,0.17092722141150904,import,3,100_100,0,22,ClassGen
3,Male candidates1,EBV22,0.15835129783118404,import,3,100_100,0,22,ClassGen
4,Mothers,EBV22,0.6550184329479511,import,3,100_100,0,22,ClassGen
0,Fathers,EBV23,0.17311421863767928,import,3,100_100,0,23,ClassGen
1,Female candidates,EBV23,0.40102656196701714,import,3,100_100,0,23,ClassGen
2,Male candidates,EBV23,0.1611479410399713,import,3,100_100,0,23,ClassGen
3,Male candidates1,EBV23,0.1609654421951268,import,3,100_100,0,23,ClassGen
4,Mothers,EBV23,0.6724858914672469,import,3,100_100,0,23,ClassGen
0,Fathers,EBV24,-0.4311604658890666,import,3,100_100,0,24,ClassGen
1,Female candidates,EBV24,0.3028075131283702,import,3,100_100,0,24,ClassGen
2,Male candidates,EBV24,0.4304458592032867,import,3,100_100,0,24,ClassGen
3,Male candidates1,EBV24,-0.06739254521780913,import,3,100_100,0,24,ClassGen
4,Mothers,EBV24,0.7492951166597812,import,3,100_100,0,24,ClassGen
0,Fathers,EBV25,-0.20115277871330103,import,3,100_100,0,25,ClassGen
1,Female candidates,EBV25,0.3081666516779038,import,3,100_100,0,25,ClassGen
2,Male candidates,EBV25,0.40105858452735843,import,3,100_100,0,25,ClassGen
3,Male candidates1,EBV25,-0.12088432720313026,import,3,100_100,0,25,ClassGen
4,Mothers,EBV25,0.7228642751481068,import,3,100_100,0,25,ClassGen
0,Fathers,EBV26,0.06871924642573354,import,3,100_100,0,26,ClassGen
1,Female candidates,EBV26,0.2735395204308488,import,3,100_100,0,26,ClassGen
2,Male candidates,EBV26,0.4098418481185862,import,3,100_100,0,26,ClassGen
3,Male candidates1,EBV26,0.1755291519984059,import,3,100_100,0,26,ClassGen
4,Mothers,EBV26,0.6831867422779447,import,3,100_100,0,26,ClassGen
0,Fathers,EBV27,0.6260483196756177,import,3,100_100,0,27,ClassGen
1,Female candidates,EBV27,0.34213775164496185,import,3,100_100,0,27,ClassGen
2,Male candidates,EBV27,0.46732688593857774,import,3,100_100,0,27,ClassGen
3,Male candidates1,EBV27,0.3757540086300858,import,3,100_100,0,27,ClassGen
4,Mothers,EBV27,0.619154242711365,import,3,100_100,0,27,ClassGen
0,Fathers,EBV28,0.7104171486369694,import,3,100_100,0,28,ClassGen
1,Female candidates,EBV28,0.303106331800748,import,3,100_100,0,28,ClassGen
2,Male candidates,EBV28,0.4803183388058371,import,3,100_100,0,28,ClassGen
3,Male candidates1,EBV28,0.14683001664693354,import,3,100_100,0,28,ClassGen
4,Mothers,EBV28,0.642274791331736,import,3,100_100,0,28,ClassGen
0,Fathers,EBV29,0.7295453791232335,import,3,100_100,0,29,ClassGen
1,Female candidates,EBV29,0.3049310942549157,import,3,100_100,0,29,ClassGen
2,Male candidates,EBV29,0.450047301353211,import,3,100_100,0,29,ClassGen
3,Male candidates1,EBV29,0.216313814969008,import,3,100_100,0,29,ClassGen
4,Mothers,EBV29,0.6155976266959576,import,3,100_100,0,29,ClassGen
0,Fathers,EBV30,0.44656820410929493,import,3,100_100,0,30,ClassGen
1,Female candidates,EBV30,0.2747363862990003,import,3,100_100,0,30,ClassGen
2,Male candidates,EBV30,0.5614146564458858,import,3,100_100,0,30,ClassGen
3,Male candidates1,EBV30,0.2810249719004683,import,3,100_100,0,30,ClassGen
4,Mothers,EBV30,0.6107517594744384,import,3,100_100,0,30,ClassGen
0,Fathers,EBV31,0.44516114209046365,import,3,100_100,0,31,ClassGen
1,Female candidates,EBV31,0.39114645733733033,import,3,100_100,0,31,ClassGen
2,Male candidates,EBV31,0.2401118193427978,import,3,100_100,0,31,ClassGen
3,Mothers,EBV31,0.7643475296865577,import,3,100_100,0,31,ClassGen
0,Fathers,EBV32,0.5854606946107027,import,3,100_100,0,32,ClassGen
1,Female candidates,EBV32,0.37373834251849,import,3,100_100,0,32,ClassGen
2,Male candidates,EBV32,0.8063905083895245,import,3,100_100,0,32,ClassGen
3,Mothers,EBV32,0.7231498772741979,import,3,100_100,0,32,ClassGen
0,Fathers,EBV33,0.8642774430437857,import,3,100_100,0,33,ClassGen
1,Female candidates,EBV33,0.37586222509434114,import,3,100_100,0,33,ClassGen
2,Male candidates,EBV33,0.7995729531387797,import,3,100_100,0,33,ClassGen
3,Mothers,EBV33,0.7186144243699246,import,3,100_100,0,33,ClassGen
0,Fathers,EBV34,0.8556118313606056,import,3,100_100,0,34,ClassGen
1,Female candidates,EBV34,0.45683765911403734,import,3,100_100,0,34,ClassGen
2,Male candidates,EBV34,0.7740813988451847,import,3,100_100,0,34,ClassGen
3,Mothers,EBV34,0.694473955354765,import,3,100_100,0,34,ClassGen
0,Fathers,EBV35,0.895636523519956,import,3,100_100,0,35,ClassGen
1,Female candidates,EBV35,0.516588834655659,import,3,100_100,0,35,ClassGen
2,Male candidates,EBV35,0.8318866154113113,import,3,100_100,0,35,ClassGen
3,Mothers,EBV35,0.7070938684590402,import,3,100_100,0,35,ClassGen
0,Fathers,EBV36,0.8795648556140966,import,3,100_100,0,36,ClassGen
1,Female candidates,EBV36,0.5018509824963034,import,3,100_100,0,36,ClassGen
2,Male candidates,EBV36,0.8112249199818291,import,3,100_100,0,36,ClassGen
3,Mothers,EBV36,0.726310653518945,import,3,100_100,0,36,ClassGen
0,Fathers,EBV37,0.7439704995084117,import,3,100_100,0,37,ClassGen
1,Female candidates,EBV37,0.4778280889134662,import,3,100_100,0,37,ClassGen
2,Male candidates,EBV37,0.8289407983713727,import,3,100_100,0,37,ClassGen
3,Mothers,EBV37,0.7430997824545709,import,3,100_100,0,37,ClassGen
0,Fathers,EBV38,0.779311678731862,import,3,100_100,0,38,ClassGen
1,Female candidates,EBV38,0.45513533119660005,import,3,100_100,0,38,ClassGen
2,Male candidates,EBV38,0.7942386842850944,import,3,100_100,0,38,ClassGen
3,Mothers,EBV38,0.7500340600483189,import,3,100_100,0,38,ClassGen
0,Fathers,EBV39,0.840736799708322,import,3,100_100,0,39,ClassGen
1,Female candidates,EBV39,0.4547187036364015,import,3,100_100,0,39,ClassGen
2,Male candidates,EBV39,0.8006839559775518,import,3,100_100,0,39,ClassGen
3,Mothers,EBV39,0.7550003197345762,import,3,100_100,0,39,ClassGen
0,Fathers,EBV40,0.8152823155478792,import,3,100_100,0,40,ClassGen
1,Female candidates,EBV40,0.46620812702665854,import,3,100_100,0,40,ClassGen
2,Male candidates,EBV40,0.8214384007855806,import,3,100_100,0,40,ClassGen
3,Mothers,EBV40,0.7590717203652632,import,3,100_100,0,40,ClassGen
0,Fathers,EBV41,0.7363061947694272,import,3,100_100,0,41,ClassGen
1,Female candidates,EBV41,0.47117184039901067,import,3,100_100,0,41,ClassGen
2,Male candidates,EBV41,0.792721107883681,import,3,100_100,0,41,ClassGen
3,Mothers,EBV41,0.7490931516256915,import,3,100_100,0,41,ClassGen
0,Fathers,EBV42,0.720009825420674,import,3,100_100,0,42,ClassGen
1,Female candidates,EBV42,0.4396390936297057,import,3,100_100,0,42,ClassGen
2,Male candidates,EBV42,0.7680026011587863,import,3,100_100,0,42,ClassGen
3,Mothers,EBV42,0.7429071331970521,import,3,100_100,0,42,ClassGen
0,Fathers,EBV43,0.7189392031120818,import,3,100_100,0,43,ClassGen
1,Female candidates,EBV43,0.4425357153996753,import,3,100_100,0,43,ClassGen
2,Male candidates,EBV43,0.8276209496033005,import,3,100_100,0,43,ClassGen
3,Mothers,EBV43,0.7441278212062206,import,3,100_100,0,43,ClassGen
0,Fathers,EBV44,0.774729031651122,import,3,100_100,0,44,ClassGen
1,Female candidates,EBV44,0.44694883644407823,import,3,100_100,0,44,ClassGen
2,Male candidates,EBV44,0.8237055890931999,import,3,100_100,0,44,ClassGen
3,Mothers,EBV44,0.7450547539136532,import,3,100_100,0,44,ClassGen
0,Fathers,EBV45,0.790342029142527,import,3,100_100,0,45,ClassGen
1,Female candidates,EBV45,0.43553962196648355,import,3,100_100,0,45,ClassGen
2,Male candidates,EBV45,0.8163030376458089,import,3,100_100,0,45,ClassGen
3,Mothers,EBV45,0.7485890558610423,import,3,100_100,0,45,ClassGen
0,Fathers,EBV46,0.7981601161651587,import,3,100_100,0,46,ClassGen
1,Female candidates,EBV46,0.4267223143852777,import,3,100_100,0,46,ClassGen
2,Male candidates,EBV46,0.8450574947498559,import,3,100_100,0,46,ClassGen
3,Mothers,EBV46,0.7539278192539496,import,3,100_100,0,46,ClassGen
0,Fathers,EBV47,0.8085818032337331,import,3,100_100,0,47,ClassGen
1,Female candidates,EBV47,0.45437959960933316,import,3,100_100,0,47,ClassGen
2,Male candidates,EBV47,0.8210928094001816,import,3,100_100,0,47,ClassGen
3,Mothers,EBV47,0.749700799552978,import,3,100_100,0,47,ClassGen
0,Fathers,EBV48,0.7930962738268449,import,3,100_100,0,48,ClassGen
1,Female candidates,EBV48,0.47548793452108107,import,3,100_100,0,48,ClassGen
2,Male candidates,EBV48,0.8382774340933306,import,3,100_100,0,48,ClassGen
3,Mothers,EBV48,0.7437879882337622,import,3,100_100,0,48,ClassGen
0,Fathers,EBV49,0.7880913944849738,import,3,100_100,0,49,ClassGen
1,Female candidates,EBV49,0.46257894002232064,import,3,100_100,0,49,ClassGen
2,Male candidates,EBV49,0.8303199928592594,import,3,100_100,0,49,ClassGen
3,Mothers,EBV49,0.7445039204854584,import,3,100_100,0,49,ClassGen
0,Fathers,EBV50,0.7665579085253481,import,3,100_100,0,50,ClassGen
1,Female candidates,EBV50,0.4617386646092692,import,3,100_100,0,50,ClassGen
2,Male candidates,EBV50,0.8137717814786729,import,3,100_100,0,50,ClassGen
3,Mothers,EBV50,0.7500649749203178,import,3,100_100,0,50,ClassGen
0,Fathers,EBV21,0.16143057765398663,home,2,0_100,0,21,ClassGen
1,Female candidates,EBV21,0.014295318136561258,home,2,0_100,0,21,ClassGen
2,Male candidates,EBV21,0.5493109483151053,home,2,0_100,0,21,ClassGen
3,Male candidates1,EBV21,0.048857096439459895,home,2,0_100,0,21,ClassGen
4,Mothers,EBV21,0.3484320549147398,home,2,0_100,0,21,ClassGen
0,Fathers,EBV22,0.1201205240091357,home,2,0_100,0,22,ClassGen
1,Female candidates,EBV22,0.17680999759441615,home,2,0_100,0,22,ClassGen
2,Male candidates,EBV22,0.3800291566236387,home,2,0_100,0,22,ClassGen
3,Male candidates1,EBV22,0.19784891483163367,home,2,0_100,0,22,ClassGen
4,Mothers,EBV22,0.42360228212460166,home,2,0_100,0,22,ClassGen
0,Fathers,EBV23,0.2822298323407391,home,2,0_100,0,23,ClassGen
1,Female candidates,EBV23,0.2032433635438194,home,2,0_100,0,23,ClassGen
2,Male candidates,EBV23,-0.04044628788920808,home,2,0_100,0,23,ClassGen
3,Male candidates1,EBV23,0.08474898702520199,home,2,0_100,0,23,ClassGen
4,Mothers,EBV23,0.5096282557724868,home,2,0_100,0,23,ClassGen
0,Fathers,EBV24,0.6616433645718093,home,2,0_100,0,24,ClassGen
1,Female candidates,EBV24,0.33888112786234414,home,2,0_100,0,24,ClassGen
2,Male candidates,EBV24,0.842234858157099,home,2,0_100,0,24,ClassGen
3,Male candidates1,EBV24,0.213576258760102,home,2,0_100,0,24,ClassGen
4,Mothers,EBV24,0.5788674810828484,home,2,0_100,0,24,ClassGen
0,Fathers,EBV25,0.3651853796141786,home,2,0_100,0,25,ClassGen
1,Female candidates,EBV25,0.3508322916022358,home,2,0_100,0,25,ClassGen
2,Male candidates,EBV25,0.948136900650058,home,2,0_100,0,25,ClassGen
3,Male candidates1,EBV25,0.14781259744941896,home,2,0_100,0,25,ClassGen
4,Mothers,EBV25,0.6021672442198204,home,2,0_100,0,25,ClassGen
0,Fathers,EBV26,0.8058344306112145,home,2,0_100,0,26,ClassGen
1,Female candidates,EBV26,0.3986202648937671,home,2,0_100,0,26,ClassGen
2,Male candidates,EBV26,0.7795739768562447,home,2,0_100,0,26,ClassGen
3,Male candidates1,EBV26,0.5794298981373357,home,2,0_100,0,26,ClassGen
4,Mothers,EBV26,0.6050884464240236,home,2,0_100,0,26,ClassGen
0,Fathers,EBV27,0.6875205585883744,home,2,0_100,0,27,ClassGen
1,Female candidates,EBV27,0.34738307705547483,home,2,0_100,0,27,ClassGen
2,Male candidates,EBV27,0.9829099913948046,home,2,0_100,0,27,ClassGen
3,Male candidates1,EBV27,0.32842744186474004,home,2,0_100,0,27,ClassGen
4,Mothers,EBV27,0.5841549586914778,home,2,0_100,0,27,ClassGen
0,Fathers,EBV28,0.8627648077648536,home,2,0_100,0,28,ClassGen
1,Female candidates,EBV28,0.3695965285519911,home,2,0_100,0,28,ClassGen
2,Male candidates,EBV28,0.8612322630137318,home,2,0_100,0,28,ClassGen
3,Male candidates1,EBV28,0.25217420741499913,home,2,0_100,0,28,ClassGen
4,Mothers,EBV28,0.580036099667237,home,2,0_100,0,28,ClassGen
0,Fathers,EBV29,0.8649030557681875,home,2,0_100,0,29,ClassGen
1,Female candidates,EBV29,0.36264458173335423,home,2,0_100,0,29,ClassGen
2,Male candidates,EBV29,0.9376291500965683,home,2,0_100,0,29,ClassGen
3,Male candidates1,EBV29,0.03159852736486009,home,2,0_100,0,29,ClassGen
4,Mothers,EBV29,0.5641408440494822,home,2,0_100,0,29,ClassGen
0,Fathers,EBV30,0.9213477625849031,home,2,0_100,0,30,ClassGen
1,Female candidates,EBV30,0.39258350012170873,home,2,0_100,0,30,ClassGen
2,Male candidates,EBV30,0.8966504516852597,home,2,0_100,0,30,ClassGen
3,Male candidates1,EBV30,0.3278076715565565,home,2,0_100,0,30,ClassGen
4,Mothers,EBV30,0.5578003760764078,home,2,0_100,0,30,ClassGen
0,Fathers,EBV31,0.9375311567120749,home,2,0_100,0,31,ClassGen
1,Female candidates,EBV31,0.37569776520896164,home,2,0_100,0,31,ClassGen
2,Male candidates,EBV31,0.8216449165818974,home,2,0_100,0,31,ClassGen
3,Male candidates1,EBV31,0.5586854425364657,home,2,0_100,0,31,ClassGen
4,Mothers,EBV31,0.5463799932485457,home,2,0_100,0,31,ClassGen
0,Fathers,EBV32,0.8469815794933376,home,2,0_100,0,32,ClassGen
1,Female candidates,EBV32,0.41060926715985624,home,2,0_100,0,32,ClassGen
2,Male candidates,EBV32,0.9053386921805441,home,2,0_100,0,32,ClassGen
3,Male candidates1,EBV32,0.2981663697325411,home,2,0_100,0,32,ClassGen
4,Mothers,EBV32,0.5312574095993567,home,2,0_100,0,32,ClassGen
0,Fathers,EBV33,0.7488309498841825,home,2,0_100,0,33,ClassGen
1,Female candidates,EBV33,0.35354130283227503,home,2,0_100,0,33,ClassGen
2,Male candidates,EBV33,0.7977159619165837,home,2,0_100,0,33,ClassGen
3,Male candidates1,EBV33,-0.04351236848977504,home,2,0_100,0,33,ClassGen
4,Mothers,EBV33,0.5383217684423776,home,2,0_100,0,33,ClassGen
