,Category,EBVGen,Cor,Group,Trait,Scenario,Rep,Generation,Strategy
1,Female candidates,EBV41,0.38467102529597463,home,3,10_10,2,41,ClassGen
2,Male candidates,EBV41,0.3195125211085847,home,3,10_10,2,41,ClassGen
3,Mothers,EBV41,0.6226559194883032,home,3,10_10,2,41,ClassGen
0,Fathers,EBV42,0.7998008924405609,home,3,10_10,2,42,ClassGen
1,Female candidates,EBV42,0.35016389466785336,home,3,10_10,2,42,ClassGen
2,Male candidates,EBV42,0.8263995342614361,home,3,10_10,2,42,ClassGen
3,Mothers,EBV42,0.6783067275483893,home,3,10_10,2,42,ClassGen
0,Fathers,EBV43,0.8017801995335538,home,3,10_10,2,43,ClassGen
1,Female candidates,EBV43,0.43783058374059475,home,3,10_10,2,43,ClassGen
2,Male candidates,EBV43,0.8289925285760159,home,3,10_10,2,43,ClassGen
3,Mothers,EBV43,0.7056873164880184,home,3,10_10,2,43,ClassGen
0,Fathers,EBV44,0.9116978169873285,home,3,10_10,2,44,ClassGen
1,Female candidates,EBV44,0.47121055438878134,home,3,10_10,2,44,ClassGen
2,Male candidates,EBV44,0.8191876585695801,home,3,10_10,2,44,ClassGen
3,Mothers,EBV44,0.7341143861776102,home,3,10_10,2,44,ClassGen
0,Fathers,EBV45,0.9225316149709994,home,3,10_10,2,45,ClassGen
1,Female candidates,EBV45,0.5518588850526285,home,3,10_10,2,45,ClassGen
2,Male candidates,EBV45,0.8710412988128494,home,3,10_10,2,45,ClassGen
3,Mothers,EBV45,0.7567254744583197,home,3,10_10,2,45,ClassGen
0,Fathers,EBV46,0.8574711945505802,home,3,10_10,2,46,ClassGen
1,Female candidates,EBV46,0.5293017267858247,home,3,10_10,2,46,ClassGen
2,Male candidates,EBV46,0.7973260936144373,home,3,10_10,2,46,ClassGen
3,Mothers,EBV46,0.7564463039428708,home,3,10_10,2,46,ClassGen
0,Fathers,EBV47,0.8265926481990528,home,3,10_10,2,47,ClassGen
1,Female candidates,EBV47,0.48068535722109657,home,3,10_10,2,47,ClassGen
2,Male candidates,EBV47,0.7397909633320336,home,3,10_10,2,47,ClassGen
3,Mothers,EBV47,0.7525170100906623,home,3,10_10,2,47,ClassGen
0,Fathers,EBV48,0.7738823535707404,home,3,10_10,2,48,ClassGen
1,Female candidates,EBV48,0.48118439712618977,home,3,10_10,2,48,ClassGen
2,Male candidates,EBV48,0.7454065258437415,home,3,10_10,2,48,ClassGen
3,Mothers,EBV48,0.7503300672462119,home,3,10_10,2,48,ClassGen
0,Fathers,EBV49,0.7303766285180123,home,3,10_10,2,49,ClassGen
1,Female candidates,EBV49,0.46738527303729704,home,3,10_10,2,49,ClassGen
2,Male candidates,EBV49,0.8277486365245152,home,3,10_10,2,49,ClassGen
3,Mothers,EBV49,0.7416512289582864,home,3,10_10,2,49,ClassGen
0,Fathers,EBV50,0.6872071675300091,home,3,10_10,2,50,ClassGen
1,Female candidates,EBV50,0.3912809418988302,home,3,10_10,2,50,ClassGen
2,Male candidates,EBV50,0.7672230915700736,home,3,10_10,2,50,ClassGen
3,Mothers,EBV50,0.738504728915692,home,3,10_10,2,50,ClassGen
0,Fathers,EBV21,-0.12872749990663918,import,3,10_10,2,21,ClassGen
1,Female candidates,EBV21,0.21761685280719098,import,3,10_10,2,21,ClassGen
2,Male candidates,EBV21,0.19439945549922868,import,3,10_10,2,21,ClassGen
3,Male candidates1,EBV21,0.20362610677431883,import,3,10_10,2,21,ClassGen
4,Mothers,EBV21,0.6636796874997758,import,3,10_10,2,21,ClassGen
0,Fathers,EBV22,-0.00468186247708267,import,3,10_10,2,22,ClassGen
1,Female candidates,EBV22,0.37079687138768835,import,3,10_10,2,22,ClassGen
2,Male candidates,EBV22,0.10370345512765988,import,3,10_10,2,22,ClassGen
3,Male candidates1,EBV22,0.14807572430043026,import,3,10_10,2,22,ClassGen
4,Mothers,EBV22,0.6388752656941961,import,3,10_10,2,22,ClassGen
0,Fathers,EBV23,0.11783774215169844,import,3,10_10,2,23,ClassGen
1,Female candidates,EBV23,0.4287965513908422,import,3,10_10,2,23,ClassGen
2,Male candidates,EBV23,0.33554759828777225,import,3,10_10,2,23,ClassGen
3,Male candidates1,EBV23,0.01395117300733759,import,3,10_10,2,23,ClassGen
4,Mothers,EBV23,0.6387085969305716,import,3,10_10,2,23,ClassGen
0,Fathers,EBV24,0.00447437324970705,import,3,10_10,2,24,ClassGen
1,Female candidates,EBV24,0.25827658255373603,import,3,10_10,2,24,ClassGen
2,Male candidates,EBV24,0.33797727448654014,import,3,10_10,2,24,ClassGen
3,Male candidates1,EBV24,0.019836263884587375,import,3,10_10,2,24,ClassGen
4,Mothers,EBV24,0.7356711297199466,import,3,10_10,2,24,ClassGen
0,Fathers,EBV25,0.19730040292615275,import,3,10_10,2,25,ClassGen
1,Female candidates,EBV25,0.337722113268194,import,3,10_10,2,25,ClassGen
2,Male candidates,EBV25,0.4911584592439319,import,3,10_10,2,25,ClassGen
3,Male candidates1,EBV25,0.07193451721189474,import,3,10_10,2,25,ClassGen
4,Mothers,EBV25,0.7253866901902037,import,3,10_10,2,25,ClassGen
0,Fathers,EBV26,0.14704675967127648,import,3,10_10,2,26,ClassGen
1,Female candidates,EBV26,0.34353673843999977,import,3,10_10,2,26,ClassGen
2,Male candidates,EBV26,0.5237813694267928,import,3,10_10,2,26,ClassGen
3,Male candidates1,EBV26,0.16112032423089384,import,3,10_10,2,26,ClassGen
4,Mothers,EBV26,0.6897776824128904,import,3,10_10,2,26,ClassGen
0,Fathers,EBV27,0.7342151671344576,import,3,10_10,2,27,ClassGen
1,Female candidates,EBV27,0.31288402191106834,import,3,10_10,2,27,ClassGen
2,Male candidates,EBV27,0.47125317249511073,import,3,10_10,2,27,ClassGen
3,Male candidates1,EBV27,0.23622208172847098,import,3,10_10,2,27,ClassGen
4,Mothers,EBV27,0.6165098735985896,import,3,10_10,2,27,ClassGen
0,Fathers,EBV28,0.7533274867091319,import,3,10_10,2,28,ClassGen
1,Female candidates,EBV28,0.30502101440408447,import,3,10_10,2,28,ClassGen
2,Male candidates,EBV28,0.4614381907190023,import,3,10_10,2,28,ClassGen
3,Male candidates1,EBV28,0.29427927150388977,import,3,10_10,2,28,ClassGen
4,Mothers,EBV28,0.628532104092431,import,3,10_10,2,28,ClassGen
0,Fathers,EBV29,0.6283816895513629,import,3,10_10,2,29,ClassGen
1,Female candidates,EBV29,0.3328562656694203,import,3,10_10,2,29,ClassGen
2,Male candidates,EBV29,0.33058312006504703,import,3,10_10,2,29,ClassGen
3,Male candidates1,EBV29,0.2926515565086434,import,3,10_10,2,29,ClassGen
4,Mothers,EBV29,0.5998466541761487,import,3,10_10,2,29,ClassGen
0,Fathers,EBV30,0.1818513207744163,import,3,10_10,2,30,ClassGen
1,Female candidates,EBV30,0.3025129063464882,import,3,10_10,2,30,ClassGen
2,Male candidates,EBV30,0.5136995049393548,import,3,10_10,2,30,ClassGen
3,Male candidates1,EBV30,0.19906436962220575,import,3,10_10,2,30,ClassGen
4,Mothers,EBV30,0.5957728190987672,import,3,10_10,2,30,ClassGen
0,Fathers,EBV31,0.5689053735665,import,3,10_10,2,31,ClassGen
1,Female candidates,EBV31,0.36216106146549015,import,3,10_10,2,31,ClassGen
2,Male candidates,EBV31,0.17357651990872328,import,3,10_10,2,31,ClassGen
3,Mothers,EBV31,0.7612514186163853,import,3,10_10,2,31,ClassGen
0,Fathers,EBV32,0.6521983976801488,import,3,10_10,2,32,ClassGen
1,Female candidates,EBV32,0.3995520291781663,import,3,10_10,2,32,ClassGen
2,Male candidates,EBV32,0.8103494272276756,import,3,10_10,2,32,ClassGen
3,Mothers,EBV32,0.7287396193312774,import,3,10_10,2,32,ClassGen
0,Fathers,EBV33,0.8215228858040008,import,3,10_10,2,33,ClassGen
1,Female candidates,EBV33,0.398015012078352,import,3,10_10,2,33,ClassGen
2,Male candidates,EBV33,0.8245517021370292,import,3,10_10,2,33,ClassGen
3,Mothers,EBV33,0.7045782223564864,import,3,10_10,2,33,ClassGen
0,Fathers,EBV34,0.8884167904278737,import,3,10_10,2,34,ClassGen
1,Female candidates,EBV34,0.46041588903596775,import,3,10_10,2,34,ClassGen
2,Male candidates,EBV34,0.788015597952351,import,3,10_10,2,34,ClassGen
3,Mothers,EBV34,0.6938253205960145,import,3,10_10,2,34,ClassGen
0,Fathers,EBV35,0.8977144799524193,import,3,10_10,2,35,ClassGen
1,Female candidates,EBV35,0.48105912997728795,import,3,10_10,2,35,ClassGen
2,Male candidates,EBV35,0.8520295436815204,import,3,10_10,2,35,ClassGen
3,Mothers,EBV35,0.7100786062043453,import,3,10_10,2,35,ClassGen
0,Fathers,EBV36,0.894081744823801,import,3,10_10,2,36,ClassGen
1,Female candidates,EBV36,0.47408816382246,import,3,10_10,2,36,ClassGen
2,Male candidates,EBV36,0.8329527053909123,import,3,10_10,2,36,ClassGen
3,Mothers,EBV36,0.725022622701926,import,3,10_10,2,36,ClassGen
0,Fathers,EBV37,0.8071745676671458,import,3,10_10,2,37,ClassGen
1,Female candidates,EBV37,0.4886454781720562,import,3,10_10,2,37,ClassGen
2,Male candidates,EBV37,0.8078422088641162,import,3,10_10,2,37,ClassGen
3,Mothers,EBV37,0.7338863813735247,import,3,10_10,2,37,ClassGen
0,Fathers,EBV38,0.807270256823303,import,3,10_10,2,38,ClassGen
1,Female candidates,EBV38,0.44124872510975727,import,3,10_10,2,38,ClassGen
2,Male candidates,EBV38,0.7973243644196697,import,3,10_10,2,38,ClassGen
3,Mothers,EBV38,0.7312644027159412,import,3,10_10,2,38,ClassGen
0,Fathers,EBV39,0.8213348874503175,import,3,10_10,2,39,ClassGen
1,Female candidates,EBV39,0.4321235597049391,import,3,10_10,2,39,ClassGen
2,Male candidates,EBV39,0.8009311874840792,import,3,10_10,2,39,ClassGen
3,Mothers,EBV39,0.7446903066427907,import,3,10_10,2,39,ClassGen
0,Fathers,EBV40,0.70212641875823,import,3,10_10,2,40,ClassGen
1,Female candidates,EBV40,0.4363519072600552,import,3,10_10,2,40,ClassGen
2,Male candidates,EBV40,0.7820930495996504,import,3,10_10,2,40,ClassGen
3,Mothers,EBV40,0.7457378350715608,import,3,10_10,2,40,ClassGen
0,Fathers,EBV41,0.7179807868560952,import,3,10_10,2,41,ClassGen
1,Female candidates,EBV41,0.42756181387253733,import,3,10_10,2,41,ClassGen
2,Male candidates,EBV41,0.7603518636918428,import,3,10_10,2,41,ClassGen
3,Mothers,EBV41,0.7361656961133453,import,3,10_10,2,41,ClassGen
0,Fathers,EBV42,0.7967660741149438,import,3,10_10,2,42,ClassGen
1,Female candidates,EBV42,0.426050420324755,import,3,10_10,2,42,ClassGen
2,Male candidates,EBV42,0.8298965685669605,import,3,10_10,2,42,ClassGen
3,Mothers,EBV42,0.731356387253673,import,3,10_10,2,42,ClassGen
0,Fathers,EBV43,0.7609491064175408,import,3,10_10,2,43,ClassGen
1,Female candidates,EBV43,0.4430770429942152,import,3,10_10,2,43,ClassGen
2,Male candidates,EBV43,0.7930343061952446,import,3,10_10,2,43,ClassGen
3,Mothers,EBV43,0.7337936322925807,import,3,10_10,2,43,ClassGen
0,Fathers,EBV44,0.8063809432917525,import,3,10_10,2,44,ClassGen
1,Female candidates,EBV44,0.4019699818125702,import,3,10_10,2,44,ClassGen
2,Male candidates,EBV44,0.7897752467686349,import,3,10_10,2,44,ClassGen
3,Mothers,EBV44,0.7332652091505703,import,3,10_10,2,44,ClassGen
0,Fathers,EBV45,0.7558388002520813,import,3,10_10,2,45,ClassGen
1,Female candidates,EBV45,0.4222420620095134,import,3,10_10,2,45,ClassGen
2,Male candidates,EBV45,0.8027521989967118,import,3,10_10,2,45,ClassGen
3,Mothers,EBV45,0.7264566492500375,import,3,10_10,2,45,ClassGen
0,Fathers,EBV46,0.6972975258581428,import,3,10_10,2,46,ClassGen
1,Female candidates,EBV46,0.4470426838186681,import,3,10_10,2,46,ClassGen
2,Male candidates,EBV46,0.8225706736435813,import,3,10_10,2,46,ClassGen
3,Mothers,EBV46,0.7208494107211686,import,3,10_10,2,46,ClassGen
0,Fathers,EBV47,0.7572859624930007,import,3,10_10,2,47,ClassGen
1,Female candidates,EBV47,0.4125832877015576,import,3,10_10,2,47,ClassGen
2,Male candidates,EBV47,0.7732583109297053,import,3,10_10,2,47,ClassGen
3,Mothers,EBV47,0.7099195567411503,import,3,10_10,2,47,ClassGen
0,Fathers,EBV48,0.7630882870397029,import,3,10_10,2,48,ClassGen
1,Female candidates,EBV48,0.414385248477263,import,3,10_10,2,48,ClassGen
2,Male candidates,EBV48,0.7925175217370318,import,3,10_10,2,48,ClassGen
3,Mothers,EBV48,0.7190588044855548,import,3,10_10,2,48,ClassGen
0,Fathers,EBV49,0.8647500252956626,import,3,10_10,2,49,ClassGen
1,Female candidates,EBV49,0.4913666712036846,import,3,10_10,2,49,ClassGen
2,Male candidates,EBV49,0.8330865922216207,import,3,10_10,2,49,ClassGen
3,Mothers,EBV49,0.7218249166344642,import,3,10_10,2,49,ClassGen
0,Fathers,EBV50,0.8664409969517206,import,3,10_10,2,50,ClassGen
1,Female candidates,EBV50,0.4925983467600809,import,3,10_10,2,50,ClassGen
2,Male candidates,EBV50,0.8319824800371105,import,3,10_10,2,50,ClassGen
3,Mothers,EBV50,0.7259275050444848,import,3,10_10,2,50,ClassGen
0,Fathers,EBV21,0.015762688719541288,home,2,25_25,2,21,ClassGen
1,Female candidates,EBV21,0.10935756225872675,home,2,25_25,2,21,ClassGen
2,Male candidates,EBV21,-0.6252219005898636,home,2,25_25,2,21,ClassGen
3,Male candidates1,EBV21,0.393151706866671,home,2,25_25,2,21,ClassGen
4,Mothers,EBV21,0.3684887526160832,home,2,25_25,2,21,ClassGen
0,Fathers,EBV22,0.07902133605122642,home,2,25_25,2,22,ClassGen
1,Female candidates,EBV22,0.1787015732227513,home,2,25_25,2,22,ClassGen
2,Male candidates,EBV22,0.11877201829986539,home,2,25_25,2,22,ClassGen
3,Male candidates1,EBV22,-0.22136594013636096,home,2,25_25,2,22,ClassGen
4,Mothers,EBV22,0.40763422541949484,home,2,25_25,2,22,ClassGen
0,Fathers,EBV23,0.16887405780456893,home,2,25_25,2,23,ClassGen
1,Female candidates,EBV23,0.2705594820881196,home,2,25_25,2,23,ClassGen
2,Male candidates,EBV23,0.39109509435793227,home,2,25_25,2,23,ClassGen
3,Male candidates1,EBV23,-0.01698374008235031,home,2,25_25,2,23,ClassGen
4,Mothers,EBV23,0.4741964590027487,home,2,25_25,2,23,ClassGen
0,Fathers,EBV24,0.4477797863796382,home,2,25_25,2,24,ClassGen
1,Female candidates,EBV24,0.31724294430902167,home,2,25_25,2,24,ClassGen
2,Male candidates,EBV24,0.6137807410387482,home,2,25_25,2,24,ClassGen
3,Male candidates1,EBV24,0.4244396292685957,home,2,25_25,2,24,ClassGen
4,Mothers,EBV24,0.6322490552145443,home,2,25_25,2,24,ClassGen
0,Fathers,EBV25,0.3553471559145376,home,2,25_25,2,25,ClassGen
1,Female candidates,EBV25,0.3724597066070056,home,2,25_25,2,25,ClassGen
2,Male candidates,EBV25,0.7110943576454015,home,2,25_25,2,25,ClassGen
3,Male candidates1,EBV25,0.28511692882389333,home,2,25_25,2,25,ClassGen
4,Mothers,EBV25,0.636588436386395,home,2,25_25,2,25,ClassGen
0,Fathers,EBV26,0.4575081136669662,home,2,25_25,2,26,ClassGen
1,Female candidates,EBV26,0.34208572734320886,home,2,25_25,2,26,ClassGen
2,Male candidates,EBV26,0.9478664465707558,home,2,25_25,2,26,ClassGen
3,Male candidates1,EBV26,0.736014764146951,home,2,25_25,2,26,ClassGen
4,Mothers,EBV26,0.6039331057966348,home,2,25_25,2,26,ClassGen
0,Fathers,EBV27,0.8404970609380028,home,2,25_25,2,27,ClassGen
1,Female candidates,EBV27,0.38505863997965234,home,2,25_25,2,27,ClassGen
2,Male candidates,EBV27,0.9163884041294664,home,2,25_25,2,27,ClassGen
3,Male candidates1,EBV27,0.33854455686535195,home,2,25_25,2,27,ClassGen
4,Mothers,EBV27,0.5511217646838736,home,2,25_25,2,27,ClassGen
0,Fathers,EBV28,0.8936511875668561,home,2,25_25,2,28,ClassGen
1,Female candidates,EBV28,0.4507088461501941,home,2,25_25,2,28,ClassGen
2,Male candidates,EBV28,0.9660286495114023,home,2,25_25,2,28,ClassGen
3,Male candidates1,EBV28,0.5701670855618978,home,2,25_25,2,28,ClassGen
4,Mothers,EBV28,0.5730538767328329,home,2,25_25,2,28,ClassGen
0,Fathers,EBV29,0.8990686973240807,home,2,25_25,2,29,ClassGen
1,Female candidates,EBV29,0.41588997944169714,home,2,25_25,2,29,ClassGen
2,Male candidates,EBV29,0.9794367085977016,home,2,25_25,2,29,ClassGen
3,Male candidates1,EBV29,0.21807943863997278,home,2,25_25,2,29,ClassGen
4,Mothers,EBV29,0.5729898230294334,home,2,25_25,2,29,ClassGen
0,Fathers,EBV30,0.7944088715607629,home,2,25_25,2,30,ClassGen
1,Female candidates,EBV30,0.42654068976290294,home,2,25_25,2,30,ClassGen
2,Male candidates,EBV30,0.9199269509039228,home,2,25_25,2,30,ClassGen
3,Male candidates1,EBV30,0.3314169672865762,home,2,25_25,2,30,ClassGen
4,Mothers,EBV30,0.5817813271375629,home,2,25_25,2,30,ClassGen
0,Fathers,EBV31,0.8792094451197384,home,2,25_25,2,31,ClassGen
1,Female candidates,EBV31,0.39484012002940555,home,2,25_25,2,31,ClassGen
2,Male candidates,EBV31,0.8945099285083066,home,2,25_25,2,31,ClassGen
3,Male candidates1,EBV31,0.35627440751131617,home,2,25_25,2,31,ClassGen
4,Mothers,EBV31,0.5715285175297963,home,2,25_25,2,31,ClassGen
0,Fathers,EBV32,0.8163151547558533,home,2,25_25,2,32,ClassGen
1,Female candidates,EBV32,0.21156293042285484,home,2,25_25,2,32,ClassGen
2,Male candidates,EBV32,0.955932552696107,home,2,25_25,2,32,ClassGen
3,Male candidates1,EBV32,-0.19031273788917885,home,2,25_25,2,32,ClassGen
4,Mothers,EBV32,0.5635939372615091,home,2,25_25,2,32,ClassGen
0,Fathers,EBV33,0.9129824724108497,home,2,25_25,2,33,ClassGen
1,Female candidates,EBV33,0.18014300560829957,home,2,25_25,2,33,ClassGen
2,Male candidates,EBV33,0.8335432110708313,home,2,25_25,2,33,ClassGen
3,Male candidates1,EBV33,-0.12320040606787758,home,2,25_25,2,33,ClassGen
4,Mothers,EBV33,0.5580266567278729,home,2,25_25,2,33,ClassGen
0,Fathers,EBV34,0.923782371214663,home,2,25_25,2,34,ClassGen
1,Female candidates,EBV34,0.32238780810844125,home,2,25_25,2,34,ClassGen
2,Male candidates,EBV34,0.4027165537805017,home,2,25_25,2,34,ClassGen
3,Male candidates1,EBV34,0.3583152062471625,home,2,25_25,2,34,ClassGen
4,Mothers,EBV34,0.5518951212844518,home,2,25_25,2,34,ClassGen
0,Fathers,EBV35,0.7921628453808444,home,2,25_25,2,35,ClassGen
1,Female candidates,EBV35,0.3622296185178525,home,2,25_25,2,35,ClassGen
2,Male candidates,EBV35,-0.15483564279566286,home,2,25_25,2,35,ClassGen
3,Male candidates1,EBV35,0.4300615115727428,home,2,25_25,2,35,ClassGen
4,Mothers,EBV35,0.5521006256757306,home,2,25_25,2,35,ClassGen
0,Fathers,EBV36,0.7443971623140441,home,2,25_25,2,36,ClassGen
1,Female candidates,EBV36,0.3654772411574726,home,2,25_25,2,36,ClassGen
2,Male candidates,EBV36,-0.12927410633406003,home,2,25_25,2,36,ClassGen
3,Male candidates1,EBV36,0.26567376807086673,home,2,25_25,2,36,ClassGen
4,Mothers,EBV36,0.5693791270910447,home,2,25_25,2,36,ClassGen
0,Fathers,EBV37,0.40872469897271135,home,2,25_25,2,37,ClassGen
1,Female candidates,EBV37,0.33154462591534944,home,2,25_25,2,37,ClassGen
2,Male candidates,EBV37,-0.6493917824975187,home,2,25_25,2,37,ClassGen
3,Male candidates1,EBV37,0.0623884218924718,home,2,25_25,2,37,ClassGen
4,Mothers,EBV37,0.5915202999090551,home,2,25_25,2,37,ClassGen
0,Fathers,EBV38,0.5045606789054194,home,2,25_25,2,38,ClassGen
1,Female candidates,EBV38,0.41485430355547365,home,2,25_25,2,38,ClassGen
2,Male candidates,EBV38,0.6619788737567,home,2,25_25,2,38,ClassGen
3,Male candidates1,EBV38,0.4925382854568236,home,2,25_25,2,38,ClassGen
4,Mothers,EBV38,0.6273525903773499,home,2,25_25,2,38,ClassGen
0,Fathers,EBV39,0.5444473978354963,home,2,25_25,2,39,ClassGen
1,Female candidates,EBV39,0.47612882509018417,home,2,25_25,2,39,ClassGen
2,Male candidates,EBV39,0.14455565679024912,home,2,25_25,2,39,ClassGen
3,Male candidates1,EBV39,0.6085621827639566,home,2,25_25,2,39,ClassGen
4,Mothers,EBV39,0.6457181130940947,home,2,25_25,2,39,ClassGen
0,Fathers,EBV40,0.901485848812752,home,2,25_25,2,40,ClassGen
1,Female candidates,EBV40,0.49925519352682163,home,2,25_25,2,40,ClassGen
2,Male candidates,EBV40,0.7510078299010484,home,2,25_25,2,40,ClassGen
3,Male candidates1,EBV40,0.3761722314172558,home,2,25_25,2,40,ClassGen
4,Mothers,EBV40,0.6698030041282638,home,2,25_25,2,40,ClassGen
0,Fathers,EBV41,0.658877246878136,home,2,25_25,2,41,ClassGen
1,Female candidates,EBV41,0.5426496449215285,home,2,25_25,2,41,ClassGen
2,Male candidates,EBV41,0.4306689586526088,home,2,25_25,2,41,ClassGen
3,Mothers,EBV41,0.7440119664142514,home,2,25_25,2,41,ClassGen
0,Fathers,EBV42,0.6274621766982946,home,2,25_25,2,42,ClassGen
1,Female candidates,EBV42,0.40708898790574655,home,2,25_25,2,42,ClassGen
2,Male candidates,EBV42,0.8304816718944699,home,2,25_25,2,42,ClassGen
3,Mothers,EBV42,0.7823348466045793,home,2,25_25,2,42,ClassGen
0,Fathers,EBV43,0.8217068390390324,home,2,25_25,2,43,ClassGen
1,Female candidates,EBV43,0.46256885006706716,home,2,25_25,2,43,ClassGen
2,Male candidates,EBV43,0.8782136830423616,home,2,25_25,2,43,ClassGen
3,Mothers,EBV43,0.7904719646997587,home,2,25_25,2,43,ClassGen
0,Fathers,EBV44,0.9060340585588826,home,2,25_25,2,44,ClassGen
1,Female candidates,EBV44,0.602880050642349,home,2,25_25,2,44,ClassGen
2,Male candidates,EBV44,0.8552517129923068,home,2,25_25,2,44,ClassGen
3,Mothers,EBV44,0.8027055643960352,home,2,25_25,2,44,ClassGen
0,Fathers,EBV45,0.9176530443138603,home,2,25_25,2,45,ClassGen
1,Female candidates,EBV45,0.6045855649547194,home,2,25_25,2,45,ClassGen
2,Male candidates,EBV45,0.9223462381497215,home,2,25_25,2,45,ClassGen
3,Mothers,EBV45,0.8031652594617534,home,2,25_25,2,45,ClassGen
0,Fathers,EBV46,0.8911241180237516,home,2,25_25,2,46,ClassGen
1,Female candidates,EBV46,0.606967535511858,home,2,25_25,2,46,ClassGen
2,Male candidates,EBV46,0.858208728606093,home,2,25_25,2,46,ClassGen
3,Mothers,EBV46,0.8059451671064587,home,2,25_25,2,46,ClassGen
0,Fathers,EBV47,0.7312479439503363,home,2,25_25,2,47,ClassGen
1,Female candidates,EBV47,0.5724099999205768,home,2,25_25,2,47,ClassGen
2,Male candidates,EBV47,0.7582316809615919,home,2,25_25,2,47,ClassGen
3,Mothers,EBV47,0.804004965937653,home,2,25_25,2,47,ClassGen
0,Fathers,EBV48,0.7717151207155706,home,2,25_25,2,48,ClassGen
1,Female candidates,EBV48,0.4711221056888971,home,2,25_25,2,48,ClassGen
2,Male candidates,EBV48,0.8363310698690942,home,2,25_25,2,48,ClassGen
3,Mothers,EBV48,0.798108833300133,home,2,25_25,2,48,ClassGen
0,Fathers,EBV49,0.6908778579350198,home,2,25_25,2,49,ClassGen
1,Female candidates,EBV49,0.47400885637489076,home,2,25_25,2,49,ClassGen
2,Male candidates,EBV49,0.7951131043420328,home,2,25_25,2,49,ClassGen
3,Mothers,EBV49,0.7925887163458154,home,2,25_25,2,49,ClassGen
0,Fathers,EBV50,0.5461463642422103,home,2,25_25,2,50,ClassGen
1,Female candidates,EBV50,0.44340804033926573,home,2,25_25,2,50,ClassGen
2,Male candidates,EBV50,0.8240851262650993,home,2,25_25,2,50,ClassGen
3,Mothers,EBV50,0.7828634228287609,home,2,25_25,2,50,ClassGen
0,Fathers,EBV21,0.12658394861496594,import,2,25_25,2,21,ClassGen
1,Female candidates,EBV21,0.050182837781667516,import,2,25_25,2,21,ClassGen
2,Male candidates,EBV21,0.24561179621925777,import,2,25_25,2,21,ClassGen
3,Male candidates1,EBV21,-0.02290103217935115,import,2,25_25,2,21,ClassGen
4,Mothers,EBV21,0.690982585448584,import,2,25_25,2,21,ClassGen
0,Fathers,EBV22,0.08204530721816113,import,2,25_25,2,22,ClassGen
1,Female candidates,EBV22,0.4154543151327672,import,2,25_25,2,22,ClassGen
2,Male candidates,EBV22,0.16447328072454553,import,2,25_25,2,22,ClassGen
3,Male candidates1,EBV22,0.14390676025840343,import,2,25_25,2,22,ClassGen
4,Mothers,EBV22,0.6655163971147687,import,2,25_25,2,22,ClassGen
0,Fathers,EBV23,-0.10019395228609027,import,2,25_25,2,23,ClassGen
1,Female candidates,EBV23,0.46491698681838617,import,2,25_25,2,23,ClassGen
2,Male candidates,EBV23,0.2951951545801247,import,2,25_25,2,23,ClassGen
3,Male candidates1,EBV23,-0.07817013279333831,import,2,25_25,2,23,ClassGen
4,Mothers,EBV23,0.6543362894074713,import,2,25_25,2,23,ClassGen
0,Fathers,EBV24,-0.0029333313471617923,import,2,25_25,2,24,ClassGen
1,Female candidates,EBV24,0.26652895707648055,import,2,25_25,2,24,ClassGen
2,Male candidates,EBV24,0.3358840639577925,import,2,25_25,2,24,ClassGen
3,Male candidates1,EBV24,-0.0170732243554152,import,2,25_25,2,24,ClassGen
4,Mothers,EBV24,0.7517156522409921,import,2,25_25,2,24,ClassGen
0,Fathers,EBV25,-0.16599920963259468,import,2,25_25,2,25,ClassGen
1,Female candidates,EBV25,0.3124503863363358,import,2,25_25,2,25,ClassGen
2,Male candidates,EBV25,0.3649187983809054,import,2,25_25,2,25,ClassGen
3,Male candidates1,EBV25,0.14798794341293944,import,2,25_25,2,25,ClassGen
4,Mothers,EBV25,0.7353091146762286,import,2,25_25,2,25,ClassGen
0,Fathers,EBV26,0.07609984671119106,import,2,25_25,2,26,ClassGen
1,Female candidates,EBV26,0.35552917237153886,import,2,25_25,2,26,ClassGen
2,Male candidates,EBV26,0.4992331973710944,import,2,25_25,2,26,ClassGen
3,Male candidates1,EBV26,0.28297551202326177,import,2,25_25,2,26,ClassGen
4,Mothers,EBV26,0.6950158831975034,import,2,25_25,2,26,ClassGen
0,Fathers,EBV27,0.7479072072639555,import,2,25_25,2,27,ClassGen
1,Female candidates,EBV27,0.3583097255621892,import,2,25_25,2,27,ClassGen
2,Male candidates,EBV27,0.31477390873817884,import,2,25_25,2,27,ClassGen
3,Male candidates1,EBV27,0.3424570625003655,import,2,25_25,2,27,ClassGen
4,Mothers,EBV27,0.6282812595553462,import,2,25_25,2,27,ClassGen
0,Fathers,EBV28,0.7153140967473327,import,2,25_25,2,28,ClassGen
1,Female candidates,EBV28,0.32970429171366417,import,2,25_25,2,28,ClassGen
2,Male candidates,EBV28,0.47658052341518875,import,2,25_25,2,28,ClassGen
3,Male candidates1,EBV28,0.26920472669043805,import,2,25_25,2,28,ClassGen
4,Mothers,EBV28,0.633039917591439,import,2,25_25,2,28,ClassGen
0,Fathers,EBV29,0.6190078171243062,import,2,25_25,2,29,ClassGen
1,Female candidates,EBV29,0.33996542244523986,import,2,25_25,2,29,ClassGen
2,Male candidates,EBV29,0.48329371100823826,import,2,25_25,2,29,ClassGen
