strategy,scenario,Group,Generation,cat,trait,gvNormUnres1,gvNormUnres2
ClassGen,25_25,home,19,pb,2,2.7464645786333333,1.5709324018500002
ClassGen,25_25,home,20,pb,2,2.619504440275,2.271074807858333
ClassGen,25_25,home,21,pb,2,3.6536070811666668,3.0268649290500007
ClassGen,25_25,home,22,pb,2,3.790299419991667,2.7971259030750004
ClassGen,25_25,home,23,pb,2,3.5935804268166667,2.6752254877499997
ClassGen,25_25,home,24,pb,2,3.785980519858333,3.105850427875
ClassGen,25_25,home,25,pb,2,4.565107288699999,3.39321148935
ClassGen,25_25,home,26,pb,2,4.522926384266667,4.333302535516666
ClassGen,25_25,home,27,pb,2,5.15309270175,3.757701014275
ClassGen,25_25,home,28,pb,2,4.220976204725,3.5012946594916676
ClassGen,25_25,home,29,pb,2,4.565645193441666,3.5878686039416667
ClassGen,25_25,home,30,pb,2,4.991112221183333,4.042455914883333
ClassGen,25_25,home,31,pb,2,4.2126864484499995,3.539321671091667
ClassGen,25_25,home,32,pb,2,4.6159722939,3.7571158517
ClassGen,25_25,home,33,pb,2,5.649427211083332,4.994520876608333
ClassGen,25_25,home,34,pb,2,6.030652355308333,5.486507829074999
ClassGen,25_25,home,35,gpb,2,6.46750877665,5.7385847739499996
ClassGen,25_25,home,36,gpb,2,5.465847544483334,5.029575668400001
ClassGen,25_25,home,37,gpb,2,7.552181300916668,7.031223460299999
ClassGen,25_25,home,38,gpb,2,7.556628534933335,6.79548614235
ClassGen,25_25,home,39,gpb,2,6.024462400733334,5.312714998516666
ClassGen,25_25,home,40,gpb,2,6.633581172666666,5.9378245062333335
ClassGen,25_25,home,41,gpb,2,10.228757465166666,9.254504734183334
ClassGen,25_25,home,42,gpb,2,9.964441978633333,8.821835271816667
ClassGen,25_25,home,43,gpb,2,10.226563958816667,9.704752117233333
ClassGen,25_25,home,44,gpb,2,11.764701494,11.1244257939
ClassGen,25_25,home,45,gpb,2,11.401019151166665,11.191967031216665
ClassGen,25_25,home,46,gpb,2,11.834572584966667,11.054131489516669
ClassGen,25_25,home,47,gpb,2,12.207614415366665,11.629451220866665
ClassGen,25_25,home,48,gpb,2,11.740686854316666,10.905906811816665
ClassGen,25_25,import,11,pb,2,4.512694813953334,4.75634084435
ClassGen,25_25,import,12,pb,2,4.0135223666833335,4.40734353582
ClassGen,25_25,import,13,pb,2,4.210783081280001,4.540544556663334
ClassGen,25_25,import,14,pb,2,3.8139382144666665,4.379275355063334
ClassGen,25_25,import,15,pb,2,4.173130848226666,4.217263037416667
ClassGen,25_25,import,16,pb,2,4.244887561333333,4.47474430416
ClassGen,25_25,import,17,pb,2,3.9942120934433336,4.293036318096667
ClassGen,25_25,import,18,pb,2,4.192827396559999,4.523554458566667
ClassGen,25_25,import,19,pb,2,3.855598786986667,4.246452784943334
ClassGen,25_25,import,20,pb,2,3.7834315153733336,3.911356118303333
ClassGen,25_25,import,21,pb,2,5.7749236638033326,6.046424232503333
ClassGen,25_25,import,22,pb,2,5.57203054602,6.123143259
ClassGen,25_25,import,23,pb,2,5.3397202480566675,5.987903492116668
ClassGen,25_25,import,24,pb,2,5.66581651036,6.00514248211
ClassGen,25_25,import,25,gpb,2,5.08156098832598,5.64316725261089
ClassGen,25_25,import,26,gpb,2,5.051234604154978,5.218389604421286
ClassGen,25_25,import,27,gpb,2,5.367035567447402,5.800988440990401
ClassGen,25_25,import,28,gpb,2,5.7807355454266665,6.094608725817778
ClassGen,25_25,import,29,gpb,2,5.826280737824445,6.187235047964445
ClassGen,25_25,import,30,gpb,2,5.285410635748889,5.704767739724443
ClassGen,25_25,import,31,gpb,2,7.193894370571112,7.9306522094577785
ClassGen,25_25,import,32,gpb,2,7.618687806237777,8.184180171977777
ClassGen,25_25,import,33,gpb,2,7.51165080322,8.323904117848889
ClassGen,25_25,import,34,gpb,2,8.090489632346666,8.663935096226668
ClassGen,25_25,import,35,gpb,2,8.155330077977778,8.970860609271112
ClassGen,25_25,import,36,gpb,2,8.665816458831111,9.506876022133335
ClassGen,25_25,import,37,gpb,2,9.535722303115557,10.172699555240001
ClassGen,25_25,import,38,gpb,2,9.459789900855556,10.345026969433333
ClassGen,25_25,import,39,gpb,2,10.114005351453333,10.666833116013335
ClassGen,25_25,import,40,gpb,2,10.947439671353333,11.254571573519998
ClassGen,25_25,import,41,gpb,2,10.885098187799999,11.434556999160002
ClassGen,25_25,import,42,gpb,2,10.815563411713333,11.576077054053332
ClassGen,25_25,import,43,gpb,2,11.702436999859998,12.104157271653333
ClassGen,25_25,import,44,gpb,2,11.596244406873334,12.33621992304
ClassGen,25_25,import,45,gpb,2,12.4370374419,13.011606504360001
ClassGen,25_25,import,46,gpb,2,12.682631500106668,13.345224728306668
ClassGen,25_25,import,47,gpb,2,13.196351214,13.991151946086665
ClassGen,25_25,import,48,gpb,2,13.923746857633335,14.299985872346666
ClassGen,50_50,home,11,pb,2,2.6127730395916666,2.5022925463416668
ClassGen,50_50,home,12,pb,2,2.7593381450499996,2.0628640355416663
ClassGen,50_50,home,13,pb,2,2.7957541063249995,2.3953410577083334
ClassGen,50_50,home,14,pb,2,2.6500072648499997,1.8790418169083332
ClassGen,50_50,home,15,pb,2,2.8344316436250003,2.3156505986500004
ClassGen,50_50,home,16,pb,2,2.725860871583334,2.1060620504166665
ClassGen,50_50,home,17,pb,2,2.999604549008333,2.0921660040583334
ClassGen,50_50,home,18,pb,2,3.0094254623833336,2.7843218711916666
ClassGen,50_50,home,19,pb,2,2.7464645786333333,1.5709324018500002
ClassGen,50_50,home,20,pb,2,2.619504440275,2.271074807858333
ClassGen,50_50,home,21,pb,2,3.6536070811666668,3.0268649290500007
ClassGen,50_50,home,22,pb,2,3.790299419991667,2.7971259030750004
ClassGen,50_50,home,23,pb,2,3.5935804268166667,2.6752254877499997
ClassGen,50_50,home,24,pb,2,3.785980519858333,3.105850427875
ClassGen,50_50,home,25,pb,2,4.565107288699999,3.39321148935
ClassGen,50_50,home,26,pb,2,4.522926384266667,4.333302535516666
ClassGen,50_50,home,27,pb,2,5.15309270175,3.757701014275
ClassGen,50_50,home,28,pb,2,4.220976204725,3.5012946594916676
ClassGen,50_50,home,29,pb,2,4.604145833725,3.6441140958083333
ClassGen,50_50,home,30,pb,2,4.310800532308334,3.5970799326499994
ClassGen,50_50,home,31,pb,2,4.534863695008333,3.889829071725
ClassGen,50_50,home,32,pb,2,4.695932171141667,3.8736193518083333
ClassGen,50_50,home,33,pb,2,5.248871457825,4.419405861866667
ClassGen,50_50,home,34,pb,2,5.929011815141666,5.49042404985
ClassGen,50_50,home,35,gpb,2,5.8747422211244436,5.245974529830556
ClassGen,50_50,home,36,gpb,2,6.3802777759152365,5.964560019387619
ClassGen,50_50,home,37,gpb,2,6.894739880188889,6.68869836664127
ClassGen,50_50,home,38,gpb,2,7.824757294605557,7.497429751988889
ClassGen,50_50,home,39,gpb,2,7.899861002272222,7.695291266027778
ClassGen,50_50,home,40,gpb,2,8.414901894805555,8.500393013605555
ClassGen,50_50,home,41,gpb,2,9.623516468683334,9.497245726166666
ClassGen,50_50,home,42,gpb,2,10.489256660627776,10.480150078466666
ClassGen,50_50,home,43,gpb,2,9.883651169355554,10.088514773288889
ClassGen,50_50,home,44,gpb,2,11.36275095895,11.39717608746111
ClassGen,50_50,home,45,gpb,2,11.219548485088891,11.036412706633334
ClassGen,50_50,home,46,gpb,2,11.823903267738887,11.6801197244
ClassGen,50_50,home,47,gpb,2,12.61246991787778,12.529171595094445
ClassGen,50_50,home,48,gpb,2,13.165384995266669,13.036011589244445
ClassGen,50_50,import,11,pb,2,4.512694813953334,4.75634084435
ClassGen,50_50,import,12,pb,2,4.0135223666833335,4.40734353582
ClassGen,50_50,import,13,pb,2,4.210783081280001,4.540544556663334
ClassGen,50_50,import,14,pb,2,3.8139382144666665,4.379275355063334
ClassGen,50_50,import,15,pb,2,4.173130848226666,4.217263037416667
ClassGen,50_50,import,16,pb,2,4.244887561333333,4.47474430416
ClassGen,50_50,import,17,pb,2,3.9942120934433336,4.293036318096667
ClassGen,50_50,import,18,pb,2,4.192827396559999,4.523554458566667
ClassGen,50_50,import,19,pb,2,3.855598786986667,4.246452784943334
ClassGen,50_50,import,20,pb,2,3.7834315153733336,3.911356118303333
ClassGen,50_50,import,21,pb,2,5.7749236638033326,6.046424232503333
ClassGen,50_50,import,22,pb,2,5.57203054602,6.123143259
ClassGen,50_50,import,23,pb,2,5.3397202480566675,5.987903492116668
ClassGen,50_50,import,24,pb,2,5.66581651036,6.00514248211
ClassGen,50_50,import,25,gpb,2,5.08156098832598,5.64316725261089
ClassGen,50_50,import,26,gpb,2,5.051234604154978,5.218389604421286
ClassGen,50_50,import,27,gpb,2,5.367035567447402,5.800988440990401
ClassGen,50_50,import,28,gpb,2,5.7807355454266665,6.094608725817778
ClassGen,50_50,import,29,gpb,2,5.826280737824445,6.187235047964445
ClassGen,50_50,import,30,gpb,2,5.403267302453333,5.79440404428
ClassGen,50_50,import,31,gpb,2,7.398304806057777,7.818309367757777
ClassGen,50_50,import,32,gpb,2,7.184565254902222,7.798249898422223
ClassGen,50_50,import,33,gpb,2,7.855579109168889,8.517706539855554
ClassGen,50_50,import,34,gpb,2,8.242692974751114,8.836538107942223
ClassGen,50_50,import,35,gpb,2,8.64858819677111,9.403862205475555
ClassGen,50_50,import,36,gpb,2,8.998144969208889,9.808643019368889
ClassGen,50_50,import,37,gpb,2,9.380110944875556,9.927895012608891
ClassGen,50_50,import,38,gpb,2,9.612108300051112,10.61607606269111
ClassGen,50_50,import,39,gpb,2,9.92497285499111,10.69011659854
ClassGen,50_50,import,40,gpb,2,10.090802757757778,10.811231795155557
ClassGen,50_50,import,41,gpb,2,10.786725880755554,11.716012232451112
ClassGen,50_50,import,42,gpb,2,10.900873970893334,11.828202815486668
ClassGen,50_50,import,43,gpb,2,11.235476599346669,12.21263092948
ClassGen,50_50,import,44,gpb,2,11.815104495844444,12.70294136298667
ClassGen,50_50,import,45,gpb,2,12.161694619433334,13.07850104212889
ClassGen,50_50,import,46,gpb,2,12.33511711557111,13.35380996063111
ClassGen,50_50,import,47,gpb,2,12.500403972344444,13.765251505544446
ClassGen,50_50,import,48,gpb,2,13.131569073602222,14.24988563828
GenGen,0_100,home,11,pb,2,2.6127730395916666,2.5022925463416668
GenGen,0_100,home,12,pb,2,2.7593381450499996,2.0628640355416663
GenGen,0_100,home,13,pb,2,2.7957541063249995,2.3953410577083334
GenGen,0_100,home,14,pb,2,2.6500072648499997,1.8790418169083332
GenGen,0_100,home,15,pb,2,2.8344316436250003,2.3156505986500004
GenGen,0_100,home,16,pb,2,2.725860871583334,2.1060620504166665
GenGen,0_100,home,17,pb,2,2.999604549008333,2.0921660040583334
GenGen,0_100,home,18,pb,2,3.0094254623833336,2.7843218711916666
