Generation Group variable value sd var SDSt zMean zMean_noC zMean30 Strategy Scenario Rep GenVar Trait SDGenic SDGenicSt zMeanGenic SDGenicStNeg Genic_Genetic_VAR Genic_Genetic_SD Genic_Genetic_SDSt zMeanGenic_Genetic Import
46 import gvNormUnres1 4.89629985692905 1.52813402176497 2.33519358847557 0.906324516683379 2.764675567977 2.90395772763618 3.29992607697959 SU55 ClassGen 1 2.62714931286368 3 1.62084833123389 NA NA NA NA NA NA NA 100_100
47 import gvNormUnres1 4.89051446701881 1.58238258018294 2.50393463006643 0.938498918789916 2.76124429778764 2.90052645744682 3.29602693689664 SU55 ClassGen 1 2.62632865440809 3 1.62059515438252 NA NA NA NA NA NA NA 100_100
48 import gvNormUnres1 4.94753582682083 1.56985317417829 2.46443898847764 0.931067824605921 2.79506322703542 2.9343453866946 3.3344572368484 SU55 ClassGen 1 2.62371408058879 3 1.61978828264338 NA NA NA NA NA NA NA 100_100
49 import gvNormUnres1 4.8761416659576 1.59967199687121 2.55895049757393 0.948753138642722 2.75271990019577 2.89200205985495 3.28634019743889 SU55 ClassGen 1 2.62049923759152 3 1.61879561328524 NA NA NA NA NA NA NA 100_100
50 import gvNormUnres1 4.98014913061164 1.59080247848386 2.53065252555039 0.943492695611458 2.81440592628474 2.95368808594392 3.3564374044812 SU55 ClassGen 1 2.61724388112187 3 1.6177898136414 NA NA NA NA NA NA NA 100_100
20 import gvNormUnres3 -0.633018880716273 1.54889686463666 2.39908149728127 1 0 -0.408690142751866 -0.45722293657194 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 100_100
21 import gvNormUnres3 1.91650289642874 1.47278618146632 2.16909913631813 0.950861361457919 1.6460242352825 1.23733409253063 1.38427005725684 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 100_100
22 import gvNormUnres3 1.48014452959485 1.58717701152476 2.51913086591267 1.02471445824579 1.36430220665908 0.955612063907213 1.06909295913336 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 100_100
23 import gvNormUnres3 2.12798114833064 1.40174824985525 1.96489815597225 0.904997796728105 1.78255898897089 1.37386884621903 1.53701859336097 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 100_100
24 import gvNormUnres3 2.55170643219705 1.47682510115949 2.18101237941475 0.953468971935668 2.05612483673043 1.64743469397856 1.84307094739181 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 100_100
25 import gvNormUnres3 2.7806868518714 1.48895645657996 2.21699132959115 0.961301227069913 2.20395935360645 1.79526921085459 2.00846111676956 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 100_100
26 import gvNormUnres3 2.94198125473626 1.44641147526934 2.09210615579082 0.933833303102874 2.30809437159727 1.89940422884541 2.12496238201941 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 100_100
27 import gvNormUnres3 3.45119039603986 1.41626172530371 2.00579727456024 0.914367998049978 2.63685037396871 2.22816023121684 2.49275883487192 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 100_100
28 import gvNormUnres3 3.78188390915023 1.43491669967132 2.05898593499564 0.926412037129359 2.85035297744124 2.44166283468938 2.73161531099871 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 100_100
29 import gvNormUnres3 4.15467893602677 1.41410460049793 1.99969182114942 0.912975313452942 3.0910371930194 2.68234705026753 3.00088127149429 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 100_100
30 import gvNormUnres3 4.59605916865286 1.38448627591252 1.91680224819013 0.893853107667886 3.37600144254651 2.96731129979465 3.31968561091266 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 100_100
31 import gvNormUnres3 4.77492009100494 1.39715666809437 1.95204675520056 0.902033376135806 3.49147777052916 3.0827876277773 3.44887499000867 SU55 ClassGen 1 2.68282993407575 3 1.63793465500787 NA NA NA NA NA NA NA 100_100
32 import gvNormUnres3 4.96279407238185 1.40471657573472 1.97322865814388 0.90691420959409 3.61277311669863 3.20408297394677 3.58457440765229 SU55 ClassGen 1 2.67777348555753 3 1.6363903829947 NA NA NA NA NA NA NA 100_100
33 import gvNormUnres3 5.11117685071929 1.38137873811202 1.90820721810795 0.891846816693028 3.70857212160672 3.29988197885485 3.69174974114531 SU55 ClassGen 1 2.67574355115047 3 1.63577001780521 NA NA NA NA NA NA NA 100_100
34 import gvNormUnres3 5.2034370234041 1.41386911791509 1.999025882594 0.912823281004419 3.76813720614606 3.35944706339419 3.75838830180854 SU55 ClassGen 1 2.67576697127566 3 1.63577717653587 NA NA NA NA NA NA NA 100_100
35 import gvNormUnres3 5.19990080454304 1.45958877086007 2.13039938002081 0.942340838944406 3.76585414977104 3.35716400701918 3.75583412780005 SU55 ClassGen 1 2.67335990462654 3 1.635041254717 NA NA NA NA NA NA NA 100_100
36 import gvNormUnres3 5.15176427868054 1.47470501387079 2.17475487793564 0.952100199529247 3.73477620845583 3.32608606570396 3.72106561712573 SU55 ClassGen 1 2.67205425679802 3 1.63464193534793 NA NA NA NA NA NA NA 100_100
37 import gvNormUnres3 5.2036857673091 1.47338438200952 2.17086153714957 0.95124757215849 3.76829780037972 3.35960765762786 3.75856796693728 SU55 ClassGen 1 2.67050818586167 3 1.6341689587866 NA NA NA NA NA NA NA 100_100
38 import gvNormUnres3 5.19223522185206 1.52063601303832 2.31233388414908 0.981754206982032 3.76090509030427 3.3522149475524 3.75029735735721 SU55 ClassGen 1 2.67285128694654 3 1.63488571066804 NA NA NA NA NA NA NA 100_100
39 import gvNormUnres3 5.18286882650332 1.49771891438641 2.24316194651081 0.96695845190296 3.75485795084483 3.34616780809297 3.74353210766735 SU55 ClassGen 1 2.67408101357533 3 1.63526175689867 NA NA NA NA NA NA NA 100_100
40 import gvNormUnres3 5.1875935466745 1.46506944786734 2.1464284870743 0.945879277902091 3.75790832836128 3.34921818560941 3.74694472377874 SU55 ClassGen 1 2.67347518709 3 1.6350765080234 NA NA NA NA NA NA NA 100_100
41 import gvNormUnres3 5.1131279654855 1.51703990475095 2.30141007260677 0.979432484748956 3.70983180184157 3.3011416590897 3.69315901099518 SU55 ClassGen 1 2.67549307654746 3 1.63569345433289 NA NA NA NA NA NA NA 100_100
42 import gvNormUnres3 5.09676116673934 1.49513359857666 2.23542447759279 0.965289318296469 3.6992650564889 3.29057491373704 3.68133744292989 SU55 ClassGen 1 2.6738508508493 3 1.63519138049627 NA NA NA NA NA NA NA 100_100
43 import gvNormUnres3 5.08946805465314 1.48632397411997 2.20915895604377 0.959601641693961 3.69455647178406 3.2858663290322 3.67606970412086 SU55 ClassGen 1 2.6741102746225 3 1.6352707037743 NA NA NA NA NA NA NA 100_100
44 import gvNormUnres3 5.06919826379694 1.51534572191874 2.29627265693743 0.978338685109426 3.68146987362573 3.27277973087387 3.66142904555396 SU55 ClassGen 1 2.67493911758317 3 1.6355241109758 NA NA NA NA NA NA NA 100_100
45 import gvNormUnres3 5.04462616012028 1.54292614139868 2.38062107781141 0.996145177013201 3.66560561291369 3.25691547016182 3.64368087130032 SU55 ClassGen 1 2.67616653170879 3 1.63589930365802 NA NA NA NA NA NA NA 100_100
46 import gvNormUnres3 5.04163115130786 1.4874088980008 2.21238522985194 0.960302091094821 3.66367197299176 3.25498183023989 3.64151760766634 SU55 ClassGen 1 2.67320884808639 3 1.63499506056942 NA NA NA NA NA NA NA 100_100
47 import gvNormUnres3 5.0515075633106 1.58612916626521 2.51580573207718 1.02403794757328 3.67004838980054 3.26135824704867 3.64865123706707 SU55 ClassGen 1 2.6725011928543 3 1.63477863726387 NA NA NA NA NA NA NA 100_100
48 import gvNormUnres3 5.11827316888851 1.59471550832099 2.54311755247949 1.02958146841822 3.71315365206961 3.30446350931775 3.69687533776023 SU55 ClassGen 1 2.67107177275622 3 1.63434138806928 NA NA NA NA NA NA NA 100_100
49 import gvNormUnres3 5.01232118569634 1.61354964947269 2.60354247131345 1.04174118129628 3.64474885016757 3.2360587074157 3.62034732514246 SU55 ClassGen 1 2.66756039417421 3 1.63326678597656 NA NA NA NA NA NA NA 100_100
50 import gvNormUnres3 5.10935942241442 1.60625391623684 2.5800516434262 1.03703090432276 3.70739875212914 3.29870860937728 3.69043703163241 SU55 ClassGen 1 2.66282930121889 3 1.63181779044687 NA NA NA NA NA NA NA 100_100
20 home gvNormUnres1 0.211990483571389 1.70389783721175 2.90326783965488 1 0 0.124415020045033 0.145103416402917 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
21 home gvNormUnres1 1.95754568643726 1.5298185075792 2.34034466613184 0.897834643702924 1.02444827661868 1.14886329666371 1.33990244317352 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
22 home gvNormUnres1 1.85072470479194 1.550035990845 2.40261157291484 0.909700075317585 0.961756148421534 1.08617116846657 1.26678553188996 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
23 home gvNormUnres1 1.95844300176266 1.52374263014392 2.32179160291792 0.894268774140453 1.02497490169314 1.14938992173818 1.34051663828791 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
24 home gvNormUnres1 2.2004254309736 1.62962293905346 2.65567092348924 0.956408831247868 1.1669918841238 1.29140690416883 1.50614896572284 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
25 home gvNormUnres1 2.40635046736622 1.52841316537993 2.33604680410669 0.89700986291585 1.28784715601592 1.41226217606095 1.64710069997086 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
26 home gvNormUnres1 2.45392692315237 1.51425792970723 2.29297707768122 0.888702301650404 1.31576928535204 1.44018430539707 1.67966587062668 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
27 home gvNormUnres1 2.73731425759509 1.46524875716506 2.14695392037377 0.859939325683275 1.48208637799325 1.60650139803829 1.87363906083881 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
28 home gvNormUnres1 2.88741604984561 1.47955785463056 2.18909144519897 0.868337186841962 1.57017956584315 1.69459458588818 1.97638085611576 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
29 home gvNormUnres1 3.11742818455206 1.44801875830999 2.09675832441762 0.849827217739488 1.70517130635902 1.82958632640405 2.13381974675725 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
30 home gvNormUnres1 3.23908846853727 1.46096135312722 2.13440807533132 0.857423092641476 1.77657246746636 1.9009874875114 2.21709387562096 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
31 home gvNormUnres1 3.86397274171734 1.4725701708321 2.16846290802447 0.864236187564979 2.14331057789359 2.26772559793862 2.64481516464923 SU55 ClassGen 1 2.6304775741851 3 1.62187470976802 NA NA NA NA NA NA NA 50_50
32 home gvNormUnres1 4.03092216248433 1.44256125707005 2.08098298039951 0.84662426676393 2.24129146449427 2.3657064845393 2.75908883822015 SU55 ClassGen 1 2.62499474540455 3 1.62018355299779 NA NA NA NA NA NA NA 50_50
33 home gvNormUnres1 4.1494534249 1.40548722744877 1.97539434652162 0.824865902611097 2.31085623523759 2.43527125528262 2.84022121188764 SU55 ClassGen 1 2.62331230860518 3 1.61966425798842 NA NA NA NA NA NA NA 50_50
34 home gvNormUnres1 4.31818295941999 1.40892949126969 1.98508231136947 0.826886131609424 2.40988185217017 2.5342968722152 2.95571333914947 SU55 ClassGen 1 2.62527626535412 3 1.62027042969812 NA NA NA NA NA NA NA 50_50
35 home gvNormUnres1 4.38495402812559 1.42070693411066 2.01840819263012 0.833798190879507 2.44906910110457 2.5734841211496 3.00141685386783 SU55 ClassGen 1 2.62313132330348 3 1.6196083857845 NA NA NA NA NA NA NA 50_50
36 home gvNormUnres1 4.517389031007 1.43515576523606 2.05967207049031 0.842278060276516 2.52679383318013 2.65120885322516 3.09206607097267 SU55 ClassGen 1 2.62082024393246 3 1.6188947599929 NA NA NA NA NA NA NA 50_50
37 home gvNormUnres1 4.57373239840745 1.45297059377426 2.11112354637274 0.85273339870652 2.55986117217778 2.68427619222282 3.13063202432923 SU55 ClassGen 1 2.62672249101263 3 1.62071665969491 NA NA NA NA NA NA NA 50_50
38 home gvNormUnres1 4.58019201670995 1.46408001462112 2.14353028921296 0.859253402784364 2.56365225528232 2.68806727532735 3.13505350905138 SU55 ClassGen 1 2.62531168459983 3 1.62028135970264 NA NA NA NA NA NA NA 50_50
39 home gvNormUnres1 4.7062193668498 1.49870390820739 2.24611340447612 0.87957380746481 2.63761640230305 2.76203142234809 3.22131681086295 SU55 ClassGen 1 2.62454047600934 3 1.62004335621283 NA NA NA NA NA NA NA 50_50
40 home gvNormUnres1 4.7345829437963 1.46774048133514 2.15426212054991 0.861401692801573 2.65426269196142 2.77867771200646 3.24073113478451 SU55 ClassGen 1 2.62707784148454 3 1.62082628356173 NA NA NA NA NA NA NA 50_50
41 home gvNormUnres1 4.94091821870904 1.56930385482511 2.46271458876895 0.921008185204994 2.77535872859375 2.89977374863879 3.38196366942417 SU55 ClassGen 1 2.61855801349455 3 1.61819591319919 NA NA NA NA NA NA NA 50_50
42 home gvNormUnres1 5.04365699010169 1.56609890564901 2.45266578227502 0.919127233714766 2.83565504985722 2.96007006990226 3.45228638615636 SU55 ClassGen 1 2.6187225191412 3 1.61824674235458 NA NA NA NA NA NA NA 50_50
43 home gvNormUnres1 5.23019048950613 1.63486833871102 2.67279448491973 0.959487302000634 2.9451296294539 3.06954464949893 3.57996498559718 SU55 ClassGen 1 2.62166371672433 3 1.61915524787598 NA NA NA NA NA NA NA 50_50
44 home gvNormUnres1 5.37784139980506 1.67256413184101 2.79747077512109 0.981610572719541 3.03178442006068 3.15619944010571 3.68102919922807 SU55 ClassGen 1 2.61768345579306 3 1.61792566448309 NA NA NA NA NA NA NA 50_50
45 home gvNormUnres1 5.48916442545062 1.67994363626605 2.82221062103081 0.985941527465698 3.09711875127136 3.2215337713164 3.75722767320363 SU55 ClassGen 1 2.61776864459386 3 1.6179519908186 NA NA NA NA NA NA NA 50_50
46 home gvNormUnres1 5.63628366589975 1.78636171662496 3.19108818262327 1.04839719706913 3.18346151034773 3.30787653039277 3.85792796902885 SU55 ClassGen 1 2.6161310882516 3 1.6174458532673 NA NA NA NA NA NA NA 50_50
47 home gvNormUnres1 5.8091558206155 1.76720936868097 3.1230289527538 1.03715688234737 3.28491838818416 3.4093334082292 3.97625564028841 SU55 ClassGen 1 2.60760590503544 3 1.61480831835715 NA NA NA NA NA NA NA 50_50
48 home gvNormUnres1 5.95505171657951 1.80368584025075 3.25328261032106 1.05856454586637 3.37054317904766 3.49495819909269 4.07611858029823 SU55 ClassGen 1 2.61107480777541 3 1.61588205255687 NA NA NA NA NA NA NA 50_50
49 home gvNormUnres1 6.13236546630598 1.84782874096717 3.41447105594432 1.08447155728007 3.47460678301151 3.59902180305655 4.1974864380769 SU55 ClassGen 1 2.60609701448063 3 1.61434104652042 NA NA NA NA NA NA NA 50_50
50 home gvNormUnres1 6.18984427224954 1.92711825043216 3.71378475114869 1.13100574949123 3.50834049913478 3.63275551917981 4.23682957731909 SU55 ClassGen 1 2.60238974352229 3 1.61319240747106 NA NA NA NA NA NA NA 50_50
20 home gvNormUnres3 -0.658086293450995 1.56958073512713 2.46358368408223 1 0 -0.419275210712682 -0.454383109504568 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
21 home gvNormUnres3 1.15792824838024 1.55817994264321 2.4279247336556 0.992736409011163 1.15700613621774 0.737730925505055 0.799504629283655 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
22 home gvNormUnres3 1.04573689737999 1.65958997733851 2.75423889288245 1.05734604165111 1.08552758880095 0.666252378088271 0.722040844618445 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
23 home gvNormUnres3 1.23862077424141 1.53849400111966 2.36696379148118 0.980194243397773 1.20841637849153 0.789141167778851 0.85521969458657 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
24 home gvNormUnres3 1.39855133972258 1.64972553463893 2.72159433963972 1.05106127879769 1.31031019121612 0.891034980503441 0.965645558749579 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
25 home gvNormUnres3 1.42625705855858 1.60349049679619 2.5711817733157 1.02160434370158 1.32796185972603 0.908686649013345 0.984775285049974 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
26 home gvNormUnres3 1.48993457574141 1.53417935214529 2.35370628454893 0.977445325245421 1.36853162192923 0.949256411216548 1.02874214555293 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
27 home gvNormUnres3 1.75519439272856 1.49712074887176 2.24137053670235 0.953834814206292 1.5375320505473 1.11825683983462 1.21189378032894 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
28 home gvNormUnres3 1.88556690955742 1.53653191853675 2.36093033668221 0.978944175440769 1.62059405169903 1.20131884098634 1.30191095616158 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
29 home gvNormUnres3 2.15538371513608 1.48210402045692 2.19663232745456 0.944267464098859 1.79249779614502 1.37322258543234 1.4882090151479 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
30 home gvNormUnres3 2.25238195517833 1.44830712164573 2.09759351860973 0.922735026770328 1.85429661787585 1.43502140716317 1.55518254485895 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
31 home gvNormUnres3 3.21401903446023 1.57704481955125 2.48707036287344 1.00475546383634 2.46696792414287 2.04769271343019 2.21915572078946 SU55 ClassGen 1 2.67253277604573 3 1.63478829701149 NA NA NA NA NA NA NA 50_50
32 home gvNormUnres3 3.35293633906703 1.55607091594245 2.42135669544198 0.991392721073641 2.55547391908651 2.13619870837383 2.31507274179323 SU55 ClassGen 1 2.66760679182126 3 1.63328098985486 NA NA NA NA NA NA NA 50_50
33 home gvNormUnres3 3.48440638959994 1.55870410198727 2.42955847755193 0.993070357646187 2.63923517302562 2.21995996231294 2.40584772216032 SU55 ClassGen 1 2.66687827165844 3 1.6330579511023 NA NA NA NA NA NA NA 50_50
34 home gvNormUnres3 3.71739629297066 1.53811241984181 2.36578981607162 0.979951133075817 2.78767602615055 2.36840081543786 2.56671823083114 SU55 ClassGen 1 2.66927474356075 3 1.63379152389794 NA NA NA NA NA NA NA 50_50
35 home gvNormUnres3 3.87902223986459 1.52983873389132 2.34040655171421 0.974679861732254 2.89064998809895 2.47137477738627 2.67831469022732 SU55 ClassGen 1 2.66870353937807 3 1.63361670516008 NA NA NA NA NA NA NA 50_50
36 home gvNormUnres3 3.9720734182103 1.55010996810007 2.40284091320319 0.98759492481571 2.94993408624263 2.53065887552995 2.74256292663727 SU55 ClassGen 1 2.66347553836791 3 1.63201578986476 NA NA NA NA NA NA NA 50_50
37 home gvNormUnres3 3.99303879727495 1.57449467206914 2.47903347237411 1.00313073219621 2.96329139790902 2.54401618719634 2.75703870926052 SU55 ClassGen 1 2.66939835199373 3 1.63382935216433 NA NA NA NA NA NA NA 50_50
38 home gvNormUnres3 3.99431894472608 1.56380761752697 2.44549426463538 0.996321872796371 2.96410699625479 2.54483178554211 2.7579226015179 SU55 ClassGen 1 2.66738222927867 3 1.63321224256943 NA NA NA NA NA NA NA 50_50
39 home gvNormUnres3 4.20090930522196 1.57449135619251 2.47902303072493 1.00312861960871 3.09572836231287 2.67645315160019 2.90056524782425 SU55 ClassGen 1 2.66658533074198 3 1.6329682577264 NA NA NA NA NA NA NA 50_50
40 home gvNormUnres3 4.25761430686693 1.53680395590329 2.36176639888001 0.979117493933063 3.13185584551646 2.71258063480378 2.93971785627137 SU55 ClassGen 1 2.66996019004117 3 1.63400128214184 NA NA NA NA NA NA NA 50_50
41 home gvNormUnres3 4.54752436646796 1.53906027561229 2.36870653196778 0.980555024133645 3.31656125958842 2.89728604887574 3.13988952930133 SU55 ClassGen 1 2.6624574100942 3 1.63170383651391 NA NA NA NA NA NA NA 50_50
42 home gvNormUnres3 4.65015449793876 1.53277569012965 2.34940131625242 0.976551034187801 3.38194823151917 2.96267302080648 3.21075166201955 SU55 ClassGen 1 2.66274627848554 3 1.63179235152195 NA NA NA NA NA NA NA 50_50
43 home gvNormUnres3 4.9163701998895 1.55508607221295 2.41829269199069 0.990765264513131 3.55155766669688 3.1322824559842 3.39456329835828 SU55 ClassGen 1 2.66723428806293 3 1.63316695045636 NA NA NA NA NA NA NA 50_50
44 home gvNormUnres3 4.99413135825472 1.61279038383833 2.6010928222014 1.02752942091106 3.60110029717452 3.18182508646184 3.44825436788562 SU55 ClassGen 1 2.66249421453593 3 1.63171511439219 NA NA NA NA NA NA NA 50_50
45 home gvNormUnres3 5.18124993777863 1.59348463496833 2.53919328188014 1.01522948090928 3.72031594205102 3.30104073133834 3.5774525032309 SU55 ClassGen 1 2.6640079610401 3 1.63217889982688 NA NA NA NA NA NA NA 50_50
46 home gvNormUnres3 5.33217464389853 1.6446241355179 2.70478854712801 1.04781111204496 3.81647200636948 3.3971967956568 3.6816601701437 SU55 ClassGen 1 2.6607557727557 3 1.63118232357873 NA NA NA NA NA NA NA 50_50
47 home gvNormUnres3 5.46327932439505 1.70492886492399 2.90678243445101 1.08623202793445 3.9000004783763 3.48072526766362 3.77218287664502 SU55 ClassGen 1 2.65359943052165 3 1.62898724074857 NA NA NA NA NA NA NA 50_50
48 home gvNormUnres3 5.58754005955683 1.70824271458261 2.91809317192457 1.08834332401783 3.9791685851075 3.55989337439482 3.85798010383851 SU55 ClassGen 1 2.65695322124373 3 1.63001632545313 NA NA NA NA NA NA NA 50_50
49 home gvNormUnres3 5.78046278963458 1.66270392150817 2.76458433059866 1.05932997538575 4.1020821286801 3.68280691796742 3.99118578044841 SU55 ClassGen 1 2.65313857583138 3 1.6288457802479 NA NA NA NA NA NA NA 50_50
50 home gvNormUnres3 5.82054715688712 1.71744103564153 2.94960371090544 1.09420369223786 4.12762039272441 3.70834518201172 4.01886248427279 SU55 ClassGen 1 2.64803280894834 3 1.62727772950666 NA NA NA NA NA NA NA 50_50
20 import gvNormUnres1 0.234840614903553 1.68607821330603 2.84285974138526 1 0 0.139282159659178 0.158273939852248 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
21 import gvNormUnres1 2.23532504414167 1.48923761272277 2.2178286671482 0.883255356109901 1.18647190471408 1.32575406437325 1.50652689157708 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
22 import gvNormUnres1 1.9181935656478 1.61947995967732 2.62271533979645 0.960501088796985 0.998383667768032 1.13766582742721 1.29279193532598 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
23 import gvNormUnres1 2.39833744836728 1.52611738155876 2.32903426229576 0.905128462911798 1.2831533059321 1.42243546559128 1.6163912584038 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
24 import gvNormUnres1 2.79674070160476 1.52616729043655 2.32918659839843 0.905158063482752 1.51944320642034 1.65872536607952 1.88490040264081 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
25 import gvNormUnres1 2.99397327924198 1.55872000917013 2.42960806698734 0.924464830201336 1.63642032888164 1.77570248854082 2.01782790814355 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
26 import gvNormUnres1 3.18184036829191 1.5172555418766 2.30206437935526 0.899872574061434 1.74784285220668 1.88712501186586 2.14444341868766 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
27 import gvNormUnres1 3.50517345806876 1.48385441994262 2.20182393958324 0.88006262594017 1.93960921703199 2.07889137669117 2.36235803292336 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
28 import gvNormUnres1 3.80733856716291 1.51692582301088 2.30106395251725 0.899677020342089 2.11882101557701 2.25810317523618 2.5660062064808 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
29 import gvNormUnres1 4.15585723286369 1.51312626748828 2.28955110136302 0.897423533230628 2.32552475147157 2.46480691113075 2.80089497286887 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
30 import gvNormUnres1 4.49859913149231 1.48376046696495 2.20154512332804 0.88000690315286 2.52880233131561 2.66808449097479 3.03189041064981 SU55 ClassGen 1 NA 3 NA NA NA NA NA NA NA NA 50_50
31 import gvNormUnres1 4.53742759478008 1.46821950801927 2.15566852372836 0.870789680118347 2.55183119378554 2.69111335344472 3.05805936726529 SU55 ClassGen 1 2.64018699209731 3 1.62486522274843 NA NA NA NA NA NA NA 50_50
32 import gvNormUnres1 4.69946743654995 1.49237906229831 2.22719526558639 0.88511852565373 2.64793577570298 2.78721793536216 3.1672682627559 SU55 ClassGen 1 2.63557253186009 3 1.62344465007591 NA NA NA NA NA NA NA 50_50
33 import gvNormUnres1 4.80099441736251 1.49478838611905 2.23439231927639 0.886547477052143 2.7081506459334 2.84743280559257 3.2356937148912 SU55 ClassGen 1 2.63279737978551 3 1.6225897139405 NA NA NA NA NA NA NA 50_50
34 import gvNormUnres1 4.83647025164497 1.51550338611375 2.29675051332226 0.898833383975813 2.72919108996647 2.86847324962565 3.25960312282617 SU55 ClassGen 1 2.63435314073243 3 1.62306904989665 NA NA NA NA NA NA NA 50_50
35 import gvNormUnres1 4.78628040243278 1.54600285965788 2.39012484207034 0.916922386789226 2.69942387702457 2.83870603668374 3.22577700983177 SU55 ClassGen 1 2.63275373142494 3 1.62257626366989 NA NA NA NA NA NA NA 50_50
36 import gvNormUnres1 4.78112012310425 1.55845688165589 2.42878785198061 0.924308771299582 2.69636335510583 2.83564551476501 3.22229917129689 SU55 ClassGen 1 2.63158625278993 3 1.62221646298819 NA NA NA NA NA NA NA 50_50
37 import gvNormUnres1 4.73399782078128 1.5510737086458 2.40582964965222 0.919929868261851 2.66841548059379 2.80769764025297 3.19054047211861 SU55 ClassGen 1 2.63440829106201 3 1.62308603932817 NA NA NA NA NA NA NA 50_50
38 import gvNormUnres1 4.62991615034122 1.56391081076623 2.44581702403148 0.927543454641845 2.60668544362475 2.74596760328393 3.12039325310491 SU55 ClassGen 1 2.63202698432286 3 1.62235229969414 NA NA NA NA NA NA NA 50_50
39 import gvNormUnres1 4.68503906347319 1.57798974195533 2.49005162571626 0.935893560276328 2.63937841877677 2.77866057843595 3.15754406980292 SU55 ClassGen 1 2.62989651670024 3 1.62169556844071 NA NA NA NA NA NA NA 50_50
40 import gvNormUnres1 4.67404309999131 1.57201603654656 2.47123441915955 0.932350601615436 2.63285679754052 2.77213895719969 3.15013319471446 SU55 ClassGen 1 2.62849136031596 3 1.62126227375954 NA NA NA NA NA NA NA 50_50
41 import gvNormUnres1 4.61000147473091 1.52469617524389 2.32469842680335 0.904285556394382 2.59487420292836 2.73415636258754 3.10697149396407 SU55 ClassGen 1 2.62617500754405 3 1.62054774923297 NA NA NA NA NA NA NA 50_50
42 import gvNormUnres1 4.59957886751244 1.54655977330927 2.39184713241842 0.91725268798581 2.58869263487522 2.72797479453439 3.09994703991604 SU55 ClassGen 1 2.62410854625484 3 1.61991004264275 NA NA NA NA NA NA NA 50_50
43 import gvNormUnres1 4.61078537378806 1.54265184633314 2.37977471899503 0.914934926600072 2.59533912742056 2.73462128707974 3.10749981310627 SU55 ClassGen 1 2.62264841173655 3 1.61945929610366 NA NA NA NA NA NA NA 50_50
44 import gvNormUnres1 4.55394741306286 1.54985664495169 2.40205561990091 0.919208037160244 2.56162897075248 2.70091113041165 3.0691931173891 SU55 ClassGen 1 2.62119807685126 3 1.61901145050035 NA NA NA NA NA NA NA 50_50
