strategy,scenario,Group,Generation,cat,trait,gvNormUnres1,gvNormUnres3
ClassGen,25_25,import,45,gpb,2,12.654744885866668,10.14854243755
ClassGen,25_25,import,45,gpb,3,10.132613650566666,12.765331937016668
ClassGen,25_25,import,46,gpb,2,12.269045806116667,9.970494249516667
ClassGen,25_25,import,46,gpb,3,10.543645546483333,13.277359809166667
ClassGen,25_25,import,47,gpb,2,13.270966344133335,11.161118079
ClassGen,25_25,import,47,gpb,3,10.528282916133334,12.992718299733335
ClassGen,25_25,import,48,gpb,2,13.770689223499998,10.273582376416666
ClassGen,25_25,import,48,gpb,3,11.355391798183334,14.103103974583332
ClassGen,50_50,home,35,gpb,2,5.8747422211244436,4.069673144895556
ClassGen,50_50,home,35,gpb,3,5.5777132030933325,5.04572828694
ClassGen,50_50,home,36,gpb,2,6.3802777759152365,5.271057494334286
ClassGen,50_50,home,36,gpb,3,5.962664082959722,5.206252192264444
ClassGen,50_50,home,37,gpb,2,6.894739880188889,5.751980763796825
ClassGen,50_50,home,37,gpb,3,5.576828463060834,5.768336174961547
ClassGen,50_50,home,38,gpb,2,7.824757294605557,6.137931293155556
ClassGen,50_50,home,38,gpb,3,6.437972689200001,5.862295828083333
ClassGen,50_50,home,39,gpb,2,7.899861002272222,5.844146877922223
ClassGen,50_50,home,39,gpb,3,6.504456768433333,6.17360870955
ClassGen,50_50,home,40,gpb,2,8.414901894805555,6.839571323361111
ClassGen,50_50,home,40,gpb,3,7.0706918015777775,6.810859433822221
ClassGen,50_50,home,41,gpb,2,9.623516468683334,7.86953793145
ClassGen,50_50,home,41,gpb,3,8.947181581516666,8.86469286475
ClassGen,50_50,home,42,gpb,2,10.489256660627776,8.806976581194442
ClassGen,50_50,home,42,gpb,3,8.327412757183334,8.630352267294446
ClassGen,50_50,home,43,gpb,2,9.883651169355554,8.294105535661112
ClassGen,50_50,home,43,gpb,3,8.994478654294445,9.265658082266667
ClassGen,50_50,home,44,gpb,2,11.36275095895,9.706965928811114
ClassGen,50_50,home,44,gpb,3,8.703270629755556,8.480116922166667
ClassGen,50_50,home,45,gpb,2,11.219548485088891,9.01097423016111
ClassGen,50_50,home,45,gpb,3,9.757808884188888,9.65814371393889
ClassGen,50_50,home,46,gpb,2,11.823903267738887,9.47510298992222
ClassGen,50_50,home,46,gpb,3,10.083465810016667,10.041150086672223
ClassGen,50_50,home,47,gpb,2,12.61246991787778,10.36828903275
ClassGen,50_50,home,47,gpb,3,10.38004051765,10.529074167611112
ClassGen,50_50,home,48,gpb,2,13.165384995266669,10.057219950922223
ClassGen,50_50,home,48,gpb,3,10.576120228483333,10.176071059433333
ClassGen,50_50,import,25,gpb,2,4.917338962746667,3.7158951294933336
ClassGen,50_50,import,25,gpb,3,4.6500729986666665,5.980194407853333
ClassGen,50_50,import,26,gpb,2,5.177418821020001,4.073350135986666
ClassGen,50_50,import,26,gpb,3,4.569394725040001,5.305915722713333
ClassGen,50_50,import,27,gpb,2,5.340205610146666,4.224470482166667
ClassGen,50_50,import,27,gpb,3,3.9706413400000002,5.241808235826667
ClassGen,50_50,import,28,gpb,2,5.90755800928,4.859992258446668
ClassGen,50_50,import,28,gpb,3,4.762388349866666,5.97722584816
ClassGen,50_50,import,29,gpb,2,5.5174201006,4.639059595946667
ClassGen,50_50,import,29,gpb,3,5.21677237972,5.736866037433334
ClassGen,50_50,import,30,gpb,2,5.659649375266667,4.251362748666667
ClassGen,50_50,import,30,gpb,3,4.653256273326667,5.747440293266666
ClassGen,50_50,import,31,gpb,2,7.4548147125533335,5.867421837359999
ClassGen,50_50,import,31,gpb,3,5.626177208633333,6.926108137613333
ClassGen,50_50,import,32,gpb,2,7.246233899420001,5.748201143486667
ClassGen,50_50,import,32,gpb,3,5.624161468753335,6.79796692828
ClassGen,50_50,import,33,gpb,2,7.9037931777866675,6.7669598682466665
ClassGen,50_50,import,33,gpb,3,6.489079290526665,7.978931443053333
ClassGen,50_50,import,34,gpb,2,7.962150554680001,6.598834967546666
ClassGen,50_50,import,34,gpb,3,6.589831773813333,7.7142298513866665
ClassGen,50_50,import,35,gpb,2,8.749574549837037,7.417592970025926
ClassGen,50_50,import,35,gpb,3,6.157314236283796,7.751633647768055
ClassGen,50_50,import,36,gpb,2,8.908315705930832,7.354574186620834
ClassGen,50_50,import,36,gpb,3,6.138585228613334,7.762895166305557
ClassGen,50_50,import,37,gpb,2,9.311293357043796,7.909526578472871
ClassGen,50_50,import,37,gpb,3,7.20138885998426,8.76850242153287
ClassGen,50_50,import,38,gpb,2,9.869393979002501,8.192144111394166
ClassGen,50_50,import,38,gpb,3,6.929927872143637,8.539102795343636
ClassGen,50_50,import,39,gpb,2,9.835892631327779,8.488104779088887
ClassGen,50_50,import,39,gpb,3,7.215625886283334,8.99759696796111
ClassGen,50_50,import,40,gpb,2,9.87652399835,8.305459180944444
ClassGen,50_50,import,40,gpb,3,7.1191394420388905,9.177979647872222
ClassGen,50_50,import,41,gpb,2,11.114293426683332,9.052818272922222
ClassGen,50_50,import,41,gpb,3,7.262706160594444,9.489017876205557
ClassGen,50_50,import,42,gpb,2,10.906925693083336,9.64747346821111
ClassGen,50_50,import,42,gpb,3,7.100523504094444,9.179363291305556
ClassGen,50_50,import,43,gpb,2,11.083083571305556,9.137198263972222
ClassGen,50_50,import,43,gpb,3,7.937759215844444,10.014762006777778
ClassGen,50_50,import,44,gpb,2,11.691221679500002,9.777559644411111
ClassGen,50_50,import,44,gpb,3,7.379028385550001,9.950565991827778
ClassGen,50_50,import,45,gpb,2,12.011573970127777,10.472225617705554
ClassGen,50_50,import,45,gpb,3,8.306412245616666,10.274137714011111
ClassGen,50_50,import,46,gpb,2,12.362226930438887,10.076763413027777
ClassGen,50_50,import,46,gpb,3,8.120150708666666,10.781277099461109
ClassGen,50_50,import,47,gpb,2,12.604414078150002,10.571627973944445
ClassGen,50_50,import,47,gpb,3,8.37587031238889,10.779991828872221
ClassGen,50_50,import,48,gpb,2,12.970228018833334,10.789883275711112
ClassGen,50_50,import,48,gpb,3,8.768264680166666,11.051711915561112
GenGen,0_100,home,25,gpb,2,4.888995337011111,3.1065591086000004
GenGen,0_100,home,25,gpb,3,4.526221642672223,3.264091626247222
GenGen,0_100,home,26,gpb,2,3.5365041376553576,2.540944828198809
GenGen,0_100,home,26,gpb,3,3.9277977846376984,3.124366577706349
GenGen,0_100,home,27,gpb,2,4.450665356205953,3.108555156088691
GenGen,0_100,home,27,gpb,3,3.7549198360958336,2.646971118466667
GenGen,0_100,home,28,gpb,2,3.7763462124388893,2.7779330452833335
GenGen,0_100,home,28,gpb,3,3.231916083527777,2.4157395268777777
GenGen,0_100,home,29,gpb,2,4.2230199551666665,3.1424918804999997
GenGen,0_100,home,29,gpb,3,3.7014427822777782,2.6594147958388885
GenGen,0_100,home,30,gpb,2,4.49761750175,3.255914486933333
GenGen,0_100,home,30,gpb,3,4.245285721955555,2.865214062216667
GenGen,0_100,home,31,gpb,2,6.745105268288889,4.820921159455556
GenGen,0_100,home,31,gpb,3,6.299131627283334,5.657129978611111
GenGen,0_100,home,32,gpb,2,6.483456615055555,4.716472949638889
GenGen,0_100,home,32,gpb,3,6.250001592994444,5.521018736005556
GenGen,0_100,home,33,gpb,2,7.2235874307722225,5.282517502088889
GenGen,0_100,home,33,gpb,3,6.7325126959388895,6.0820261838
GenGen,0_100,home,34,gpb,2,7.077033556933333,5.32078969495
GenGen,0_100,home,34,gpb,3,6.733008836561112,5.973281708538889
GenGen,0_100,home,35,gpb,2,7.804691649555555,6.081737057477778
GenGen,0_100,home,35,gpb,3,7.491842545033332,6.49046623045
GenGen,0_100,home,36,gpb,2,8.657958683772222,6.9024408989833335
GenGen,0_100,home,36,gpb,3,7.825593123038889,7.648667015888889
GenGen,0_100,home,37,gpb,2,8.282478442894444,6.516886437394445
